iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
187566,Notolabrus cinctus,Girdled wrasse,2010,LC,NA,LC,0,2017-3
187567,Anampses lennardi,Blue and Yellow Wrasse,2010,LC,NA,LC,0,2017-3
187568,Choerodon oligacanthus,White-patch tuskfish,2010,LC,NA,LC,0,2017-3
187570,Bodianus pulchellus,Spotfin Hogfish,2010,LC,NA,LC,0,2017-3
187572,Achoerodus viridis,Eastern Blue Groper,2010,NT,NA,NT,0.2,2017-3
187573,Symphodus rostratus,Sublaire,2014,LC,NA,LC,0,2017-3
187574,Suezichthys soelae,Soela trawl wrasse,2010,LC,NA,LC,0,2017-3
187575,Labroides pectoralis,Gold barrier reef cleaner,2010,LC,NA,LC,0,2017-3
187577,Oxycheilinus nigromarginatus,Blackmargin maori wrasse,2010,DD,NA,DD,NA,2017-3
187578,Choerodon anchorago,Orange-dotted tuskfish,2010,LC,NA,LC,0,2017-3
187579,Clepticus africanus,NA,2010,DD,NA,DD,NA,2017-3
187580,Cirrhilabrus pylei,Blue-margin fairy-wrasse,2010,LC,NA,LC,0,2017-3
187581,Cirrhilabrus rubrisquamis,Rosy-scales Fairy Wrasse,2010,DD,NA,DD,NA,2017-3
187582,Eupetrichthys angustipes,Snake-skin wrasse,2010,LC,NA,LC,0,2017-3
187583,Bodianus cylindriatus,Cylindrical hogfish,2010,LC,NA,LC,0,2017-3
187584,Halichoeres poeyi,Blackear Wrasse,2010,LC,NA,LC,0,2017-3
187585,Halichoeres signifer,NA,2010,DD,NA,DD,NA,2017-3
187586,Pseudojuloides atavai,Polynesian slender wrasse,2010,DD,NA,DD,NA,2017-3
187588,Suezichthys aylingi,Crimson cleaner fish,2010,LC,NA,LC,0,2017-3
187590,Cirrhilabrus sanguineus,NA,2010,LC,NA,LC,0,2017-3
187591,Pseudolabrus fuentesi,NA,2010,LC,NA,LC,0,2017-3
187592,Iniistius auropunctatus,NA,2010,LC,NA,LC,0,2017-3
187594,Pseudocheilinops ataenia,Pink-streaked wrasse,2010,LC,NA,LC,0,2017-3
187595,Symphodus caeruleus,NA,2015,LC,NA,LC,0,2017-3
187596,Cirrhilabrus balteatus,Girdled wrasse,2010,DD,NA,DD,NA,2017-3
187597,Bodianus rubrisos,NA,2010,DD,NA,DD,NA,2017-3
187598,Halichoeres bicolor,Pearly-spotted wrasse,2010,LC,NA,LC,0,2017-3
187599,Cirrhilabrus scottorum,Scott's wrasse,2010,LC,NA,LC,0,2017-3
187600,Halichoeres nigrescens,White-button wrasse,2010,LC,NA,LC,0,2017-3
187601,Thalassoma ballieui,Old woman wrasse,2010,LC,NA,LC,0,2017-3
187602,Coris flavovittata,Yellowstripe coris,2010,LC,NA,LC,0,2017-3
187603,Coris roseoviridis,Red and green Coris,2010,LC,NA,LC,0,2017-3
187604,Pteragogus enneacanthus,Redstriped wrasse,2010,LC,NA,LC,0,2017-3
187605,Xyrichtys sanctaehelenae,Yellow razorfish,2010,LC,NA,LC,0,2017-3
187606,Cirrhilabrus walshi,NA,2010,LC,NA,LC,0,2017-3
187607,Pseudojuloides erythrops,Blue-head slender-wrasse,2010,LC,NA,LC,0,2017-3
187608,Halichoeres burekae,Mardi Gras Wrasse,2015,EN,"B2ab(ii,iii)",EN,0.6,2017-3
187609,Cirrhilabrus lubbocki,Lubbock's wrasse,2010,LC,NA,LC,0,2017-3
187610,Iniistius celebicus,Bronzespot razorfish,2010,LC,NA,LC,0,2017-3
187611,Pseudocoris ocellata,NA,2010,DD,NA,DD,NA,2017-3
187612,Choerodon jordani,Jordan's tuskfish,2010,LC,NA,LC,0,2017-3
187613,Decodon puellaris,Red Hogfish,2015,LC,NA,LC,0,2017-3
187614,Cirrhilabrus lunatus,Crescent-tail wrasse,2010,LC,NA,LC,0,2017-3
187615,Decodon grandisquamis,Largescale wrasse,2010,DD,NA,DD,NA,2017-3
187616,Halichoeres pelicieri,Peliciers Wrasse,2010,DD,NA,DD,NA,2017-3
187617,Thalassoma genivittatum,Red-cheek wrasse,2010,LC,NA,LC,0,2017-3
187618,Cheilinus lunulatus,Broomtail wrasse,2010,LC,NA,LC,0,2017-3
187619,Bodianus bathycapros,Hawaiian pigfish,2010,LC,NA,LC,0,2017-3
187621,Pseudocheilinus octotaenia,Eightstripe wrasse,2010,LC,NA,LC,0,2017-3
187622,Epibulus brevis,Dwarf slingjaw wrasse,2010,LC,NA,LC,0,2017-3
187623,Iniistius dea,Black-spot tuskfish,2010,LC,NA,LC,0,2017-3
187624,Halichoeres chrysus,Golden rainbow fish,2010,LC,NA,LC,0,2017-3
187625,Pteragogus guttatus,White-barred sneaky-wrasse,2010,LC,NA,LC,0,2017-3
187626,Pseudojuloides cerasinus,Long blue-lined wrasse,2010,DD,NA,DD,NA,2017-3
187627,Hologymnosus rhodonotus,Redback longface wrasse,2010,LC,NA,LC,0,2017-3
187628,Coris debueni,Easter Island coris,2010,LC,NA,LC,0,2017-3
187629,Xyrichtys pastellus,Pastel Razorfish,2010,LC,NA,LC,0,2017-3
187630,Pictilabrus viridis,Green senator wrasse,2010,LC,NA,LC,0,2017-3
187631,Labrichthys unilineatus,Tube-mouth wrasse,2010,LC,NA,LC,0,2017-3
187632,Stethojulis albovittata,Blue-lined wrasse,2010,LC,NA,LC,0,2017-3
187633,Notolabrus gymnogenis,White spotted parrotfish,2010,LC,NA,LC,0,2017-3
187634,Halichoeres miniatus,Circle-cheek wrasse,2010,LC,NA,LC,0,2017-3
187635,Paracheilinus flavianalis,Yellow-fin flasher-wrasse,2010,LC,NA,LC,0,2017-3
187636,Cirrhilabrus temminckii,Threadfin wrasse,2010,DD,NA,DD,NA,2017-3
187638,Bodianus bimaculatus,Two-spot slender hogfish,2010,LC,NA,LC,0,2017-3
187639,Anampses lineatus,Lined Wrasse,2010,DD,NA,DD,NA,2017-3
187640,Coris cuvieri,False clownwrasse,2010,LC,NA,LC,0,2017-3
187641,Pseudolabrus mortonii,Rosy parrotfish,2010,LC,NA,LC,0,2017-3
187642,Pseudocoris aurantiofasciata,Rust-banded wrasse,2010,LC,NA,LC,0,2017-3
187643,Bodianus insularis,Island hogfish,2010,LC,NA,LC,0,2017-3
187644,Cirrhilabrus lanceolatus,Long-tailed wrasse,2010,LC,NA,LC,0,2017-3
187645,Pseudojuloides severnsi,Black-hat slender wrasse,2010,LC,NA,LC,0,2017-3
187647,Choerodon melanostigma,NA,2010,LC,NA,LC,0,2017-3
187649,Cheilinus oxycephalus,Point-head maori wrasse,2010,LC,NA,LC,0,2017-3
187650,Bodianus flavipinnis,NA,2010,DD,NA,DD,NA,2017-3
187651,Pteragogus pelycus,Sideburn wrasse,2010,LC,NA,LC,0,2017-3
187652,Thalassoma bifasciatum,Bluehead Wrasse,2010,LC,NA,LC,0,2017-3
187653,Symphodus roissali,Five-spotted Wrasse,2010,LC,NA,LC,0,2017-3
187654,Labrus viridis,Green Wrasse,2010,VU,A4ad,VU,0.4,2017-3
187655,Iniistius melanopus,High-spot razor wrasse,2010,LC,NA,LC,0,2017-3
187656,Paracheilinus angulatus,Royal flasher-wrasse,2010,LC,NA,LC,0,2017-3
187657,Iniistius griffithsi,Griffiths’ razor fish,2010,LC,NA,LC,0,2017-3
187658,Pseudocheilinus evanidus,Disappearing wrasse,2010,LC,NA,LC,0,2017-3
187659,Coris hewetti,Hewett's Coris,2010,LC,NA,LC,0,2017-3
187660,Iniistius geisha,Geisha Wrasse,2010,DD,NA,DD,NA,2017-3
187661,Bodianus neilli,Bay of Bengal hogfish,2010,LC,NA,LC,0,2017-3
187662,Notolabrus celidotus,Spotty,2010,LC,NA,LC,0,2017-3
187663,Coris musume,NA,2010,LC,NA,LC,0,2017-3
187664,Coris formosa,Queen coris,2010,LC,NA,LC,0,2017-3
187665,Notolabrus inscriptus,Green wrasse,2010,LC,NA,LC,0,2017-3
187666,Pseudocheilinus dispilus,NA,2010,DD,NA,DD,NA,2017-3
187667,Macropharyngodon cyanoguttatus,Bluespotted wrasse,2010,LC,NA,LC,0,2017-3
187668,Cirrhilabrus johnsoni,Johnson's wrasse,2010,LC,NA,LC,0,2017-3
187669,Xyrichtys incandescens,Razorfish,2010,LC,NA,LC,0,2017-3
187670,Xyrichtys splendens,Green Razorfish,2010,LC,NA,LC,0,2017-3
187671,Pseudolabrus gayi,NA,2010,LC,NA,LC,0,2017-3
187672,Bodianus rufus,Spanish Hogfish,2010,LC,NA,LC,0,2017-3
187675,Labropsis australis,Southern tubelip,2010,LC,NA,LC,0,2017-3
187676,Frontilabrus caeruleus,NA,2010,DD,NA,DD,NA,2017-3
187677,Halichoeres melanurus,Yellow-tailed wrasse,2010,LC,NA,LC,0,2017-3
187678,Lappanella fasciata,Iris Wrasse,2014,LC,NA,LC,0,2017-3
187679,Coris picta,Banana wrasse,2010,LC,NA,LC,0,2017-3
187680,Macropharyngodon geoffroy,Geoffroy's wrasse,2010,LC,NA,LC,0,2017-3
187681,Cymolutes praetextatus,Knife razorfish,2010,LC,NA,LC,0,2017-3
187682,Cirrhilabrus morrisoni,NA,2010,LC,NA,LC,0,2017-3
187683,Bodianus macrognathos,Giant hogfish,2010,LC,NA,LC,0,2017-3
187684,Pteragogus flagellifer,Cocktail wrasse,2010,LC,NA,LC,0,2017-3
187685,Thalassoma lutescens,Yellow-brown wrasse,2010,LC,NA,LC,0,2017-3
187686,Xyrichtys sciistius,NA,2010,DD,NA,DD,NA,2017-3
187687,Halichoeres chlorocephalus,NA,2010,LC,NA,LC,0,2017-3
187688,Pseudocoris heteroptera,Torpedo wrasse,2010,LC,NA,LC,0,2017-3
187691,Halichoeres lapillus,Jewelled wrasse,2010,LC,NA,LC,0,2017-3
187692,Macropharyngodon meleagris,Blackspotted wrasse,2010,LC,NA,LC,0,2017-3
187693,Thalassoma nigrofasciatum,Black-barred wrasse,2010,LC,NA,LC,0,2017-3
187696,Xyrichtys novacula,Cleaver Wrasse,2010,LC,NA,LC,0,2017-3
187697,Bodianus masudai,NA,2010,LC,NA,LC,0,2017-3
187698,Hologymnosus annulatus,Narrow-banded rainbowfish,2010,LC,NA,LC,0,2017-3
187699,Halichoeres claudia,NA,2010,LC,NA,LC,0,2017-3
187700,Decodon pacificus,Ten-tooth Wrasse,2010,DD,NA,DD,NA,2017-3
187701,Xenojulis margaritaceus,Pearly rainbowfish,2010,LC,NA,LC,0,2017-3
187703,Halichoeres bathyphilus,Greenband Wrasse,2010,LC,NA,LC,0,2017-3
187704,Cirrhilabrus claire,NA,2010,LC,NA,LC,0,2017-3
187705,Iniistius pavo,Indianfish blue razorfish,2010,LC,NA,LC,0,2017-3
187706,Cirrhilabrus blatteus,Purple-boned wrasse,2010,LC,NA,LC,0,2017-3
187707,Thalassoma trilobatum,Green-blocked wrasse,2010,LC,NA,LC,0,2017-3
187708,Cirrhilabrus katoi,NA,2010,LC,NA,LC,0,2017-3
187709,Oxyjulis californica,Señorita californiana,2010,LC,NA,LC,0,2017-3
187710,Anampses geographicus,Geographic Wrasse,2010,LC,NA,LC,0,2017-3
187711,Thalassoma duperrey,Saddle-back wrasse,2010,LC,NA,LC,0,2017-3
187712,Iniistius verrens,NA,2010,LC,NA,LC,0,2017-3
187713,Pseudodax moluccanus,Chisel-tooth wrasse,2010,LC,NA,LC,0,2017-3
187714,Symphodus cinereus,Grey Wrasse,2015,LC,NA,LC,0,2017-3
187715,Bodianus anthioides,Lyre-tail hogfish,2010,LC,NA,LC,0,2017-3
187716,Anampses caeruleopunctatus,Bluespotted Wrasse,2010,LC,NA,LC,0,2017-3
187717,Cirrhilabrus filamentosus,Whip-fin wrasse,2010,DD,NA,DD,NA,2017-3
187718,Oxycheilinus arenatus,Thin-line maori wrasse,2010,LC,NA,LC,0,2017-3
187719,Clepticus brasiliensis,NA,2010,LC,NA,LC,0,2017-3
187720,Choerodon sugillatum,Wedge-tailed tuskfish,2010,LC,NA,LC,0,2017-3
187721,Bodianus izuensis,NA,2010,DD,NA,DD,NA,2017-3
187722,Epibulus insidiator,Sling-jaw wrasse,2010,LC,NA,LC,0,2017-3
187723,Anampses meleagrides,Spotted Wrasse,2010,LC,NA,LC,0,2017-3
187725,Polylepion cruentum,Bleeding wrasse,2010,DD,NA,DD,NA,2017-3
187726,Cirrhilabrus rubriventralis,Socia fairy wrasse,2010,LC,NA,LC,0,2017-3
187727,Iniistius bimaculatus,Two-spot Razorfish,2010,LC,NA,LC,0,2017-3
187729,Coris aurilineata,Yellow-lined Rainbow Wrasse,2010,LC,NA,LC,0,2017-3
187730,Stethojulis notialis,NA,2010,LC,NA,LC,0,2017-3
187731,Iniistius baldwini,Baldwin's razorfish,2010,LC,NA,LC,0,2017-3
187732,Halichoeres brasiliensis,Brazilian wrasse,2010,DD,NA,DD,NA,2017-3
187733,Thalassoma quinquevittatum,Five striped surge wrasse,2010,LC,NA,LC,0,2017-3
187734,Choerodon venustus,Venus tuskfish,2010,LC,NA,LC,0,2017-3
187735,Oxycheilinus mentalis,Mental wrasse,2010,LC,NA,LC,0,2017-3
187736,Halichoeres radiatus,Puddingwife Wrasse,2010,LC,NA,LC,0,2017-3
187737,Oxycheilinus lineatus,NA,2010,LC,NA,LC,0,2017-3
187738,Stethojulis terina,NA,2010,LC,NA,LC,0,2017-3
187739,Cheilinus fasciatus,Scarlet-breasted maori wrasse,2010,LC,NA,LC,0,2017-3
187740,Pseudocheilinus tetrataenia,Four-lined wrasse,2010,LC,NA,LC,0,2017-3
187741,Pseudocheilinus citrinus,NA,2010,LC,NA,LC,0,2017-3
187742,Cirrhilabrus beauperryi,Beau's Wrasse,2010,LC,NA,LC,0,2017-3
187744,Bodianus loxozonus,Blackfin Hogfish,2010,LC,NA,LC,0,2017-3
187745,Xyrichtys blanchardi,Marmalade Razorfish,2010,LC,NA,LC,0,2017-3
187746,Thalassoma purpureum,Purple wrasse,2010,LC,NA,LC,0,2017-3
187747,Choerodon robustus,Robust tuskfish,2010,LC,NA,LC,0,2017-3
187748,Symphodus melops,Corkwing Wrasse,2010,LC,NA,LC,0,2017-3
187749,Leptojulis chrysotaenia,Ocre-band wrasse,2010,LC,NA,LC,0,2017-3
187750,Halichoeres trispilus,Threespot wrasse,2010,LC,NA,LC,0,2017-3
187751,Ctenolabrus rupestris,Goldsinny Wrasse,2010,LC,NA,LC,0,2017-3
187752,Coris julis,Mediterranean Rainbow Wrasse,2010,LC,NA,LC,0,2017-3
187754,Cymolutes lecluse,Sharp-headed wrasse,2010,LC,NA,LC,0,2017-3
187756,Symphodus melanocercus,Blacktailed Wrasse,2014,LC,NA,LC,0,2017-3
187757,Paracheilinus nursalim,NA,2010,LC,NA,LC,0,2017-3
187758,Anampses cuvier,Pearl Wrasse,2010,LC,NA,LC,0,2017-3
187759,Anampses neoguinaicus,Black-banded Wrasse,2010,LC,NA,LC,0,2017-3
187760,Malapterus reticulatus,NA,2010,DD,NA,DD,NA,2017-3
187761,Halichoeres brownfieldi,Brownfields wrasse,2010,LC,NA,LC,0,2017-3
187762,Oxycheilinus celebicus,Slender maori wrasse,2010,LC,NA,LC,0,2017-3
187763,Novaculichthys macrolepidotus,Green-banner wrasse,2010,LC,NA,LC,0,2017-3
187764,Coris auricularis,Western king wrasse,2010,LC,NA,LC,0,2017-3
187765,Paracheilinus bellae,Bell's flasher,2010,LC,NA,LC,0,2017-3
187766,Halichoeres kallochroma,Pink-snouted wrasse,2010,LC,NA,LC,0,2017-3
187768,Macropharyngodon ornatus,Ornate leopard wrasse,2010,LC,NA,LC,0,2017-3
187769,Cirrhilabrus punctatus,Dotted wrasse,2010,LC,NA,LC,0,2017-3
187770,Cirrhilabrus walindi,NA,2010,LC,NA,LC,0,2017-3
187772,Macropharyngodon negrosensis,Yellowspotted wrasse,2010,LC,NA,LC,0,2017-3
187773,Coris sandeyeri,Eastern king wrasse,2010,LC,NA,LC,0,2017-3
187774,Pseudojuloides pyrius,Fiery slender wrasse,2010,LC,NA,LC,0,2017-3
187775,Symphodus doderleini,Rouquié,2014,LC,NA,LC,0,2017-3
187777,Polylepion russelli,Yellowstriped hogfish,2010,LC,NA,LC,0,2017-3
187778,Suezichthys russelli,Russell’s slender wrasse,2010,DD,NA,DD,NA,2017-3
187779,Thalassoma hebraicum,Goldbar wrasse,2010,LC,NA,LC,0,2017-3
187780,Thalassoma jansenii,Jansen's wrasse,2010,LC,NA,LC,0,2017-3
187781,Bodianus perditio,Golden-spot Hogfish,2010,LC,NA,LC,0,2017-3
187782,Xyrichtys halsteadi,Halstead's razorfish,2010,LC,NA,LC,0,2017-3
187783,Halichoeres hartzfeldii,Orange-line wrasse,2010,LC,NA,LC,0,2017-3
187784,Anampses twistii,Yellowbreasted Wrasse,2010,LC,NA,LC,0,2017-3
187785,Coris venusta,Elegant coris,2010,LC,NA,LC,0,2017-3
187787,Thalassoma noronhanum,Noronha wrasse,2010,LC,NA,LC,0,2017-3
187788,Cirrhilabrus joanallenae,Pulauweh wrasse,2010,DD,NA,DD,NA,2017-3
187789,Pseudocoris aequalis,NA,2010,DD,NA,DD,NA,2017-3
187790,Halichoeres leptotaenia,Thinstripe Wrasse,2015,LC,NA,LC,0,2017-3
187791,Paracheilinus rubricaudalis,NA,2010,LC,NA,LC,0,2017-3
187792,Coris centralis,NA,2010,LC,NA,LC,0,2017-3
187793,Macropharyngodon moyeri,NA,2010,LC,NA,LC,0,2017-3
187794,Choerodon monostigma,Dark-spot tuskfish,2010,LC,NA,LC,0,2017-3
187795,Pteragogus taeniops,Cheekbar wrasse,2010,LC,NA,LC,0,2017-3
187796,Ammolabrus dicrus,Sand Wrasse,2010,LC,NA,LC,0,2017-3
187797,Leptojulis cyanopleura,Shoulder-spot wrasse,2010,LC,NA,LC,0,2017-3
187798,Cirrhilabrus adornatus,Red-fin fairy wrasse,2010,LC,NA,LC,0,2017-3
187800,Notolabrus fucicola,Yellow-saddled wrasse,2010,LC,NA,LC,0,2017-3
187801,Cirrhilabrus rubrimarginatus,Red margin fairy wrasse,2010,LC,NA,LC,0,2017-3
187802,Coris aygula,False clownwrasse,2010,LC,NA,LC,0,2017-3
187803,Centrolabrus exoletus,Rock Cook,2015,LC,NA,LC,0,2017-3
187804,Bodianus oxycephalus,NA,2010,DD,NA,DD,NA,2017-3
187805,Symphodus tinca,East Atlantic Peacock Wrasse,2010,LC,NA,LC,0,2017-3
187806,Macropharyngodon vivienae,Madagascar wrasse,2010,LC,NA,LC,0,2017-3
187807,Bodianus flavifrons,NA,2010,LC,NA,LC,0,2017-3
187808,Anampses femininus,Blue-striped Orange Tamarin,2010,LC,NA,LC,0,2017-3
187809,Xiphocheilus typus,Blue-toothed tuskfish,2010,LC,NA,LC,0,2017-3
187810,Halichoeres chloropterus,Black-blotched wrasse,2010,LC,NA,LC,0,2017-3
187811,Anampses viridis,NA,2010,DD,NA,DD,NA,2017-3
187812,Bodianus unimaculatus,Red pigfish,2010,LC,NA,LC,0,2017-3
187813,Suezichthys arquatus,Rainbow slender wrasse,2010,LC,NA,LC,0,2017-3
187814,Iniistius jacksonensis,Keel-headed Parrotfish,2010,LC,NA,LC,0,2017-3
187815,Leptojulis polylepis,Black-spot V-wrasse,2010,LC,NA,LC,0,2017-3
187874,Stenogobius ophthalmoporus,NA,2012,LC,NA,LC,0,2017-3
187903,Stenogobius mekongensis,NA,2012,LC,NA,LC,0,2017-3
187905,Pseudobagarius similis,NA,2012,LC,NA,LC,0,2017-3
187935,Terapon theraps,Largescaled Terapon,2011,LC,NA,LC,0,2017-3
187955,Toxotes blythii,Zebra Archerfish,2012,DD,NA,DD,NA,2017-3
187987,Eugnathogobius illotus,NA,2012,LC,NA,LC,0,2017-3
188016,Brachygobius xanthozonus,Bumblebee Fish,2012,DD,NA,DD,NA,2017-3
188021,Stigmatogobius sella,NA,2012,LC,NA,LC,0,2017-3
188065,Syngnathus schlegeli,Seaweed Pipefish,2016,LC,NA,LC,0,2017-3
188101,Ophiocara porocephala,Spangled Gudgeon ,2017,LC,NA,LC,0,2017-3
188113,Ponticola eurycephalus,Ginger Goby,2011,LC,NA,LC,0,2017-3
188114,Ponticola gorlap,Caspian Bighead Goby,2008,LC,NA,LC,0,2017-3
188115,Ponticola kessleri,NA,2011,LC,NA,LC,0,2017-3
188116,Ponticola syrman,NA,2008,LC,NA,LC,0,2017-3
188118,Babka gymnotrachelus,NA,2008,LC,NA,LC,0,2017-3
188304,Abudefduf abdominalis,Green Damselfish,2010,LC,NA,LC,0,2017-3
188315,Chromis enchrysura,Yellowtail Reeffish,2015,LC,NA,LC,0,2017-3
188318,Chromis dimidiata,Half-and-half Chromis,2017,LC,NA,LC,0,2017-3
188319,Neopomacentrus aquadulcis,NA,2012,EN,"B2ab(ii,iii)",EN,0.6,2017-3
188320,Amphiprion bicinctus,Twoband Anemonefish (FB),2017,LC,NA,LC,0,2017-3
188324,Chromis chromis,Damselfish,2015,LC,NA,LC,0,2017-3
188326,Chromis cinerascens,Green Chromis,2017,LC,NA,LC,0,2017-3
188327,Chromis flavipectoralis,White-fined Puller,2017,LC,NA,LC,0,2017-3
188340,Amphiprion perideraion,False Skunk Striped Anemonefish,2017,LC,NA,LC,0,2017-3
188343,Amblyglyphidodon curacao,Black-snouted Sergeant-major,2017,LC,NA,LC,0,2017-3
188344,Amphiprion omanensis,Oman Anemonefish,2017,LC,NA,LC,0,2017-3
188348,Amphiprion rubrocinctus,Redgirdled Anemonefish,2017,LC,NA,LC,0,2017-3
188352,Chromis cadenati,Cadenat's Chromis,2015,LC,NA,LC,0,2017-3
188366,Chromis caudalis,Blue-axil Chromis,2017,LC,NA,LC,0,2017-3
188368,Abudefduf margariteus,Pearly Sergeant,2017,DD,NA,DD,NA,2017-3
188369,Chromis hypsilepis,One Spot Demoiselle,2017,LC,NA,LC,0,2017-3
188371,Abudefduf lorenzi,Black-tailed Sergeant-major,2017,LC,NA,LC,0,2017-3
188372,Amphiprion percula,Blackfinned Clownfish,2017,LC,NA,LC,0,2017-3
188376,Chromis lubbocki,Lubbock's Chromis,2015,LC,NA,LC,0,2017-3
188382,Chromis analis,Yellow Chromis,2017,LC,NA,LC,0,2017-3
188390,Abudefduf conformis,NA,2017,LC,NA,LC,0,2017-3
188398,Chromis amboinensis,Ambon Chromis,2017,LC,NA,LC,0,2017-3
188401,Abudefduf sparoides,False-eye Sergeant,2017,LC,NA,LC,0,2017-3
188409,Chromis fatuhivae,NA,2017,LC,NA,LC,0,2017-3
188414,Chromis dispilus,Demoiselle,2017,LC,NA,LC,0,2017-3
188419,Abudefduf luridus,Canary Damsel,2015,LC,NA,LC,0,2017-3
188423,Chromis alleni,Allen's Chromis,2017,LC,NA,LC,0,2017-3
188425,Chrysiptera unimaculata,One-spot Demoiselle,2015,LC,NA,LC,0,2017-3
188426,Amblypomacentrus clarus,NA,2017,LC,NA,LC,0,2017-3
188430,Chromis atripes,Dark-fin Chromis,2017,LC,NA,LC,0,2017-3
188434,Abudefduf taurus,Night Sergeant,2015,LC,NA,LC,0,2017-3
188445,Amblyglyphidodon leucogaster,White-breasted Sergeant-major,2017,LC,NA,LC,0,2017-3
188450,Amblypomacentrus breviceps,Small-headed Demoiselle,2017,LC,NA,LC,0,2017-3
188453,Abudefduf septemfasciatus,Seven-banded Sergeant-major,2017,LC,NA,LC,0,2017-3
188463,Amphiprion ephippium,Red Saddleback Anemonefish,2017,LC,NA,LC,0,2017-3
188464,Acanthochromis polyacanthus,Spiny-tail Puller,2017,LC,NA,LC,0,2017-3
188467,Abudefduf sordidus,Yellow-banded Sergeant-major,2017,LC,NA,LC,0,2017-3
188469,Chromis scotti,Purple Reeffish,2015,LC,NA,LC,0,2017-3
188470,Amphiprion allardi,Allard's Anemonefish,2017,LC,NA,LC,0,2017-3
188471,Stegastes otophorus,Freshwater Gregory,2015,DD,NA,DD,NA,2017-3
188474,Amblyglyphidodon melanopterus,NA,2017,LC,NA,LC,0,2017-3
188483,Chromis albomaculata,White-spotted Chromis,2017,LC,NA,LC,0,2017-3
188486,Chromis limbata,Azores Chromis,2015,LC,NA,LC,0,2017-3
188491,Amphiprion melanopus,Red-and-black Anemonefish,2017,LC,NA,LC,0,2017-3
188496,Stegastes planifrons,Threespot Damselfish,2015,LC,NA,LC,0,2017-3
188500,Chromis axillaris,Grey Chromis,2017,LC,NA,LC,0,2017-3
188505,Chromis flavapicis,NA,2017,LC,NA,LC,0,2017-3
188507,Amphiprion chagosensis,Chagos Anemonefish,2017,LC,NA,LC,0,2017-3
188508,Amphiprion fuscocaudatus,Seychelles Anemonefish,2017,LC,NA,LC,0,2017-3
188511,Chromis delta,Deep Reef Chromis,2017,LC,NA,LC,0,2017-3
188518,Amphiprion frenatus,Blackback Anemonefish,2017,LC,NA,LC,0,2017-3
188520,Chromis abrupta,NA,2017,LC,NA,LC,0,2017-3
188523,Abudefduf whitleyi,Whitley's Seargent,2017,LC,NA,LC,0,2017-3
188528,Amblyglyphidodon batunai,Green Sergeant,2017,VU,A2bc,VU,0.4,2017-3
188532,Abudefduf bengalensis,Bengal Sergeant,2017,LC,NA,LC,0,2017-3
188537,Abudefduf notatus,Dusky Damsel,2017,LC,NA,LC,0,2017-3
188538,Amphiprion akallopisos,Skunk Striped Anemonefish,2017,LC,NA,LC,0,2017-3
188539,Stegastes partitus,Bicolor Damselfish,2015,LC,NA,LC,0,2017-3
188542,Abudefduf natalensis,Natal Sergeant,2017,LC,NA,LC,0,2017-3
188546,Amblyglyphidodon ternatensis,Ternate Damsel,2017,VU,A2bc,VU,0.4,2017-3
188551,Stegastes adustus,Dusky Damselfish,2015,LC,NA,LC,0,2017-3
188552,Amphiprion akindynos,Barrier Reef Anemonefish,2017,LC,NA,LC,0,2017-3
188556,Chromis fumea,Yellow Demoiselle,2017,LC,NA,LC,0,2017-3
188557,Abudefduf sexfasciatus,Scissortail Sergeant,2017,LC,NA,LC,0,2017-3
188560,Amblyglyphidodon flavilatus,Yellowflank Damsel,2017,LC,NA,LC,0,2017-3
188569,Stegastes leucostictus,Beaugregory,2015,LC,NA,LC,0,2017-3
188572,Stegastes lubbocki,NA,2015,LC,NA,LC,0,2017-3
188579,Amphiprion polymnus,White-tipped Anemonefish,2017,LC,NA,LC,0,2017-3
188580,Amblyglyphidodon aureus,Golden Damselfish,2017,LC,NA,LC,0,2017-3
188581,Abudefduf saxatilis,Sergeant-major,2015,LC,NA,LC,0,2017-3
188586,Stegastes imbricatus,Cape Verde Gregory,2015,LC,NA,LC,0,2017-3
188590,Chromis elerae,Twin-spot Chromis,2017,LC,NA,LC,0,2017-3
188592,Stegastes diencaeus,Longfin Damselfish,2015,LC,NA,LC,0,2017-3
188596,Amblyglyphidodon indicus,NA,2017,LC,NA,LC,0,2017-3
188607,Chromis multilineata,Brown Chromis,2015,LC,NA,LC,0,2017-3
188609,Abudefduf vaigiensis,Five-banded Sergeant-major,2017,LC,NA,LC,0,2017-3
188610,Chromis dasygenys,Blue-spotted Chromis,2017,LC,NA,LC,0,2017-3
188617,Microspathodon chrysurus,Yellowtail Damselfish,2015,LC,NA,LC,0,2017-3
188620,Amphiprion tricinctus,Three-banded Anemonefish,2017,LC,NA,LC,0,2017-3
188621,Abudefduf hoefleri,African Sergeant,2015,DD,NA,DD,NA,2017-3
188622,Microspathodon frontatus,Guinean Damselfish,2015,LC,NA,LC,0,2017-3
188624,Chromis insolata,Sunshinefish,2015,LC,NA,LC,0,2017-3
188690,Stenothyra polita,NA,2011,LC,NA,LC,0,2017-3
188887,Angustassiminea yoshidayukioi,NA,2011,DD,NA,DD,NA,2017-3
188906,Uncancylus concentricus,NA,2011,LC,NA,LC,0,2017-3
188915,Lymnaea tenera,NA,2011,LC,NA,LC,0,2017-3
188919,Melampus sincaporensis,NA,2011,LC,NA,LC,0,2017-3
