iucn_sid,year,cat_ts,cat_ts_score,iucn_version
133032,2008,VU,0.4,2017-3
133033,2008,LC,0,2017-3
133034,2008,LC,0,2017-3
133034,2014,LC,0,2017-3
133038,2008,VU,0.4,2017-3
133038,2014,VU,0.4,2017-3
133039,2008,LC,0,2017-3
133041,2008,VU,0.4,2017-3
133041,2014,VU,0.4,2017-3
133042,2008,LC,0,2017-3
133043,2008,NT,0.2,2017-3
133043,2014,NT,0.2,2017-3
133044,2008,LC,0,2017-3
133044,2014,LC,0,2017-3
133045,2008,LC,0,2017-3
133045,2014,LC,0,2017-3
133046,2008,EN,0.6,2017-3
133046,2014,EN,0.6,2017-3
133047,2008,LC,0,2017-3
133048,2008,LC,0,2017-3
133049,2008,LC,0,2017-3
133049,2014,LC,0,2017-3
133053,2008,LC,0,2017-3
133054,2008,LC,0,2017-3
133054,2014,LC,0,2017-3
133055,2008,NT,0.2,2017-3
133055,2014,NT,0.2,2017-3
133056,2008,LC,0,2017-3
133057,2008,VU,0.4,2017-3
133058,2008,LC,0,2017-3
133058,2014,LC,0,2017-3
133059,2008,NT,0.2,2017-3
133060,2008,NT,0.2,2017-3
133062,2008,LC,0,2017-3
133063,2008,LC,0,2017-3
133063,2014,LC,0,2017-3
133065,2008,NT,0.2,2017-3
133066,2008,LC,0,2017-3
133066,2014,LC,0,2017-3
133067,2008,VU,0.4,2017-3
133068,2008,LC,0,2017-3
133069,2008,VU,0.4,2017-3
133070,2008,NT,0.2,2017-3
133070,2014,NT,0.2,2017-3
133071,2008,NT,0.2,2017-3
133071,2014,NT,0.2,2017-3
133074,2008,VU,0.4,2017-3
133075,2008,NT,0.2,2017-3
133076,2008,LC,0,2017-3
133076,2014,LC,0,2017-3
133077,2008,LC,0,2017-3
133078,2008,NT,0.2,2017-3
133079,2008,VU,0.4,2017-3
133080,2008,NT,0.2,2017-3
133081,2008,VU,0.4,2017-3
133082,2008,LC,0,2017-3
133082,2014,LC,0,2017-3
133083,2008,NT,0.2,2017-3
133083,2014,NT,0.2,2017-3
133084,2008,LC,0,2017-3
133084,2014,LC,0,2017-3
133085,2015,LC,0,2017-3
133087,2008,LC,0,2017-3
133087,2014,LC,0,2017-3
133088,2008,LC,0,2017-3
133088,2014,LC,0,2017-3
133089,2008,LC,0,2017-3
133090,2008,LC,0,2017-3
133090,2014,LC,0,2017-3
133091,2008,LC,0,2017-3
133091,2014,LC,0,2017-3
133094,2008,LC,0,2017-3
133095,2008,LC,0,2017-3
133095,2014,LC,0,2017-3
133097,2008,VU,0.4,2017-3
133097,2014,VU,0.4,2017-3
133098,2008,LC,0,2017-3
133098,2014,LC,0,2017-3
133099,2008,VU,0.4,2017-3
133099,2014,VU,0.4,2017-3
133101,2008,NT,0.2,2017-3
133102,2008,VU,0.4,2017-3
133105,2008,NT,0.2,2017-3
133105,2014,NT,0.2,2017-3
133106,2008,NT,0.2,2017-3
133106,2014,NT,0.2,2017-3
133109,2008,VU,0.4,2017-3
133110,2008,LC,0,2017-3
133111,2008,NT,0.2,2017-3
133112,2008,VU,0.4,2017-3
133113,2008,VU,0.4,2017-3
133114,2008,NT,0.2,2017-3
133115,2008,VU,0.4,2017-3
133116,2008,NT,0.2,2017-3
133116,2014,NT,0.2,2017-3
133117,2008,VU,0.4,2017-3
133117,2014,VU,0.4,2017-3
133120,2008,LC,0,2017-3
133121,2008,CR,0.8,2017-3
133124,2008,VU,0.4,2017-3
133126,2008,VU,0.4,2017-3
133127,2008,LC,0,2017-3
133127,2014,LC,0,2017-3
133129,2008,LC,0,2017-3
133131,2008,VU,0.4,2017-3
133132,2008,VU,0.4,2017-3
133132,2014,VU,0.4,2017-3
133133,2008,VU,0.4,2017-3
133134,2008,EN,0.6,2017-3
133135,2008,LC,0,2017-3
133136,2008,NT,0.2,2017-3
133136,2014,NT,0.2,2017-3
133137,2008,LC,0,2017-3
133137,2014,LC,0,2017-3
133139,2008,NT,0.2,2017-3
133139,2014,NT,0.2,2017-3
133140,2008,LC,0,2017-3
133140,2014,LC,0,2017-3
133142,2015,EN,0.6,2017-3
133144,2008,LC,0,2017-3
133146,2008,LC,0,2017-3
133147,2008,VU,0.4,2017-3
133148,2008,LC,0,2017-3
133148,2014,LC,0,2017-3
133151,2008,NT,0.2,2017-3
133152,2008,NT,0.2,2017-3
133155,2008,LC,0,2017-3
133156,2008,VU,0.4,2017-3
133156,2014,VU,0.4,2017-3
133157,2008,NT,0.2,2017-3
133158,2008,LC,0,2017-3
133158,2014,LC,0,2017-3
133160,2008,NT,0.2,2017-3
133161,2008,LC,0,2017-3
133163,2008,LC,0,2017-3
133164,2008,VU,0.4,2017-3
133165,2008,VU,0.4,2017-3
133166,2008,LC,0,2017-3
133166,2014,LC,0,2017-3
133167,2008,LC,0,2017-3
133167,2014,LC,0,2017-3
133168,2008,LC,0,2017-3
133169,2008,LC,0,2017-3
133171,2008,LC,0,2017-3
133171,2014,LC,0,2017-3
133172,2008,LC,0,2017-3
