am_sid,iucn_sid,sciname,main_common_name,cat,cat_score
Fis-113480,183838,Gillellus searcheri,Searcher Stargazer,LC,0
Fis-113495,184012,Gillellus semicinctus,Half-banded Stargazer,LC,0
Fis-113497,183396,Heteristius cinctus,Banded stargazer,LC,0
Fis-113505,183764,Exerpes asper,Sargassum blenny,LC,0
Fis-113513,183420,Malacoctenus ebisui,Fishgod Blenny,LC,0
Fis-113545,183701,Paraclinus sini,Flapscale Blenny,LC,0
Fis-113548,183804,Starksia fulva,Yellow Blenny,LC,0
Fis-113550,183853,Starksia galapagensis,Galapagos Blenny,VU,0.4
Fis-113553,183730,Starksia spinipenis,Phallic Blenny,LC,0
Fis-113558,183727,Xenomedea rhodopyga,Redrump blenny,LC,0
Fis-113559,183400,Acanthemblemaria balanorum,Clubhead Barnacle Blenny,LC,0
Fis-113560,183505,Acanthemblemaria crockeri,Browncheek Blenny,LC,0
Fis-113577,183629,Acanthemblemaria exilispinus,Bluntspine Blenny,LC,0
Fis-113583,183841,Acanthemblemaria hancocki,Hancock's Blenny,LC,0
Fis-113588,183219,Acanthemblemaria macrospilus,Mexican Barnacle Blenny,LC,0
Fis-132391,183303,Coralliozetus angelicus,Angel blenny,LC,0
Fis-113607,183952,Coralliozetus micropes,Scarletfin blenny,LC,0
Fis-113613,183851,Coralliozetus rosenblatti,Spikefin blenny,LC,0
Fis-113620,183319,Coralliozetus springeri,Springer's Tube Blenny,LC,0
Fis-113633,183655,Malacoctenus hubbsi,Redside Blenny,LC,0
Fis-113645,183605,Ekemblemaria myersi,Reefsand Blenny,LC,0
Fis-113667,183699,Emblemaria hypacanthus,Gulf Signal Blenny,LC,0
Fis-113671,183628,Emblemaria piratica,Sailfin Signal Blenny,LC,0
Fis-113680,154713,Stathmonotus sinuscalifornici,California Worm Blenny,LC,0
Fis-113684,183886,Entomacrodus chiostictus,Notchfin Blenny,LC,0
Fis-138579,178060,Ammodytoides gilli,Panamic sand lance,LC,0
Fis-113707,183345,Aruma histrio,Slow goby,LC,0
Fis-113731,154841,Dotalabrus alleni,Allen's Polly,LC,0
Fis-113737,187535,Notolabrus parilus,Orange spotted wrasse,LC,0
Fis-113745,183492,Chriolepis zebra,Gecko goby,LC,0
Fis-113782,184036,Microgobius miraflorensis,Miraflores goby,LC,0
Fis-113783,187633,Notolabrus gymnogenis,White spotted parrotfish,LC,0
Fis-113787,155051,Microgobius tabogensis,Taboga Goby,LC,0
Fis-113814,184013,Parrella maxillaris,Doublestripe goby,LC,0
Fis-113822,183285,Microgobius emblematicus,Emblem goby,LC,0
Fis-113829,187662,Notolabrus celidotus,Spotty,LC,0
Fis-113838,183335,Lythrypnus pulchellus,Gorgeous goby,LC,0
Fis-113852,183454,Gobiosoma chiquita,Sonora goby,LC,0
Fis-113864,187566,Notolabrus cinctus,Girdled wrasse,LC,0
Fis-113878,183916,Gobulus hancocki,Sandtop goby,LC,0
Fis-113900,155278,Microgobius erectus,Erect Goby,LC,0
Fis-113904,183218,Microgobius brevispinis,Balboa Goby,LC,0
Fis-132433,183668,Gymneleotris seminudus,Splitbanded goby,LC,0
Fis-113908,183517,Elacatinus puncticulatus,Redhead goby,LC,0
Fis-113926,183871,Ctenogobius manglicola,Mangrove goby,LC,0
Fis-113951,183459,Microgobius cyclolepis,Roundscale Goby,LC,0
Fis-113956,183975,Microgobius curtus,Low-crested Goby,LC,0
Fis-113987,183446,Tomicodon boehlkei,Cortez clingfish,LC,0
Fis-114122,187481,Pseudolabrus miles,Scarlet wrasse,LC,0
Fis-114156,187519,Pictilabrus laticlavius,Patrician wrasse,LC,0
Fis-114176,187630,Pictilabrus viridis,Green senator wrasse,LC,0
Fis-114240,187491,Austrolabrus maculatus,Black-spotted Wrasse,LC,0
Fis-114615,155266,Ariosoma selenops,NA,LC,0
Fis-133385,183479,Protemblemaria bicirrus,Warthead Blenny,LC,0
Fis-115989,154726,Polyipnus clarus,Slope Hatchetfish,LC,0
Fis-164090,154775,Emblemariopsis signifer,Flagfin Blenny,LC,0
Fis-116962,155161,Lycodes concolor,Ebony Eelpout,LC,0
Fis-116994,135672,Coregonus maraena,Maraene,VU,0.4
Fis-117220,154634,Johnsonina eriomma,NA,LC,0
Fis-166721,194853,Microlipophrys dalmatinus,Blennie Dalmate,LC,0
Fis-118267,196018,Eptatretus carlhubbsi,NA,LC,0
Fis-159528,154962,Coelorinchus mycterismus,Upturned Snout Rattail,LC,0
Fis-122901,183734,Aphos porosus,Monkfish,LC,0
Fis-123139,183616,Serranus huascarii,Flag Serrano,LC,0
Fis-123142,183229,Synchiropus atrilabiatus,Blacklip dragonet,LC,0
Fis-123600,183402,Ophidion imitator,Mimic cusk-eel,LC,0
Fis-124208,183666,Ophichthus remiger,Punctuated snake-eel,LC,0
Fis-124599,194960,Gouania willdenowi,Blunt-snouted Clingfish,LC,0
Fis-132558,63109,Rioraja agassizii,Rio Skate,VU,0.4
Fis-131848,63116,Dipturus trachydermus,Roughskin Skate,VU,0.4
Fis-125142,63102,Rhinoraja albomaculata,Whitedotted Skate,VU,0.4
Fis-125150,63111,Bathyraja brachyurops,Broadnose Skate,LC,0
Fis-125627,183638,Dactylagnus mundus,Giant Sand Stargazer,LC,0
Fis-125633,183794,Platygillellus rubellulus,Shortfin Sand Stargazer,VU,0.4
Fis-153533,154834,Helcogramma inclinata,Triangle Triplefin,LC,0
Fis-126019,187654,Labrus viridis,Green Wrasse,VU,0.4
Fis-126141,187499,Choerodon zosterophorus,Black-blotch tuskfish,LC,0
Fis-126978,155219,Paracentropogon vespa,NA,LC,0
Fis-127128,154917,Favonigobius exquisitus,Exquisite Sand-goby,LC,0
Fis-127137,183707,Echiodon exsilium,Nocturnal pearlfish,LC,0
Fis-127143,155272,Nesogobius hinsbyi,Orange-spotted Sand-goby,LC,0
Fis-127187,154744,Kestratherina brevirostris,Short-snout Hardyhead,LC,0
Fis-127204,187506,Bodianus frenchii,Foxfish,NT,0.2
Fis-127206,187604,Pteragogus enneacanthus,Redstriped wrasse,LC,0
Fis-127222,63145,Bathyraja scaphiops,Cuphead Skate,NT,0.2
Fis-127225,63117,Rhinoraja macloviana,Patagonian Skate,NT,0.2
Fis-132643,154766,Xestochilus nebulosus,NA,LC,0
Fis-128051,187640,Coris cuvieri,False clownwrasse,LC,0
Fis-130608,41007,Hippocampus algiricus,West African Seahorse,VU,0.4
Fis-130613,40802,Hippocampus barbouri,Barbour's Seahorse,VU,0.4
Fis-130620,41008,Hippocampus comes,Tiger Tail Seahorse,VU,0.4
Fis-130667,41009,Hippocampus fisheri,Hawaiian Seahorse,LC,0
Fis-130734,41010,Hippocampus kelloggi,Great Seahorse,VU,0.4
Fis-130735,187598,Halichoeres bicolor,Pearly-spotted wrasse,LC,0
Fis-130876,155329,Ophichthus altipennis,NA,LC,0
Fis-131073,41005,Hippocampus mohnikei,Japanese Seahorse,VU,0.4
Fis-131150,39330,Squatina guggenheim,Hidden Angelshark,EN,0.6
Fis-131162,60243,Etmopterus robinsi,West Indian Lanternshark,LC,0
Fis-131312,183385,Ophichthus longipenis,Slender snake eel,LC,0
Fis-131407,41728,Atelomycterus fasciatus,Banded Catshark,LC,0
Fis-131447,41803,Etmopterus baxteri,NA,LC,0
Fis-131458,161350,Bathyraja maculata,Whiteblotched Skate,LC,0
Fis-131461,63144,Rhinoraja multispinis,Multispine Skate,NT,0.2
Fis-131502,44642,Sympterygia acuta,Bignose Fanskate,VU,0.4
Fis-156241,161600,Rhinoraja taranetzi,Mud Skate,LC,0
Fis-131571,196054,Myxine fernholmi,NA,LC,0
Fis-131626,196036,Eptatretus multidens,NA,LC,0
Fis-132004,63122,Amblyraja doellojuradoi,Southern Thorny Skate,LC,0
Fis-132096,187440,Cirrhilabrus condei,Conde's fairy wrasse,LC,0
Fis-132108,183430,Neobythites stelliferoides,Thread brotula,LC,0
Fis-132269,155211,Synaphobranchus oregoni,NA,LC,0
Fis-132505,44582,Psammobatis bergi,Blotched Sandskate,LC,0
Fis-132506,44583,Psammobatis extenta,Zipper Sandskate,LC,0
Fis-132559,44650,Rajella barnardi,Bigthorn Skate,LC,0
Fis-132669,183603,Gobiesox pinniger,Tadpole clingfish,LC,0
Fis-132758,155142,Laemonema rhodochir,NA,LC,0
Fis-132769,187775,Symphodus doderleini,Rouquié,LC,0
Fis-132814,155227,Serrivomer lanceolatoides,Short-tooth Sawpalate,LC,0
Fis-133251,170357,Scomber colias,Atlantic Chub Mackerel,LC,0
Fis-133353,183566,Bregmaceros bathymaster,Codlet,LC,0
Fis-133951,60202,Sphyrna tudes,Smalleye Hammerhead Shark,VU,0.4
Fis-134462,154686,Dicrolene nigra,Brótula,LC,0
Fis-134684,155314,Pseudocheilinus ocellatus,White-barred Pink Wrasse,LC,0
Fis-135029,187659,Coris hewetti,Hewett's Coris,LC,0
Fis-136327,183585,Tomicodon chilensis,Smallsucker clingfish,LC,0
Fis-136340,183233,Tomicodon zebra,Zebra clingfish,LC,0
Fis-136667,183460,Abudefduf declivifrons,Mexican night sergeant,LC,0
Fis-148619,154943,Heteroclinus whiteleggii,Whitelegg's Weedfish,LC,0
Fis-137929,155002,Bovichtus chilensis,Torito,LC,0
Fis-137993,155282,Gobius xanthocephalus,Golden Goby,LC,0
Fis-158805,155114,Diancistrus novaeguineae,NA,LC,0
Fis-138798,187786,Halichoeres pallidus,Pale wrasse,LC,0
Fis-138801,154967,Amblygobius buanensis,Buan Goby,LC,0
Fis-138814,187478,Halichoeres leucurus,Chain-line wrasse,LC,0
Fis-138816,155221,Halichoeres papilionaceus,Schwatz's Wrasse,LC,0
Fis-138844,155108,Omobranchus rotundiceps,NA,LC,0
Fis-139219,187409,Ophthalmolepis lineolata,Southern Maori wrasse,LC,0
Fis-139478,155195,Ichthyococcus irregularis,Bulldog Lightfish,LC,0
Fis-139533,194821,Eretmophorus kleinenbergi,NA,LC,0
Fis-139754,187434,Stethojulis marquesensis,NA,LC,0
Fis-139755,187730,Stethojulis notialis,NA,LC,0
Fis-139756,187738,Stethojulis terina,NA,LC,0
Fis-140634,41726,Asymbolus submaculatus,Variegated Catshark,LC,0
Fis-140639,41724,Asymbolus parvus,Dwarf Catshark,LC,0
Fis-140641,41722,Asymbolus occiduus,Western Spotted Catshark,LC,0
Fis-140642,41723,Asymbolus pallidus,Pale Spotted Catshark,LC,0
Fis-140692,41725,Asymbolus rubiginosus,Orange Spotted Catshark,LC,0
Fis-146181,187731,Iniistius baldwini,Baldwin's razorfish,LC,0
Fis-141776,183597,Gymnothorax phalarus,Small-spotted Moray,LC,0
Fis-167291,155046,Apogon margaritophorus,Red-striped Cardinalfish,LC,0
Fis-142138,187600,Halichoeres nigrescens,White-button wrasse,LC,0
Fis-142281,183497,Dactylagnus parvus,Panamic Stargazer,LC,0
Fis-142282,183867,Dactyloscopus byersi,Notchtail Stargazer,LC,0
Fis-142283,183541,Dactyloscopus lunaticus,Moonstruck Stargazer,LC,0
Fis-142342,154745,Leptostomias bermudensis,NA,LC,0
Fis-143281,190702,Scarus fuscocaudalis,Darktail Parrotfish,LC,0
Fis-143347,155133,Bathycongrus vicinalis,Neighbor Conger,LC,0
Fis-143668,155204,Lycodes paamiuti,Paamiut Eelpout,LC,0
Fis-16019,194818,Paralepis speciosa,NA,LC,0
Fis-143867,155055,Himantolophus cornifer,NA,LC,0
Fis-143889,178024,Zebrasoma desjardinii,Indian Sailfin Tang,LC,0
Fis-156713,155151,Apogon rubrimacula,Orangespot Cardinalfish,LC,0
Fis-144830,155074,Patagonotothen cornucola,NA,LC,0
Fis-145088,187766,Halichoeres kallochroma,Pink-snouted wrasse,LC,0
Fis-145092,41719,Apristurus exsanguis,New Zealand Catshark,LC,0
Fis-145166,177958,Ctenochaetus cyanocheilus,Short-tail bristle-tooth,LC,0
Fis-145167,177992,Ctenochaetus truncatus,Squaretail Bristletooth,LC,0
Fis-145196,190723,Sparisoma amplum,Reef Parrotfish,LC,0
Fis-145235,155010,Scorpaenopsis ramaraoi,NA,LC,0
Fis-145374,183768,Pontinus strigatus,Stalkeye Scorpionfish,LC,0
Fis-140317,178018,Ctenochaetus flavicauda,Whitetail Bristletooth,LC,0
Fis-145556,187645,Pseudojuloides severnsi,Black-hat slender wrasse,LC,0
Fis-145581,44668,Choerodon cauteroma,Bluespotted Tuskfish,LC,0
Fis-145583,187720,Choerodon sugillatum,Wedge-tailed tuskfish,LC,0
Fis-145609,187753,Bodianus trilineatus,Fourline hogfish,LC,0
Fis-160987,158626,Nectamia fusca,Ghost Cardinalfish,LC,0
Fis-165256,181029,Eugnathogobius mindora,NA,LC,0
Fis-146270,187427,Cirrhilabrus bathyphilus,Deepwater Wrasse,LC,0
Fis-146474,180866,Mugilogobius platystomus,Indonesian Goby,LC,0
Fis-146555,60185,Chimaera lignaria,Giant Chimaera,LC,0
Fis-146557,41826,Hydrolagus bemisi,Pale Ghostshark,LC,0
Fis-146573,41807,Etmopterus evansi,Blackmouth Lanternshark,LC,0
Fis-146598,154978,Apogon indicus,NA,LC,0
Fis-146607,60197,Hydrolagus trolli,Abyssal Ghostshark,LC,0
Fis-146727,178004,Naso elegans,Elegant Unicornfish,LC,0
Fis-146734,177951,Naso tonganus,Bulbnose Unicornfish,LC,0
Fis-146748,154927,Entomacrodus macrospilus,NA,LC,0
Fis-147667,155208,Scorpaenodes quadrispinosus,NA,LC,0
Fis-147762,183920,Trinectes xanthurus,Yellow-tail Sole,LC,0
Fis-5683,190728,Chlorurus microrhinos,Steephead Parrotfish,LC,0
Fis-148419,154691,Synchiropus claudiae,Claudia's Dragonet,LC,0
Fis-148572,165613,Prognathodes brasiliensis,NA,LC,0
Fis-149111,187719,Clepticus brasiliensis,NA,LC,0
Fis-149134,187496,Cheilinus abudjubbe,Abudjubbe’s splendor wrasse,LC,0
Fis-149158,187807,Bodianus flavifrons,NA,LC,0
Fis-149485,161700,Narcine lasti,Western Numbfish,LC,0
Fis-149496,155176,Parupeneus crassilabris,Thicklipped Goatfish,LC,0
Fis-149610,154976,Drombus halei,Hale's Drombus,LC,0
Fis-149796,154944,Parapercis striolata,NA,LC,0
Fis-149891,154715,Eustomias vulgaris,NA,LC,0
Fis-150366,155264,Lepidoperca filamenta,Western Orange Perch,LC,0
Fis-151217,166881,Ambassis ambassis,Commerson's Glassy Perchlet,LC,0
Fis-164335,196317,Giuris margaritacea,Snakehead Gudgeon,LC,0
Fis-151993,165684,Chaetodon interruptus,Yellow Teardrop Butterflyfish,LC,0
Fis-152012,60103,Urolophus piperatus,Coral Sea Stingaree,LC,0
Fis-154652,187401,Halichoeres dimidiatus,NA,LC,0
Fis-156398,161539,Hemigaleus australiensis,Australian Weasel Shark,LC,0
Fis-156530,42700,Apristurus melanoasper,Fleshynose Catshark,LC,0
Fis-158172,187693,Thalassoma nigrofasciatum,Black-barred wrasse,LC,0
Fis-158895,183815,Ogilbia davidsmithi,Large-pored Brotula,LC,0
Fis-158908,183291,Ogilbia sedorae,Sedora's Brotula,LC,0
Fis-159132,42717,Orectolobus hutchinsi,Western Wobbegong,LC,0
Fis-159136,42721,Rhinobatos sainsburyi,Goldeneye Shovelnose Ray,LC,0
Fis-160267,42713,Halaelurus sellus,Rusty Catshark,LC,0
Fis-160378,161404,Squalus montalbani,Philippine Spurdog,VU,0.4
Fis-160439,158617,Squalus edmundsi,Edmunds’ Spurdog,NT,0.2
Fis-160440,42727,Squalus grahami,Eastern Longnose Spurdog,NT,0.2
Fis-160860,42729,Squatina albipunctata,Eastern Angel Shark,VU,0.4
Fis-160879,195477,Sinobatis bulbicauda,Western Legskate,LC,0
Fis-161155,195444,Dipturus acrobelus,Deepwater Skate,LC,0
Fis-161158,195445,Dipturus apricus,Pale Tropical Skate,LC,0
Fis-161159,195449,Dipturus healdi,Heald's Skate,LC,0
Fis-161216,195448,Dipturus grahami,Graham's Skate,LC,0
Fis-161218,195451,Dipturus oculus,Ocellate Skate,LC,0
Fis-161221,195453,Dipturus wengi,Weng's Skate,LC,0
Fis-161228,195470,Okamejei leptoura,Thintail Skate,LC,0
Fis-161233,195458,Leucoraja pristispina,Sawback Skate,LC,0
Fis-161239,195465,Notoraja azurea,Blue Skate,LC,0
Fis-161400,42704,Apristurus australis,Pinocchio Catshark,LC,0
Fis-161402,42716,Mustelus stevensi,Western Spotted Gummy Shark,LC,0
Fis-161440,42706,Cephaloscyllium albipinnum,Whitefin Swellshark,NT,0.2
Fis-161443,42707,Cephaloscyllium variegatum,Saddled Swellshark,NT,0.2
Fis-161457,195462,Narcine ornata,Ornate Numbfish,LC,0
Fis-161458,195460,Narcine nelsoni,Eastern Numbfish,LC,0
Fis-161466,60081,Trygonoptera imitata,Eastern Shovelnose Stingaree,NT,0.2
Fis-161480,195456,Himantura leoparda,Leopard Whipray,VU,0.4
Fis-161488,195455,Maculabatis astra,Blackspotted Whipray,LC,0
Fis-161491,195464,Neotrygon picta,Speckled Maskray,LC,0
Fis-161502,195429,Chimaera fulva,Southern Chimaera,LC,0
Fis-161512,195433,Hydrolagus homonycteris,Black Ghostshark,LC,0
Fis-161515,195434,Hydrolagus marmoratus,Marbled Ghostshark,LC,0
Fis-161644,195473,Pavoraja pseudonitida,False Peacock Skate,LC,0
Fis-161650,187368,Bodianus dictynna,NA,LC,0
Fis-162908,180103,Roa australis,Triple-banded butterflyfish,LC,0
Fis-163002,195435,Hydrolagus melanophasma,Eastern Pacific Ghostshark,LC,0
Fis-163003,187699,Halichoeres claudia,NA,LC,0
Fis-163295,195459,Manta alfredi,Reef Manta Ray,VU,0.4
Fis-165595,190691,Cetoscarus ocellatus,Bicolor Parrotfish,LC,0
Fis-2,907,Alosa immaculata,NA,VU,0.4
Fis-21631,170352,Sarda chiliensis,Pacific Bonito,LC,0
Fis-22843,154975,Anchoa delicatissima,Slough Anchovy,LC,0
Fis-23097,183954,Cynoscion analis,Peruvian weakfish,LC,0
Fis-23176,12137,Lithognathus lithognathus,White Steenbras,EN,0.6
Fis-22986,183244,Anchoa panamensis,Panama Anchovy,LC,0
Fis-22988,183516,Anchoa scofieldi,Scofield's Anchovy,LC,0
Fis-29349,166216,Coilia grayii,Grey’s Grenadier Anchovy,LC,0
Fis-23000,161470,Apristurus indicus,Smallbelly Catshark,LC,0
Fis-23004,44599,Apristurus manis,Ghost Catshark,LC,0
Fis-29298,41729,Atelomycterus macleayi,Australian Marbled Catshark,LC,0
Fis-23084,44606,Cephaloscyllium sufflans,Indian Swellshark,LC,0
Fis-29399,60228,Galeus piperatus,Peppered Catshark,LC,0
Fis-23049,39367,Carcharhinus borneensis,Borneo Shark,EN,0.6
Fis-148497,161570,Lamiopsis temminckii,Broadfin Shark,EN,0.6
Fis-29746,155180,Calamus cervigoni,Spotfin Porgy,LC,0
Fis-12876,166630,Anguilla bengalensis,NA,LC,0
Fis-23448,4987,Clupeonella cultriventris,NA,LC,0
Fis-23769,154814,Sardinella fijiense,Fiji Sardinella,LC,0
Fis-29629,183885,Anchoa chamensis,Chame Point anchovy,VU,0.4
Fis-137577,194862,Buenia affinis,De Buen's Goby,LC,0
Fis-30228,154705,Lethrinus enigmaticus,Blackeye Emperor,LC,0
Fis-29592,229,Acipenser stellatus,Stellate Sturgeon,CR,0.8
Fis-24054,10269,Huso huso,Beluga,CR,0.8
Fis-29590,225,Acipenser nudiventris,Ship Sturgeon,CR,0.8
Fis-25079,190686,Calotomus japonicus,Japanese Parrotfish,LC,0
Fis-25082,190687,Calotomus zonarchus,Yellowbar Parrotfish,LC,0
Fis-149115,187390,Suezichthys caudavittatus,Red Sea slender wrasse,LC,0
Fis-25107,187485,Suezichthys notatus,Japanese rainbow wrasse,LC,0
Fis-58741,232,Acipenser gueldenstaedtii,Russian Sturgeon,CR,0.8
Fis-31080,177994,Acanthurus leucocheilus,Palelipped Surgeonfish,LC,0
Fis-31112,187560,Paracheilinus lineopunctatus,Spot-lined flasher,LC,0
Fis-31116,187656,Paracheilinus angulatus,Royal flasher-wrasse,LC,0
Fis-31121,187462,Pseudojuloides mesostigma,Black-patch wrasse,LC,0
Fis-31144,187758,Anampses cuvier,Pearl Wrasse,LC,0
Fis-31147,187555,Anampses chrysocephalus,Psychedelic Wrasse,LC,0
Fis-25393,178021,Prionurus biafraensis,Biafra Sawtail,LC,0
Fis-21839,154706,Scarus dubius,Regal Parrotfish,LC,0
Fis-31170,190754,Scarus koputea,Marquesan Parrotfish,LC,0
Fis-31430,165620,Chaetodon burgessi,Black-barred Butterflyfish,LC,0
Fis-31446,165698,Chaetodon tinkeri,Tinker's Butterflyfish,LC,0
Fis-25893,199932,Hemiscyllium freycineti,Indonesian Speckled Carpet Shark,NT,0.2
Fis-31588,39353,Hemitriakis leucoperiptera,Whitefin Topeshark,EN,0.6
Fis-25904,44581,Mustelus fasciatus,Striped Smooth-hound,CR,0.8
Fis-31609,154938,Bhanotia nuda,Naked Pipefish,LC,0
Fis-26051,22003,Totoaba macdonaldi,Totoaba,CR,0.8
Fis-163783,44675,Hyporthodus quernus,Hawaiian Grouper,NT,0.2
Fis-31872,155313,Canthigaster leoparda,Leopard Sharpnose Puffer,LC,0
Fis-163784,132807,Hyporthodus septemfasciatus,Convict Grouper,LC,0
Fis-31906,165687,Chaetodon tricinctus,Three-striped Butterflyfish,LC,0
Fis-32091,161659,Bathyraja irrasa,Kerguelen Sandpaper Skate,NT,0.2
Fis-32127,154620,Protomyctophum luciferum,NA,LC,0
Fis-32240,154629,Siokunichthys nigrolineatus,NA,LC,0
Fis-162449,161379,Sinobatis borneensis,Borneo Legskate,LC,0
Fis-162450,161358,Sinobatis melanosoma,Blackbodied Legskate,LC,0
Fis-163776,132795,Hyporthodus ergastularius,Sevenbar Grouper,LC,0
Fis-32320,64407,Epinephelus tuamotuensis,Reticulate Grouper,LC,0
Fis-32428,187644,Cirrhilabrus lanceolatus,Long-tailed wrasse,LC,0
Fis-32429,187614,Cirrhilabrus lunatus,Crescent-tail wrasse,LC,0
Fis-32430,187483,Cirrhilabrus melanomarginatus,NA,LC,0
Fis-62855,60153,Fontitrygon geijskesi,Sharpsnout Stingray,NT,0.2
Fis-32474,155144,Myripristis trachyacron,Roughskull Soldierfish,LC,0
Fis-32480,180122,Ecsenius dilemma,NA,LC,0
Fis-32483,180123,Ecsenius kurti,NA,VU,0.4
Fis-21772,187680,Macropharyngodon geoffroy,Geoffroy's wrasse,LC,0
Fis-32520,187447,Cirrhilabrus jordani,Flame wrasse,LC,0
Fis-17303,165834,Apolemichthys arcuatus,Banded Angelfish,LC,0
Fis-32559,165874,Genicanthus personatus,Masked Angelfish,LC,0
Fis-32565,697,Agonostomus telfairii,Fairy Mullet,LC,0
Fis-32615,10064,Hippocampus camelopardalis,NA,VU,0.4
Fis-32811,161745,Temera hardwickii,NA,VU,0.4
Fis-32891,154813,Aphanopus mikhailini,Mikhailin's Scabbardfish,LC,0
Fis-32981,236,Acipenser sinensis,Chinese Sturgeon,CR,0.8
Fis-27169,165822,Apolemichthys griffisi,Griffis Angelfish,LC,0
Fis-132537,161729,Dipturus nidarosiensis,Norwegian Skate,NT,0.2
Fis-33127,60139,Harriotta haeckeli,Smallspine Spookfish,LC,0
Fis-125812,155104,Cheilopogon pinnatibarbatus,Bennett's Flyingfish,LC,0
Fis-115790,61333,Hucho perryi,Sakhalin Taimen,CR,0.8
Fis-132549,61405,Leucoraja melitensis,Maltese Skate,CR,0.8
Fis-33633,241,Acipenser mikadoi,Sakhalin Sturgeon,CR,0.8
Fis-27597,186089,Stenogobius gymnopomus,NA,LC,0
Fis-143215,165893,Centropyge aurantia,Golden Angelfish,LC,0
Fis-159582,161408,Glaucostegus halavi,Halavi Guitarfish,VU,0.4
Fis-34196,165847,Chaetodontoplus ballinae,Ballina Angelfish,LC,0
Fis-34217,165841,Apolemichthys xanthopunctatus,Goldspotted Angelfish,LC,0
Fis-34254,165830,Centropyge hotumatua,Blackear Angelfish,LC,0
Fis-166181,165858,Centropyge interruptus,Japanese Angelfish,LC,0
Fis-34261,165890,Centropyge joculator,Yellowhead Angelfish,LC,0
Fis-34344,165826,Chaetodontoplus chrysocephalus,Orangeface Angelfish,LC,0
Fis-34362,165846,Genicanthus spinus,Pitcairn Angelfish,LC,0
Fis-34440,154801,Talismania mekistonema,Threadfin Smooth-head,LC,0
Fis-28153,187561,Halichoeres solorensis,Solor wrasse,LC,0
Fis-34780,168293,Anguilla nebulosa,NA,LC,0
Fis-34869,184017,Azurina eupalama,Galapagos Damsel,CR,0.8
Fis-34870,183774,Azurina hirundo,Swallow damselfish,NT,0.2
Fis-34874,183870,Chromis alta,Silverstripe chromis,LC,0
Fis-34878,183793,Chromis intercrusma,Peruvian chromis,LC,0
Fis-34961,19899,Sanopus splendidus,Splendid Toadfish,EN,0.6
Fis-162910,165614,Roa jayakari,Indian Golden-barred Butterflyfish,LC,0
Fis-17443,165639,Roa excelsa,Hawaiian Gold-barred Butterflyfish,LC,0
Fis-35261,161372,Bathyraja andriashevi,Little-eyed Skate,LC,0
Fis-35262,161444,Bathyraja tzinovskii,Creamback Skate,LC,0
Fis-28553,161621,Himantura undulata,Bleeker's Variegated Whipray,VU,0.4
Fis-35297,165675,Chaetodon smithi,Smith's Butterflyfish,LC,0
Fis-35299,18510,Pseudochromis pesi,Pale Dottyback,VU,0.4
Fis-149524,190680,Siphonognathus caninis,Sharpnose Weed Whiting,LC,0
Fis-35398,154730,Luzonichthys williamsi,NA,LC,0
Fis-28684,183925,Sphoeroides angusticeps,Narrow-headed Puffer,LC,0
Fis-35462,155032,Cirrhilabrus rubripinnis,Red-finned Fairy-wrasse,LC,0
Fis-21777,187667,Macropharyngodon cyanoguttatus,Bluespotted wrasse,LC,0
Fis-161073,41800,Zearaja nasutus,Rough Skate,LC,0
Fis-35513,60198,Mobula munkiana,Smoothtail Mobula,NT,0.2
Fis-28825,161486,Bathyraja spinosissima,Pacific White Skate,LC,0
Fis-131850,161452,Amblyraja badia,Broad Skate,LC,0
Fis-28887,183331,Trinectes fluviatilis,Freshwater Sole,LC,0
Fis-156316,183394,Ariopsis guatemalensis,Widehead Sea Catfish,LC,0
Fis-140587,183284,Daector schmitti,Schmitt's toadfish,VU,0.4
Fis-35578,183779,Porichthys mimeticus,Mimetic midshipman,LC,0
Fis-28928,183554,Heteroconger digueti,Cortez garden eel,LC,0
Fis-151399,183384,Paraconger similis,Shorttail conger,LC,0
Fis-165597,183237,Ariosoma prorigerum,Black-fin conger,LC,0
Fis-35605,183215,Symphurus varius,Mottled Tonguefish,LC,0
Fis-29006,183866,Apterichtus equatorialis,Equatorial eel,LC,0
Fis-124168,183706,Callechelys eristigma,Spotted ridgefin eel,LC,0
Fis-35673,183392,Phaenomonas pinnata,Elastic eel,LC,0
Fis-35676,183807,Pseudomyrophis micropinna,Smallfin worm-eel,LC,0
Fis-29015,183889,Lepophidium microlepis,Finescale cusk-eel,LC,0
Fis-35678,183998,Ophidion iris,Brighteye cusk-eel,LC,0
Fis-29033,183997,Ophioscion imiceps,Blinkard croaker,LC,0
Fis-29035,183445,Odontoscion eurymesops,Galapagos croaker,VU,0.4
Fis-35707,183248,Cynoscion nannus,Dwarf weakfish,LC,0
Fis-29091,155254,Sebastes cortezi,Cortez Rockfish,LC,0
Fis-35789,183422,Prionotus teaguei,Long-ray searobin,VU,0.4
Fis-35836,187643,Bodianus insularis,Island hogfish,LC,0
Fis-29243,46863,Atherinomorus lineatus,Lined Silverside,VU,0.4
Fis-35967,155138,Antipodocottus galatheae,Galathea Sculpin,LC,0
Fis-35982,155232,Rhamphocetichthys savagei,Savage's Birdsnouted Whalefish,LC,0
Fis-47311,155257,Cheilopogon rapanouiensis,Easter Island Flyingfish,LC,0
Fis-47364,60165,Rhinobatos formosensis,NA,VU,0.4
