am_sid,iucn_sid,sciname,main_common_name,cat,cat_score
W-Msc-157032,162575,Rossia megaptera,NA,LC,0
W-Msc-153063,163156,Galiteuthis armata,NA,LC,0
W-Msc-220309,162556,Sepia prashadi,Hooded Cuttlefish,LC,0
W-Msc-181381,163177,Histioteuthis reversa,NA,LC,0
W-Msc-140111,163073,Histioteuthis bonnellii,NA,LC,0
SLB-184619,176738,Hydrophis platurus,Yellow-bellied Sea Snake,LC,0
Rep-3445,5659,Crocodylus acutus,American Crocodile,VU,0.4
Rep-196,176769,Acrochordus granulatus,Wart Snake,LC,0
ITS-Mam-180496,2763,Berardius bairdii,NA,VU,0.4
ITS-Mam-180505,10708,Hyperoodon planifrons,Southern Bottlenose Whale,LC,0
ITS-Mam-180629,2060,Arctocephalus pusillus,Afro-Australian Fur Seal,LC,0
ITS-Mam-180632,2062,Arctocephalus tropicalis,Subantarctic Fur Seal,LC,0
ITS-Mam-180657,6204,Cystophora cristata,Hooded Seal,VU,0.4
ITS-Mam-180533,2467,Balaena mysticetus,Bowhead Whale,LC,0
ITS-Mam-180447,11144,Lagenorhynchus cruciger,Hourglass Dolphin,LC,0
ITS-Mam-180478,198920,Neophocaena phocaenoides,Indo-Pacific Finless Porpoise,VU,0.4
ITS-Mam-180623,14549,Neophoca cinerea,Australian Sea Lion,EN,0.6
ITS-Mam-622021,41670,Histriophoca fasciata,Ribbon Seal,LC,0
W-Msc-428247,192276,Conus praecellens,NA,LC,0
ITS-824106,22694722,Onychoprion lunatus,Grey-backed Tern,LC,0
ITS-177021,22694918,Aethia pygmaea,Whiskered Auklet,LC,0
W-Msc-428372,192334,Conus sulcatus,NA,LC,0
W-Hol-210874,200715,Holothuria fuscogilva,NA,VU,0.4
W-Hol-210854,180414,Holothuria fuscopunctata,Elephant Trunkfish,LC,0
W-Msc-207670,22137,Tridacna gigas,Giant Clam,VU,0.4
Rep-379,176748,Aipysurus duboisii,Reef Shallows Sea Snake,LC,0
Rep-380,176757,Aipysurus eydouxii,Spine-tailed Sea Snake,LC,0
Rep-6239,176726,Hydrophis cyanocinctus,Bluebanded Sea Snake,LC,0
ITS-174749,22696802,Phalacrocorax nigrogularis,Socotra Cormorant,VU,0.4
SLB-130717,22696734,Microcarbo pygmaeus,Pygmy Cormorant,LC,0
ITS-559199,22694750,Chlidonias albostriatus,Black-fronted Tern,EN,0.6
ITS-174745,22696883,Phalacrocorax magellanicus,Rock Shag,LC,0
W-Msc-207673,22135,Tridacna crocea,Saffron-coloured Clam,LC,0
URM-Cn-4808,133115,Acropora retusa,NA,VU,0.4
SLB-93757,133227,Astreopora expansa,NA,NT,0.2
W-Msc-430457,192580,Conus chaldaeus,NA,LC,0
W-Msc-215503,192789,Conus tulipa,NA,LC,0
W-Msc-215550,192586,Conus terebra,NA,LC,0
W-Msc-215478,192296,Conus sanguinolentus,NA,LC,0
W-Msc-215434,192318,Conus nussatella,NA,LC,0
W-Msc-215445,192356,Conus mustelinus,NA,LC,0
W-Msc-215435,192796,Conus musicus,NA,LC,0
W-Msc-428213,192327,Conus muriculatus,NA,LC,0
W-Msc-215430,192378,Conus litoglyphus,NA,LC,0
W-Msc-215471,192563,Conus aulicus,NA,LC,0
W-Oct-125366,8262,Eunicella verrucosa,Pink Sea Fan,VU,0.4
W-Msc-141115,19301,Ranella olearia,NA,NT,0.2
W-Hol-210901,180525,Holothuria pervicax,NA,LC,0
W-Msc-215432,192647,Conus spectrum,NA,LC,0
W-Hol-148752,180246,Holothuria difficilis,NA,LC,0
Chn-b75cc929-1ac6-410b-888c-9ab8e709b6d0,169978,Scammarctus batei,Soft Locust Lobster,LC,0
W-Msc-420216,192633,Conus mus,Mouse Cone,LC,0
W-Msc-420220,192869,Conus regius,Crown Cone,LC,0
W-Msc-420215,192599,Conus mindanus,Bermuda Cone,LC,0
ITS-552945,170064,Metanephrops velutinus,Velvet Lobster,LC,0
ITS-552966,170035,Palinurus mauritanicus,Pink Spiny Lobster,LC,0
ITS-552973,170062,Panulirus homarus,Scalloped Spiny Lobster,LC,0
Chn-08d9eb73-87c3-4b8a-8861-baf5b2862d8c,170037,Eduarctus martensii,Striated Locust Lobster,LC,0
ITS-97310,170082,Nephropsis agassizii,Prickly Lobsterette,LC,0
ITS-97323,170021,Metanephrops binghami,Caribbean Lobster,LC,0
ITS-97651,169988,Panulirus guttatus,Spotted Spiny Lobster,LC,0
ITS-97673,170088,Scyllarides nodifer,Ridged Slipper Lobster,LC,0
URM-Cn-6136,133589,Psammocora explanulata,NA,LC,0
URM-Cn-6141,132860,Psammocora stellata,NA,VU,0.4
URM-Cn-5934,133609,Echinophyllia orpheensis,NA,LC,0
URM-Cn-5985,132923,Pocillopora woodjonesi,NA,LC,0
URM-Cn-6077,133613,Porites solida,NA,LC,0
URM-Cn-6097,133446,Astrangia poculata,NA,LC,0
URM-Cn-6006,133482,Alveopora spongiosa,NA,NT,0.2
URM-Cn-6007,133675,Alveopora tizardi,NA,LC,0
URM-Cn-6018,133198,Goniopora fruticosa,NA,LC,0
URM-Cn-6029,133378,Goniopora somaliensis,NA,LC,0
URM-Cn-6040,133277,Porites australiensis,NA,LC,0
URM-Cn-5827,133024,Merulina scabricula,NA,LC,0
URM-Cn-5845,133411,Acanthastrea bowerbanki,NA,VU,0.4
SLB-62723,133642,Acanthastrea hemprichii,NA,VU,0.4
URM-Cn-5850,133376,Acanthastrea ishigakiensis,NA,VU,0.4
URM-Cn-5851,133366,Acanthastrea lordhowensis,NA,NT,0.2
SLB-62731,133386,Acanthastrea rotundoflora,NA,NT,0.2
URM-Cn-5864,133591,Isophyllia sinuosa,Sinuous Cactus Coral,LC,0
URM-Cn-5873,133076,Lobophyllia robusta,NA,LC,0
URM-Cn-5881,133047,Mycetophyllia aliciae,Knobby Cactus Coral,LC,0
URM-Cn-5749,133083,Ctenactis albitentaculata,NA,NT,0.2
URM-Cn-5750,133110,Ctenactis crassa,NA,LC,0
URM-Cn-5764,133423,Fungia horrida,NA,LC,0
URM-Cn-5777,133215,Fungia tenuis,NA,LC,0
URM-Cn-5812,133124,Dendrogyra cylindrus,Pillar Coral,VU,0.4
URM-Cn-4854,132931,Acropora willisae,NA,VU,0.4
URM-Cn-4859,133415,Anacropora puertogalerae,NA,VU,0.4
URM-Cn-4863,133069,Astreopora cucullata,NA,VU,0.4
URM-Cn-4873,133048,Astreopora suggesta,NA,LC,0
URM-Cn-4883,133622,Montipora capitata,NA,NT,0.2
URM-Cn-4884,133422,Montipora capricornis,NA,VU,0.4
URM-Cn-4888,133375,Montipora corbettensis,NA,VU,0.4
URM-Cn-4897,133031,Montipora effusa,NA,NT,0.2
URM-Cn-4915,133117,Montipora lobulata,NA,VU,0.4
URM-Cn-4942,133298,Montipora turgescens,NA,LC,0
URM-Cn-4953,133255,Agaricia humilis,Lowrelief Lettuce Coral,LC,0
URM-Cn-4963,133330,Leptoseris foliosa,NA,LC,0
URM-Cn-4964,133636,Leptoseris gardineri,NA,LC,0
URM-Cn-5092,132890,Catalaphyllia jardinei,NA,VU,0.4
URM-Cn-5164,133431,Heterocyathus aequicostatus,NA,LC,0
URM-Cn-4758,132981,Acropora hemprichii,NA,VU,0.4
URM-Cn-4770,133081,Acropora kirstyae,NA,VU,0.4
URM-Cn-5478,133588,Euphyllia cristata,NA,VU,0.4
URM-Cn-5479,133225,Euphyllia divisa,NA,NT,0.2
URM-Cn-5505,133695,Caulastrea curvata,NA,VU,0.4
URM-Cn-5545,133510,Favia lizardensis,NA,NT,0.2
URM-Cn-5546,133638,Favia maritima,NA,NT,0.2
URM-Cn-5553,133307,Favia rotundata,NA,NT,0.2
URM-Cn-5571,133452,Goniastrea aspera,NA,LC,0
URM-Cn-5575,133060,Goniastrea favulus,NA,NT,0.2
URM-Cn-5583,133003,Leptastrea bewickensis,NA,NT,0.2
URM-Cn-5584,132983,Leptastrea bottae,NA,NT,0.2
URM-Cn-5615,133493,Platygyra ryukyuensis,NA,NT,0.2
URM-Cn-5617,133059,Platygyra verweyi,NA,NT,0.2
URM-Cn-4805,133247,Acropora pharaonis,NA,VU,0.4
W-Hol-529516,180373,Isostichopus fuscus,Brown Sea Cucumber,EN,0.6
SLB-66019,180295,Holothuria poli,NA,LC,0
SLB-71242,162618,Sepia cultrata,Knifebone Cuttlefish,LC,0
W-Msc-138747,163050,Ancistrocheirus lesueuri,NA,LC,0
SLB-71523,162950,Gonatus onyx,NA,LC,0
W-Msc-325305,163311,Martialia hyadesi,Black Squid,LC,0
SLB-71311,162509,Sepia trygonina,Trident Cuttlefish,LC,0
SLB-71235,162629,Sepia braggi,Slender Cuttlefish,LC,0
ITS-Mam-180535,3778,Caperea marginata,NA,LC,0
ITS-174694,22697604,Pelecanus philippensis,Spot-billed Pelican,NT,0.2
ITS-560741,22694286,Larus atlanticus,Olrog's Gull,NT,0.2
W-Msc-428225,192641,Conus orbignyi,NA,LC,0
ITS-Mam-771132,136315,Orcaella heinsohni,Australian Snubfin Dolphin,VU,0.4
W-Hol-241820,180395,Holothuria coluber,Snakefish,LC,0
SLB-88877,176719,Enhydrina schistosa,Beaked Sea Snake,LC,0
SLB-88909,176737,Hydrophis ornatus,Ornate Reef Sea Snake,LC,0
W-Msc-215140,184812,Telescopium telescopium,NA,LC,0
SLB-93466,133387,Acropora globiceps,NA,VU,0.4
W-Msc-428259,192654,Conus radiatus,NA,LC,0
SLB-93759,133485,Astreopora randalli,NA,LC,0
URM-Cn-5863,133564,Isophyllastrea rigida,Rough Star Coral,LC,0
W-Msc-215511,192694,Conus varius,NA,LC,0
W-Msc-215428,192564,Conus moreleti,NA,LC,0
W-Msc-426315,192383,Conus ammiralis,NA,LC,0
W-Msc-215490,192849,Conus balteatus,NA,LC,0
W-Msc-215476,192424,Conus obscurus,NA,LC,0
W-Msc-426455,192829,Conus circumcisus,NA,LC,0
SLB-117467,133176,Coscinaraea exesa,NA,LC,0
SLB-158372,192786,Conus stercusmuscarum,NA,LC,0
SLB-158799,133584,Porites divaricata,Thin Finger Coral,LC,0
W-Msc-215469,192714,Conus figulinus,NA,LC,0
W-Hol-210873,180494,Holothuria fuscocinerea,NA,LC,0
W-Msc-405014,61743,Haliotis kamtschatkana,Pinto Abalone,EN,0.6
W-Msc-405012,41880,Haliotis cracherodii,Black Abalone,CR,0.8
W-Msc-420208,192370,Conus daucus,Carrot Cone,LC,0
W-Msc-420199,192340,Conus amphiurgus,Amphiurgus Cone,LC,0
ITS-199950,169954,Scyllarides haanii,Aesop Slipper Lobster,LC,0
ITS-552917,170044,Nephropsis atlantica,Scarlet Lobsterette,LC,0
ITS-552961,170070,Linuparus sordidus,Oriental Spear Lobster,LC,0
ITS-552962,170054,Linuparus trigonus,Japanese Spear Lobster,LC,0
ITS-553004,170002,Scyllarides elisabethae,Cape Slipper Lobster,LC,0
ITS-553013,170023,Ibacus novemdentatus,Smooth Fan Lobster,LC,0
Chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,185080,Chelarctus cultrifer,NA,LC,0
ITS-97670,185077,Bathyarctus faxoni,Faxon Slipper Lobster,LC,0
URM-Cn-4806,133639,Acropora pichoni,NA,NT,0.2
URM-Cn-6130,133408,Coscinaraea wellsi,NA,LC,0
URM-Cn-5950,132956,Pectinia alcicornis,NA,VU,0.4
URM-Cn-5974,132958,Pocillopora capitata,NA,LC,0
URM-Cn-5977,133099,Pocillopora elegans,NA,VU,0.4
URM-Cn-5997,133332,Alveopora allingi,NA,VU,0.4
URM-Cn-6015,133448,Goniopora columna,NA,NT,0.2
URM-Cn-6023,133001,Goniopora pandoraensis,NA,LC,0
URM-Cn-6030,133668,Goniopora stokesi,NA,NT,0.2
URM-Cn-5858,133573,Australomussa rowleyensis,NA,NT,0.2
URM-Cn-5868,133619,Lobophyllia diminuta,NA,VU,0.4
URM-Cn-5888,132874,Scolymia lacera,NA,LC,0
URM-Cn-5761,133183,Fungia granulosa,NA,LC,0
URM-Cn-5816,133412,Gyrosmilia interrupta,NA,LC,0
URM-Cn-5930,133058,Echinophyllia echinata,NA,LC,0
URM-Cn-4869,133306,Astreopora macrostoma,NA,NT,0.2
URM-Cn-4876,133696,Montipora altasepta,NA,VU,0.4
URM-Cn-4885,133623,Montipora cebuensis,NA,VU,0.4
URM-Cn-4727,133481,Acropora chesterfieldensis,NA,LC,0
URM-Cn-5963,133281,Madracis formosa,Eight-ray Finger Coral,LC,0
URM-Cn-5005,133075,Palauastrea ramosa,NA,NT,0.2
URM-Cn-4741,133469,Acropora downingi,NA,LC,0
URM-Cn-4759,133401,Acropora hoeksemai,NA,VU,0.4
URM-Cn-4713,133604,Acropora arabensis,NA,NT,0.2
URM-Cn-4779,133327,Acropora lovelli,NA,VU,0.4
URM-Cn-5465,132957,Turbinaria bifrons,NA,VU,0.4
URM-Cn-4790,132990,Acropora multiacuta,NA,VU,0.4
URM-Cn-5549,132878,Favia maxima,NA,NT,0.2
URM-Cn-5585,133424,Leptastrea inaequalis,NA,NT,0.2
URM-Cn-5593,133178,Montastrea annuligera,NA,NT,0.2
URM-Cn-5601,133070,Montastrea colemani,NA,NT,0.2
URM-Cn-5605,133333,Oulophyllia bennettae,NA,NT,0.2
URM-Cn-5621,133657,Solenastrea bournoni,Smooth Star Coral,LC,0
SLB-66027,180493,Astichopus multifidus,NA,LC,0
W-Hol-125180,180492,Holothuria mexicana,Donkey Dung,LC,0
W-Hol-125182,180455,Holothuria tubulosa,NA,LC,0
W-Msc-341825,163184,Abralia andamanica,NA,LC,0
SLB-71490,163094,Abraliopsis felis,NA,LC,0
W-Msc-156383,162617,Rossia moelleri,NA,LC,0
SLB-71508,163146,Watasenia scintillans,Japanese Firefly Squid,LC,0
SLB-71279,162680,Sepia opipara,Magnificent Cuttlefish,LC,0
Rep-8732,14363,Natator depressa,NA,VU,0.4
ITS-Mam-180636,2061,Arctocephalus townsendi,Guadalupe Fur Seal,LC,0
ITS-Mam-180411,17978,Pontoporia blainvillei,Franciscana,VU,0.4
ITS-Mam-180471,15419,Orcaella brevirostris,Irrawaddy Dolphin,EN,0.6
ITS-Mam-180485,13704,Monodon monoceros,Narwhal,LC,0
ITS-175161,22680412,Somateria fischeri,Spectacled Eider,LC,0
ITS-177009,22694899,Synthliboramphus wumizusume,Japanese Murrelet,VU,0.4
ITS-176920,22694635,Sterna vittata,Antarctic Tern,LC,0
ITS-176811,22694346,Larus glaucoides,Iceland Gull,LC,0
ITS-176994,22694867,Cepphus carbo,Spectacled Guillemot,LC,0
W-Hol-241773,180406,Actinopyga palauensis,Panning's Blackfish,LC,0
Rep-6276,176717,Hydrophis spiralis,Yellow Sea Snake,LC,0
SLB-88920,176746,Lapemis curtus,Spine-bellied Sea Snake,LC,0
Rep-6754,176771,Laticauda laticaudata,Brown-lipped Sea Krait,LC,0
ITS-174747,22696766,Phalacrocorax neglectus,Bank Cormorant,EN,0.6
W-Hol-241825,180534,Holothuria inhabilis,NA,LC,0
W-Hol-210880,180443,Holothuria rigida,NA,LC,0
W-Msc-428375,192614,Conus suratensis,NA,LC,0
W-Msc-215454,192879,Conus pertusus,NA,LC,0
W-Msc-426459,192754,Conus coffeae,NA,LC,0
W-Msc-215546,192737,Conus canonicus,NA,LC,0
W-Msc-215500,192712,Conus pennaceus,Feathered Cone,LC,0
W-Msc-428376,192258,Conus suturatus,Sutured Cone,LC,0
W-Hol-210774,180479,Labidodemas semperianum,NA,LC,0
URM-Cn-5757,133371,Fungia distorta,Distorted Mushroom Coral,LC,0
SLB-117551,133530,Stylophora subseriata,NA,LC,0
Chn-ae156111-0d32-4a94-8720-9d7733c99831,2811,Birgus latro,NA,EN,0.6
Rep-6256,176745,Hydrophis macdowelli,Small-headed Sea Snake,LC,0
W-Msc-420224,192532,Conus stearnsii,NA,VU,0.4
W-Msc-420211,192624,Conus granulatus,Glory-of-the-Atlantic Cone,LC,0
W-Msc-428255,192696,Conus purpurascens,NA,LC,0
W-Msc-215510,192704,Conus acutangulus,NA,LC,0
ITS-552979,169990,Panulirus polyphagus,Mud Spiny Lobster,LC,0
ITS-553024,170056,Scyllarus pygmaeus,Pygmy Locust Lobster,LC,0
ITS-553025,170055,Petrarctus rugosus,Hunchback Locust Lobster,LC,0
ITS-553058,170049,Palinurellus wieneckii,Indo-Pacific Furry Lobster,LC,0
ITS-677526,185060,Enoplometopus occidentalis,Hawaiian Red Lobster,LC,0
ITS-97312,169973,Nephropsis neglecta,Ruby Lobsterette,LC,0
ITS-97696,170015,Palinurellus gundlachi,Caribbean Furry Lobster,LC,0
URM-Cn-6128,133077,Coscinaraea mcneilli,NA,LC,0
URM-Cn-5931,132947,Echinophyllia echinoporoides,NA,LC,0
URM-Cn-5947,133192,Oxypora glabra,NA,LC,0
URM-Cn-5981,133309,Pocillopora inflata,NA,VU,0.4
URM-Cn-6079,133329,Porites stephensoni,NA,NT,0.2
URM-Cn-5998,132905,Alveopora catalai,NA,NT,0.2
URM-Cn-6000,133523,Alveopora fenestrata,NA,VU,0.4
URM-Cn-6008,133156,Alveopora verrilliana,NA,VU,0.4
URM-Cn-6026,132995,Goniopora planulata,NA,VU,0.4
URM-Cn-5824,132895,Hydnophora pilosa,NA,LC,0
URM-Cn-5765,133437,Fungia moluccensis,NA,LC,0
URM-Cn-5770,133308,Fungia scruposa,NA,LC,0
URM-Cn-5789,133509,Podabacia motuporensis,NA,NT,0.2
URM-Cn-5794,133587,Sandalolitha dentata,NA,LC,0
URM-Cn-5921,133165,Oculina varicosa,Large Ivory Coral,VU,0.4
URM-Cn-6121,133484,Anomastraea irregularis,NA,VU,0.4
URM-Cn-4861,133046,Anacropora spinosa,NA,EN,0.6
URM-Cn-4929,133404,Montipora samarensis,NA,VU,0.4
URM-Cn-4952,133288,Agaricia grahamae,Graham's Sheet Coral,LC,0
URM-Cn-4970,132903,Leptoseris solida,NA,LC,0
URM-Cn-5967,133380,Madracis kirbyi,NA,LC,0
URM-Cn-5970,133135,Madracis pharensis,Star Coral,LC,0
URM-Cn-4769,133233,Acropora kimbeensis,NA,VU,0.4
URM-Cn-5474,132985,Turbinaria radicalis,NA,NT,0.2
URM-Cn-5604,132859,Oulastrea crispata,NA,LC,0
W-Hol-149898,180298,Parastichopus regalis,NA,LC,0
W-Hol-124501,180297,Holothuria forskali,NA,LC,0
SLB-71509,163247,Berryteuthis anonychus,Minimal armhook squid,LC,0
W-Msc-410384,163343,Onykia robsoni,NA,LC,0
W-Msc-342242,163089,Pyroteuthis addolux,NA,LC,0
SLB-71294,162633,Sepia rhoda,NA,LC,0
ITS-Mam-180495,2762,Berardius arnuxii,NA,VU,0.4
ITS-Mam-180617,17026,Phocarctos hookeri,New Zealand Sea Lion,EN,0.6
W-Msc-426504,192380,Conus floridulus,NA,LC,0
W-Msc-382205,22136,Tridacna derasa,Southern Giant Clam,VU,0.4
SLB-88859,176708,Astrotia stokesii,Stokes' Sea Snake,LC,0
Rep-4964,176720,Emydocephalus annulatus,Turtleheaded Sea Snake,LC,0
Rep-6233,176715,Hydrophis caerulescens,Dwarf Sea Snake,LC,0
ITS-176932,22694591,Thalasseus sandvicensis,Sandwich Tern,LC,0
SLB-93100,133460,Montipora cocosensis,NA,VU,0.4
W-Msc-215495,192297,Conus bullatus,Bubble Cone,LC,0
W-Msc-215551,192573,Conus magnificus,NA,LC,0
W-Msc-215437,192328,Conus coelinae,NA,LC,0
W-Msc-215537,192521,Conus retifer,NA,LC,0
W-Msc-426447,192831,Conus centurio,Centurion Cone,LC,0
W-Msc-215433,192393,Conus coccineus,NA,LC,0
SLB-117497,133002,Seriatopora stellata,NA,NT,0.2
W-Msc-428185,192269,Conus lischkeanus,NA,LC,0
SLB-118879,192399,Conus monachus,Supreme Cone,LC,0
SLB-158238,133557,Acanthastrea brevis,NA,VU,0.4
SLB-158820,133045,Pocillopora ligulata,NA,LC,0
W-Msc-426359,192837,Conus archon,NA,LC,0
W-Msc-426424,192449,Conus brunneus,NA,LC,0
W-Msc-215538,192578,Conus ermineus,Agate Cone,LC,0
W-Msc-428134,192345,Conus gladiator,NA,LC,0
ITS-552916,169985,Nephropsis acanthura,Spinetail Lobsterette,LC,0
ITS-552923,170032,Nephropsis suhmi,Red and White Lobsterette,LC,0
ITS-552934,170050,Metanephrops boschmai,Bight Lobster,LC,0
ITS-552984,170042,Projasus parkeri,Cape Jagged Lobster,LC,0
ITS-552999,170063,Arctides regalis,Royal Spanish Lobster,LC,0
ITS-553008,169969,Evibacus princeps,Shield Fan Lobster,LC,0
Chn-b131aac2-f572-412d-992d-0a5de940cc27,170004,Remiarctus bertholdii,Two-spot Locust Lobster,LC,0
ITS-553049,185035,Bathyarctus rubens,NA,LC,0
ITS-553052,185062,Galearctus timidus,NA,LC,0
URM-Cn-4848,132909,Acropora turaki,NA,VU,0.4
URM-Cn-5989,133614,Seriatopora guttatus,NA,LC,0
URM-Cn-6078,133645,Porites somaliensis,NA,NT,0.2
URM-Cn-6017,133357,Goniopora eclipsensis,NA,LC,0
URM-Cn-6044,133349,Porites compressa,NA,LC,0
URM-Cn-5844,133470,Micromussa amakusensis,NA,NT,0.2
URM-Cn-5854,133326,Acanthastrea regularis,NA,VU,0.4
URM-Cn-5869,133032,Lobophyllia flabelliformis,NA,VU,0.4
URM-Cn-5791,133372,Polyphyllia novaehiberniae,NA,NT,0.2
URM-Cn-4870,133174,Astreopora moretonensis,NA,VU,0.4
URM-Cn-4887,133367,Montipora confusa,NA,NT,0.2
URM-Cn-4961,133686,Leptoseris cailleti,NA,LC,0
URM-Cn-4979,133360,Pavona bipartita,NA,VU,0.4
URM-Cn-4985,133581,Pavona diffluens,NA,VU,0.4
URM-Cn-5412,133114,Duncanopsammia axifuga,NA,NT,0.2
SLB-62376,133084,Barabattoia amicorum,NA,LC,0
SLB-62382,133405,Caulastrea tumida,NA,NT,0.2
URM-Cn-5525,133188,Echinopora hirsutissima,NA,LC,0
URM-Cn-5537,133426,Favia danae,NA,LC,0
URM-Cn-5568,133627,Goniastrea peresi,NA,NT,0.2
URM-Cn-5610,133161,Platygyra contorta,NA,LC,0
W-Hol-241768,180353,Actinopyga agassizi,Five-toothed Sea Cucumber,LC,0
SLB-71357,162672,Inioteuthis maculosa,NA,LC,0
W-Msc-341828,163302,Abralia astrosticta,NA,LC,0
W-Msc-342218,163265,Architeuthis dux,NA,LC,0
W-Msc-157022,163242,Illex oxygonius,NA,LC,0
Rep-455,1086,Amblyrhynchus cristatus,Fernandina Marine Iguana,VU,0.4
ITS-Mam-180633,2055,Arctocephalus australis,South American Fur Seal,LC,0
ITS-Mam-622014,41668,Zalophus wollebaeki,Galápagos Sea Lion,EN,0.6
ITS-176864,22694476,Rhodostethia rosea,Ross's Gull,LC,0
ITS-824128,22694699,Sternula balaenarum,Damara Tern,VU,0.4
ITS-553910,22680038,Tachyeres leucocephalus,White-headed Steamerduck,VU,0.4
ITS-553911,22680047,Tachyeres brachypterus,Falkland Steamerduck,LC,0
W-Msc-215557,192587,Conus bandanus,NA,LC,0
W-Msc-215488,192648,Conus tenuistriatus,NA,LC,0
W-Msc-426462,192847,Conus consors,NA,LC,0
W-Msc-426405,192374,Conus boeticus,NA,LC,0
W-Msc-215487,192362,Conus moluccensis,NA,LC,0
W-Msc-426452,192708,Conus cinereus,NA,LC,0
SLB-119010,132937,Acropora spathulata,NA,LC,0
SLB-155564,185066,Polycheles coccifer,NA,LC,0
W-Msc-426492,192441,Conus excelsus,NA,LC,0
W-Msc-426373,192681,Conus teramachii,NA,LC,0
W-Msc-428154,192498,Conus howelli,NA,LC,0
SLB-184832,185072,Stereomastis phosphorus,Pink Blind Lobster,LC,0
W-Msc-426444,192871,Conus cardinalis,Cardinal Cone,NT,0.2
ITS-552919,170086,Nephropsis ensirostris,Gladiator Lobsterette,LC,0
ITS-552970,170073,Panulirus cygnus,Australian Spiny Lobster,LC,0
ITS-552987,170011,Puerulus sewelli,Arabian Whip Lobster,LC,0
ITS-553010,170026,Ibacus brevipes,Serrate Fan Lobster,LC,0
ITS-553030,185076,Galearctus aurora,NA,LC,0
ITS-553031,185093,Crenarctus bicuspidatus,NA,LC,0
ITS-660117,185023,Stereomastis surda,NA,LC,0
URM-Cn-6059,133486,Porites horizontalata,NA,VU,0.4
URM-Cn-5829,133545,Paraclavarina triangularis,NA,NT,0.2
URM-Cn-5847,133624,Acanthastrea faviaformis,NA,VU,0.4
URM-Cn-5897,133340,Symphyllia wilsoni,NA,LC,0
SLB-62620,133597,Cantharellus doederleini,NA,LC,0
URM-Cn-4886,133416,Montipora circumvallata,NA,LC,0
URM-Cn-4730,133472,Isopora crateriformis,NA,VU,0.4
URM-Cn-4990,133168,Pavona gigantea,NA,LC,0
URM-Cn-5469,133235,Turbinaria heronensis,NA,VU,0.4
URM-Cn-5485,132967,Euphyllia yaeyamaensis,NA,NT,0.2
SLB-62380,133497,Caulastrea echinulata,NA,VU,0.4
URM-Cn-5551,132899,Favia rosaria,NA,VU,0.4
W-Msc-342376,163085,Nototodarus hawaiiensis,NA,LC,0
SLB-71239,162582,Sepia chirotrema,NA,LC,0
ITS-Mam-180681,10303,Hydrodamalis gigas,Steller's Sea Cow,EX,1
W-Msc-215532,192323,Conus milneedwardsi,NA,LC,0
ITS-554143,22729000,Brachyramphus perdix,Long-billed Murrelet,NT,0.2
SLB-88849,176756,Acalyptophis peronii,Spiny-headed Seasnake,LC,0
Rep-6237,176743,Hydrophis coggeri,Slender-necked Sea Snake,LC,0
ITS-723253,22729421,Calonectris edwardsii,Cape Verde Shearwater,NT,0.2
ITS-561969,22696756,Phalacrocorax harrisi,Flightless Cormorant,VU,0.4
SLB-93769,133137,Astreopora scabra,NA,LC,0
W-Msc-215484,192815,Conus auricomus,NA,LC,0
W-Msc-215438,192843,Conus legatus,NA,LC,0
W-Msc-428940,192420,Conus biliosus,NA,LC,0
W-Msc-426443,192820,Conus caracteristicus,Characteristic Cone,LC,0
URM-Cn-5758,133034,Fungia fragilis,NA,LC,0
SLB-118880,192686,Conus parius,NA,LC,0
W-Msc-215543,192699,Conus striatellus,NA,LC,0
W-Msc-215467,192567,Conus mitratus,NA,LC,0
W-Hol-242057,180476,Stichopus naso,NA,LC,0
SLB-170329,185073,Stereomastis aculeata,NA,LC,0
SLB-173558,185083,Polycheles baccatus,NA,LC,0
SLB-184672,185019,Polycheles enthrix,NA,LC,0
ITS-552925,170038,Thymops birsteini,Patagonian Lobsterette,LC,0
ITS-552928,170093,Eunephrops cadenasi,Sculptured Lobster,LC,0
ITS-553011,169960,Ibacus brucei,Glabrous Fan Lobster,LC,0
ITS-553044,185031,Acantharctus ornatus,NA,LC,0
ITS-660116,185012,Stereomastis sculpta,Flatback Lobster,LC,0
ITS-97650,169966,Panulirus interruptus,California Spiny Lobster,LC,0
URM-Cn-4807,132935,Acropora plumosa,NA,VU,0.4
URM-Cn-4829,133427,Acropora simplex,NA,VU,0.4
URM-Cn-6070,132889,Porites nodifera,NA,LC,0
URM-Cn-5867,133565,Lobophyllia dentatus,NA,VU,0.4
URM-Cn-5893,133126,Symphyllia hassi,NA,VU,0.4
URM-Cn-5901,133109,Galaxea acrhelia,NA,VU,0.4
URM-Cn-5769,133179,Fungia scabra,NA,LC,0
URM-Cn-5772,132996,Fungia seychellensis,NA,VU,0.4
URM-Cn-5786,133213,Lithophyllon undulatum,NA,NT,0.2
URM-Cn-5796,132993,Zoopilus echinatus,NA,LC,0
URM-Cn-4718,133283,Acropora batunai,NA,VU,0.4
URM-Cn-5916,133511,Oculina patagonica,NA,LC,0
URM-Cn-4880,133113,Montipora cactus,NA,VU,0.4
URM-Cn-4933,133056,Montipora spongiosa,NA,LC,0
URM-Cn-4948,133409,Montipora verruculosus,NA,VU,0.4
URM-Cn-4983,133261,Pavona danai,NA,VU,0.4
