iucn_sid,sciname,lme_id,cat_score,cat_current,rgns,cat_score_global
60213,Somniosus microcephalus,24,0.2,NT,europe,0.2
60213,Somniosus microcephalus,25,0.2,NT,europe,0.2
60213,Somniosus microcephalus,26,0.2,NT,europe,0.2
60213,Somniosus microcephalus,59,0.2,NT,europe,0.2
60214,Squaliolus laticaudus,20,0,LC,europe,0
60214,Squaliolus laticaudus,21,0,LC,europe,0
60214,Squaliolus laticaudus,22,0,LC,europe,0
60214,Squaliolus laticaudus,23,0,LC,europe,0
60214,Squaliolus laticaudus,24,0,LC,europe,0
60214,Squaliolus laticaudus,25,0,LC,europe,0
60214,Squaliolus laticaudus,26,0,LC,europe,0
60214,Squaliolus laticaudus,59,0,LC,europe,0
60215,Zameus squamulosus,20,NA,DD,europe,NA
60215,Zameus squamulosus,21,NA,DD,europe,NA
60215,Zameus squamulosus,22,NA,DD,europe,NA
60215,Zameus squamulosus,23,NA,DD,europe,NA
60215,Zameus squamulosus,24,NA,DD,europe,NA
60215,Zameus squamulosus,25,NA,DD,europe,NA
60215,Zameus squamulosus,26,NA,DD,europe,NA
60215,Zameus squamulosus,59,NA,DD,europe,NA
60225,Isurus paucus,20,NA,DD,europe,0.4
60225,Isurus paucus,21,NA,DD,europe,0.4
60225,Isurus paucus,22,NA,DD,europe,0.4
60225,Isurus paucus,23,NA,DD,europe,0.4
60225,Isurus paucus,24,NA,DD,europe,0.4
60225,Isurus paucus,25,NA,DD,europe,0.4
60225,Isurus paucus,26,NA,DD,mediterranean,0.4
60225,Isurus paucus,59,NA,DD,europe,0.4
60225,Isurus paucus,62,NA,DD,mediterranean,0.4
60242,Etmopterus princeps,20,0,LC,europe,NA
60242,Etmopterus princeps,21,0,LC,europe,NA
60242,Etmopterus princeps,22,0,LC,europe,NA
60242,Etmopterus princeps,23,0,LC,europe,NA
60242,Etmopterus princeps,24,0,LC,europe,NA
60242,Etmopterus princeps,25,0,LC,europe,NA
60242,Etmopterus princeps,26,0,LC,europe,NA
60242,Etmopterus princeps,59,0,LC,europe,NA
60324,Chanos chanos,32,0,LC,persian_gulf,0
60344,Anguilla anguilla,20,0.8,CR,europe,0.8
60344,Anguilla anguilla,21,0.8,CR,europe,0.8
60344,Anguilla anguilla,22,0.8,CR,europe,0.8
60344,Anguilla anguilla,23,0.8,CR,europe,0.8
60344,Anguilla anguilla,24,0.8,CR,europe,0.8
60344,Anguilla anguilla,25,0.8,CR,europe,0.8
60344,Anguilla anguilla,26,0.6,EN,northern_africa,0.8
60344,Anguilla anguilla,27,0.6,EN,northern_africa,0.8
60344,Anguilla anguilla,33,0.6,EN,northern_africa,0.8
60344,Anguilla anguilla,59,0.8,CR,europe,0.8
60708,Xenochromis hecqui,26,NA,DD,pan-africa,NA
60708,Xenochromis hecqui,27,NA,DD,pan-africa,NA
60708,Xenochromis hecqui,28,NA,DD,pan-africa,NA
60708,Xenochromis hecqui,29,NA,DD,pan-africa,NA
60708,Xenochromis hecqui,30,NA,DD,eastern_africa,NA
60708,Xenochromis hecqui,31,NA,DD,eastern_africa,NA
60708,Xenochromis hecqui,32,NA,DD,pan-africa,NA
60708,Xenochromis hecqui,33,NA,DD,pan-africa,NA
61213,Oligolepis acutipennis,26,0,LC,pan-africa,NA
61213,Oligolepis acutipennis,27,0,LC,pan-africa,NA
61213,Oligolepis acutipennis,28,0,LC,pan-africa,NA
61213,Oligolepis acutipennis,29,0,LC,pan-africa,NA
61213,Oligolepis acutipennis,30,0,LC,pan-africa,NA
61213,Oligolepis acutipennis,31,0,LC,pan-africa,NA
61213,Oligolepis acutipennis,32,0,LC,pan-africa,NA
61213,Oligolepis acutipennis,33,0,LC,pan-africa,NA
61235,Aphanius baeticus,20,0.6,EN,europe,0.6
61235,Aphanius baeticus,21,0.6,EN,europe,0.6
61235,Aphanius baeticus,22,0.6,EN,europe,0.6
61235,Aphanius baeticus,23,0.6,EN,europe,0.6
61235,Aphanius baeticus,24,0.6,EN,europe,0.6
61235,Aphanius baeticus,25,0.6,EN,europe,0.6
61235,Aphanius baeticus,26,0.6,EN,europe,0.6
61235,Aphanius baeticus,59,0.6,EN,europe,0.6
61250,Lutjanus argentimaculatus,32,0,LC,persian_gulf,0
61395,Petroleuciscus borysthenicus,20,0,LC,europe,0
61395,Petroleuciscus borysthenicus,21,0,LC,europe,0
61395,Petroleuciscus borysthenicus,22,0,LC,europe,0
61395,Petroleuciscus borysthenicus,23,0,LC,europe,0
61395,Petroleuciscus borysthenicus,24,0,LC,europe,0
61395,Petroleuciscus borysthenicus,25,0,LC,europe,0
61395,Petroleuciscus borysthenicus,26,0,LC,europe,0
61395,Petroleuciscus borysthenicus,59,0,LC,europe,0
61405,Leucoraja melitensis,20,0.8,CR,europe,0.8
61405,Leucoraja melitensis,21,0.8,CR,europe,0.8
61405,Leucoraja melitensis,22,0.8,CR,europe,0.8
61405,Leucoraja melitensis,23,0.8,CR,europe,0.8
61405,Leucoraja melitensis,24,0.8,CR,europe,0.8
61405,Leucoraja melitensis,25,0.8,CR,europe,0.8
61405,Leucoraja melitensis,26,0.8,CR,mediterranean,0.8
61405,Leucoraja melitensis,59,0.8,CR,europe,0.8
61405,Leucoraja melitensis,62,0.8,CR,mediterranean,0.8
61408,Rostroraja alba,20,0.8,CR,europe,0.6
61408,Rostroraja alba,21,0.8,CR,europe,0.6
61408,Rostroraja alba,22,0.8,CR,europe,0.6
61408,Rostroraja alba,23,0.8,CR,europe,0.6
61408,Rostroraja alba,24,0.8,CR,europe,0.6
61408,Rostroraja alba,25,0.8,CR,europe,0.6
61408,Rostroraja alba,26,0.6,EN,mediterranean,0.6
61408,Rostroraja alba,59,0.8,CR,europe,0.6
61408,Rostroraja alba,62,0.6,EN,mediterranean,0.6
61417,Squatina aculeata,20,0.8,CR,europe,0.8
61417,Squatina aculeata,21,0.8,CR,europe,0.8
61417,Squatina aculeata,22,0.8,CR,europe,0.8
61417,Squatina aculeata,23,0.8,CR,europe,0.8
61417,Squatina aculeata,24,0.8,CR,europe,0.8
61417,Squatina aculeata,25,0.8,CR,europe,0.8
61417,Squatina aculeata,26,0.8,CR,mediterranean,0.8
61417,Squatina aculeata,59,0.8,CR,europe,0.8
61417,Squatina aculeata,62,0.8,CR,mediterranean,0.8
61418,Squatina oculata,20,0.8,CR,europe,0.8
61418,Squatina oculata,21,0.8,CR,europe,0.8
61418,Squatina oculata,22,0.8,CR,europe,0.8
61418,Squatina oculata,23,0.8,CR,europe,0.8
61418,Squatina oculata,24,0.8,CR,europe,0.8
61418,Squatina oculata,25,0.8,CR,europe,0.8
61418,Squatina oculata,26,0.8,CR,mediterranean,0.8
61418,Squatina oculata,59,0.8,CR,europe,0.8
61418,Squatina oculata,62,0.8,CR,mediterranean,0.8
61538,Natrix maura,20,0,LC,europe,0
61538,Natrix maura,21,0,LC,europe,0
61538,Natrix maura,22,0,LC,europe,0
61538,Natrix maura,23,0,LC,europe,0
61538,Natrix maura,24,0,LC,europe,0
61538,Natrix maura,25,0,LC,europe,0
61538,Natrix maura,26,0,LC,europe,0
61538,Natrix maura,59,0,LC,europe,0
61617,Anthemis glaberrima,20,0.8,CR,europe,0.8
61617,Anthemis glaberrima,21,0.8,CR,europe,0.8
61617,Anthemis glaberrima,22,0.8,CR,europe,0.8
61617,Anthemis glaberrima,23,0.8,CR,europe,0.8
61617,Anthemis glaberrima,24,0.8,CR,europe,0.8
61617,Anthemis glaberrima,25,0.8,CR,europe,0.8
61617,Anthemis glaberrima,26,0.8,CR,mediterranean,0.8
61617,Anthemis glaberrima,59,0.8,CR,europe,0.8
61617,Anthemis glaberrima,62,0.8,CR,mediterranean,0.8
61654,Anchusa crispa,20,0.6,EN,europe,0.6
61654,Anchusa crispa,21,0.6,EN,europe,0.6
61654,Anchusa crispa,22,0.6,EN,europe,0.6
61654,Anchusa crispa,23,0.6,EN,europe,0.6
61654,Anchusa crispa,24,0.6,EN,europe,0.6
61654,Anchusa crispa,25,0.6,EN,europe,0.6
61654,Anchusa crispa,26,0.6,EN,mediterranean,0.6
61654,Anchusa crispa,59,0.6,EN,europe,0.6
61654,Anchusa crispa,62,0.6,EN,mediterranean,0.6
62223,Coregonus sardinella,20,NA,"NA",europe,0
62223,Coregonus sardinella,21,NA,"NA",europe,0
62223,Coregonus sardinella,22,NA,"NA",europe,0
62223,Coregonus sardinella,23,NA,"NA",europe,0
62223,Coregonus sardinella,24,NA,"NA",europe,0
62223,Coregonus sardinella,25,NA,"NA",europe,0
62223,Coregonus sardinella,26,NA,"NA",europe,0
62223,Coregonus sardinella,59,NA,"NA",europe,0
62256,Trionyx triunguis,20,NA,"NA",europe,0.4
62256,Trionyx triunguis,21,NA,"NA",europe,0.4
62256,Trionyx triunguis,22,NA,"NA",europe,0.4
62256,Trionyx triunguis,23,NA,"NA",europe,0.4
62256,Trionyx triunguis,24,NA,"NA",europe,0.4
62256,Trionyx triunguis,25,NA,"NA",europe,0.4
62256,Trionyx triunguis,26,NA,"NA",europe,0.4
62256,Trionyx triunguis,59,NA,"NA",europe,0.4
63100,Dipturus oxyrinchus,20,0.2,NT,europe,0.2
63100,Dipturus oxyrinchus,21,0.2,NT,europe,0.2
63100,Dipturus oxyrinchus,22,0.2,NT,europe,0.2
63100,Dipturus oxyrinchus,23,0.2,NT,europe,0.2
63100,Dipturus oxyrinchus,24,0.2,NT,europe,0.2
63100,Dipturus oxyrinchus,25,0.2,NT,europe,0.2
63100,Dipturus oxyrinchus,26,0.2,NT,mediterranean,0.2
63100,Dipturus oxyrinchus,59,0.2,NT,europe,0.2
63100,Dipturus oxyrinchus,62,0.2,NT,mediterranean,0.2
63103,Hydrolagus pallidus,20,0,LC,europe,0
63103,Hydrolagus pallidus,21,0,LC,europe,0
63103,Hydrolagus pallidus,22,0,LC,europe,0
63103,Hydrolagus pallidus,23,0,LC,europe,0
63103,Hydrolagus pallidus,24,0,LC,europe,0
63103,Hydrolagus pallidus,25,0,LC,europe,0
63103,Hydrolagus pallidus,26,0,LC,europe,0
63103,Hydrolagus pallidus,59,0,LC,europe,0
63104,Hydrolagus mirabilis,20,0,LC,europe,0.2
63104,Hydrolagus mirabilis,21,0,LC,europe,0.2
63104,Hydrolagus mirabilis,22,0,LC,europe,0.2
63104,Hydrolagus mirabilis,23,0,LC,europe,0.2
63104,Hydrolagus mirabilis,24,0,LC,europe,0.2
63104,Hydrolagus mirabilis,25,0,LC,europe,0.2
63104,Hydrolagus mirabilis,26,0,LC,europe,0.2
63104,Hydrolagus mirabilis,59,0,LC,europe,0.2
63114,Chimaera monstrosa,20,0.2,NT,europe,0.2
63114,Chimaera monstrosa,21,0.2,NT,europe,0.2
63114,Chimaera monstrosa,22,0.2,NT,europe,0.2
63114,Chimaera monstrosa,23,0.2,NT,europe,0.2
63114,Chimaera monstrosa,24,0.2,NT,europe,0.2
63114,Chimaera monstrosa,25,0.2,NT,europe,0.2
63114,Chimaera monstrosa,26,0.2,NT,mediterranean,0.2
63114,Chimaera monstrosa,59,0.2,NT,europe,0.2
63114,Chimaera monstrosa,62,0.2,NT,mediterranean,0.2
63115,Bathyraja pallida,20,0,LC,europe,0
63115,Bathyraja pallida,21,0,LC,europe,0
63115,Bathyraja pallida,22,0,LC,europe,0
63115,Bathyraja pallida,23,0,LC,europe,0
63115,Bathyraja pallida,24,0,LC,europe,0
63115,Bathyraja pallida,25,0,LC,europe,0
63115,Bathyraja pallida,26,0,LC,europe,0
63115,Bathyraja pallida,59,0,LC,europe,0
63119,Amblyraja hyperborea,20,0,LC,europe,0
63119,Amblyraja hyperborea,21,0,LC,europe,0
63119,Amblyraja hyperborea,22,0,LC,europe,0
63119,Amblyraja hyperborea,23,0,LC,europe,0
63119,Amblyraja hyperborea,24,0,LC,europe,0
63119,Amblyraja hyperborea,25,0,LC,europe,0
63119,Amblyraja hyperborea,26,0,LC,europe,0
63119,Amblyraja hyperborea,59,0,LC,europe,0
63120,Raja asterias,20,0.2,NT,europe,0.2
63120,Raja asterias,21,0.2,NT,europe,0.2
63120,Raja asterias,22,0.2,NT,europe,0.2
63120,Raja asterias,23,0.2,NT,europe,0.2
63120,Raja asterias,24,0.2,NT,europe,0.2
63120,Raja asterias,25,0.2,NT,europe,0.2
63120,Raja asterias,26,0.2,NT,mediterranean,0.2
63120,Raja asterias,59,0.2,NT,europe,0.2
63120,Raja asterias,62,0.2,NT,mediterranean,0.2
63123,Hydrolagus affinis,20,0,LC,europe,0
63123,Hydrolagus affinis,21,0,LC,europe,0
63123,Hydrolagus affinis,22,0,LC,europe,0
63123,Hydrolagus affinis,23,0,LC,europe,0
63123,Hydrolagus affinis,24,0,LC,europe,0
63123,Hydrolagus affinis,25,0,LC,europe,0
63123,Hydrolagus affinis,26,0,LC,europe,0
63123,Hydrolagus affinis,59,0,LC,europe,0
63125,Malacoraja kreffti,20,0,LC,europe,0
63125,Malacoraja kreffti,21,0,LC,europe,0
63125,Malacoraja kreffti,22,0,LC,europe,0
63125,Malacoraja kreffti,23,0,LC,europe,0
63125,Malacoraja kreffti,24,0,LC,europe,0
63125,Malacoraja kreffti,25,0,LC,europe,0
63125,Malacoraja kreffti,26,0,LC,europe,0
63125,Malacoraja kreffti,59,0,LC,europe,0
63126,Malacoraja spinacidermis,20,0,LC,europe,0
63126,Malacoraja spinacidermis,21,0,LC,europe,0
63126,Malacoraja spinacidermis,22,0,LC,europe,0
63126,Malacoraja spinacidermis,23,0,LC,europe,0
63126,Malacoraja spinacidermis,24,0,LC,europe,0
63126,Malacoraja spinacidermis,25,0,LC,europe,0
63126,Malacoraja spinacidermis,26,0,LC,europe,0
63126,Malacoraja spinacidermis,59,0,LC,europe,0
63127,Bathyraja richardsoni,20,0,LC,europe,0
63127,Bathyraja richardsoni,21,0,LC,europe,0
63127,Bathyraja richardsoni,22,0,LC,europe,0
63127,Bathyraja richardsoni,23,0,LC,europe,0
63127,Bathyraja richardsoni,24,0,LC,europe,0
63127,Bathyraja richardsoni,25,0,LC,europe,0
63127,Bathyraja richardsoni,26,0,LC,europe,0
63127,Bathyraja richardsoni,59,0,LC,europe,0
63131,Rhinobatos rhinobatos,20,0.6,EN,europe,0.6
63131,Rhinobatos rhinobatos,21,0.6,EN,europe,0.6
63131,Rhinobatos rhinobatos,22,0.6,EN,europe,0.6
63131,Rhinobatos rhinobatos,23,0.6,EN,europe,0.6
63131,Rhinobatos rhinobatos,24,0.6,EN,europe,0.6
63131,Rhinobatos rhinobatos,25,0.6,EN,europe,0.6
63131,Rhinobatos rhinobatos,26,0.6,EN,mediterranean,0.6
63131,Rhinobatos rhinobatos,59,0.6,EN,europe,0.6
63131,Rhinobatos rhinobatos,62,0.6,EN,mediterranean,0.6
63132,Glaucostegus cemiculus,20,0.6,EN,europe,0.6
63132,Glaucostegus cemiculus,21,0.6,EN,europe,0.6
63132,Glaucostegus cemiculus,22,0.6,EN,europe,0.6
63132,Glaucostegus cemiculus,23,0.6,EN,europe,0.6
63132,Glaucostegus cemiculus,24,0.6,EN,europe,0.6
63132,Glaucostegus cemiculus,25,0.6,EN,europe,0.6
63132,Glaucostegus cemiculus,26,0.6,EN,mediterranean,0.6
63132,Glaucostegus cemiculus,59,0.6,EN,europe,0.6
63132,Glaucostegus cemiculus,62,0.6,EN,mediterranean,0.6
63141,Oxynotus centrina,20,0.4,VU,europe,0.4
63141,Oxynotus centrina,21,0.4,VU,europe,0.4
63141,Oxynotus centrina,22,0.4,VU,europe,0.4
63141,Oxynotus centrina,23,0.4,VU,europe,0.4
63141,Oxynotus centrina,24,0.4,VU,europe,0.4
63141,Oxynotus centrina,25,0.4,VU,europe,0.4
63141,Oxynotus centrina,26,0.8,CR,mediterranean,0.4
63141,Oxynotus centrina,59,0.4,VU,europe,0.4
63141,Oxynotus centrina,62,0.8,CR,mediterranean,0.4
63146,Raja montagui,20,0,LC,europe,0
63146,Raja montagui,21,0,LC,europe,0
63146,Raja montagui,22,0,LC,europe,0
63146,Raja montagui,23,0,LC,europe,0
63146,Raja montagui,24,0,LC,europe,0
63146,Raja montagui,25,0,LC,europe,0
63146,Raja montagui,26,0,LC,mediterranean,0
63146,Raja montagui,59,0,LC,europe,0
63146,Raja montagui,62,0,LC,mediterranean,0
63149,Galeus atlanticus,20,0.2,NT,europe,0.2
63149,Galeus atlanticus,21,0.2,NT,europe,0.2
63149,Galeus atlanticus,22,0.2,NT,europe,0.2
63149,Galeus atlanticus,23,0.2,NT,europe,0.2
63149,Galeus atlanticus,24,0.2,NT,europe,0.2
63149,Galeus atlanticus,25,0.2,NT,europe,0.2
63149,Galeus atlanticus,26,0.2,NT,mediterranean,0.2
63149,Galeus atlanticus,59,0.2,NT,europe,0.2
63149,Galeus atlanticus,62,0.2,NT,mediterranean,0.2
63152,Bathytoshia centroura,20,0.4,VU,europe,0
63152,Bathytoshia centroura,21,0.4,VU,europe,0
63152,Bathytoshia centroura,22,0.4,VU,europe,0
63152,Bathytoshia centroura,23,0.4,VU,europe,0
63152,Bathytoshia centroura,24,0.4,VU,europe,0
63152,Bathytoshia centroura,25,0.4,VU,europe,0
63152,Bathytoshia centroura,26,0.4,VU,mediterranean,0
63152,Bathytoshia centroura,59,0.4,VU,europe,0
63152,Bathytoshia centroura,62,0.4,VU,mediterranean,0
63153,Gymnura altavela,20,0.8,CR,europe,0.4
63153,Gymnura altavela,21,0.8,CR,europe,0.4
63153,Gymnura altavela,22,0.8,CR,europe,0.4
63153,Gymnura altavela,23,0.8,CR,europe,0.4
63153,Gymnura altavela,24,0.8,CR,europe,0.4
63153,Gymnura altavela,25,0.8,CR,europe,0.4
63153,Gymnura altavela,26,0.8,CR,mediterranean,0.4
63153,Gymnura altavela,59,0.8,CR,europe,0.4
63153,Gymnura altavela,62,0.8,CR,mediterranean,0.4
63338,Oreochromis mossambicus,26,0.2,NT,pan-africa,0.2
63338,Oreochromis mossambicus,27,0.2,NT,pan-africa,0.2
63338,Oreochromis mossambicus,28,0.2,NT,pan-africa,0.2
63338,Oreochromis mossambicus,29,0.2,NT,southern_africa,0.2
63338,Oreochromis mossambicus,30,0.30000000000000004,"VU,NT","eastern_africa,southern_africa",0.2
63338,Oreochromis mossambicus,31,0.4,VU,eastern_africa,0.2
63338,Oreochromis mossambicus,32,0.2,NT,pan-africa,0.2
63338,Oreochromis mossambicus,33,0.2,NT,pan-africa,0.2
63353,Thoracochromis buysi,26,0,LC,pan-africa,0
63353,Thoracochromis buysi,27,0,LC,pan-africa,0
63353,Thoracochromis buysi,28,0,LC,pan-africa,0
63353,Thoracochromis buysi,29,0,LC,southern_africa,0
63353,Thoracochromis buysi,30,0,LC,southern_africa,0
63353,Thoracochromis buysi,31,0,LC,pan-africa,0
63353,Thoracochromis buysi,32,0,LC,pan-africa,0
63353,Thoracochromis buysi,33,0,LC,pan-africa,0
63356,Glossogobius callidus,26,0,LC,pan-africa,0
63356,Glossogobius callidus,27,0,LC,pan-africa,0
63356,Glossogobius callidus,28,0,LC,pan-africa,0
63356,Glossogobius callidus,29,0,LC,pan-africa,0
63356,Glossogobius callidus,30,0,LC,pan-africa,0
63356,Glossogobius callidus,31,0,LC,pan-africa,0
63356,Glossogobius callidus,32,0,LC,pan-africa,0
63356,Glossogobius callidus,33,0,LC,pan-africa,0
63359,Chrysichthys ansorgii,26,0,LC,pan-africa,0
63359,Chrysichthys ansorgii,27,0,LC,pan-africa,0
63359,Chrysichthys ansorgii,28,0,LC,pan-africa,0
63359,Chrysichthys ansorgii,29,0,LC,southern_africa,0
63359,Chrysichthys ansorgii,30,0,LC,southern_africa,0
63359,Chrysichthys ansorgii,31,0,LC,pan-africa,0
63359,Chrysichthys ansorgii,32,0,LC,pan-africa,0
63359,Chrysichthys ansorgii,33,0,LC,pan-africa,0
63360,Chrysichthys bocagii,26,0,LC,pan-africa,0
63360,Chrysichthys bocagii,27,0,LC,pan-africa,0
63360,Chrysichthys bocagii,28,0,LC,pan-africa,0
63360,Chrysichthys bocagii,29,0,LC,southern_africa,0
63360,Chrysichthys bocagii,30,0,LC,southern_africa,0
63360,Chrysichthys bocagii,31,0,LC,pan-africa,0
63360,Chrysichthys bocagii,32,0,LC,pan-africa,0
63360,Chrysichthys bocagii,33,0,LC,pan-africa,0
63361,Chrysichthys furcatus,26,NA,DD,pan-africa,NA
63361,Chrysichthys furcatus,27,NA,DD,pan-africa,NA
63361,Chrysichthys furcatus,28,NA,DD,pan-africa,NA
63361,Chrysichthys furcatus,29,NA,DD,pan-africa,NA
63361,Chrysichthys furcatus,30,NA,DD,pan-africa,NA
63361,Chrysichthys furcatus,31,NA,DD,pan-africa,NA
63361,Chrysichthys furcatus,32,NA,DD,pan-africa,NA
63361,Chrysichthys furcatus,33,NA,DD,pan-africa,NA
63378,Parailia occidentalis,26,0,LC,pan-africa,0
63378,Parailia occidentalis,27,0,LC,pan-africa,0
63378,Parailia occidentalis,28,0,LC,central_africa,0
63378,Parailia occidentalis,29,0,LC,central_africa,0
63378,Parailia occidentalis,30,0,LC,pan-africa,0
63378,Parailia occidentalis,31,0,LC,pan-africa,0
63378,Parailia occidentalis,32,0,LC,pan-africa,0
63378,Parailia occidentalis,33,0,LC,pan-africa,0
63442,Eussoia leptodonta,26,NA,DD,pan-africa,NA
63442,Eussoia leptodonta,27,NA,DD,pan-africa,NA
63442,Eussoia leptodonta,28,NA,DD,pan-africa,NA
63442,Eussoia leptodonta,29,NA,DD,southern_africa,NA
63442,Eussoia leptodonta,30,NA,DD,southern_africa,NA
63442,Eussoia leptodonta,31,NA,DD,pan-africa,NA
63442,Eussoia leptodonta,32,NA,DD,pan-africa,NA
63442,Eussoia leptodonta,33,NA,DD,pan-africa,NA
63449,Tomichia ventricosa,26,0.6,EN,pan-africa,0.6
63449,Tomichia ventricosa,27,0.6,EN,pan-africa,0.6
63449,Tomichia ventricosa,28,0.6,EN,pan-africa,0.6
63449,Tomichia ventricosa,29,0.6,EN,southern_africa,0.6
63449,Tomichia ventricosa,30,0.6,EN,southern_africa,0.6
63449,Tomichia ventricosa,31,0.6,EN,pan-africa,0.6
63449,Tomichia ventricosa,32,0.6,EN,pan-africa,0.6
63449,Tomichia ventricosa,33,0.6,EN,pan-africa,0.6
64400,Hyporthodus flavolimbatus,5,0,LC,gulf_of_mexico,0.4
64409,Mycteroperca fusca,20,0.4,VU,europe,0.6
64409,Mycteroperca fusca,21,0.4,VU,europe,0.6
64409,Mycteroperca fusca,22,0.4,VU,europe,0.6
64409,Mycteroperca fusca,23,0.4,VU,europe,0.6
64409,Mycteroperca fusca,24,0.4,VU,europe,0.6
64409,Mycteroperca fusca,25,0.4,VU,europe,0.6
64409,Mycteroperca fusca,26,0.4,VU,europe,0.6
64409,Mycteroperca fusca,59,0.4,VU,europe,0.6
64410,Mycteroperca interstitialis,5,0.4,VU,gulf_of_mexico,0.4
132722,Epinephelus aeneus,20,NA,DD,europe,0.2
132722,Epinephelus aeneus,21,NA,DD,europe,0.2
132722,Epinephelus aeneus,22,NA,DD,europe,0.2
132722,Epinephelus aeneus,23,NA,DD,europe,0.2
132722,Epinephelus aeneus,24,NA,DD,europe,0.2
132722,Epinephelus aeneus,25,NA,DD,europe,0.2
132722,Epinephelus aeneus,26,0.2,NT,mediterranean,0.2
132722,Epinephelus aeneus,59,NA,DD,europe,0.2
132722,Epinephelus aeneus,62,0.2,NT,mediterranean,0.2
132724,Mycteroperca bonaci,5,0.4,VU,gulf_of_mexico,0.2
132727,Paranthias furcifer,5,0,LC,gulf_of_mexico,0
132729,Mycteroperca phenax,5,0,LC,gulf_of_mexico,0
132735,Epinephelus latifasciatus,32,0,LC,persian_gulf,NA
132740,Epinephelus multinotatus,32,0,LC,persian_gulf,0
132751,Epinephelus coeruleopunctatus,32,0,LC,persian_gulf,0
132753,Epinephelus polylepis,32,0.2,NT,persian_gulf,0.2
132759,Cephalopholis hemistiktos,32,0.2,NT,persian_gulf,0.2
132761,Cephalopholis cruentata,5,0,LC,gulf_of_mexico,0
132762,Epinephelus costae,20,NA,DD,europe,NA
132762,Epinephelus costae,21,NA,DD,europe,NA
132762,Epinephelus costae,22,NA,DD,europe,NA
132762,Epinephelus costae,23,NA,DD,europe,NA
132762,Epinephelus costae,24,NA,DD,europe,NA
132762,Epinephelus costae,25,NA,DD,europe,NA
132762,Epinephelus costae,26,NA,DD,mediterranean,NA
132762,Epinephelus costae,59,NA,DD,europe,NA
132762,Epinephelus costae,62,NA,DD,mediterranean,NA
132764,Alphestes afer,5,0,LC,gulf_of_mexico,0
132770,Epinephelus guttatus,5,0,LC,gulf_of_mexico,0
132771,Gonioplectrus hispanus,5,0,LC,gulf_of_mexico,0
132772,Hyporthodus octofasciatus,32,NA,DD,persian_gulf,NA
132774,Epinephelus areolatus,32,0.2,NT,persian_gulf,0
132787,Anyperodon leucogrammicus,32,NA,DD,persian_gulf,0
132796,Epinephelus caninus,20,0,LC,europe,NA
132796,Epinephelus caninus,21,0,LC,europe,NA
132796,Epinephelus caninus,22,0,LC,europe,NA
132796,Epinephelus caninus,23,0,LC,europe,NA
132796,Epinephelus caninus,24,0,LC,europe,NA
132796,Epinephelus caninus,25,0,LC,europe,NA
132796,Epinephelus caninus,26,NA,DD,mediterranean,NA
132796,Epinephelus caninus,59,0,LC,europe,NA
132796,Epinephelus caninus,62,NA,DD,mediterranean,NA
132806,Cephalopholis fulva,5,0,LC,gulf_of_mexico,0
132814,Aethaloperca rogaa,32,0,LC,persian_gulf,NA
132819,Epinephelus adscensionis,5,0,LC,gulf_of_mexico,0
132824,Epinephelus epistictus,32,NA,DD,persian_gulf,NA
132826,Epinephelus bleekeri,32,0.2,NT,persian_gulf,0.2
132827,Hyporthodus mystacinus,5,0,LC,gulf_of_mexico,0
132828,Hyporthodus haifensis,20,NA,DD,europe,NA
132828,Hyporthodus haifensis,21,NA,DD,europe,NA
132828,Hyporthodus haifensis,22,NA,DD,europe,NA
132828,Hyporthodus haifensis,23,NA,DD,europe,NA
132828,Hyporthodus haifensis,24,NA,DD,europe,NA
132828,Hyporthodus haifensis,25,NA,DD,europe,NA
132828,Hyporthodus haifensis,26,NA,DD,mediterranean,NA
132828,Hyporthodus haifensis,59,NA,DD,europe,NA
132828,Hyporthodus haifensis,62,NA,DD,mediterranean,NA
132830,Mycteroperca acutirostris,5,0,LC,gulf_of_mexico,0
133085,Balanophyllia europaea,26,0,LC,mediterranean,0
133085,Balanophyllia europaea,62,0,LC,mediterranean,0
133135,Madracis pharensis,26,NA,DD,mediterranean,0
133135,Madracis pharensis,62,NA,DD,mediterranean,0
133142,Cladocora caespitosa,26,0.6,EN,mediterranean,0.6
133142,Cladocora caespitosa,62,0.6,EN,mediterranean,0.6
133511,Oculina patagonica,26,0,LC,mediterranean,0
133511,Oculina patagonica,62,0,LC,mediterranean,0
135491,Alosa tanaica,20,0,LC,europe,0
135491,Alosa tanaica,21,0,LC,europe,0
135491,Alosa tanaica,22,0,LC,europe,0
135491,Alosa tanaica,23,0,LC,europe,0
135491,Alosa tanaica,24,0,LC,europe,0
135491,Alosa tanaica,25,0,LC,europe,0
135491,Alosa tanaica,26,0,LC,europe,0
135491,Alosa tanaica,59,0,LC,europe,0
135496,Alburnus mentoides,20,0.6,EN,europe,0.6
135496,Alburnus mentoides,21,0.6,EN,europe,0.6
135496,Alburnus mentoides,22,0.6,EN,europe,0.6
135496,Alburnus mentoides,23,0.6,EN,europe,0.6
135496,Alburnus mentoides,24,0.6,EN,europe,0.6
135496,Alburnus mentoides,25,0.6,EN,europe,0.6
135496,Alburnus mentoides,26,0.6,EN,europe,0.6
135496,Alburnus mentoides,59,0.6,EN,europe,0.6
135499,Alburnus chalcoides,20,0,LC,europe,0
135499,Alburnus chalcoides,21,0,LC,europe,0
135499,Alburnus chalcoides,22,0,LC,europe,0
