iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
170164,Rhabdosargus thorpei,Bigeye Stumpnose,2014,LC,NA,LC,0,2018-1
170165,Rhabdosargus haffara,Haffara Seabream,2014,LC,NA,LC,0,2018-1
170166,Dentex maroccanus,Morocco Dentex,2014,LC,NA,LC,0,2018-1
170167,Pagrus major,Red Seabream,2014,LC,NA,LC,0,2018-1
170168,Stenotomus chrysops,Scup,2014,NT,NA,NT,0.2,2018-1
170169,Sarpa salpa,Karanteen,2014,LC,NA,LC,0,2018-1
170170,Chrysoblephus laticeps,Roman Seabream,2014,NT,NA,NT,0.2,2018-1
170171,Boops lineatus,Striped Boga,2014,DD,NA,DD,NA,2018-1
170172,Spondyliosoma emarginatum,Steentjie,2014,LC,NA,LC,0,2018-1
170173,Acanthopagrus vagus,Riverbream,2014,VU,"A2bcd; B2ab(ii,iii,v)",VU,0.4,2018-1
170174,Sparidentex hasta,Sobaity Seabream,2014,LC,NA,LC,0,2018-1
170175,Diplodus capensis,Blacktail,2014,LC,NA,LC,0,2018-1
170176,Dentex abei,Yellowfin Sea Bream,2014,LC,NA,LC,0,2018-1
170177,Calamus mu,Flathead Porgy,2014,LC,NA,LC,0,2018-1
170178,Calamus nodosus,Knobbed Porgy,2014,LC,NA,LC,0,2018-1
170179,Acanthopagrus chinshira,NA,2014,NT,NA,NT,0.2,2018-1
170180,Stenotomus caprinus,Longspine Porgy,2014,LC,NA,LC,0,2018-1
170181,Acanthopagrus palmaris,Northwest Black Bream,2014,LC,NA,LC,0,2018-1
170182,Calamus proridens,Littlehead Porgy,2014,LC,NA,LC,0,2018-1
170183,Chrysoblephus cristiceps,Dageraad,2014,CR,A2bd,CR,0.8,2018-1
170184,Polysteganus praeorbitalis,Scotsman Seabream,2014,VU,A2bd,VU,0.4,2018-1
170185,Porcostoma dentata,Dane Seabream,2014,LC,NA,LC,0,2018-1
170186,Dentex gibbosus,Pink Dentex,2014,LC,NA,LC,0,2018-1
170187,Calamus campechanus,Campeche Porgy,2014,DD,NA,DD,NA,2018-1
170188,Acanthopagrus randalli,Middle East Black Seabream,2014,DD,NA,DD,NA,2018-1
170189,Acanthopagrus butcheri,Black Bream,2014,LC,NA,LC,0,2018-1
170190,Calamus bajonado,Jolthead Porgy,2014,LC,NA,LC,0,2018-1
170191,Argyrops bleekeri,King Soldier Bream,2014,LC,NA,LC,0,2018-1
170192,Dentex canariensis,Canary Dentex,2014,LC,NA,LC,0,2018-1
170193,Gymnocrotaphus curvidens,Janbruin,2014,LC,NA,LC,0,2018-1
170194,Chrysoblephus anglicus,Englishman Seabream,2014,NT,NA,NT,0.2,2018-1
170195,Chrysoblephus lophus,False Red Stumpnose,2014,LC,NA,LC,0,2018-1
170196,Polyamblyodon gibbosum,Knife-back Seabream,2014,LC,NA,LC,0,2018-1
170197,Oblada melanura,Saddled Seabream,2014,LC,NA,LC,0,2018-1
170198,Rhabdosargus sarba,Goldlined Seabream,2014,LC,NA,LC,0,2018-1
170199,Acanthopagrus sivicolus,Okinawa Seabream,2014,VU,"B2ab(iii,v)",VU,0.4,2018-1
170200,Lithognathus aureti,West Coast Steenbras,2014,NT,NA,NT,0.2,2018-1
170201,Pachymetopon aeneum,Blue Hottentot,2014,LC,NA,LC,0,2018-1
170203,Rhabdosargus holubi,Cape Stumpnose,2014,LC,NA,LC,0,2018-1
170204,Cymatoceps nasutus,Black Musselcracker,2014,VU,A2bd,VU,0.4,2018-1
170205,Calamus pennatula,Pluma Porgy,2014,LC,NA,LC,0,2018-1
170206,Polysteganus undulosus,Seventy-four Seabream,2014,CR,A2bcd,CR,0.8,2018-1
170207,Calamus penna,Sheepshead Porgy,2014,LC,NA,LC,0,2018-1
170208,Pachymetopon grande,Bronze Seabream,2014,NT,NA,NT,0.2,2018-1
170209,Diplodus fasciatus,Banded Seabream,2014,LC,NA,LC,0,2018-1
170210,Pachymetopon blochii,Hottentot Seabream,2014,LC,NA,LC,0,2018-1
170211,Diplodus prayensis,Two-banded Seabream,2014,LC,NA,LC,0,2018-1
170212,Evynnis tumifrons,Yellowback Seabream,2014,LC,NA,LC,0,2018-1
170213,Pterogymnus laniarius,Panga Seabream,2014,LC,NA,LC,0,2018-1
170214,Diplodus noct,Red Sea Seabream,2014,LC,NA,LC,0,2018-1
170215,Polysteganus coeruleopunctatus,Blueskin Seabream,2014,DD,NA,DD,NA,2018-1
170216,Crenidens crenidens,Karenteen Seabream,2014,LC,NA,LC,0,2018-1
170217,Acanthopagrus longispinnis,Bengal Yellowfin Seabream,2014,DD,NA,DD,NA,2018-1
170218,Boopsoidea inornata,Fransmadam,2014,LC,NA,LC,0,2018-1
170219,Argyrops megalommatus,NA,2014,DD,NA,DD,NA,2018-1
170220,Pagrus auriga,Red-banded Sea Bream,2014,LC,NA,LC,0,2018-1
170221,Cheimerius nufar,Santer Seabream,2014,DD,NA,DD,NA,2018-1
170222,Diplodus bellottii,Senegal Seabream,2014,LC,NA,LC,0,2018-1
170223,Archosargus probatocephalus,Sheepshead,2014,LC,NA,LC,0,2018-1
170224,Pagellus erythrinus,Common Pandora,2014,LC,NA,LC,0,2018-1
170225,Rhabdosargus globiceps,White Stumpnose,2014,VU,A2bd,VU,0.4,2018-1
170226,Sparodon durbanensis,Musselcracker Seabream,2014,NT,NA,NT,0.2,2018-1
170227,Dentex fourmanoiri,NA,2014,DD,NA,DD,NA,2018-1
170228,Acanthopagrus omanensis,Black Margined Seabream,2014,DD,NA,DD,NA,2018-1
170229,Pagellus acarne,Axillary Seabream,2014,LC,NA,LC,0,2018-1
170230,Acanthopagrus akazakii,NA,2014,DD,NA,DD,NA,2018-1
170231,Argyrozona argyrozona,Carpenter Seabream,2014,NT,NA,NT,0.2,2018-1
170232,Dentex macrophthalmus,Large-eyed Dentex,2014,LC,NA,LC,0,2018-1
170233,Calamus leucosteus,Whitebone Porgy,2014,LC,NA,LC,0,2018-1
170234,Pagellus affinis,Arabian Pandora,2014,LC,NA,LC,0,2018-1
170235,Acanthopagrus taiwanensis,NA,2014,DD,NA,DD,NA,2018-1
170236,Sparidentex belayewi,NA,2014,DD,NA,DD,NA,2018-1
170238,Argyrops spinifer,King Soldier Bream,2014,LC,NA,LC,0,2018-1
170239,Acanthopagrus bifasciatus,Two-bar Seabream,2014,LC,NA,LC,0,2018-1
170240,Dentex hypselosomus,NA,2014,LC,NA,LC,0,2018-1
170241,Pagrus africanus,African Red Bream,2014,LC,NA,LC,0,2018-1
170242,Pagellus natalensis,Natal Pandora,2014,LC,NA,LC,0,2018-1
170243,Calamus arctifrons,Grass Porgy,2014,LC,NA,LC,0,2018-1
170244,Pagellus bogaraveo,Blackspot Seabream,2014,NT,NA,NT,0.2,2018-1
170245,Dentex dentex,Common Dentex,2014,VU,A2bd,VU,0.4,2018-1
170246,Virididentex acromegalus,Bulldog Dentex,2014,LC,NA,LC,0,2018-1
170247,Petrus rupestris,Red Steenbras,2014,EN,A2bd,EN,0.6,2018-1
170248,Polyamblyodon germanum,German Seabream,2014,LC,NA,LC,0,2018-1
170249,Calamus calamus,Saucereye Porgy,2014,LC,NA,LC,0,2018-1
170250,Lagodon rhomboides,Pinfish,2014,LC,NA,LC,0,2018-1
170251,Boops boops,Bogue,2014,LC,NA,LC,0,2018-1
170252,Argyrops filamentosus,Soldierbream,2014,LC,NA,LC,0,2018-1
170253,Sparus aurata,Gilt-head Seabream,2014,LC,NA,LC,0,2018-1
170254,Diplodus bermudensis,Bermuda Porgy,2014,LC,NA,LC,0,2018-1
170255,Lithognathus olivieri,Steenbras,2014,DD,NA,DD,NA,2018-1
170256,Chrysoblephus gibbiceps,Red Stumpnose Seabream,2014,EN,A2bd,EN,0.6,2018-1
170257,Acanthopagrus australis,Yellowfin Bream,2014,LC,NA,LC,0,2018-1
170258,Spondyliosoma cantharus,Black Seabream,2014,LC,NA,LC,0,2018-1
170259,Chrysoblephus puniceus,Slinger Seabream,2014,LC,NA,LC,0,2018-1
170260,Diplodus annularis,Annular Seabream,2014,LC,NA,LC,0,2018-1
170261,Diplodus vulgaris,Common Two-banded Seabream,2014,LC,NA,LC,0,2018-1
170262,Diplodus puntazzo,Sharpsnout Seabream,2014,LC,NA,LC,0,2018-1
170263,Acanthopagrus latus,Yellowfin Seabream,2014,DD,NA,DD,NA,2018-1
170264,Diplodus holbrookii,Spottail Pinfish,2014,LC,NA,LC,0,2018-1
170265,Polysteganus baissaci,Frenchman Seabream,2014,LC,NA,LC,0,2018-1
170266,Acanthopagrus berda,Picnic Seabream,2017,LC,NA,LC,0,2018-1
170267,Diplodus sargus ssp. lineatus,White Seabream,2014,LC,NA,LC,0,2018-1
170269,Diplodus sargus ssp. sargus,White Seabream,2014,LC,NA,LC,0,2018-1
170270,Diplodus sargus ssp. ascensionis,White Sea-bream,2014,LC,NA,LC,0,2018-1
170271,Diplodus sargus ssp. kotschyi,One Spot Seabream,2014,LC,NA,LC,0,2018-1
170272,Diplodus hottentotus,Zebra,2014,LC,NA,LC,0,2018-1
170273,Diplodus omanensis,NA,2014,LC,NA,LC,0,2018-1
170275,Diplodus argenteus ssp. caudimacula,Silver Porgy,2014,LC,NA,LC,0,2018-1
170276,Diplodus argenteus ssp. argenteus,South American Silver Porgy,2014,LC,NA,LC,0,2018-1
170277,Diplodus sargus ssp. helenae,St. Helena white Seabream,2014,LC,NA,LC,0,2018-1
170278,Diplodus sargus ssp. cadenati,Moroccan white Seabream,2014,LC,NA,LC,0,2018-1
170280,Spicara maena,Blotched Picarel,2014,LC,NA,LC,0,2018-1
170281,Spicara nigricauda,Blacktail Picarel,2014,LC,NA,LC,0,2018-1
170282,Spicara australis,Picarel,2014,LC,NA,LC,0,2018-1
170283,Spicara smaris,Picarel,2014,LC,NA,LC,0,2018-1
170284,Centracanthus cirrus,Curled Picarel,2014,LC,NA,LC,0,2018-1
170285,Spicara alta,Bigeye Picarel,2014,LC,NA,LC,0,2018-1
170286,Spicara melanurus,Blackspot Picarel,2014,LC,NA,LC,0,2018-1
170287,Spicara martinicus,NA,2014,DD,NA,DD,NA,2018-1
170306,Scomber japonicus,Pacific Chub Mackerel,2011,LC,NA,LC,0,2018-1
170307,Tetrapturus pfluegeri,Longbill Spearfish,2011,LC,NA,LC,0,2018-1
170308,Grammatorcynus bicarinatus,Shark Mackerel,2011,LC,NA,LC,0,2018-1
170309,Kajikia audax,Striped Marlin,2011,NT,NA,NT,0.2,2018-1
170310,Katsuwonus pelamis,Skipjack Tuna,2011,LC,NA,LC,0,2018-1
170311,Scomberomorus guttatus,Indo-Pacific King Mackerel,2011,DD,NA,DD,NA,2018-1
170312,Istiompax indica,Black Marlin,2011,DD,NA,DD,NA,2018-1
170313,Sarda orientalis,Oriental Bonito,2011,LC,NA,LC,0,2018-1
170314,Makaira nigricans,Blue Marlin,2011,VU,A2bd,VU,0.4,2018-1
170315,Tetrapturus angustirostris,Shortbill Spearfish,2011,DD,NA,DD,NA,2018-1
170316,Scomberomorus commerson,Narrow-barred Spanish Mackerel,2011,NT,NA,NT,0.2,2018-1
170318,Rastrelliger brachysoma,Short Mackerel,2011,DD,NA,DD,NA,2018-1
170319,Orcynopsis unicolor,Plain Bonito,2011,LC,NA,LC,0,2018-1
170320,Euthynnus lineatus,Black Skipjack,2011,LC,NA,LC,0,2018-1
170321,Cybiosarda elegans,Leaping Bonito,2011,LC,NA,LC,0,2018-1
170322,Kajikia albida,White Marlin,2011,VU,A2bd,VU,0.4,2018-1
170323,Scomberomorus maculatus,Atlantic Spanish Mackerel,2011,LC,NA,LC,0,2018-1
170324,Rastrelliger faughni,Island Mackerel,2011,DD,NA,DD,NA,2018-1
170325,Scomberomorus sierra,Pacific Sierra,2011,LC,NA,LC,0,2018-1
170326,Scomberomorus tritor,West African Spanish Mackerel,2011,LC,NA,LC,0,2018-1
170327,Scomberomorus regalis,Cero,2011,LC,NA,LC,0,2018-1
170328,Rastrelliger kanagurta,Indian Mackerel,2011,DD,NA,DD,NA,2018-1
170329,Scomber australasicus,Blue Mackerel,2011,LC,NA,LC,0,2018-1
170330,Scomberomorus munroi,Spotted Mackerel,2011,NT,NA,NT,0.2,2018-1
170331,Acanthocybium solandri,Wahoo,2011,LC,NA,LC,0,2018-1
170332,Sarda australis,Australian Bonito,2011,LC,NA,LC,0,2018-1
170333,Tetrapturus georgii,Roundscale Spearfish,2011,DD,NA,DD,NA,2018-1
170334,Tetrapturus belone,Mediterranean Shortbill Spearfish,2015,LC,NA,LC,0,2018-1
170335,Scomberomorus brasiliensis,Serra Spanish Mackerel,2011,LC,NA,LC,0,2018-1
170336,Euthynnus affinis,Kawakawa,2011,LC,NA,LC,0,2018-1
170337,Scomberomorus semifasciatus,Broad-barred Mackerel,2011,LC,NA,LC,0,2018-1
170338,Istiophorus platypterus,Sailfish,2011,LC,NA,LC,0,2018-1
170339,Scomberomorus cavalla,King Mackerel,2011,LC,NA,LC,0,2018-1
170340,Gasterochisma melampus,Butterfly Mackerel,2011,LC,NA,LC,0,2018-1
170341,Thunnus orientalis,Pacific Bluefin Tuna,2014,VU,A2bd,VU,0.4,2018-1
170342,Gymnosarda unicolor,Dogtooth Tuna,2011,LC,NA,LC,0,2018-1
170343,Scomberomorus koreanus,Korean Seerfish,2011,LC,NA,LC,0,2018-1
170344,Auxis thazard,Frigate Tuna,2011,LC,NA,LC,0,2018-1
170345,Euthynnus alletteratus,Little Tunny,2011,LC,NA,LC,0,2018-1
170346,Scomberomorus sinensis,Chinese Seerfish,2011,DD,NA,DD,NA,2018-1
170347,Scomberomorus multiradiatus,Papuan Seerfish,2011,LC,NA,LC,0,2018-1
170348,Scomberomorus plurilineatus,Queen Mackerel,2011,DD,NA,DD,NA,2018-1
170349,Allothunnus fallai,Slender Tuna,2011,LC,NA,LC,0,2018-1
170350,Coryphaena equiselis,Pompano Dolphinfish,2011,LC,NA,LC,0,2018-1
170351,Thunnus tonggol,Longtail Tuna,2011,DD,NA,DD,NA,2018-1
170352,Sarda chiliensis,Pacific Bonito,2011,LC,NA,LC,0,2018-1
170353,Scomberomorus lineolatus,Streaked Seerfish,2011,LC,NA,LC,0,2018-1
170354,Scomber scombrus,Atlantic Mackerel,2011,LC,NA,LC,0,2018-1
170355,Auxis rochei,Bullet Tuna,2011,LC,NA,LC,0,2018-1
170356,Scomberomorus niphonius,Japanese Seerfish,2011,DD,NA,DD,NA,2018-1
170357,Scomber colias,Atlantic Chub Mackerel,2011,LC,NA,LC,0,2018-1
170358,Grammatorcynus bilineatus,Double-lined Mackerel,2011,LC,NA,LC,0,2018-1
170501,Batagur affinis,Southern River Terrapin,2016,CR,A2bcd+4bcd,CR,0.8,2018-1
170600,Myosotella myosotis,NA,2018,LC,NA,LC,0,2018-1
170603,Ovatella vulcani,NA,2017,LC,NA,LC,0,2018-1
170605,Ovatella aequalis,NA,2017,LC,NA,LC,0,2018-1
171815,Scaphula pinna,NA,2012,LC,NA,LC,0,2018-1
171899,Batissa similis,NA,2012,DD,NA,DD,NA,2018-1
171906,Neosolen aquaedulcioris,NA,2012,LC,NA,LC,0,2018-1
172016,Assiminea avilai,NA,2018,DD,NA,DD,NA,2018-1
172284,Hippocampus satomiae,Satomi's Pygmy Seahorse,2017,DD,NA,DD,NA,2018-1
172359,Ambassis nalua,Scalloped Perchlet,2012,LC,NA,LC,0,2018-1
172363,Elops machnata,NA,2016,LC,NA,LC,0,2018-1
172376,Omobranchus zebra,Zebra Blenny,2014,LC,NA,LC,0,2018-1
172393,Ambassis interrupta,Long-spined Glassfish,2012,LC,NA,LC,0,2018-1
172404,Pomadasys argenteus,Silver Javelin,2012,LC,NA,LC,0,2018-1
172416,Chelonodon patoca,Milkspotted Puffer,2014,LC,NA,LC,0,2018-1
172443,Bathygobius fuscus,Brown Frillfin,2017,LC,NA,LC,0,2018-1
172447,Entomacrodus vermiculatus,Vermiculated Blenny,2014,LC,NA,LC,0,2018-1
172450,Bunaka gyrinoides,Green-backed Gudgeon,2012,LC,NA,LC,0,2018-1
172468,Ichthyocampus carce,Indian Freshwater Pipefish,2017,LC,NA,LC,0,2018-1
172469,Hippichthys penicillus,Beady Pipefish,2017,LC,NA,LC,0,2018-1
172470,Parambassis thomassi,Western Ghat glassy perchlet,2011,LC,NA,LC,0,2018-1
172487,Omobranchus punctatus,Japanese Blenny,2014,LC,NA,LC,0,2018-1
172491,Parambassis dayi,Day's glassy perchlet,2011,LC,NA,LC,0,2018-1
172495,Lutjanus johnii,John's Snapper,2016,LC,NA,LC,0,2018-1
172497,Zenarchopterus dispar,Feathered River-garfish,2012,LC,NA,LC,0,2018-1
173157,Neritina platyconcha,NA,2010,DD,NA,DD,NA,2018-1
173319,Halophila stipulacea,Species code: Hs,2010,LC,NA,LC,0,2018-1
173320,Phyllospadix torreyi,Surfgrass,2010,LC,NA,LC,0,2018-1
173321,Posidonia kirkmanii,Species code: Pk,2010,LC,NA,LC,0,2018-1
173322,Zostera chilensis,Species code: Zh,2010,EN,"B2ab(ii,iii,iv)",EN,0.6,2018-1
173324,Halophila johnsonii,Johnson's Seagrass,2010,LC,NA,LC,0,2018-1
173325,Halophila euphlebia,Species code: Hf,2010,DD,NA,DD,NA,2018-1
173326,Halophila sulawesii,Species code: Hy,2010,DD,NA,DD,NA,2018-1
173327,Halodule pinifolia,Species code: Hp,2010,LC,NA,LC,0,2018-1
173328,Halodule uninervis,Species code: Hu,2010,LC,NA,LC,0,2018-1
173329,Halodule beaudettei,Species code: Hy,2010,DD,NA,DD,NA,2018-1
173330,Halophila tricostata,Species code: Ht,2010,LC,NA,LC,0,2018-1
173331,Enhalus acoroides,Species code: Ea,2010,LC,NA,LC,0,2018-1
173332,Syringodium isoetifolium,Species code: Si,2010,LC,NA,LC,0,2018-1
173333,Posidonia australis,Species code: Pa,2010,NT,NA,NT,0.2,2018-1
173334,Halodule ciliata,Species code: Hi,2010,DD,NA,DD,NA,2018-1
173335,Zostera caulescens,Species code: Zl,2010,NT,NA,NT,0.2,2018-1
173336,Posidonia angustifolia,Species code: Pg,2010,LC,NA,LC,0,2018-1
173337,Halophila engelmanni,Species code: He,2010,NT,NA,NT,0.2,2018-1
173338,Halophila hawaiiana,Species code: Hh,2010,VU,A2ce,VU,0.4,2018-1
173339,Zostera asiatica,Species code: za,2010,NT,NA,NT,0.2,2018-1
173340,Cymodocea angustata,Species code: Ca,2010,LC,NA,LC,0,2018-1
173341,Phyllospadix japonicus,Asian Surf Grass,2010,EN,"B2ab(i,ii,iii)",EN,0.6,2018-1
173342,Halophila beccarii,Ocean Turf Grass,2010,VU,"B2ab(iii)c(ii,iii)",VU,0.4,2018-1
173343,Halophila spinulosa,Species code: Hn,2010,LC,NA,LC,0,2018-1
173344,Phyllospadix iwatensis,Surfgrass,2010,VU,"B1ab(ii,iii)",VU,0.4,2018-1
173345,Zostera geojeensis,Species code: Zg,2010,EN,"B2ab(ii,iii)",EN,0.6,2018-1
173346,Thalassia testudinum,Species code: Tt,2010,LC,NA,LC,0,2018-1
173347,Halodule emarginata,Species code: Hg,2010,DD,NA,DD,NA,2018-1
173348,Zostera japonica,Dwarf Eelgrass,2010,LC,NA,LC,0,2018-1
173349,Posidonia sinuosa,Species code: Pn,2010,VU,A2ce,VU,0.4,2018-1
173350,Posidonia denhartogii,Species code: Pd,2010,LC,NA,LC,0,2018-1
173351,Ruppia megacarpa,Large-fruit seatassel,2010,LC,NA,LC,0,2018-1
173352,Halophila decipiens,Species code: Hd,2010,LC,NA,LC,0,2018-1
173353,Lepilaena australis,Species code: La,2010,DD,NA,DD,NA,2018-1
173354,Zostera tasmanica,Species code: Zt,2010,LC,NA,LC,0,2018-1
173355,Zostera nigricaulis,Species code: Zg,2010,LC,NA,LC,0,2018-1
173356,Amphibolis antarctica,Species code: Aa,2010,LC,NA,LC,0,2018-1
173357,Zostera caespitosa,Species code: Zs,2010,VU,"B2ab(ii,iii)",VU,0.4,2018-1
173358,Cymodocea serrulata,Species code: Cs,2010,LC,NA,LC,0,2018-1
173359,Lepilaena marina,Species code: Lm,2010,DD,NA,DD,NA,2018-1
173360,Amphibolis griffithii,Species code: Ag,2010,LC,NA,LC,0,2018-1
173361,Zostera noltii,Dwarf Eelgrass,2010,LC,NA,LC,0,2018-1
173362,Ruppia filifolia,NA,2010,DD,NA,DD,NA,2018-1
173363,Cymodocea rotundata,Species code: Cr,2010,LC,NA,LC,0,2018-1
173364,Thalassia hemprichii,Turtle Grass,2010,LC,NA,LC,0,2018-1
173365,Halophila capricorni,Species code: Hc,2010,LC,NA,LC,0,2018-1
173366,Phyllospadix serrulatus,Surfgrass,2010,LC,NA,LC,0,2018-1
173367,Phyllospadix scouleri,Surf Grass,2010,LC,NA,LC,0,2018-1
173368,Halophila ovata,Species code: Hq,2010,LC,NA,LC,0,2018-1
173369,Posidonia coriacea,Species code: Pc,2010,LC,NA,LC,0,2018-1
173370,Zostera capensis,Species code: Zp,2010,VU,"B2ab(ii,iii)",VU,0.4,2018-1
173371,Halophila australis,Species Code: Ha,2010,LC,NA,LC,0,2018-1
173372,Halodule wrightii,Species code: Hw,2010,LC,NA,LC,0,2018-1
173373,Zostera pacifica,Wide-leaved Eelgrass,2010,LC,NA,LC,0,2018-1
173374,Halodule bermudensis,Species code: Hr,2010,DD,NA,DD,NA,2018-1
173375,Thalassodendron ciliatum,Species code: Tc,2010,LC,NA,LC,0,2018-1
173376,Halophila minor,Species code: Hm,2010,LC,NA,LC,0,2018-1
173378,Syringodium filiforme,Species code Sf,2010,LC,NA,LC,0,2018-1
173379,Posidonia ostenfeldii,Species code: Pf,2010,LC,NA,LC,0,2018-1
173380,Zostera polychlamys,Species code: Zo,2010,LC,NA,LC,0,2018-1
173381,Halophila nipponica,Species code: Hk,2010,NT,NA,NT,0.2,2018-1
173382,Halophila baillonii,Species code: Hl,2010,VU,"B2ab(ii,iii)",VU,0.4,2018-1
173383,Thalassodendron pachyrhizum,Species code: Tp,2010,LC,NA,LC,0,2018-1
173384,Zostera muelleri,Species code: Zc,2010,LC,NA,LC,0,2018-1
174145,Cephaloscyllium cooki,Cook’s Swellshark,2015,DD,NA,DD,NA,2018-1
174486,Tremoctopus gracilis,Palmate Octopus,2014,LC,NA,LC,0,2018-1
174487,Tremoctopus violaceus,Common Blanket Octopus,2014,LC,NA,LC,0,2018-1
175075,Villorita cornucopia,NA,2011,LC,NA,LC,0,2018-1
175104,Faunus ater,NA,2011,LC,NA,LC,0,2018-1
176049,Opisthoteuthis borealis,NA,2014,DD,NA,DD,NA,2018-1
176050,Opisthoteuthis calypso,NA,2014,VU,A2d,VU,0.4,2018-1
176051,Opisthoteuthis hardyi,NA,2014,DD,NA,DD,NA,2018-1
176053,Grimpoteuthis boylei,NA,2014,LC,NA,LC,0,2018-1
176054,Grimpoteuthis challengeri,NA,2014,LC,NA,LC,0,2018-1
176055,Grimpoteuthis discoveryi,NA,2014,LC,NA,LC,0,2018-1
176058,Cryptoteuthis brevibracchiata,NA,2014,DD,NA,DD,NA,2018-1
176060,Luteuthis shuishi,NA,2014,DD,NA,DD,NA,2018-1
176063,Asperoteuthis lui,NA,2014,DD,NA,DD,NA,2018-1
176064,Asperoteuthis mangoldae,NA,2014,DD,NA,DD,NA,2018-1
176065,Chiroteuthis picteti,NA,2014,LC,NA,LC,0,2018-1
176066,Chiroteuthis veranyi,NA,2014,LC,NA,LC,0,2018-1
176067,Abralia omiae,NA,2014,DD,NA,DD,NA,2018-1
176068,Enoploteuthis leptura,NA,2014,LC,NA,LC,0,2018-1
176069,Enoploteuthis magnoceani,NA,2014,DD,NA,DD,NA,2018-1
176070,Berryteuthis magister,NA,2014,LC,NA,LC,0,2018-1
176072,Histioteuthis berryi,NA,2014,DD,NA,DD,NA,2018-1
176073,Histioteuthis celetaria,NA,2014,DD,NA,DD,NA,2018-1
176074,Histioteuthis cerasina,NA,2014,LC,NA,LC,0,2018-1
176075,Histioteuthis corona,NA,2014,LC,NA,LC,0,2018-1
176076,Histioteuthis inermis,NA,2014,DD,NA,DD,NA,2018-1
176077,Histioteuthis pacifica,NA,2014,DD,NA,DD,NA,2018-1
176079,Stigmatoteuthis dofleini,NA,2014,LC,NA,LC,0,2018-1
176081,Nematolampas venezuelensis,NA,2014,DD,NA,DD,NA,2018-1
176082,Magnapinna atlantica,NA,2014,DD,NA,DD,NA,2018-1
176083,Mastigoteuthis microlucens,NA,2014,DD,NA,DD,NA,2018-1
176084,Mastigoteuthis tyroi,NA,2014,DD,NA,DD,NA,2018-1
176085,Todarodes pacificus,NA,2014,LC,NA,LC,0,2018-1
176086,Promachoteuthis sloani,NA,2014,DD,NA,DD,NA,2018-1
176087,Promachoteuthis sulcus,NA,2014,DD,NA,DD,NA,2018-1
176088,Pterygioteuthis giardi,NA,2014,LC,NA,LC,0,2018-1
176670,Gerarda prevostiana,Gerard's Water Snake,2010,LC,NA,LC,0,2018-1
176672,Bitia hydroides,Bitia,2010,LC,NA,LC,0,2018-1
176677,Myron richardsonii,Richardson's Mangrove Snake,2010,LC,NA,LC,0,2018-1
176678,Cantoria violacea,Yellow-banded Mangrove Snake,2010,LC,NA,LC,0,2018-1
176680,Cerberus rynchops,South Asian Bockadam,2010,LC,NA,LC,0,2018-1
176683,Enhydris bennettii,Bennett's Water Snake,2010,DD,NA,DD,NA,2018-1
176691,Cantoria annulata,Banded Water Snake,2010,DD,NA,DD,NA,2018-1
176694,Fordonia leucobalia,Crab-eating Snake,2018,LC,NA,LC,0,2018-1
176703,Cerberus australis,Australian Bokadam,2018,LC,NA,LC,0,2018-1
176704,Aipysurus laevis,Olive-brown Sea Snake,2010,LC,NA,LC,0,2018-1
176706,Emydocephalus ijimae,Ijima's Sea Snake,2010,LC,NA,LC,0,2018-1
176707,Hydrophis pachycercos,NA,2010,DD,NA,DD,NA,2018-1
176708,Astrotia stokesii,Stokes' Sea Snake,2010,LC,NA,LC,0,2018-1
176709,Hydrophis brookii,NA,2010,LC,NA,LC,0,2018-1
176711,Thalassophina viperina,Viperine Sea Snake,2010,LC,NA,LC,0,2018-1
176712,Hydrophis pacificus,Pacific Sea Snake,2010,NT,NA,NT,0.2,2018-1
176713,Hydrophis cantoris,Cantor’s Narrow–headed Sea Snake,2010,DD,NA,DD,NA,2018-1
176714,Aipysurus foliosquama,Leaf-scaled Sea Snake,2010,CR,"A2ac; B2ab(iii,v)",CR,0.8,2018-1
176715,Hydrophis caerulescens,Dwarf Sea Snake,2010,LC,NA,LC,0,2018-1
176716,Enhydrina zweifeli,Sepic Beaked Sea Snake,2010,DD,NA,DD,NA,2018-1
176717,Hydrophis spiralis,Yellow Sea Snake,2010,LC,NA,LC,0,2018-1
176718,Acrochordus javanicus,Elephant Trunk Snake,2012,LC,NA,LC,0,2018-1
176719,Enhydrina schistosa,Beaked Sea Snake,2010,LC,NA,LC,0,2018-1
176720,Emydocephalus annulatus,Turtleheaded Sea Snake,2010,LC,NA,LC,0,2018-1
176721,Laticauda semifasciata,Chinese Sea Snake,2010,NT,NA,NT,0.2,2018-1
176722,Hydrophis nigrocinctus,Daudin's Sea Snake,2010,DD,NA,DD,NA,2018-1
176723,Hydrophis torquatus,West Coast Black-headed Sea Snake,2010,DD,NA,DD,NA,2018-1
176724,Hydrophis mamillaris,Bombay Sea Snake,2010,DD,NA,DD,NA,2018-1
176725,Laticauda saintgironsi,NA,2010,LC,NA,LC,0,2018-1
176726,Hydrophis cyanocinctus,Annulated Sea Snake,2010,LC,NA,LC,0,2018-1
176727,Hydrophis ocellatus,Spotted Sea Snake,2010,LC,NA,LC,0,2018-1
176728,Hydrophis bituberculatus,Peters' Sea Snake,2010,DD,NA,DD,NA,2018-1
176729,Hydrophis major,Oliveheaded Sea Snake,2010,LC,NA,LC,0,2018-1
