loiczid,eco_code,cells
193418,20215,2528
193419,20215,2526
193420,20215,2527
193421,20215,2528
193422,20215,2526
193423,20215,2527
193424,20215,2527
193425,20215,2528
193426,20215,2527
193427,20215,2526
193428,20215,2527
193429,20215,2527
193430,20215,1342
194135,20215,1733
194136,20215,2514
194137,20215,2513
194138,20215,2512
194139,20215,2518
194140,20215,2512
194141,20215,2513
194142,20215,2514
194143,20215,2512
194144,20215,2514
194145,20215,2513
194146,20215,2513
194147,20215,2514
194148,20215,2514
194149,20215,2513
194150,20215,2488
194151,20215,572
194854,20215,48
194855,20215,2423
194856,20215,2499
194857,20215,2502
194858,20215,2495
194859,20215,2502
194860,20215,2499
194861,20215,2499
194862,20215,2501
194863,20215,2499
194864,20215,2499
194865,20215,2501
194866,20215,2499
194867,20215,2500
194868,20215,2501
194869,20215,2499
194870,20215,2500
194871,20215,1968
195574,20215,474
195575,20215,2487
195576,20215,2487
195577,20215,2483
195578,20215,2485
195579,20215,2487
195580,20215,2487
195581,20215,2480
195582,20215,2485
195583,20215,2486
195584,20215,2486
195585,20215,2486
195586,20215,2487
195587,20215,2484
195588,20215,2486
195589,20215,2484
195590,20215,2487
195591,20215,2434
195592,20215,73
196294,20215,706
196295,20215,2431
196296,20215,2428
196297,20215,2429
196298,20215,2431
196299,20215,2428
196300,20215,2429
196301,20215,2331
196302,20215,2432
196303,20215,2429
196304,20215,2236
196305,20215,2283
196306,20215,2429
196307,20215,2431
196308,20215,2427
196309,20215,2431
196310,20215,2428
196311,20215,2430
196312,20215,511
197014,20215,316
197015,20215,2459
197016,20215,2458
197017,20215,2457
197018,20215,2457
197019,20215,2458
197020,20215,2458
197021,20215,2457
197022,20215,2456
197023,20215,2459
197024,20215,2458
197025,20215,2457
197026,20215,2457
197027,20215,2458
197028,20215,2457
197029,20215,2458
197030,20215,2457
197031,20215,2457
197032,20215,544
197735,20215,2162
197736,20215,2399
197737,20215,2402
197738,20215,2399
197739,20215,2403
197740,20215,2400
197741,20215,2401
197742,20215,2402
197743,20215,2400
197744,20215,2400
197745,20215,2401
197746,20215,2402
197747,20215,2400
197748,20215,2401
197749,20215,2401
197750,20215,2401
197751,20215,2374
197752,20215,162
198455,20215,979
198456,20215,2387
198457,20215,2386
198458,20215,2387
198459,20215,2387
198460,20215,2387
198461,20215,2385
198462,20215,2388
198463,20215,2386
198464,20215,2387
198465,20215,2385
198466,20215,2387
198467,20215,2387
198468,20215,2387
198469,20215,2385
198470,20215,2388
198471,20215,1721
199175,20215,25
199176,20215,1941
199177,20215,2371
199178,20215,2372
199179,20215,2372
199180,20215,2372
199181,20215,2373
199182,20215,2370
199183,20215,2373
199184,20215,2371
199185,20215,2373
199186,20215,2372
199187,20215,2371
199188,20215,2371
199189,20215,2372
199190,20215,2345
199191,20215,407
199896,20215,439
199897,20215,2160
199898,20215,2315
199899,20215,2317
199900,20215,2315
199901,20215,2317
199902,20215,2315
199903,20215,2317
199904,20215,2315
199905,20215,2317
199906,20215,2316
199907,20215,2316
199908,20215,2317
199909,20215,2324
199910,20215,963
200617,20215,309
200618,20215,1779
200619,20215,2340
200620,20215,2344
200621,20215,2342
200622,20215,2343
200623,20215,2342
200624,20215,2343
200625,20215,2343
200626,20215,2344
200627,20215,2344
200628,20215,2051
200629,20215,783
201339,20215,564
201340,20215,1046
201341,20215,1331
201342,20215,1200
201343,20215,1204
201344,20215,1349
201345,20215,1421
201346,20215,1250
201347,20215,729
201348,20215,84
NA,20215,439
191955,20216,343
191956,20216,830
191957,20216,824
191958,20216,441
192672,20216,26
192673,20216,1143
192674,20216,2374
192675,20216,2582
192676,20216,2584
192677,20216,2585
192678,20216,2585
192679,20216,2136
192680,20216,731
193391,20216,154
193392,20216,1948
193393,20216,2528
193394,20216,2527
193395,20216,2528
193396,20216,2527
193397,20216,2527
193398,20216,2527
193399,20216,2528
193400,20216,2500
193401,20216,1292
194110,20216,72
194111,20216,1982
194112,20216,2513
194113,20216,2513
194114,20216,2514
194115,20216,2513
194116,20216,2514
194117,20216,2513
194118,20216,2514
194119,20216,2514
194120,20216,2511
194121,20216,2515
194122,20216,923
194830,20216,1343
194831,20216,2502
194832,20216,2498
194833,20216,2502
194834,20216,2498
194835,20216,2500
194836,20216,2499
194837,20216,2500
194838,20216,2499
194839,20216,2499
194840,20216,2499
194841,20216,2494
194842,20216,2253
194843,20216,99
195549,20216,150
195550,20216,2407
195551,20216,2486
195552,20216,2486
195553,20216,2486
195554,20216,2486
195555,20216,2486
195556,20216,2485
195557,20216,2486
195558,20216,2487
195559,20216,2487
195560,20216,2476
195561,20216,2493
195562,20216,2486
195563,20216,844
196269,20216,728
196270,20216,2430
196271,20216,2429
196272,20216,2430
196273,20216,2428
196274,20216,2429
196275,20216,2429
196276,20216,2430
196277,20216,2429
196278,20216,2427
196279,20216,2432
196280,20216,2428
196281,20216,2428
196282,20216,2430
196283,20216,1287
196989,20216,1204
196990,20216,2457
196991,20216,2459
196992,20216,2457
196993,20216,2457
196994,20216,2457
196995,20216,2457
196996,20216,2039
196997,20216,2459
196998,20216,2455
196999,20216,2459
197000,20216,2457
197001,20216,2456
197002,20216,2459
197003,20216,1475
197709,20216,986
197710,20216,2400
197711,20216,2400
197712,20216,2401
197713,20216,2401
197714,20216,2401
197715,20216,2401
197716,20216,2394
197717,20216,2410
197718,20216,2399
197719,20216,2400
197720,20216,2402
197721,20216,2401
197722,20216,2401
197723,20216,1150
198429,20216,477
198430,20216,2388
198431,20216,2386
198432,20216,2387
198433,20216,2387
198434,20216,2387
198435,20216,2377
198436,20216,2394
198437,20216,2386
198438,20216,2387
198439,20216,2387
198440,20216,2388
198441,20216,2385
198442,20216,2387
198443,20216,479
199149,20216,45
199150,20216,2203
199151,20216,2372
199152,20216,2372
199153,20216,2369
199154,20216,2372
199155,20216,2374
199156,20216,2371
199157,20216,2374
199158,20216,2371
199159,20216,2373
199160,20216,2371
199161,20216,2373
199162,20216,2086
199870,20216,972
199871,20216,2318
199872,20216,2315
199873,20216,2318
199874,20216,2314
199875,20216,2315
199876,20216,2318
199877,20216,2314
199878,20216,2317
199879,20216,2316
199880,20216,2315
199881,20216,2316
199882,20216,721
200590,20216,24
200591,20216,1499
200592,20216,2349
200593,20216,2339
200594,20216,2344
200595,20216,2341
200596,20216,2343
200597,20216,2342
200598,20216,2345
200599,20216,2341
200600,20216,2343
200601,20216,1288
201311,20216,20
201312,20216,1048
201313,20216,2192
201314,20216,2287
201315,20216,2287
201316,20216,2286
201317,20216,2287
201318,20216,2286
201319,20216,2147
201320,20216,905
202033,20216,176
202034,20216,886
202035,20216,1299
202036,20216,1487
202037,20216,1258
202038,20216,769
202039,20216,130
NA,20216,419
193677,25230,25
193678,25230,419
193679,25230,511
193680,25230,157
193681,25230,197
194395,25230,371
194396,25230,1750
194397,25230,2437
194398,25230,2512
194399,25230,2515
194400,25230,2456
194401,25230,1333
195114,25230,843
195115,25230,2371
195116,25230,2500
195117,25230,2500
195118,25230,2499
195119,25230,2500
195120,25230,2490
195121,25230,2433
195122,25230,568
195833,25230,498
195834,25230,2432
195835,25230,2489
195836,25230,2481
195837,25230,2492
195838,25230,2478
195839,25230,2489
195840,25230,2484
195841,25230,2423
195842,25230,2185
195843,25230,524
196552,25230,20
196553,25230,2052
196554,25230,2446
196555,25230,2424
196556,25230,2423
196557,25230,2435
196558,25230,2427
196559,25230,2430
196560,25230,2424
196561,25230,2451
196562,25230,2456
196563,25230,2384
196564,25230,887
197272,25230,508
197273,25230,2458
197274,25230,2457
197275,25230,2459
197276,25230,2456
197277,25230,2458
197278,25230,2456
197279,25230,2459
197280,25230,2450
197281,25230,2394
197282,25230,2402
197283,25230,2399
197284,25230,2403
197285,25230,1412
197286,25230,25
197992,25230,959
197993,25230,2401
197994,25230,2401
197995,25230,2401
197996,25230,2401
197997,25230,2401
197998,25230,2401
197999,25230,2401
198000,25230,2394
198001,25230,2380
198002,25230,2387
198003,25230,2385
198004,25230,2387
198005,25230,2387
198006,25230,808
198712,25230,1219
198713,25230,2386
198714,25230,2386
198715,25230,2388
198716,25230,2386
198717,25230,2386
198718,25230,2388
198719,25230,2380
198720,25230,2380
198721,25230,2365
198722,25230,2371
198723,25230,2374
198724,25230,2370
198725,25230,2375
198726,25230,901
199432,25230,1307
199433,25230,2371
199434,25230,2374
199435,25230,2371
199436,25230,2371
199437,25230,2372
199438,25230,2372
199439,25230,2373
199440,25230,2365
199441,25230,2310
199442,25230,2315
199443,25230,2316
199444,25230,2315
199445,25230,2317
199446,25230,695
200152,25230,2153
200153,25230,2315
200154,25230,2316
200155,25230,2316
200156,25230,2316
200157,25230,2315
200158,25230,2317
200159,25230,2316
200160,25230,2309
200161,25230,2333
200162,25230,2344
200163,25230,2345
200164,25230,2341
200165,25230,2342
200166,25230,751
200871,25230,209
200872,25230,2343
200873,25230,2343
200874,25230,2342
200875,25230,2342
200876,25230,2343
200877,25230,2341
200878,25230,2339
200879,25230,2350
200880,25230,2332
200881,25230,2279
200882,25230,2286
200883,25230,2286
200884,25230,2287
200885,25230,2289
200886,25230,913
201591,25230,462
201592,25230,2284
201593,25230,2290
201594,25230,2281
201595,25230,2289
201596,25230,2287
201597,25230,2287
201598,25230,2252
201599,25230,2285
201600,25230,2280
201601,25230,2266
201602,25230,2270
201603,25230,2272
201604,25230,2272
201605,25230,2271
201606,25230,588
202311,25230,252
202312,25230,2272
202313,25230,2270
202314,25230,2273
202315,25230,2272
202316,25230,2271
202317,25230,2271
202318,25230,2273
202319,25230,2270
202320,25230,2265
202321,25230,2208
202322,25230,2218
202323,25230,2215
202324,25230,2216
202325,25230,2065
202326,25230,132
203032,25230,2000
203033,25230,2215
203034,25230,2217
203035,25230,2217
203036,25230,2217
203037,25230,2213
203038,25230,2216
203039,25230,2217
203040,25230,2210
203041,25230,2234
203042,25230,2242
203043,25230,2241
203044,25230,2240
203045,25230,927
203752,25230,901
203753,25230,2241
203754,25230,2242
203755,25230,2239
203756,25230,2242
203757,25230,2240
203758,25230,2243
203759,25230,2240
203760,25230,2234
203761,25230,2181
203762,25230,2186
203763,25230,2188
203764,25230,1191
203765,25230,20
204473,25230,1603
204474,25230,2185
204475,25230,2188
204476,25230,2185
204477,25230,2186
204478,25230,2187
204479,25230,2186
204480,25230,2178
204481,25230,2164
204482,25230,1919
204483,25230,662
205193,25230,224
205194,25230,1661
205195,25230,2170
205196,25230,2169
205197,25230,2170
205198,25230,2172
205199,25230,2171
205200,25230,2161
205201,25230,978
205202,25230,67
205914,25230,48
205915,25230,980
205916,25230,1843
205917,25230,2155
205918,25230,2155
205919,25230,2156
205920,25230,1901
206637,25230,116
206638,25230,335
206639,25230,176
NA,25230,450906
194896,20214,198
194897,20214,810
194898,20214,1016
194899,20214,938
194900,20214,413
194901,20214,52
195614,20214,443
195615,20214,1759
195616,20214,2460
195617,20214,2487
195618,20214,2485
195619,20214,2486
195620,20214,2487
195621,20214,2433
195622,20214,1832
195623,20214,601
195624,20214,51
196333,20214,770
196334,20214,2358
196335,20214,2429
196336,20214,2430
196337,20214,2428
196338,20214,2429
196339,20214,2429
196340,20214,2430
196341,20214,2427
196342,20214,2428
196343,20214,2432
196344,20214,2211
196345,20214,963
197052,20214,296
197053,20214,2330
197054,20214,2457
197055,20214,2457
197056,20214,2458
197057,20214,2457
197058,20214,2457
197059,20214,2460
197060,20214,2457
197061,20214,2456
197062,20214,2458
197063,20214,2457
197064,20214,2459
197065,20214,2455
197066,20214,1517
197772,20214,1752
197773,20214,2400
197774,20214,2400
197775,20214,2403
197776,20214,2399
197777,20214,2398
197778,20214,2403
197779,20214,2402
197780,20214,2401
197781,20214,2401
197782,20214,2399
197783,20214,2403
197784,20214,2401
197785,20214,2401
197786,20214,2400
197787,20214,1056
198491,20214,213
198492,20214,2388
198493,20214,2387
198494,20214,2384
198495,20214,2384
198496,20214,2391
198497,20214,2387
198498,20214,2387
198499,20214,2385
198500,20214,2388
198501,20214,2387
198502,20214,2385
198503,20214,2388
198504,20214,2385
198505,20214,2386
198506,20214,2388
198507,20214,2290
198508,20214,261
199211,20214,692
199212,20214,2370
199213,20214,2374
199214,20214,2369
199215,20214,2374
199216,20214,2373
199217,20214,2371
199218,20214,2372
199219,20214,2373
199220,20214,2370
199221,20214,2372
199222,20214,2372
199223,20214,2373
199224,20214,2371
199225,20214,2372
199226,20214,2372
199227,20214,2375
199228,20214,1087
199931,20214,929
199932,20214,2314
199933,20214,2316
199934,20214,2317
199935,20214,2315
199936,20214,2317
199937,20214,2315
199938,20214,1844
199939,20214,1763
199940,20214,2275
199941,20214,2316
199942,20214,2316
199943,20214,2315
199944,20214,2316
199945,20214,2317
199946,20214,2315
199947,20214,2317
199948,20214,1574
200651,20214,887
200652,20214,2343
200653,20214,2341
200654,20214,2344
200655,20214,2342
200656,20214,2342
200657,20214,2344
200658,20214,1337
200659,20214,237
200660,20214,1014
200661,20214,1032
200662,20214,2281
200663,20214,2345
200664,20214,2337
200665,20214,2346
200666,20214,2341
200667,20214,2342
200668,20214,1875
201371,20214,522
201372,20214,2287
201373,20214,2287
201374,20214,2286
201375,20214,2286
201376,20214,2287
201377,20214,2286
201378,20214,1824
201379,20214,1841
201380,20214,1705
201381,20214,1843
201382,20214,2289
201383,20214,2285
201384,20214,2286
201385,20214,2287
201386,20214,2287
201387,20214,2287
201388,20214,1457
202091,20214,90
202092,20214,2247
202093,20214,2272
202094,20214,2271
202095,20214,2273
202096,20214,2271
202097,20214,2273
202098,20214,2268
202099,20214,2278
202100,20214,2268
202101,20214,2271
202102,20214,2272
202103,20214,2271
202104,20214,2271
202105,20214,2272
202106,20214,2271
202107,20214,1267
202108,20214,21
202812,20214,1709
202813,20214,2217
202814,20214,2214
202815,20214,2219
202816,20214,2213
202817,20214,2218
202818,20214,2215
202819,20214,2217
202820,20214,2216
202821,20214,2217
202822,20214,2215
202823,20214,2217
202824,20214,2216
202825,20214,2151
202826,20214,865
203532,20214,809
203533,20214,2242
203534,20214,2244
203535,20214,2241
203536,20214,2238
203537,20214,2242
203538,20214,2241
203539,20214,2241
203540,20214,2242
203541,20214,2239
203542,20214,2242
203543,20214,2243
203544,20214,2035
203545,20214,548
204252,20214,20
204253,20214,1536
204254,20214,2186
204255,20214,2186
204256,20214,2186
204257,20214,2185
204258,20214,2187
204259,20214,2185
204260,20214,2186
204261,20214,2186
204262,20214,2187
204263,20214,1800
204264,20214,262
204973,20214,134
204974,20214,1509
204975,20214,2170
204976,20214,2170
204977,20214,2172
204978,20214,2171
204979,20214,2169
204980,20214,2171
204981,20214,2171
204982,20214,1486
204983,20214,112
205695,20214,853
205696,20214,1651
205697,20214,2096
205698,20214,2155
205699,20214,2156
205700,20214,2155
205701,20214,1109
205702,20214,24
206417,20214,78
206418,20214,383
206419,20214,288
206420,20214,175
NA,20214,8809
196762,20187,246
196763,20187,2252
196764,20187,1925
196765,20187,1631
196766,20187,1353
196767,20187,1076
196768,20187,767
196769,20187,483
196770,20187,1350
196771,20187,886
196772,20187,593
197483,20187,2376
197484,20187,2401
197485,20187,2400
197486,20187,2401
197487,20187,2407
197488,20187,2394
197489,20187,2401
197490,20187,2402
197491,20187,2387
197492,20187,606
198203,20187,1981
198204,20187,2387
198205,20187,2386
198206,20187,2387
198207,20187,2386
198208,20187,2386
198209,20187,2386
198210,20187,1741
198211,20187,1301
198212,20187,446
198213,20187,430
198923,20187,2162
198924,20187,2372
198925,20187,2371
198926,20187,2373
198927,20187,2373
198928,20187,2371
198929,20187,2083
198930,20187,453
198931,20187,679
198932,20187,299
198933,20187,391
198934,20187,63
199642,20187,20
199643,20187,2315
199644,20187,2316
199645,20187,2315
199646,20187,2317
199647,20187,2316
199648,20187,2317
199649,20187,1682
199650,20187,366
199651,20187,306
199652,20187,431
199653,20187,8
200362,20187,70
200363,20187,2296
200364,20187,2341
200365,20187,2342
200366,20187,2343
200367,20187,2344
200368,20187,2341
200369,20187,1929
200370,20187,432
200371,20187,54
200372,20187,411
200373,20187,42
201083,20187,1915
201084,20187,2288
201085,20187,2287
201086,20187,2286
201087,20187,2286
201088,20187,2289
201089,20187,2123
201090,20187,812
201091,20187,327
201092,20187,691
201093,20187,103
201803,20187,1748
201804,20187,2271
201805,20187,2271
201806,20187,2273
201807,20187,2271
201808,20187,2273
201809,20187,2270
201810,20187,786
201811,20187,1097
201812,20187,502
201813,20187,27
202523,20187,1461
202524,20187,2218
202525,20187,2215
202526,20187,2216
202527,20187,2216
202528,20187,2217
202529,20187,2208
202530,20187,1456
202531,20187,905
202532,20187,534
202533,20187,314
202534,20187,4
203243,20187,1059
203244,20187,2239
203245,20187,2242
203246,20187,2242
203247,20187,2241
203248,20187,2244
203249,20187,2240
203250,20187,1807
203251,20187,659
203252,20187,1126
203253,20187,284
203254,20187,63
203963,20187,588
203964,20187,2185
203965,20187,2186
203966,20187,2187
203967,20187,2185
203968,20187,2186
203969,20187,2185
203970,20187,1792
203971,20187,1177
203972,20187,1300
203973,20187,699
203974,20187,285
203975,20187,810
203976,20187,13
204683,20187,239
204684,20187,2174
204685,20187,2167
204686,20187,2172
204687,20187,2170
204688,20187,2171
204689,20187,2170
204690,20187,2122
204691,20187,1191
204692,20187,1072
204693,20187,610
204694,20187,227
204695,20187,468
204696,20187,2
204701,20187,49
204702,20187,1064
204703,20187,750
204704,20187,11
205404,20187,1902
205405,20187,2154
205406,20187,2155
205407,20187,2155
205408,20187,2156
205409,20187,2154
205410,20187,2156
205411,20187,1889
205412,20187,1669
205413,20187,949
205414,20187,209
205415,20187,534
205416,20187,654
205417,20187,703
205418,20187,488
205419,20187,661
205420,20187,1015
205421,20187,806
205422,20187,479
205423,20187,428
206124,20187,1006
206125,20187,2139
206126,20187,2139
206127,20187,2139
206128,20187,2139
206129,20187,2138
206130,20187,2140
206131,20187,2140
206132,20187,1578
206133,20187,1158
206134,20187,866
206135,20187,384
206136,20187,626
206137,20187,924
206138,20187,204
206139,20187,1835
206140,20187,446
206141,20187,582
206142,20187,188
206844,20187,20
206845,20187,1771
206846,20187,2086
206847,20187,2084
206848,20187,2085
206849,20187,2083
206850,20187,2087
206851,20187,2083
206852,20187,2087
206853,20187,1733
206854,20187,601
206855,20187,281
206856,20187,666
206857,20187,559
206858,20187,504
206859,20187,1098
206860,20187,1489
206861,20187,557
206862,20187,34
207565,20187,828
207566,20187,2069
207567,20187,2069
207568,20187,2069
207569,20187,2070
207570,20187,2069
207571,20187,2068
207572,20187,2071
207573,20187,2067
207574,20187,1800
207575,20187,1576
207576,20187,1042
207577,20187,724
207578,20187,581
207579,20187,743
207580,20187,924
207595,20187,161
207596,20187,666
207597,20187,1070
207598,20187,249
207581,20187,655
207582,20187,320
207583,20187,1
208286,20187,1542
208287,20187,2053
208288,20187,2051
208289,20187,2052
208290,20187,2053
208291,20187,2053
208292,20187,2054
208293,20187,2053
208294,20187,2049
208295,20187,2051
208296,20187,1951
208297,20187,1330
208298,20187,1033
208299,20187,593
208300,20187,332
208301,20187,275
208302,20187,208
208303,20187,181
208304,20187,309
208305,20187,132
208306,20187,199
208307,20187,129
208308,20187,57
208309,20187,317
208310,20187,825
208311,20187,1290
208312,20187,1322
208313,20187,1462
208314,20187,1746
208315,20187,2054
208316,20187,2053
208317,20187,2053
208318,20187,1949
208319,20187,880
208320,20187,18
209006,20187,220
209007,20187,1759
209008,20187,1999
209009,20187,1998
209010,20187,1999
209011,20187,2001
209012,20187,1998
209013,20187,2000
209014,20187,2000
209015,20187,1998
209016,20187,1998
209017,20187,1999
209018,20187,1988
209019,20187,1586
209020,20187,1629
209021,20187,744
209022,20187,545
209023,20187,302
209024,20187,886
209025,20187,1063
209026,20187,1015
209027,20187,1558
209028,20187,1929
209029,20187,2000
209030,20187,1999
209031,20187,1999
209032,20187,1999
209033,20187,1998
209034,20187,2001
209035,20187,1999
209036,20187,1999
209037,20187,1999
209038,20187,1999
209039,20187,1998
209040,20187,1517
209041,20187,274
209727,20187,315
209728,20187,1805
209729,20187,2019
209730,20187,2021
209731,20187,2022
209732,20187,2021
209733,20187,2018
209734,20187,2022
209735,20187,2021
209736,20187,2020
209737,20187,2021
209738,20187,2020
209739,20187,2021
209740,20187,2018
209741,20187,2022
209742,20187,1929
209743,20187,1899
209744,20187,1673
209745,20187,1686
209746,20187,1573
209747,20187,2017
209748,20187,2020
209749,20187,2021
209750,20187,2021
209751,20187,2020
209752,20187,2020
209753,20187,2020
209754,20187,2022
209755,20187,2020
209756,20187,2019
209757,20187,2021
209758,20187,2021
209759,20187,1483
209760,20187,732
209761,20187,890
209762,20187,115
210448,20187,178
210449,20187,1729
210450,20187,1966
210451,20187,1966
210452,20187,1967
210453,20187,1966
210454,20187,1968
210455,20187,1966
210456,20187,1966
210457,20187,1968
210458,20187,1967
210459,20187,1966
210460,20187,1968
210461,20187,1967
210462,20187,1969
210463,20187,1964
210464,20187,1968
210465,20187,1967
210466,20187,1965
210467,20187,1967
210468,20187,1968
210469,20187,1966
210470,20187,1969
210471,20187,1963
210472,20187,1967
210473,20187,1968
210474,20187,1965
210475,20187,1968
210476,20187,1967
210477,20187,1967
210478,20187,1965
210479,20187,513
211169,20187,290
211170,20187,1854
211171,20187,1950
211172,20187,1953
211173,20187,1948
211174,20187,1952
211175,20187,1948
211176,20187,1951
211177,20187,1952
211178,20187,1948
211179,20187,1952
211180,20187,1951
211181,20187,1949
211182,20187,1950
211183,20187,1952
211184,20187,1948
211185,20187,1951
211186,20187,1950
211187,20187,1951
211188,20187,1950
211189,20187,1951
211190,20187,1950
211191,20187,1950
211192,20187,1951
211193,20187,1949
211194,20187,1951
211195,20187,1952
211196,20187,1949
211197,20187,1952
211198,20187,1287
211890,20187,341
211891,20187,1602
211892,20187,1898
211893,20187,1898
211894,20187,1895
211895,20187,1899
211896,20187,1898
211897,20187,1896
211898,20187,1897
211899,20187,1898
211900,20187,1897
211901,20187,1898
211902,20187,1897
211903,20187,1897
211904,20187,1898
211905,20187,1897
211906,20187,1897
211907,20187,1897
211908,20187,1899
211909,20187,1897
211910,20187,1897
211911,20187,1896
211912,20187,1899
211913,20187,1897
211914,20187,1897
211915,20187,1897
211916,20187,1898
211917,20187,1353
211918,20187,78
212611,20187,23
212612,20187,560
212613,20187,1009
212614,20187,1436
212615,20187,1879
212616,20187,1917
212617,20187,1917
212618,20187,1917
212619,20187,1917
212620,20187,1919
212621,20187,1915
212622,20187,1917
212623,20187,1920
212624,20187,1914
212625,20187,1918
212626,20187,1917
212627,20187,1916
212628,20187,1919
212629,20187,1918
212630,20187,1916
212631,20187,1916
212632,20187,1919
212633,20187,1916
212634,20187,1917
212635,20187,1685
212636,20187,851
212637,20187,23
213335,20187,164
213336,20187,802
213337,20187,1333
213338,20187,1793
213339,20187,1866
213340,20187,1862
213341,20187,1863
213342,20187,1865
213343,20187,1864
213344,20187,1864
213345,20187,1865
213346,20187,1865
213347,20187,1862
213348,20187,1865
213349,20187,1864
213350,20187,1866
213351,20187,1296
213352,20187,900
213353,20187,647
213354,20187,305
214058,20187,52
214059,20187,509
214060,20187,962
214061,20187,1335
214062,20187,1698
214063,20187,1848
214064,20187,1849
214065,20187,1845
214066,20187,1847
214067,20187,1850
214068,20187,1847
214069,20187,1726
214070,20187,770
214783,20187,283
214784,20187,687
214785,20187,1048
214786,20187,1270
214787,20187,1027
214788,20187,566
214789,20187,88
NA,20187,321326
197249,20201,51
197250,20201,472
197251,20201,951
197252,20201,1403
197253,20201,1127
197254,20201,127
197967,20201,552
197968,20201,1903
197969,20201,2325
197970,20201,2401
197971,20201,2401
197972,20201,2401
197973,20201,2400
197974,20201,1943
197975,20201,267
198687,20201,1218
198688,20201,2385
198689,20201,2388
198690,20201,2385
198691,20201,2389
198692,20201,2384
198693,20201,2389
198694,20201,2382
198695,20201,2201
198696,20201,973
198697,20201,25
199407,20201,1374
199408,20201,2374
199409,20201,2372
199410,20201,2374
199411,20201,2372
199412,20201,2374
199413,20201,2365
199414,20201,2370
199415,20201,2372
199416,20201,2368
199417,20201,1903
199418,20201,531
200127,20201,557
200128,20201,1701
200129,20201,2273
200130,20201,2314
200131,20201,2315
200132,20201,2315
200133,20201,2317
200134,20201,2315
200135,20201,2317
200136,20201,2314
200137,20201,2317
200138,20201,2297
200139,20201,1416
200140,20201,181
200849,20201,123
200850,20201,737
200851,20201,1323
200852,20201,1794
200853,20201,2243
200854,20201,2343
200855,20201,2343
200856,20201,2342
200857,20201,2343
200858,20201,2343
200859,20201,2341
200860,20201,2174
200861,20201,960
200862,20201,25
201573,20201,20
201574,20201,377
201575,20201,451
201576,20201,522
201577,20201,696
201578,20201,696
201579,20201,695
201580,20201,697
201581,20201,817
201582,20201,471
NA,20201,122827
198239,20186,474
198240,20186,565
198241,20186,249
198242,20186,128
198243,20186,150
198958,20186,1074
198959,20186,2320
198960,20186,2372
198961,20186,2373
198962,20186,2372
198963,20186,2370
198964,20186,2247
198965,20186,1975
198966,20186,1639
198967,20186,959
198968,20186,77
199676,20186,136
199677,20186,1557
199678,20186,2315
199679,20186,2316
199680,20186,2317
199681,20186,2316
199682,20186,2316
199683,20186,2316
199684,20186,2316
199685,20186,2316
199686,20186,2318
199687,20186,2314
199688,20186,2042
199689,20186,574
200395,20186,423
200396,20186,1985
200397,20186,2344
200398,20186,2340
200399,20186,2344
200400,20186,2342
200401,20186,2344
200402,20186,2341
200403,20186,2342
200404,20186,2343
200405,20186,2343
200406,20186,2341
200407,20186,2344
200408,20186,2341
200409,20186,2267
200410,20186,611
201114,20186,851
201115,20186,2202
201116,20186,2285
201117,20186,2286
201118,20186,2287
201119,20186,2289
201120,20186,2283
201121,20186,2288
201122,20186,2285
201123,20186,2288
201124,20186,2287
201125,20186,2286
201126,20186,2287
201127,20186,2286
201128,20186,2286
201129,20186,2288
201130,20186,2079
201131,20186,139
201832,20186,69
201833,20186,1394
201834,20186,2270
201835,20186,2270
201836,20186,2275
201837,20186,2270
201838,20186,2272
201839,20186,2273
201840,20186,2270
201841,20186,2274
201842,20186,2269
201843,20186,2271
201844,20186,2271
201845,20186,2273
201846,20186,2271
201847,20186,2272
201848,20186,2271
201849,20186,2272
201850,20186,2273
201851,20186,1301
202552,20186,666
202553,20186,2215
202554,20186,2216
202555,20186,2216
202556,20186,2217
202557,20186,2218
202558,20186,2214
202559,20186,2216
202560,20186,2216
202561,20186,2215
202562,20186,2217
202563,20186,2219
202564,20186,2214
202565,20186,2216
202566,20186,2218
202567,20186,2215
202568,20186,2216
202569,20186,2216
202570,20186,2215
202571,20186,2040
203272,20186,603
203273,20186,2241
203274,20186,2241
203275,20186,2241
203276,20186,2242
203277,20186,2241
203278,20186,2209
203279,20186,2069
203280,20186,1896
203281,20186,1652
203282,20186,1909
203283,20186,1477
203284,20186,1695
203285,20186,2090
203286,20186,2244
203287,20186,2240
203288,20186,2241
203289,20186,2242
203290,20186,2241
203291,20186,2240
203292,20186,132
203992,20186,438
203993,20186,2185
203994,20186,2187
203995,20186,2185
203996,20186,2188
203997,20186,2185
203998,20186,1878
203999,20186,1773
204000,20186,449
204001,20186,596
204002,20186,838
204004,20186,746
204005,20186,1847
204006,20186,2187
204007,20186,2186
204008,20186,2185
204009,20186,2186
204010,20186,2185
204011,20186,2188
204012,20186,328
204003,20186,282
204712,20186,372
204713,20186,2150
204714,20186,2173
204715,20186,2169
204716,20186,2169
204717,20186,2173
204718,20186,2137
204719,20186,1474
204720,20186,1845
204721,20186,1699
204722,20186,1307
204723,20186,1851
204724,20186,2110
204725,20186,2171
204726,20186,2171
204727,20186,2171
204728,20186,2171
204729,20186,2171
204730,20186,2169
204731,20186,2108
204732,20186,44
205433,20186,612
205434,20186,1968
205435,20186,2155
205436,20186,2156
205437,20186,2154
205438,20186,2156
205439,20186,2154
205440,20186,2154
