loiczid,clust_100,clust_150,clust_250,clust_500
199490,7,62,3,269
199491,7,62,3,269
199492,7,62,3,3
199493,7,62,3,3
199494,7,62,3,3
199495,7,62,3,3
199496,7,62,3,3
199497,7,62,3,3
199498,7,62,3,3
199499,7,62,3,3
199500,7,62,3,3
199501,7,62,3,3
199502,7,62,3,3
199503,7,62,3,3
199504,7,62,3,3
199505,7,62,3,3
199506,23,62,3,3
199507,23,62,126,3
199508,23,62,126,3
199509,23,62,126,3
199510,23,62,126,3
199511,23,23,126,3
199512,23,23,126,3
199513,23,23,126,3
199514,23,23,126,3
199515,23,23,126,3
199516,23,23,126,3
199517,23,23,126,3
199518,23,23,238,3
199519,23,23,238,3
199520,23,23,238,3
199521,23,23,238,127
199522,23,23,238,127
199523,23,23,238,127
199524,23,23,238,127
199525,23,23,238,127
199526,23,23,238,127
199527,23,23,238,127
199528,23,23,238,127
199529,23,23,238,127
199530,23,23,238,127
199531,23,23,238,127
199532,23,23,238,127
199533,23,23,238,127
199534,23,23,238,127
199535,23,23,238,127
199536,23,23,238,127
199537,23,23,238,127
199538,23,23,238,127
199539,23,23,238,127
199540,23,23,238,127
199541,23,23,238,127
199542,23,23,238,127
199543,23,23,238,127
199544,23,23,238,127
199545,23,23,238,127
199546,23,23,238,127
199547,23,23,238,127
199548,23,23,238,127
199549,23,23,238,127
199550,23,23,238,127
199551,23,23,238,127
199552,23,23,238,233
199553,23,23,238,233
199554,23,23,238,233
199555,23,23,238,233
199556,23,23,120,233
199557,23,23,120,233
199558,23,23,120,233
199559,23,23,120,233
199560,23,23,120,233
199561,23,23,120,300
199562,23,23,120,300
199563,23,23,120,300
199564,23,23,120,300
199565,23,23,120,300
199566,23,23,120,300
199567,23,23,120,300
199568,23,23,120,300
199569,23,23,120,300
199570,23,23,120,300
199571,23,23,120,300
199572,23,23,120,300
199573,23,23,120,300
199574,98,23,120,300
199575,98,23,120,300
199576,98,23,120,300
199577,98,23,120,300
199578,98,77,120,300
199579,98,77,120,300
199580,98,77,120,300
199581,98,77,120,300
199582,98,77,120,300
199583,98,77,120,300
199584,98,77,120,300
199585,98,77,120,300
199586,98,77,120,289
199587,98,77,120,289
199588,98,77,120,289
199589,98,77,120,289
199590,98,77,120,289
199591,98,77,120,289
199592,98,77,120,289
199593,98,77,120,289
199594,98,77,120,289
199595,98,77,120,289
199596,98,77,120,289
199597,98,77,120,289
199598,98,77,195,289
199599,98,77,195,289
199600,98,77,195,289
199601,98,77,195,289
199602,98,77,195,289
199603,98,77,195,289
199604,98,77,195,289
199605,98,77,195,289
199606,98,77,195,289
199607,98,77,195,289
199608,98,77,195,289
199609,98,77,195,289
199610,98,77,195,289
199611,98,77,195,289
199612,98,77,195,289
199613,98,77,195,289
199614,98,77,195,289
199615,98,77,195,289
199616,98,77,195,142
199617,98,77,195,142
199618,98,77,195,142
199619,98,77,195,142
199620,98,77,195,142
199621,98,77,195,142
199622,98,77,195,142
199623,98,77,195,142
199624,98,77,195,142
199625,98,77,195,142
199626,98,77,195,142
199627,98,77,195,142
199628,98,77,195,142
199629,98,77,195,142
199630,98,77,195,142
199631,98,77,195,142
199632,98,77,195,142
199633,98,77,195,142
199634,98,77,195,142
199635,98,77,195,142
199636,98,77,195,142
199637,98,77,195,142
199638,98,77,195,142
199639,98,77,195,142
199640,98,77,195,142
199641,98,77,195,142
199642,98,77,195,142
199643,98,77,195,142
199698,61,147,79,398
199699,61,147,79,398
199700,61,147,79,398
199701,61,147,79,398
199702,61,147,79,398
199703,61,147,79,398
199704,61,147,79,398
199705,61,147,79,398
199706,61,147,79,398
199707,61,147,79,398
199708,61,147,79,398
199709,61,147,79,398
199710,61,147,79,398
199711,61,147,79,398
199712,61,147,79,398
199713,61,147,79,398
199714,61,147,79,398
199715,61,147,79,398
199716,61,147,79,398
199717,61,147,79,398
199718,61,147,79,398
199719,61,147,79,398
199720,61,147,79,398
199721,61,147,79,398
199722,61,147,79,398
199723,61,147,79,398
199724,61,147,79,398
199725,61,147,79,398
199726,61,147,79,398
199727,61,147,79,193
199728,61,147,79,193
199729,61,147,79,193
199730,61,147,79,193
199731,61,147,79,193
199732,61,147,79,193
199733,61,147,79,193
199734,61,147,79,193
199735,61,147,79,193
199736,61,147,79,193
199737,61,147,79,193
199738,61,147,225,193
199739,61,147,225,193
199740,61,147,225,193
199741,61,147,225,193
199742,61,147,225,193
199743,61,147,225,193
199744,61,101,225,193
199745,61,101,225,193
199746,61,101,225,193
199747,61,101,225,193
199748,61,101,225,193
199749,61,101,225,193
199750,61,101,225,193
199751,61,101,225,193
199752,61,101,225,193
199753,61,101,225,193
199754,61,101,225,193
199755,61,101,225,193
199756,61,101,225,193
199757,61,101,225,224
199758,61,101,225,224
199759,61,101,225,224
199760,61,101,225,224
199761,61,101,225,224
199762,61,101,225,224
199763,61,101,225,224
199764,61,101,225,224
199765,61,101,225,224
199766,61,101,225,224
199767,61,101,225,224
199768,61,101,225,224
199769,61,101,225,224
199770,61,101,225,224
199771,61,101,225,224
199772,61,101,225,224
199773,55,101,225,224
199774,55,101,225,224
199775,55,101,225,224
199776,55,101,225,224
199777,55,101,225,224
199778,55,101,225,224
199779,55,101,225,224
199780,55,101,65,224
199781,55,101,65,224
199782,55,101,65,224
199783,55,101,65,224
199784,55,101,65,37
199785,55,101,65,37
199786,55,101,65,37
199787,55,101,65,37
199788,55,101,65,37
199789,55,101,65,37
199790,55,101,65,37
199791,55,101,65,37
199792,55,101,65,37
199793,55,101,65,37
199794,55,101,65,37
199795,55,101,65,37
199796,55,101,65,37
199797,55,101,65,37
199798,55,101,65,37
199799,55,101,65,37
199800,55,101,65,37
199801,55,101,65,37
199802,55,101,65,37
199803,55,101,65,37
199804,55,101,65,37
199805,55,101,65,37
199806,55,101,65,37
199807,55,101,65,37
199808,55,101,65,37
199809,55,101,65,37
199810,55,101,65,37
199811,55,102,65,37
199812,55,102,65,37
199813,55,102,65,94
199814,55,102,65,94
199815,55,102,65,94
199816,55,102,65,94
199817,55,102,65,94
199818,55,102,65,94
199819,55,102,89,94
199820,55,102,89,94
199821,55,102,89,94
199822,55,102,89,94
199823,55,102,89,94
199824,55,102,89,94
199825,55,102,89,94
199826,55,102,89,94
199827,55,102,89,94
199828,55,102,89,94
199829,55,102,89,94
199830,55,102,89,94
199831,55,102,89,94
199832,55,102,89,94
199833,55,102,89,94
199834,55,102,89,94
199835,55,102,89,94
199836,55,102,89,94
199837,55,102,89,94
199838,55,102,89,94
199839,55,102,89,94
199840,55,102,89,482
199841,55,102,89,482
199842,55,102,89,482
199843,55,102,89,482
199844,55,102,89,482
199845,55,102,89,482
199846,55,102,89,482
199847,55,102,89,482
199848,55,102,89,482
199849,55,102,89,482
199850,55,102,89,482
199851,55,102,89,482
199852,13,102,89,150
199853,13,102,89,150
199854,13,102,89,150
199855,13,102,89,150
199856,13,102,89,150
199857,13,102,234,150
199858,13,102,234,150
199859,13,102,234,150
199860,13,102,234,150
199861,13,102,234,150
199862,13,102,234,150
199863,13,102,234,150
199864,13,102,234,150
199865,13,102,234,150
199866,13,102,234,150
199867,13,102,234,150
199868,13,102,234,150
199869,13,102,234,2
199870,13,102,234,2
199871,13,102,234,2
199872,13,102,234,2
199873,13,102,234,2
199874,13,102,234,2
199875,13,102,234,2
199876,13,69,234,2
199877,13,69,234,2
199878,13,69,234,2
199879,13,69,234,2
199880,13,69,234,2
199881,13,69,234,2
199882,13,69,234,2
199883,13,69,234,2
199884,13,69,234,85
199885,13,69,234,85
199886,13,69,234,85
199887,13,69,234,85
199888,13,69,234,85
199889,13,69,234,85
199890,13,69,234,85
199891,13,69,234,85
199892,13,69,234,85
199893,13,69,59,85
199894,13,69,59,85
199895,13,69,59,85
199896,13,69,59,85
199897,13,69,59,85
199898,13,69,59,85
199899,13,69,59,85
199900,13,69,59,85
199901,13,69,59,85
199902,13,69,59,85
199903,13,69,59,85
199904,13,69,59,85
199905,13,69,59,85
199906,13,69,59,85
199907,13,69,33,85
199908,13,69,33,85
199909,13,69,33,412
199910,13,69,33,412
199911,13,69,33,412
199912,13,69,33,412
199913,13,69,33,412
199914,13,69,33,412
199915,13,69,33,412
199916,13,69,33,412
199917,13,69,33,412
199918,13,69,33,412
199919,13,69,33,412
199920,13,69,33,412
199921,13,69,33,412
199922,13,69,33,412
199923,13,69,33,412
199924,13,69,33,412
199925,13,69,33,412
199926,13,69,33,412
199927,13,69,33,412
199928,13,69,33,412
199929,13,69,33,412
199930,13,69,33,412
199931,56,69,33,412
199932,56,69,33,412
199933,56,69,33,412
199934,56,69,33,287
199935,56,49,33,287
199936,56,49,33,287
199937,56,49,33,287
199938,56,49,33,287
199939,56,49,33,287
199940,56,49,33,287
199941,56,49,93,287
199942,56,49,93,287
199943,56,49,93,287
199944,56,49,93,287
199945,56,49,93,287
199946,56,49,93,287
199947,56,49,93,287
199948,56,49,93,46
199949,56,49,93,46
199950,56,49,93,46
199951,56,49,93,46
199952,56,49,93,46
199953,56,49,93,46
199954,56,49,93,46
199955,56,49,93,46
199956,56,49,93,46
199957,56,49,93,46
199958,56,49,93,46
199959,56,49,93,46
199960,56,49,93,46
199961,56,49,93,46
199962,56,49,93,46
199963,56,49,93,46
199964,56,49,93,46
199965,56,49,93,46
199966,56,49,93,46
199967,56,49,93,360
199968,56,49,93,360
199969,56,49,93,360
199970,56,49,93,360
199971,56,49,93,360
199972,56,49,93,360
199973,56,49,93,360
199974,56,49,93,360
199975,56,49,93,360
199976,56,49,93,360
199977,56,49,93,360
199978,56,49,93,360
199979,56,49,93,360
199980,56,49,93,360
199981,56,49,178,360
199982,56,49,178,360
199983,56,49,178,360
199984,56,49,178,360
199985,56,49,178,360
199986,56,49,178,360
199987,56,49,178,360
199988,56,106,178,360
199989,56,106,178,360
199990,56,106,178,360
199991,56,106,178,360
199992,56,106,178,360
199993,56,106,178,360
199994,56,106,178,360
199995,56,106,178,223
199996,56,106,178,223
199997,56,106,178,223
199998,56,106,178,223
199999,56,106,178,223
2e5,56,106,178,223
200001,56,106,178,223
200002,56,106,178,223
200003,56,106,178,223
200004,56,106,178,223
200005,79,106,178,223
200006,79,106,178,223
200007,79,106,178,223
200008,79,106,178,223
200009,79,106,178,223
200010,79,106,178,223
200011,79,106,178,223
200012,79,106,178,223
200013,79,106,178,223
200014,79,106,178,223
200015,79,106,178,223
200016,79,106,178,223
200017,79,106,178,223
200018,79,106,202,223
200019,79,106,202,364
200020,79,106,202,364
200021,79,106,202,364
200022,79,106,202,364
200023,79,106,202,364
200024,79,106,202,364
200025,79,106,202,364
200026,79,106,202,364
200027,79,106,202,364
200028,79,106,202,364
200029,79,106,202,480
200030,79,106,202,480
200031,79,106,202,480
200032,79,106,202,480
200033,79,106,202,480
200034,79,106,202,480
200035,79,106,202,480
200036,79,106,202,480
200037,79,106,202,480
200038,79,106,202,480
200039,79,106,202,480
200040,79,106,202,480
200041,79,66,202,480
200042,79,66,202,480
200043,79,66,202,480
200044,79,66,202,480
200045,79,66,202,480
200046,79,66,202,480
200047,79,66,202,480
200048,79,66,202,480
200049,79,66,202,480
200050,79,66,202,480
200051,79,66,20,480
200052,79,66,20,77
200053,79,66,20,77
200054,79,66,20,77
200055,79,66,20,77
200056,79,66,20,77
200057,79,66,20,77
200058,79,66,20,77
200059,79,66,20,77
200060,79,66,20,77
200061,79,66,20,77
200062,79,66,20,77
200063,79,66,20,77
200064,79,66,20,77
200065,79,66,20,77
200066,79,66,20,77
200067,79,66,20,77
200068,79,66,20,77
200069,79,66,20,77
200070,79,66,20,77
200071,79,66,20,77
200072,79,66,20,77
200073,79,66,20,77
200074,79,66,20,14
200075,79,66,20,14
200076,79,66,20,14
200077,79,66,20,14
200078,79,66,20,14
200079,79,66,20,14
200080,79,66,20,14
200081,79,66,20,14
200082,79,66,179,14
200083,79,66,179,14
200084,79,66,179,14
200085,79,66,179,105
200086,76,66,179,105
200087,76,66,179,105
200088,76,66,179,105
200089,76,66,179,105
200090,76,66,179,105
200091,76,66,179,105
200092,76,66,179,105
200093,76,66,179,105
200094,76,66,179,105
200095,76,66,179,105
200096,76,66,179,105
200097,76,66,179,105
200098,76,66,179,105
200099,76,79,179,105
200100,76,79,179,105
200101,76,79,179,105
200102,76,79,179,105
200103,76,79,179,105
200104,76,79,179,105
200105,76,79,179,260
200106,76,79,179,260
200107,76,79,179,260
200108,76,79,179,260
200109,76,79,179,260
200110,76,79,179,260
200111,76,79,179,260
200112,76,79,179,260
200113,76,79,237,260
200114,76,79,237,260
200115,76,79,237,260
200116,76,79,237,260
200117,76,79,237,260
200118,76,79,237,260
200119,76,79,237,260
200120,76,79,237,260
200121,76,79,237,260
200122,76,79,237,260
200123,76,79,237,260
200124,76,79,237,260
200125,76,79,237,260
200126,76,79,237,260
200127,76,79,237,260
200128,76,79,237,260
200129,76,79,237,260
200130,76,79,237,260
200131,76,79,237,260
200132,76,79,237,260
200133,76,79,237,260
200134,76,79,237,260
200135,76,79,237,260
200136,76,79,237,260
200137,76,79,237,260
200154,76,79,172,112
200155,76,79,172,112
200156,76,79,172,112
200157,76,79,172,112
200158,76,79,172,112
200159,76,79,172,112
200160,76,79,172,112
200161,7,62,6,12
200162,7,62,6,12
200163,7,62,6,12
200164,7,62,6,12
200165,7,62,6,12
200166,7,62,6,12
200167,7,62,6,12
200168,7,62,6,12
200169,7,62,6,12
200170,7,62,6,12
200171,7,62,6,12
200172,7,62,6,12
200173,7,62,6,12
200174,7,62,6,12
200175,7,62,6,12
200176,7,62,6,12
200177,7,62,6,12
200178,7,62,6,12
200179,7,62,6,12
200180,7,62,6,12
200181,7,62,6,12
200182,7,62,6,12
200183,7,62,6,12
200184,7,62,6,12
200185,7,62,6,12
200186,7,62,6,12
200187,7,62,6,12
200188,7,62,3,12
200189,7,62,3,12
200190,7,62,3,12
200191,7,62,3,12
200192,7,62,3,269
200193,7,62,3,269
200194,7,62,3,269
200195,7,62,3,269
200196,7,62,3,269
200197,7,62,3,269
200198,7,62,3,269
200199,7,62,3,269
200200,7,62,3,269
200201,7,62,3,269
200202,7,62,3,269
200203,7,62,3,269
200204,7,62,3,269
200205,7,62,3,269
200206,7,62,3,269
200207,7,62,3,269
200208,7,62,3,269
200209,7,62,3,269
200210,7,62,3,269
200211,7,62,3,269
200212,7,62,3,3
200213,7,62,3,3
200214,7,62,3,3
200215,7,62,3,3
200216,7,62,3,3
200217,7,62,3,3
200218,7,62,3,3
200219,7,62,3,3
200220,7,62,3,3
200221,7,62,3,3
200222,7,62,3,3
200223,7,62,3,3
200224,7,62,3,3
200225,7,62,126,3
200226,23,62,126,3
200227,23,62,126,3
200228,23,62,126,3
200229,23,62,126,3
200230,23,62,126,3
200231,23,23,126,3
200232,23,23,126,3
200233,23,23,126,3
200234,23,23,126,3
200235,23,23,126,3
200236,23,23,126,3
200237,23,23,126,3
200238,23,23,126,3
200239,23,23,126,3
200240,23,23,126,3
200241,23,23,126,127
200242,23,23,238,127
200243,23,23,238,127
200244,23,23,238,127
200245,23,23,238,127
200246,23,23,238,127
200247,23,23,238,127
200248,23,23,238,127
200249,23,23,238,127
200250,23,23,238,127
200251,23,23,238,127
200252,23,23,238,127
200253,23,23,238,127
200254,23,23,238,127
200255,23,23,238,127
200256,23,23,238,127
200257,23,23,238,127
200258,23,23,238,127
200259,23,23,238,127
200260,23,23,238,127
200261,23,23,238,127
200262,23,23,238,127
200263,23,23,238,127
200264,23,23,238,127
200265,23,23,238,127
200266,23,23,238,127
200267,23,23,238,127
200268,23,23,238,127
200269,23,23,238,127
200270,23,23,238,127
200271,23,23,238,127
200272,23,23,238,127
200273,23,23,238,233
200274,23,23,238,233
200275,23,23,120,233
200276,23,23,120,233
200277,23,23,120,300
200278,23,23,120,300
200279,23,23,120,300
200280,23,23,120,300
200281,23,23,120,300
200282,23,23,120,300
200283,23,23,120,300
200284,23,23,120,300
200285,23,23,120,300
200286,23,23,120,300
200287,23,23,120,300
200288,23,23,120,300
200289,23,23,120,300
200290,23,23,120,300
200291,23,23,120,300
200292,23,23,120,300
200293,23,23,120,300
200294,98,23,120,300
200295,98,23,120,300
200296,98,23,120,300
200297,98,23,120,300
200298,98,77,120,300
200299,98,77,120,300
200300,98,77,120,300
200301,98,77,120,300
200302,98,77,120,300
200303,98,77,120,300
200304,98,77,120,300
200305,98,77,120,300
200306,98,77,120,289
200307,98,77,120,289
200308,98,77,120,289
200309,98,77,120,289
200310,98,77,120,289
200311,98,77,120,289
200312,98,77,120,289
200313,98,77,120,289
200314,98,77,120,289
200315,98,77,120,289
200316,98,77,120,289
200317,98,77,120,289
200318,98,77,195,289
200319,98,77,195,289
200320,98,77,195,289
200321,98,77,195,289
200322,98,77,195,289
200323,98,77,195,289
200324,98,77,195,289
200325,98,77,195,289
200326,98,77,195,289
200327,98,77,195,289
200328,98,77,195,289
200329,98,77,195,289
200330,98,77,195,289
200331,98,77,195,289
200332,98,77,195,289
200333,98,77,195,289
200334,98,77,195,289
200335,98,77,195,289
200336,98,77,195,142
200337,98,77,195,142
200338,98,77,195,142
200339,98,77,195,142
200340,98,77,195,142
200341,98,77,195,142
200342,98,77,195,142
200343,98,77,195,142
200344,98,77,195,142
200345,98,77,195,142
200346,98,77,195,142
200347,98,77,195,142
200348,98,77,195,142
200349,98,77,195,142
200350,98,77,195,142
200351,98,77,195,142
200352,98,77,195,142
200353,98,77,195,142
200354,98,77,195,142
200355,98,77,195,142
200356,98,77,195,142
200357,98,77,195,142
200358,98,77,195,142
200359,98,77,195,142
200360,98,77,195,142
200361,98,77,195,142
200362,98,77,195,142
200363,98,77,195,142
200418,61,147,79,398
200419,61,147,79,398
200420,61,147,79,398
200421,61,147,79,398
200422,61,147,79,398
200423,61,147,79,398
200424,61,147,79,398
200425,61,147,79,398
200426,61,147,79,398
200427,61,147,79,398
200428,61,147,79,398
200429,61,147,79,398
200430,61,147,79,398
200431,61,147,79,398
200432,61,147,79,398
200433,61,147,79,398
200434,61,147,79,398
200435,61,147,79,398
200436,61,147,79,398
200437,61,147,79,398
200438,61,147,79,398
200439,61,147,79,398
200440,61,147,79,398
200441,61,147,79,398
200442,61,147,79,398
200443,61,147,79,398
200444,61,147,79,398
200445,61,147,79,398
200446,61,147,79,398
200447,61,147,79,193
200448,61,147,79,193
200449,61,147,79,193
200450,61,147,79,193
200451,61,147,79,193
200452,61,147,79,193
200453,61,147,79,193
200454,61,147,79,193
200455,61,147,79,193
200456,61,147,79,193
200457,61,147,79,193
200458,61,147,225,193
200459,61,147,225,193
200460,61,147,225,193
200461,61,147,225,193
200462,61,147,225,193
200463,61,147,225,193
200464,61,101,225,193
200465,61,101,225,193
200466,61,101,225,193
200467,61,101,225,193
200468,61,101,225,193
200469,61,101,225,193
200470,61,101,225,193
200471,61,101,225,193
200472,61,101,225,193
200473,61,101,225,193
200474,61,101,225,193
200475,61,101,225,193
200476,61,101,225,193
200477,61,101,225,266
200478,61,101,225,266
200479,61,101,225,266
200480,61,101,225,266
200481,61,101,225,266
200482,61,101,225,266
200483,61,101,225,266
200484,61,101,225,266
200485,61,101,225,266
200486,61,101,225,266
200487,61,101,225,266
200488,61,101,225,266
200489,61,101,225,266
200490,61,101,225,266
200491,61,101,225,266
200492,61,101,225,266
200493,55,101,225,266
200494,55,101,225,266
200495,55,101,225,266
200496,55,101,225,266
200497,55,101,225,266
200498,55,101,225,266
200499,55,101,225,266
200500,55,101,65,266
200501,55,101,65,266
200502,55,101,65,266
200503,55,101,65,37
200504,55,101,65,37
200505,55,101,65,37
200506,55,101,65,37
200507,55,101,65,37
200508,55,101,65,37
200509,55,101,65,37
200510,55,101,65,37
200511,55,101,65,37
200512,55,101,65,37
200513,55,101,65,37
200514,55,101,65,37
200515,55,101,65,37
200516,55,101,65,37
200517,55,101,65,37
200518,55,101,65,37
200519,55,101,65,37
200520,55,101,65,37
200521,55,101,65,37
200522,55,101,65,37
200523,55,101,65,37
200524,55,101,65,37
200525,55,101,65,37
200526,55,101,65,37
200527,55,101,65,37
200528,55,101,65,37
200529,55,101,65,37
200530,55,101,65,37
200531,55,102,65,37
200532,55,102,65,37
200533,55,102,65,94
200534,55,102,65,94
200535,55,102,65,94
200536,55,102,65,94
200537,55,102,65,94
200538,55,102,65,94
200539,55,102,65,94
200540,55,102,89,94
200541,55,102,89,94
200542,55,102,89,94
200543,55,102,89,94
200544,55,102,89,94
200545,55,102,89,94
200546,55,102,89,94
200547,55,102,89,94
200548,55,102,89,94
200549,55,102,89,94
200550,55,102,89,94
200551,55,102,89,94
200552,55,102,89,94
200553,55,102,89,94
200554,55,102,89,94
200555,55,102,89,94
200556,55,102,89,94
200557,55,102,89,94
200558,55,102,89,94
200559,55,102,89,94
200560,55,102,89,94
200561,55,102,89,94
200562,55,102,89,482
200563,55,102,89,482
200564,55,102,89,482
200565,55,102,89,482
200566,55,102,89,482
200567,55,102,89,482
200568,55,102,89,150
200569,55,102,89,150
200570,55,102,89,150
200571,55,102,89,150
200572,13,102,89,150
200573,13,102,89,150
200574,13,102,89,150
200575,13,102,89,150
200576,13,102,89,150
200577,13,102,234,150
200578,13,102,234,150
200579,13,102,234,150
200580,13,102,234,150
200581,13,102,234,150
200582,13,102,234,150
200583,13,102,234,150
200584,13,102,234,150
200585,13,102,234,150
200586,13,102,234,150
200587,13,102,234,150
200588,13,102,234,150
200589,13,102,234,150
200590,13,102,234,150
200591,13,102,234,150
200592,13,102,234,2
200593,13,102,234,2
200594,13,102,234,2
200595,13,102,234,2
200596,13,69,234,2
200597,13,69,234,2
200598,13,69,234,2
200599,13,69,234,2
200600,13,69,234,2
200601,13,69,234,85
200602,13,69,234,85
200603,13,69,234,85
200604,13,69,234,85
200605,13,69,234,85
200606,13,69,234,85
200607,13,69,234,85
200608,13,69,234,85
200609,13,69,234,85
200610,13,69,234,85
200611,13,69,234,85
200612,13,69,234,85
200613,13,69,234,85
200614,13,69,234,85
200615,13,69,59,85
200616,13,69,59,85
200617,13,69,59,85
200618,13,69,59,85
200619,13,69,59,85
200620,13,69,59,85
200621,13,69,59,85
200622,13,69,59,85
200623,13,69,33,85
200624,13,69,33,85
200625,13,69,33,85
200626,13,69,33,85
200627,13,69,33,85
200628,13,69,33,85
200629,13,69,33,412
200630,13,69,33,412
200631,13,69,33,412
200632,13,69,33,412
200633,13,69,33,412
200634,13,69,33,412
200635,13,69,33,412
200636,13,69,33,412
200637,13,69,33,412
200638,13,69,33,412
200639,13,69,33,412
200640,13,69,33,412
200641,13,69,33,412
200642,13,69,33,412
200643,13,69,33,412
200644,13,69,33,412
200645,13,69,33,412
200646,13,69,33,412
200647,13,69,33,412
200648,13,69,33,412
200649,13,69,33,412
200650,13,69,33,412
200651,56,69,33,412
200652,56,69,33,412
200653,56,69,33,412
200654,56,69,33,412
200655,56,69,33,412
200656,56,49,33,287
200657,56,49,33,287
200658,56,49,33,287
200659,56,49,33,287
200660,56,49,33,287
200661,56,49,93,287
200662,56,49,93,287
200663,56,49,93,287
200664,56,49,93,287
200665,56,49,93,46
200666,56,49,93,46
200667,56,49,93,46
200668,56,49,93,46
200669,56,49,93,46
200670,56,49,93,46
200671,56,49,93,46
200672,56,49,93,46
200673,56,49,93,46
200674,56,49,93,46
200675,56,49,93,46
200676,56,49,93,46
200677,56,49,93,46
200678,56,49,93,46
200679,56,49,93,46
200680,56,49,93,46
200681,56,49,93,46
200682,56,49,93,46
200683,56,49,93,46
200684,56,49,93,46
200685,56,49,93,46
200686,56,49,93,46
200687,56,49,93,360
200688,56,49,93,360
200689,56,49,93,360
200690,56,49,93,360
200691,56,49,93,360
200692,56,49,93,360
200693,56,49,93,360
200694,56,49,93,360
200695,56,49,93,360
200696,56,49,93,360
200697,56,49,93,360
200698,56,49,93,360
200699,56,49,93,360
200700,56,49,93,360
200701,56,49,178,360
200702,56,49,178,360
200703,56,49,178,360
200704,56,49,178,360
200705,56,49,178,360
200706,56,49,178,360
200707,56,106,178,360
200708,56,106,178,360
200709,56,106,178,360
200710,56,106,178,360
200711,56,106,178,360
200712,56,106,178,360
200713,56,106,178,360
200714,56,106,178,360
200715,56,106,178,223
200716,56,106,178,223
200717,56,106,178,223
200718,56,106,178,223
200719,56,106,178,223
200720,56,106,178,223
200721,56,106,178,223
200722,56,106,178,223
200723,56,106,178,223
200724,56,106,178,223
200725,79,106,178,223
200726,79,106,178,223
200727,79,106,178,223
200728,79,106,178,223
200729,79,106,178,223
200730,79,106,178,223
200731,79,106,178,223
200732,79,106,178,223
200733,79,106,178,223
200734,79,106,178,223
200735,79,106,178,223
200736,79,106,178,223
200737,79,106,178,223
200738,79,106,202,223
200739,79,106,202,223
200740,79,106,202,223
200741,79,106,202,223
200742,79,106,202,364
200743,79,106,202,364
200744,79,106,202,364
200745,79,106,202,480
200746,79,106,202,480
200747,79,106,202,480
200748,79,106,202,480
200749,79,106,202,480
200750,79,106,202,480
200751,79,106,202,480
200752,79,106,202,480
200753,79,106,202,480
200754,79,106,202,480
200755,79,106,202,480
200756,79,106,202,480
200757,79,106,202,480
200758,79,106,202,480
200759,79,106,202,480
200760,79,106,202,480
200761,79,66,202,480
200762,79,66,202,480
200763,79,66,202,480
200764,79,66,202,480
200765,79,66,202,480
200766,79,66,202,480
200767,79,66,202,480
200768,79,66,202,480
200769,79,66,202,480
200770,79,66,202,480
200771,79,66,20,480
200772,79,66,20,77
200773,79,66,20,77
200774,79,66,20,77
200775,79,66,20,77
200776,79,66,20,77
200777,79,66,20,77
200778,79,66,20,77
200779,79,66,20,77
200780,79,66,20,77
200781,79,66,20,77
200782,79,66,20,77
200783,79,66,20,77
200784,79,66,20,77
200785,79,66,20,77
200786,79,66,20,77
200787,79,66,20,77
200788,79,66,20,77
200789,79,66,20,77
200790,79,66,20,77
200791,79,66,20,77
200792,79,66,20,77
200793,79,66,20,77
200794,79,66,20,77
200795,79,66,20,77
200796,79,66,20,77
200797,79,66,20,14
200798,79,66,20,14
200799,79,66,20,14
200800,79,66,20,14
200801,79,66,179,105
200802,79,66,179,105
200803,79,66,179,105
200804,79,66,179,105
200805,79,66,179,105
200806,76,66,179,105
200807,76,66,179,105
200808,76,66,179,105
200809,76,66,179,105
200810,76,66,179,105
200811,76,66,179,105
200812,76,66,179,105
200813,76,66,179,105
200814,76,66,179,105
200815,76,66,179,105
200816,76,66,179,105
200817,76,66,179,105
200818,76,66,179,105
200819,76,79,179,105
200820,76,79,179,105
200821,76,79,179,105
200822,76,79,179,105
200823,76,79,179,105
200824,76,79,179,105
200825,76,79,179,105
200826,76,79,179,260
200827,76,79,179,260
200828,76,79,179,260
200829,76,79,179,260
200830,76,79,179,260
200831,76,79,179,260
200832,76,79,179,260
200833,76,79,179,260
200834,76,79,179,260
200835,76,79,237,260
200836,76,79,237,260
200837,76,79,237,260
200838,76,79,237,260
200839,76,79,237,260
200840,76,79,237,260
200841,76,79,237,260
200842,76,79,237,260
200843,76,79,237,260
200844,76,79,237,260
200845,76,79,237,260
200846,76,79,237,260
200847,76,79,237,260
200848,76,79,237,260
200849,76,79,237,260
200850,76,79,237,260
200851,76,79,237,260
200852,76,79,237,260
200853,76,79,237,260
200854,76,79,237,260
200855,76,79,237,260
200856,76,79,237,260
200857,76,79,237,260
200874,76,79,172,112
200875,76,79,172,112
200876,76,79,172,112
200877,76,79,172,112
200878,76,79,172,112
200879,76,79,172,112
200880,76,79,172,112
200881,7,62,6,12
200882,7,62,6,12
200883,7,62,6,12
200884,7,62,6,12
200885,7,62,6,12
200886,7,62,6,12
200887,7,62,6,12
200888,7,62,6,12
200889,7,62,6,12
200890,7,62,6,12
200891,7,62,6,12
200892,7,62,6,12
200893,7,62,6,12
200894,7,62,6,12
200895,7,62,6,12
200896,7,62,6,12
200897,7,62,6,12
200898,7,62,6,12
200899,7,62,6,12
