am_sid,sciname,common_name,kingdom,phylum,class,iucn_sid,taxa
Fis-28546,Arnoglossus polyspilus,Many-spotted lefteye flounder,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28548,Parabothus kiensis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28549,Psettina iijimae,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-159584,Glaucostegus typus,Giant shovelnose ray,Animalia,Chordata,Elasmobranchii,41849,cart fish
Fis-28552,Rhinobatos thouin,Thouin ray,Animalia,Chordata,Elasmobranchii,60175,cart fish
Fis-35263,Dasyatis fluviorum,Estuary stingray,Animalia,Chordata,Elasmobranchii,41797,cart fish
Fis-28555,Himantura granulata,Mangrove whipray,Animalia,Chordata,Elasmobranchii,161431,cart fish
Fis-35264,Himantura fai,Pink whipray,Animalia,Chordata,Elasmobranchii,161615,cart fish
Fis-35265,Himantura jenkinsii,Jenkins whipray,Animalia,Chordata,Elasmobranchii,161744,cart fish
Fis-28559,Gymnura zonura,Zonetail butterfly ray,Animalia,Chordata,Elasmobranchii,60113,cart fish
Fis-28560,Aetomylaeus maculatus,Mottled eagle ray,Animalia,Chordata,Elasmobranchii,60120,cart fish
Fis-35266,Myripristis chryseres,Yellowfin soldierfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28561,Aetomylaeus milvus,NA,Animalia,Chordata,Elasmobranchii,NA,cart fish
Fis-35267,Luzonichthys earlei,Earle's splitfin,Animalia,Chordata,Actinopterygii,154695,bony fish
Fis-28562,Aetomylaeus vespertilio,Ornate eagle ray,Animalia,Chordata,Elasmobranchii,60121,cart fish
Fis-28563,Aetobatus ocellatus,Ocellated eagle ray,Animalia,Chordata,Elasmobranchii,NA,cart fish
Fis-28564,Parupeneus chrysonemus,Yellow-threaded goatfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28565,Parupeneus porphyreus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35270,Valenciennea alleni,Allen's glidergoby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35272,Valenciennea decora,Decorated glidergoby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35273,Valenciennea limicola,Mud goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35274,Valenciennea parva,Parva goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35276,Valenciennea randalli,Greenband goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28566,Valenciennea immaculata,Red-lined sleeper,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28567,Valenciennea wardii,Ward's sleeper,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28569,Heteroconger hassi,Spotted garden-eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35278,Synodus dermatogenys,Sand lizardfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35279,Belonoperca chabanaudi,Arrowhead soapfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35280,Galaxias truttaceus,Spotted mountain trout,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35281,Prionurus maculatus,Yellowspotted sawtail,Animalia,Chordata,Actinopterygii,178025,bony fish
Fis-35282,Prionurus microlepidotus,Sixplate sawtail,Animalia,Chordata,Actinopterygii,178016,bony fish
Fis-169482,Taeniamia leai,Lea's cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35284,Siphamia mossambica,Sea urchin cardinal,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28570,Cheilodipterus novemstriatus,Indian Ocean twospot cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35285,Cheilodipterus lachneri,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35286,Ecsenius aequalis,Fourline blenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35287,Ecsenius bandanus,Banda comb-tooth,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28572,Ecsenius frontalis,Smooth-fin blenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28573,Ecsenius gravieri,Red Sea mimic blenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35292,Ecsenius trilineatus,Three-lined blenny,Animalia,Chordata,Actinopterygii,154947,bony fish
Fis-35293,Meiacanthus nigrolineatus,Blackline fangblenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35294,Stanulus talboti,Talbot's blenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35295,Synchiropus morrisoni,Morrison's dragonet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28574,Synchiropus splendidus,Mandarinfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28575,Cypho purpurascens,Oblique-lined dottyback,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-160844,Pictichromis paccagnellae,Royal dottyback,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28576,Pseudochromis bitaeniatus,Double-striped dottyback,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28577,Calloplesiops altivelis,Comet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-149781,Lubbockichthys multisquamatus,Fine-scaled dottyback,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35301,Cheilodactylus ephippium,Painted moki,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-163622,Apogonichthyoides timorensis,Timor cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28579,Labracinus cyclophthalmus,Fire-tail devil,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28580,Halichoeres hortulanus,Checkerboard wrasse,Animalia,Chordata,Actinopterygii,187673,bony fish
Fis-28581,Parapercis xanthozona,Yellowbar sandperch,Animalia,Chordata,Actinopterygii,155200,bony fish
Fis-28582,Trichonotus setiger,Spotted sand-diver,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35304,Lachneratus phasmaticus,Phantom cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35306,Gunnellichthys curiosus,Curious wormfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35307,Gunnellichthys monostigma,Onespot wormfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28584,Cryptocentrus fasciatus,Y-bar shrimp goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35313,Canthigaster ocellicincta,Shy toby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28586,Pseudanthias pictilis,Painted anthias,Animalia,Chordata,Actinopterygii,154940,bony fish
Fis-28588,Amblyeleotris aurora,Pinkbar goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35318,Amblyeleotris ogasawarensis,Redspotted shrimpgoby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28590,Pseudanthias ventralis,Longfin anthias,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35319,Trachypoma macracanthus,Toadstool groper,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35320,Gorgasia preclara,Splendid garden eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35321,Heteroconger perissodon,Black garden eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35322,Girella cyanea,Blue drummer,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28592,Scarus hypselopterus,Yellow-tail parrotfish,Animalia,Chordata,Actinopterygii,190761,bony fish
Fis-162928,Manonichthys splendens,Splendid dottyback,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28600,Pseudanthias bartlettorum,Bartletts' anthias,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28602,Choerodon fasciatus,Harlequin tuskfish,Animalia,Chordata,Actinopterygii,187511,bony fish
Fis-28603,Kyphosus sydneyanus,Silver drummer,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35326,Macropharyngodon ornatus,False leopard,Animalia,Chordata,Actinopterygii,187768,bony fish
Fis-28604,Hyporhamphus australis,Eastern sea garfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28605,Pogonoperca punctata,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35327,Cirrhilabrus scottorum,Scott's wrasse,Animalia,Chordata,Actinopterygii,187599,bony fish
Fis-35329,Nemanthias carberryi,Threadfin anthias,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28606,Pseudanthias bimaculatus,Two-spot basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-57922,Pseudanthias pulcherrimus,Resplendent goldie,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35331,Pseudochromis flavivertex,Sunrise dottyback,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28608,Synchiropus picturatus,Picturesque dragonet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35332,Pseudochromis fridmani,Orchid dottyback,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35334,Ostracion cyanurus,Bluetail trunkfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28609,Bodianus loxozonus,Blackfin hogfish,Animalia,Chordata,Actinopterygii,187744,bony fish
Fis-170292,Fibramia thermalis,Half-barred cardinal,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28612,Gonorynchus greyi,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35336,Nemateleotris helfrichi,Helfrichs' dartfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35338,Trimma taylori,Yellow cave goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35339,Myripristis randalli,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35340,Trimma tevegae,Blue-striped cave goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35341,Meiacanthus mossambicus,Mozambique fangblenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28613,Pristilepis oligolepis,Spinyface soldier,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28614,Hypoplectrus puella,Barred hamlet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35346,Choeroichthys cinctus,Barred shortbody pipefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28615,Hypoplectrus chlorurus,Yellowtail hamlet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28616,Hypoplectrus indigo,Indigo hamlet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28617,Scorpaenopsis barbata,Bearded scorpionfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35347,Canthigaster smithae,Bicolored toby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28618,Canthigaster callisterna,Clown toado,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28620,Ptereleotris helenae,Hovering goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28621,Halicampus boothae,Booth;s pipefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28622,Canthigaster margaritata,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-58709,Oxycheilinus mentalis,Mental wrasse,Animalia,Chordata,Actinopterygii,187735,bony fish
Fis-28623,Cheilinus lunulatus,Broomtail wrasse,Animalia,Chordata,Actinopterygii,187618,bony fish
Fis-35351,Cirrhilabrus rubriventralis,Social wrasse,Animalia,Chordata,Actinopterygii,187726,bony fish
Fis-35352,Acanthurus tristis,Indian Ocean mimic surgeonfish,Animalia,Chordata,Actinopterygii,177998,bony fish
Fis-35354,Vanderhorstia ornatissima,Ornate prawn-goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28624,Onuxodon fowleri,Fowler's pearlfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35355,Plagiotremus phenax,Imposter fangblenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28625,Plagiotremus townsendi,Townsend's fangblenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28627,Halichoeres binotopsis,Saowisata wrasse,Animalia,Chordata,Actinopterygii,155238,bony fish
Fis-35356,Halichoeres iridis,NA,Animalia,Chordata,Actinopterygii,187589,bony fish
Fis-28630,Pseudolabrus japonicus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28631,Pseudolabrus luculentus,Orange wrasse,Animalia,Chordata,Actinopterygii,154701,bony fish
Fis-35357,Plectranthias fourmanoiri,Doublespot perchlet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28633,Plectranthias winniensis,Redblotch basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28634,Periophthalmus barbarus,Atlantic mudskipper,Animalia,Chordata,Actinopterygii,182285,bony fish
Fis-50145,Fowlerichthys senegalensis,Senegalese frogfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35371,Myliobatis tenuicaudatus,Eagle ray,Animalia,Chordata,Elasmobranchii,41834,cart fish
Fis-35373,Myxus elongatus,Sand grey mullet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28639,Cymbacephalus beauforti,Crocodile fish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35375,Assessor macneilli,Blue devilfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35377,Canthigaster tyleri,Tyler's toby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-57950,Chlorurus strongylocephalus,Steephead parrotfish,Animalia,Chordata,Actinopterygii,190742,bony fish
Fis-35382,Fusigobius longispinus,Orange-spotted sand-goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28640,Neoodax balteatus,Little weed whiting,Animalia,Chordata,Actinopterygii,190676,bony fish
Fis-28641,Haletta semifasciata,Blue weed whiting,Animalia,Chordata,Actinopterygii,190674,bony fish
Fis-165475,Heteroscarus acroptilus,Rainbow cale,Animalia,Chordata,Actinopterygii,190675,bony fish
Fis-21342,Olisthops cyanomelas,Herring cale,Animalia,Chordata,Actinopterygii,190679,bony fish
Fis-35385,Siphonognathus argyrophanes,Tubemouth,Animalia,Chordata,Actinopterygii,190681,bony fish
Fis-28644,Siphonognathus attenuatus,Slender weed whiting,Animalia,Chordata,Actinopterygii,190682,bony fish
Fis-28645,Siphonognathus beddomei,Pencil weed whiting,Animalia,Chordata,Actinopterygii,154780,bony fish
Fis-28647,Siphonognathus radiatus,Long-rayed weed whiting,Animalia,Chordata,Actinopterygii,190683,bony fish
Fis-28649,Liopropoma maculatum,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28651,Leviprora inops,Longhead flathead,Animalia,Chordata,Actinopterygii,154913,bony fish
Fis-28656,Leptonotus blainvilleanus,Deep-bodied pipefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28657,Semicossyphus darwini,Galápagos sheephead wrasse,Animalia,Chordata,Actinopterygii,183327,bony fish
Fis-28658,Paralabrax albomaculatus,Camotillo,Animalia,Chordata,Actinopterygii,183769,bony fish
Fis-28660,Liopropoma lunulatum,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35391,Diodon nicthemerus,Slender-spined porcupine fish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35392,Acanthoclinus fuscus,Rockfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28661,Liopropoma africanum,African basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28664,Luzonichthys whitleyi,Whitley's splitfin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35399,Cheilodipterus alleni,Allen's cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35400,Cheilodipterus intermedius,Intermediate cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35401,Cheilodipterus nigrotaeniatus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35403,Cheilodipterus persicus,Persian cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28665,Moringua ferruginea,Rusty spaghetti eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28666,Apterichtus klazingai,Sharpsnout snake eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-57981,Priolepis semidoliata,Half-barred goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28668,Brachysomophis cirrocheilos,Stargazer snake eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28669,Brachysomophis crocodilinus,Crocodile snake eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-124167,Callechelys catostoma,Black-striped snake eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28671,Callechelys marmorata,Marbled snake eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35406,Synodus doaki,Arrowtooth lizardfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28672,Diademichthys lineatus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35407,Prionotus miles,Galapagos gurnard,Animalia,Chordata,Actinopterygii,183820,bony fish
Fis-28673,Plectrypops lima,Shy soldier,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35408,Iluocoetes fimbriatus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28674,Hyporhamphus dussumieri,Dussumier's halfbeak,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28675,Neoniphon aurolineatus,Yellowstriped squirrelfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28676,Richardsonichthys leucogaster,Whiteface waspfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35409,Rhinopias aphanes,Lacy scorpionfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28677,Caracanthus unipinna,Pygmy coral croucher,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35410,Neoaploactis tridorsalis,Threefin velvetfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-164871,Sunagocia arenicola,Broadhead flathead,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-21582,Thysanophrys chiltonae,Longsnout flathead,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-156511,Sunagocia otaitensis,Fringelip flathead,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28679,Maynea puncta,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35412,Apogon talboti,Flame cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35413,Pempheris analis,Bronze sweeper,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35414,Pempheris schwenkii,Black-stripe sweeper,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28683,Bathygobius lineatus,Southern frillfin,Animalia,Chordata,Actinopterygii,154657,bony fish
Fis-28685,Prolatilus jugularis,Pacific sandperch,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28686,Seriolella brama,Common warehou,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35417,Seriolella caerulea,White warehou,Animalia,Chordata,Actinopterygii,155281,bony fish
Fis-35418,Kathetostoma giganteum,Giant stargazer,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28687,Seriolella punctata,Silver warehou,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28689,Porichthys porosissimus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28690,Odontesthes incisa,NA,Animalia,Chordata,Actinopterygii,155119,bony fish
Fis-132976,Odontesthes argentinensis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35419,Pinguipes brasilianus,Brazilian sandperch,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35420,Stromateus brasiliensis,Southwest Atlantic butterfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35421,Dules auriga,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28693,Agonopsis chiloensis,Snailfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28694,Choerodon cyanodus,Blue tuskfish,Animalia,Chordata,Actinopterygii,44670,bony fish
Fis-28698,Aldrichetta forsteri,Yellow-eye mullet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35422,Forsterygion lapillum,Common triplefin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35426,Atrobucca brevis,Orange jewfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35427,Rhombosolea leporina,Yellowbelly flounder,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28703,Rhombosolea plebeia,Sand flounder,Animalia,Chordata,Actinopterygii,154914,bony fish
Fis-28704,Colistium guntheri,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28705,Colistium nudipinnis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28706,Latridopsis ciliaris,Blue moki,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35430,Allocyttus niger,Black oreo,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28707,Torquigener tuberculiferus,NA,Animalia,Chordata,Actinopterygii,155079,bony fish
Fis-21617,Myliobatis tobijei,Japanese eagle ray,Animalia,Chordata,Elasmobranchii,NA,cart fish
Fis-28708,Orthopristis cantharinus,Sheephead grunt,Animalia,Chordata,Actinopterygii,183937,bony fish
Fis-35432,Cololabis adocetus,Saury,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-21559,Parabembras curtus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35436,Rogadius patriciae,Black-banded flathead,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35437,Chlorophthalmus acutifrons,Greeneye,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28720,Neobythites sivicola,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-123102,Sargocentron ensifer,Yellow-striped squirrelfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35439,Apogon crassiceps,Transparent cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-62896,Suggrundus meerdervoortii,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35442,Polymixia japonica,Silver eye,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-21581,Ratabulus megacephalus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35443,Apogon erythrinus,Hawaiian ruby cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35444,Sphyraena pinguis,Red barracuda,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-167277,Ostorhinchus chrysotaenia,Yellowlined cardinalfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35447,Callanthias japonicus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
