am_sid,sciname,common_name,kingdom,phylum,class,iucn_sid,taxa
Fis-28189,Zesticelus profundorum,Flabby sculpin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34798,Eustomias achirus,Proud dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34799,Eustomias arborifer,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34800,Eustomias bigelowi,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-159798,Plicofollis argyropleuron,Longsnouted catfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-159784,Netuma bilineata,Bronze catfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34802,Eustomias bimargaritatus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34803,Eustomias braueri,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34804,Eustomias dendriticus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34805,Eustomias enbarbatus,Barbate dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28191,Eustomias filifer,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34806,Eustomias fissibarbis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34809,Eustomias lipochirus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34810,Eustomias longibarba,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34812,Eustomias macrurus,Yellowstem dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34813,Eustomias melanonema,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34815,Eustomias obscurus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34817,Eustomias schmidti,Schmidt's dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34818,Eustomias simplex,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34819,Eustomias spherulifer,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34820,Eustomias tenisoni,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34821,Eustomias tetranema,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28192,Flagellostomias boureei,Longbarb dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28193,Tetraroge barbata,Bearded roguefish,Animalia,Chordata,Actinopterygii,169359,bony fish
Fis-28194,Tetraroge niger,NA,Animalia,Chordata,Actinopterygii,196450,bony fish
Fis-34823,Grammatostomias circularis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-151601,Neovespicula depressifrons,Leaf goblinfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34824,Grammatostomias flagellibarba,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28196,Leptostomias gladiator,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34825,Leptostomias haplocaulus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34826,Leptostomias longibarba,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34827,Melanostomias bartonbeani,Scaleless black dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34828,Melanostomias melanopogon,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34829,Melanostomias niger,Fangtooth dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34830,Melanostomias melanops,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34831,Howella brodiei,Pelagic basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34832,Melanostomias paucilaternatus,Spothead dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28200,Melanostomias tentaculatus,Tentacle dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28201,Pachystomias microdon,Smalltooth dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28202,Meiacanthus anema,Threadless blenny,Animalia,Chordata,Actinopterygii,196307,bony fish
Fis-34834,Photonectes caerulescens,Bulbless dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34836,Photonectes dinema,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34837,Photonectes leucospilus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28203,Photonectes margarita,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34838,Photonectes mirabilis,Blueband dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28204,Butis amboinensis,Olive flathead-gudgeon,Animalia,Chordata,Actinopterygii,196313,bony fish
Fis-28205,Abudefduf concolor,NA,Animalia,Chordata,Actinopterygii,183483,bony fish
Fis-62779,Eleotris acanthopoma,Spinecheek gudgeon,Animalia,Chordata,Actinopterygii,196315,bony fish
Fis-34840,Photonectes parvimanus,Fleshyfin dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34841,Photonectes phyllopogon,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34842,Thysanactis dentex,Broomfin dragonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34843,Caulolatilus hubbsi,Hubbs' tilefish,Animalia,Chordata,Actinopterygii,155036,bony fish
Fis-34844,Bathygobius cyclopterus,Spotted frillgoby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34846,Aristostomias grimaldii,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28208,Glossogobius bicirrhosus,Bearded flathead goby,Animalia,Chordata,Actinopterygii,196327,bony fish
Fis-28209,Hemanthias signifer,Damsel bass,Animalia,Chordata,Actinopterygii,183261,bony fish
Fis-34847,Aristostomias polydactylus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28211,Ichthyocampus carce,NA,Animalia,Chordata,Actinopterygii,172468,bony fish
Fis-34848,Aristostomias tittmanni,Loosejaw,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34849,Aristostomias xenostoma,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28214,Pseudogobius javanicus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28215,Redigobius balteatus,Rhinohorn goby,Animalia,Chordata,Actinopterygii,196351,bony fish
Fis-28216,Redigobius bikolanus,Speckled goby,Animalia,Chordata,Actinopterygii,19388,bony fish
Fis-28218,Abudefduf luridus,Canary damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34854,Idiacanthus fasciola,Ribbon sawtail fish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28224,Caristius macropus,Manefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34857,Bathylagus euryops,Goiter blacksmelt,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34858,Amblyglyphidodon flavilatus,Yellowfin damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34859,Amphiprion allardi,Twobar anemonefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34860,Amphiprion bicinctus,Twoband anemonefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28226,Amphiprion ephippium,Saddle anemonefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34863,Bathysaurus ferox,Deep-sea lizardfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34865,Bathysaurus mollis,Highfin lizardfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34867,Amphiprion sebae,Sebae anemonefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34876,Chromis cadenati,Cadenat's chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28230,Chromis cinerascens,Green puller,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28232,Chromis dasygenys,Blue-spotted chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28233,Chromis dimidiata,Chocolatedip chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28234,Chromis flavicauda,Cobalt chromis,Animalia,Chordata,Actinopterygii,155098,bony fish
Fis-34877,Chromis flavipectoralis,Malayan chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34879,Chromis klunzingeri,Black-headed chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28235,Chromis limbata,Azores chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34881,Chromis limbaughi,Limbaugh's damselfish,Animalia,Chordata,Actinopterygii,183452,bony fish
Fis-28236,Centriscus cristatus,Smooth razorfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34882,Lepidotrigla calodactyla,Drab longfin gurnard,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34883,Callionymus limiceps,Rough-headed dragonet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28238,Bolinichthys indicus,Lanternfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28239,Bolinichthys photothorax,Spurcheek lanternfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-131900,Leucoraja lentiginosa,Freckled skate,Animalia,Chordata,Elasmobranchii,161318,cart fish
Fis-34886,Anguilla dieffenbachii,New Zealand longfin eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28240,Centrobranchus nigroocellatus,Roundnose lanternfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34887,Diaphus bertelseni,Bertelsen's lanternfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34890,Triglops xenostethus,Scaly breasted sculpin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-155845,Triglops jordani,Jordan's sculpin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28255,Uropterygius macularius,Marbled moray,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34916,Lepidotrigla guentheri,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34920,Lepidotrigla microptera,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34924,Malakichthys griseus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28270,Gymnura japonica,Japanese butterflyray,Animalia,Chordata,Elasmobranchii,161630,cart fish
Fis-34925,Chlopsis bicolor,Bicolor eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34928,Amphiprion akindynos,Barrier reef anemonefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28282,Chrysiptera flavipinnis,Yellowfin damselfish,Animalia,Chordata,Actinopterygii,154920,bony fish
Fis-34932,Dascyllus flavicaudus,Yellowtail dascyllus,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28290,Argyrosomus japonicus,Japanese meagre,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28292,Aspericorvina jubata,Prickly croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28293,Dascyllus marginatus,Marginate dascyllus,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28294,Neoglyphidodon oxyodon,Bluestreak damselfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-49992,Nemadactylus douglasii,Porae,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34940,Cheilodactylus spectabilis,Red moki,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28300,Optivus elongatus,Slender roughy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28301,Paratrachichthys trailli,Sandpaper fish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28304,Bovichtus variegatus,Thornfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34956,Kryptophanaron alfredi,Atlantic flashlightfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34960,Anoplogaster brachycera,Shorthorn fangtooth,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28308,Neogobius melanostomus,Round goby,Animalia,Chordata,Actinopterygii,14524,bony fish
Fis-28309,Proterorhinus marmoratus,Tubenose goby,Animalia,Chordata,Actinopterygii,18376,bony fish
Fis-28312,Zebrasoma xanthurum,Yellowtail tang,Animalia,Chordata,Actinopterygii,178009,bony fish
Fis-28313,Glyptauchen panduratus,Goblinfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34964,Ogcocephalus rostellum,Palefin batfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34965,Ogcocephalus pantostictus,Spotted batfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34966,Ogcocephalus declivirostris,Slantbrow batfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28314,Inimicus caledonicus,Chinese ghoul,Animalia,Chordata,Actinopterygii,154827,bony fish
Fis-34974,Austronibea oedogenys,Yellowtail croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-62113,Paracentropogon longispinis,Wispy waspfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34976,Lepophidium staurophor,Barred cusk-eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28321,Johnius trachycephalus,Leaftail croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28323,Otolithoides pama,Pama croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-145702,Scorpaenopsis cirrosa,Weedy stingfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34991,Sebastes oculatus,Patagonian redfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-34992,Synanceia nana,Red Sea stonefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28341,Aetapcus maculatus,Warty prowfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28343,Neopataecus waterhousii,Whiskered prowfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-159777,Neoarius leptaspis,Salmon catfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28346,Cnidoglanis macrocephalus,Cobbler,Animalia,Chordata,Actinopterygii,154627,bony fish
Fis-28351,Paraplotosus albilabris,Whitelipped eel catfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-57913,Oxyporhamphus micropterus,Bigwing halfbeak,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35001,Niphon spinosus,Ara,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35002,Gramma linki,Yellowlined basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35003,Gramma melacara,Blackcap basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35004,Lipogramma anabantoides,Dusky basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35005,Lipogramma evides,Banded basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35007,Lipogramma klayi,Bicolor basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28380,Chirodactylus grandis,Bank steenbras,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35068,Girella simplicidens,Gulf opal eye,Animalia,Chordata,Actinopterygii,154741,bony fish
Fis-28408,Kyphosus elegans,Cortez sea chub,Animalia,Chordata,Actinopterygii,183849,bony fish
Fis-35069,Nansenia candida,Bluethroat argentine,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35070,Neatypus obliquus,Western footballer,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28411,Scorpis violacea,Blue maomao,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-139140,Tilodon sexfasciatus,Moonlighter,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-15686,Selenotoca multifasciata,Spotbanded scat,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35089,Chaetodon fasciatus,Diagonal butterflyfish,Animalia,Chordata,Actinopterygii,165705,bony fish
Fis-28432,Pteraclis velifera,Spotted fanfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28436,Pterycombus petersii,Prickly fanfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35091,Chaetodon larvatus,Hooded butterflyfish,Animalia,Chordata,Actinopterygii,165609,bony fish
Fis-59430,Plagiogeneion rubiginosum,Rubyfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35094,Chaetodon paucifasciatus,Eritrean butterflyfish,Animalia,Chordata,Actinopterygii,165625,bony fish
Fis-35096,Chaetodon semilarvatus,Bluecheek butterflyfish,Animalia,Chordata,Actinopterygii,165670,bony fish
Fis-28451,Decapterus muroadsi,Amberstripe scad,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35097,Heniochus intermedius,Red Sea bannerfish,Animalia,Chordata,Actinopterygii,165691,bony fish
Fis-28456,Johnrandallia nigrirostris,Blacknosed butterflyfish,Animalia,Chordata,Actinopterygii,165633,bony fish
Fis-28467,Serranus flaviventris,Twinspot bass,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28471,Liopropoma carmabi,Candy basslet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28473,Evistias acutirostris,Striped boarfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35121,Paristiopterus gallipavo,Yellowspotted boarfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28475,Paristiopterus labiosus,Giant boarfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28476,Pentaceropsis recurvirostris,Longsnout boarfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35123,Pentaceros decacanthus,Bigspined boarfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35124,Pentaceros japonicus,Japanese armorhead,Animalia,Chordata,Actinopterygii,155222,bony fish
Fis-28479,Zanclistius elevatus,Longfin boarfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35153,Anguilla megastoma,Polynesian longfinned eel,Animalia,Chordata,Actinopterygii,196301,bony fish
Fis-46992,Scombrops oculatus,Atlantic scombrops,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35155,Diaphus mollis,Soft lanternfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-165277,Lampadena atlantica,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-48224,Lestidiops jayakari,Pacific barracudina,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-149838,Stegastes adustus,Dusky damselfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35157,Chromis flavomaculata,Yellow-spotted chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35162,Chromis nigroanalis,Kenyan chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35163,Chromis nigrura,Blacktail chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35164,Chromis notata,Pearl-spot chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28503,Chromis opercularis,Doublebar chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35167,Chromis pembae,Pemba chromis,Animalia,Chordata,Actinopterygii,154856,bony fish
Fis-35170,Chromis trialpha,Trispot chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35171,Chromis westaustralis,West Australian chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35172,Chromis woodsi,Wood's chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35173,Chromis xanthopterygia,Yellowfin chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35174,Chromis xutha,Buff chromis,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28504,Chrysiptera annulata,Footballer demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28505,Chrysiptera galba,Canary demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28506,Dactyloscopus moorei,Speckled stargazer,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35175,Gillellus healae,Masked stargazer,Animalia,Chordata,Actinopterygii,155059,bony fish
Fis-35176,Hypsoblennius invemar,Tessellated blenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-169105,Tigrigobius multifasciatus,Greenbanded goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28508,Ginsburgellus novemlineatus,Nineline goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35178,Barbulifer antennatus,Barbulifer,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28510,Chrysiptera parasema,Goldtail demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28511,Chrysiptera springeri,Springer's demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28512,Chrysiptera taupou,Southseas devil,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28513,Mecaenichthys immaculatus,Immaculate damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28514,Microspathodon bairdii,Bumphead damselfish,Animalia,Chordata,Actinopterygii,183472,bony fish
Fis-28516,Microspathodon dorsalis,Giant damselfish,Animalia,Chordata,Actinopterygii,183825,bony fish
Fis-28517,Neopomacentrus bankieri,Chinese demoiselle,Animalia,Chordata,Actinopterygii,155255,bony fish
Fis-28518,Neopomacentrus filamentosus,Brown demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28519,Neopomacentrus fuliginosus,African demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35182,Neopomacentrus miryae,Miry's demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28520,Neopomacentrus nemurus,Coral demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28521,Neopomacentrus sindensis,Arabian demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35183,Neopomacentrus xanthurus,Red Sea demoiselle,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28522,Nexilosus latifrons,Coquito sergeant,Animalia,Chordata,Actinopterygii,183789,bony fish
Fis-35187,Parma mccullochi,McCulloch's scalyfin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35188,Parma microlepis,White-ear scalyfin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35189,Parma occidentalis,Western scalyfin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35190,Trichopsetta melasma,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28523,Parma unifasciata,Girdled scalyfin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28524,Parma victoriae,Victorian scalyfin,Animalia,Chordata,Actinopterygii,154718,bony fish
Fis-35192,Pomacentrus adelus,Obscure damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35196,Pomacentrus aquilus,Dark damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35198,Hollardia hollardi,Reticulate spikefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35199,Pomacentrus auriventris,Goldbelly damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35200,Pomacentrus azuremaculatus,Bluespotted damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35201,Pomacentrus baenschi,Baensch's damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35202,Pomacentrus caeruleus,Caerulean damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35204,Pomacentrus cuneatus,Wedgespot damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28525,Pomacentrus imitator,Imitator damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35205,Pomacentrus indicus,Indian damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35207,Pomacentrus littoralis,Smoky damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35208,Pomacentrus leptus,Slender damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35209,Pomacentrus melanochir,Indonesian damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35210,Pomacentrus milleri,Miller's damselfish,Animalia,Chordata,Actinopterygii,155304,bony fish
Fis-35214,Pomacentrus similis,Similar damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35215,Pomacentrus stigma,Blackspot damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35216,Luciobrotula bartschi,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35217,Pomacentrus sulfureus,Sulphur damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-137736,Pomacentrus trichrourus,Paletail damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35219,Pomacentrus trilineatus,Threeline damsel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28527,Stegastes acapulcoensis,Acapulco major,Animalia,Chordata,Actinopterygii,183431,bony fish
Fis-28528,Stegastes arcifrons,Island major,Animalia,Chordata,Actinopterygii,183530,bony fish
Fis-28529,Stegastes flavilatus,Beaubrummel,Animalia,Chordata,Actinopterygii,183747,bony fish
Fis-35223,Stegastes imbricatus,Cape Verde gregory,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-150883,Stegastes leucorus,Whitetail major,Animalia,Chordata,Actinopterygii,183963,bony fish
Fis-28532,Stegastes rectifraenum,Cortez damselfish,Animalia,Chordata,Actinopterygii,183586,bony fish
Fis-35229,Heniochus pleurotaenia,Phantom bannerfish,Animalia,Chordata,Actinopterygii,165608,bony fish
Fis-28538,Amphichaetodon howensis,Lord Howe Island butterflyfish,Animalia,Chordata,Actinopterygii,165682,bony fish
Fis-35231,Chaetodon nippon,Japanese butterflyfish,Animalia,Chordata,Actinopterygii,165636,bony fish
Fis-35232,Chaetodon melapterus,Arabian butterflyfish,Animalia,Chordata,Actinopterygii,165724,bony fish
Fis-58068,Chaetodon gardineri,Gardner's butterflyfish,Animalia,Chordata,Actinopterygii,165649,bony fish
Fis-35234,Chaetodon nigropunctatus,Black-spotted butterflyfish,Animalia,Chordata,Actinopterygii,165696,bony fish
Fis-35236,Chaetodon trichrous,Tahiti butterflyfish,Animalia,Chordata,Actinopterygii,165679,bony fish
Fis-143777,Pseudobathylagus milleri,Stout blacksmelt,Animalia,Chordata,Actinopterygii,155009,bony fish
Fis-147731,Lipolagus ochotensis,Eared blacksmelt,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-164166,Bathylagoides wesethi,Snubnose blacksmelt,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35242,Melamphaes acanthomus,Slender bigscale,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28541,Oneirodes acanthias,Spiny dreamer,Animalia,Chordata,Actinopterygii,154663,bony fish
Fis-35245,Neobythites purus,Pure cusk,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35246,Lioscorpius longiceps,Slender scorpionfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35247,Scorpaena izensis,Izu scorpionfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35248,Scorpaena neglecta,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35249,Scorpaenopsis neglecta,Yellowfin scorpionfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35250,Kanekonia queenslandica,Deep velvetfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35251,Sphyraena waitii,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-115260,Acanthaphritis barbata,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35254,Callionymus sublaevis,Australian filamentous dragonet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35255,Arnoglossus elongatus,Long lefteye flounder,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-35256,Arnoglossus japonicus,Japanese lefteye flounder,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-28543,Hoplobrotula armata,Armoured cusk,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-144973,Cymbacephalus bosschei,Small-eyed flathead,Animalia,Chordata,Actinopterygii,NA,bony fish
