speciesid,speccode,genus,species,fbname,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version,expert_id
Fis-4408,4838,Ostorhinchus,fleurieu,Flower cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,154912,LC,2015-2,NA
Fis-31113,4842,Paracheilinus,mccoskeri,McCosker's flasher,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187393,LC,2015-2,NA
Fis-31114,4843,Paracheilinus,carpenteri,Pink flasher,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187514,DD,2015-2,NA
Fis-31115,4844,Paracheilinus,filamentosus,Filamentous wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187403,LC,2015-2,NA
Fis-31118,4849,Pseudojuloides,atavai,Polynesian wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187586,DD,2015-2,NA
Fis-25350,4851,Pseudojuloides,cerasinus,Smalltail wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187626,DD,2015-2,NA
Fis-31123,4855,Halichoeres,chrysus,Canary wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187624,LC,2015-2,NA
Fis-31124,4856,Halichoeres,melasmapomus,Cheekspot wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187564,LC,2015-2,NA
Fis-25351,4857,Halichoeres,argus,Argus wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187451,LC,2015-2,NA
Fis-25352,4858,Halichoeres,melanurus,Tail-spot wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187677,LC,2015-2,7
Fis-25353,4859,Halichoeres,chloropterus,Pastel-green wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187810,LC,2015-2,NA
Fis-21694,4860,Halichoeres,timorensis,Timor wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187545,LC,2015-2,NA
Fis-21695,4861,Halichoeres,podostigma,Axil spot  wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187515,LC,2015-2,NA
Fis-21693,4862,Halichoeres,prosopeion,Twotone wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187438,LC,2015-2,NA
Fis-31125,4863,Labropsis,alleni,Allen's tubelip,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187702,LC,2015-2,NA
Fis-31127,4865,Labropsis,xanthonota,Yellowback tubelip,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187497,LC,2015-2,NA
Fis-21727,4866,Labropsis,manabei,Northern tubelip,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187620,LC,2015-2,NA
Fis-31128,4867,Labropsis,micronesica,Micronesian wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187728,LC,2015-2,NA
Fis-31129,4868,Labropsis,australis,Southern tubelip,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187675,LC,2015-2,NA
Fis-25354,4870,Wetmorella,nigropinnata,Sharpnose wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187407,LC,2015-2,NA
Fis-25355,4871,Xenojulis,margaritaceus,Finspot wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187701,LC,2015-2,NA
Fis-25365,4886,Plectropomus,maculatus,Spotted coralgrouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132818,LC,2015-2,NA
Fis-31132,4888,Anampses,caeruleopunctatus,Bluespotted wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187716,LC,2015-2,7
Fis-31133,4889,Anampses,meleagrides,Spotted wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187723,LC,2015-2,7
Fis-31134,4890,Anampses,neoguinaicus,New Guinea wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187759,LC,2015-2,NA
Fis-31135,4891,Anampses,geographicus,Geographic wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187710,LC,2015-2,NA
Fis-31136,4892,Anampses,femininus,Blue-striped orange tamarin,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187808,LC,2015-2,NA
Fis-31137,4893,Anampses,twistii,Yellowbreasted wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187784,LC,2015-2,NA
Fis-25370,4899,Taenioides,cirratus,Bearded worm goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,196407,DD,2015-2,NA
Fis-25371,4901,Boleophthalmus,boddarti,Boddart's goggle-eyed goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,166990,LC,2015-2,NA
Fis-31145,4917,Anampses,lennardi,Blue and yellow wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187567,LC,2015-2,NA
Fis-31146,4918,Anampses,elegans,Elegant wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187453,LC,2015-2,NA
Fis-25382,4922,Anyperodon,leucogrammicus,Slender grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132787,LC,2015-2,NA
Fis-31150,4923,Epinephelus,merra,Honeycomb grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132788,LC,2015-2,7
Fis-25388,4935,Branchiostegus,semifasciatus,Zebra tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,155239,LC,2015-2,NA
Fis-25389,4936,Cephalopholis,taeniops,Bluespotted seabass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132820,DD,2015-2,NA
Fis-25398,4954,Dasyatis,margarita,Daisy stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,161495,EN,2015-2,NA
Fis-25399,4955,Bodianus,speciosus,Blackbar hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187493,DD,2015-2,NA
Fis-31165,4959,Elops,lacerta,West African ladyfish,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,182549,LC,2015-2,24
Fis-25402,4961,Epinephelus,goreensis,Dungat grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132765,DD,2015-2,NA
Fis-21827,4968,Scarus,flavipectoralis,Yellowfin parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190695,LC,2015-2,NA
Fis-21834,4969,Scarus,rivulatus,Rivulated parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190717,LC,2015-2,NA
Fis-21840,4970,Scarus,globiceps,Globehead parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190694,LC,2015-2,NA
Fis-21841,4971,Scarus,prasiognathos,Singapore parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,154676,LC,2015-2,NA
Fis-21826,4973,Scarus,dimidiatus,Yellowbarred parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190739,LC,2015-2,NA
Fis-25405,4974,Scarus,spinus,Greensnout parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190713,LC,2015-2,NA
Fis-25406,4975,Scarus,schlegeli,Yellowband parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,155290,LC,2015-2,NA
Fis-121729,4976,Chlorurus,bleekeri,Bleeker's parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190744,LC,2015-2,7
Fis-112193,4977,Chlorurus,troschelii,Troschel's parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190741,LC,2015-2,NA
Fis-58516,4978,Chlorurus,japanensis,Palecheek parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190719,LC,2015-2,NA
Fis-5681,4979,Chlorurus,gibbus,Heavybeak parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190753,LC,2015-2,NA
Fis-31171,4981,Scarus,longipinnis,Highfin parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190769,LC,2015-2,NA
Fis-25409,4984,Macropharyngodon,meleagris,Blackspotted wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187692,LC,2015-2,7
Fis-21770,4985,Macropharyngodon,negrosensis,Yellowspotted wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187772,LC,2015-2,NA
Fis-31177,4990,Malacocephalus,occidentalis,Western softhead grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,155265,LC,2015-2,NA
Fis-25412,4996,Mustelus,mustelus,Smooth-hound,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,39358,VU,2015-2,NA
Fis-25414,4998,Paragaleus,pectoralis,Atlantic weasel shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Hemigaleidae,161707,DD,2015-2,NA
Fis-25418,5003,Pomadasys,incisus,Bastard grunt,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,155182,LC,2015-2,7
Fis-131831,5012,Dipturus,doutrei,Violet skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161601,DD,2015-2,7
Fis-31187,5014,Raja,miraletus,Brown ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161599,LC,2015-2,NA
Fis-31188,5015,Raja,straeleni,Spotted skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161586,DD,2015-2,NA
Fis-25424,5016,Rhinobatos,rhinobatos,Common guitarfish,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,63131,EN,2015-2,11
Fis-62889,5017,Rhynchobatus,luebberti,African wedgefish,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,60180,EN,2015-2,11
Fis-25425,5018,Scarus,hoefleri,Guinean parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190703,LC,2015-2,NA
Fis-31194,5023,Elops,senegalensis,Senegalese ladyfish,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,194308,DD,2015-2,NA
Fis-25427,5031,Dalophis,boulengeri,NA,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,181550,LC,2015-2,7
Fis-31209,5041,Uranoscopus,polli,Whitespotted stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,155022,LC,2015-2,NA
Fis-25430,5043,Zanobatus,schoenleinii,Striped panray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,161519,DD,2015-2,7
Fis-31212,5046,Chaetodon,hoefleri,Four-banded butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165700,LC,2015-2,NA
Fis-31217,5053,Harriotta,raleighana,Pacific longnose chimaera,Animalia,Chordata,Holocephali,Chimaeriformes,Rhinochimaeridae,60140,LC,2015-2,NA
Fis-31223,5062,Torpedo,fuscomaculata,Black-spotted torpedo,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,44621,DD,2015-2,NA
Fis-25458,5102,Prognathodes,marcellae,NA,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165674,LC,2015-2,NA
Fis-25462,5106,Cirrhilabrus,cyanopleura,Blueside wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187544,DD,2015-2,7
Fis-31238,5107,Coris,pictoides,Blackstripe coris,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187394,LC,2015-2,NA
Fis-25463,5108,Diproctacanthus,xanthurus,Yellowtail tubelip,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187517,LC,2015-2,7
Fis-25464,5109,Labrichthys,unilineatus,Tubelip wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187631,LC,2015-2,NA
Fis-25470,5120,Chiloscyllium,plagiosum,Whitespotted bambooshark,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,60222,NT,2015-2,7
Fis-31244,5124,Prognichthys,sealei,Sailor flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,183868,LC,2015-2,NA
Fis-25473,5125,Oligolepis,acutipennis,Sharptail goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,61213,DD,2015-2,NA
Fis-31247,5132,Torpedo,marmorata,Marbled electric ray,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,161328,DD,2015-2,NA
Fis-31248,5136,Chaetodon,miliaris,Millet butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165721,LC,2015-2,NA
Fis-31253,5153,Ambassis,interrupta,Long-spined glass perchlet,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,172393,LC,2015-2,NA
Fis-25493,5158,Epinephelus,akaara,Hong Kong grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,43974,EN,2015-2,11
Fis-31271,5198,Sagamichthys,abei,Shining tubeshoulder,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,154750,LC,2015-2,NA
Fis-25561,5321,Genyagnus,monopterygius,Spotted stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,154660,LC,2015-2,NA
Fis-25570,5348,Epinephelus,fasciatus,Blacktip grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132817,LC,2015-2,7
Fis-25571,5349,Epinephelus,cyanopodus,Speckled blue grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132815,LC,2015-2,24
Fis-25572,5350,Epinephelus,maculatus,Highfin grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132723,LC,2015-2,NA
Fis-25575,5353,Epinephelus,morrhua,Comet grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132745,LC,2015-2,NA
Fis-25576,5354,Variola,louti,Yellow-edged lyretail,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132738,LC,2015-2,NA
Fis-25577,5355,Alosa,fallax,Twaite shad,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,904,LC,2015-2,7
Fis-31363,5366,Cephalopholis,igarashiensis,Garish hind,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132791,DD,2015-2,NA
Fis-25586,5367,Epinephelus,areolatus,Areolate grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132774,LC,2015-2,NA
Fis-8339,5374,Stegostoma,fasciatum,Zebra shark,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,41878,VU,2015-2,16
Fis-25603,5399,Taeniura,lymma,Ribbontail stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,39412,NT,2015-2,7
Fis-6035,5400,Urogymnus,asperrimus,Porcupine ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,39413,VU,2015-2,7
Fis-25629,5441,Hydrolagus,affinis,Smalleyed rabbitfish,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,63123,LC,2015-2,NA
Fis-31391,5446,Chaetodon,kleinii,Sunburst butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165628,LC,2015-2,7
Fis-59453,5447,Centropyge,vrolikii,Pearlscale angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,165860,LC,2015-2,7
Fis-25632,5454,Centropyge,bicolor,Bicolor angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,165902,LC,2015-2,7
Fis-143220,5457,Centropyge,flavissima,Lemonpeel angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,165878,LC,2015-2,NA
Fis-143216,5458,Centropyge,bispinosa,Twospined angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,165871,LC,2015-2,NA
Fis-25637,5459,Labroides,dimidiatus,Bluestreak cleaner wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187396,LC,2015-2,7
Fis-31394,5460,Pandaka,pygmaea,Dwarf pygmy goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,15939,CR,2015-2,NA
Fis-31399,5472,Chaetodon,oxycephalus,Spot-nape butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165664,LC,2015-2,NA
Fis-25650,5483,Chelmon,rostratus,Copperband butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165659,LC,2015-2,NA
Fis-31404,5484,Cirrhilabrus,temminckii,Threadfin wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187636,DD,2015-2,NA
Fis-25651,5485,Coris,variegata,Dapple coris,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187379,LC,2015-2,NA
Fis-31406,5492,Raja,microocellata,Small-eyed ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,39400,NT,2015-2,NA
Fis-25659,5497,Bodianus,anthioides,Lyretail hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187715,LC,2015-2,NA
Fis-25660,5498,Bodianus,axillaris,Axilspot hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187516,LC,2015-2,NA
Fis-31407,5499,Bodianus,bimaculatus,Twospot hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187638,LC,2015-2,NA
Fis-25661,5500,Bodianus,diana,Diana's hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187587,LC,2015-2,7
Fis-25662,5501,Bodianus,mesothorax,Splitlevel hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187646,LC,2015-2,7
Fis-25663,5502,Choerodon,anchorago,Orange-dotted tuskfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187578,LC,2015-2,NA
Fis-25664,5503,Rhynchobatus,djiddensis,Giant guitarfish,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,39394,VU,2015-2,NA
Fis-26148,5507,Himantura,uarnak,Honeycomb stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,161692,VU,2015-2,NA
Fis-15849,5508,Gymnura,natalensis,Butterfly ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Gymnuridae,60116,DD,2015-2,NA
Fis-31408,5509,Rhinobatos,annulatus,Lesser sandshark,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,60163,LC,2015-2,NA
Fis-25671,5512,Elops,machnata,Tenpounder,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,172363,LC,2015-2,NA
Fis-25679,5524,Epinephelus,chlorostigma,Brownspotted grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132823,LC,2015-2,NA
Fis-31413,5525,Epinephelus,tukula,Potato grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132773,LC,2015-2,NA
Fis-25689,5537,Bolbometopon,muricatum,Green humphead parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,63571,VU,2015-2,7
Fis-25690,5538,Cetoscarus,bicolor,Bicolour parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190690,LC,2015-2,NA
Fis-25691,5539,Hipposcarus,longiceps,Pacific longnose parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190745,LC,2015-2,NA
Fis-25692,5540,Scarus,altipinnis,Filament-finned parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190726,LC,2015-2,NA
Fis-121730,5541,Scarus,xanthopleura,Red parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190725,LC,2015-2,NA
Fis-123151,5542,Chlorurus,bowersi,Bower's parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190711,NT,2015-2,NA
Fis-31416,5543,Scarus,chameleon,Chameleon parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190707,LC,2015-2,NA
Fis-31417,5544,Scarus,festivus,Festive parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,154677,LC,2015-2,NA
Fis-25694,5545,Scarus,forsteni,Forsten's parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190747,LC,2015-2,NA
Fis-31418,5546,Scarus,frenatus,Bridled parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190755,LC,2015-2,NA
Fis-123152,5547,Chlorurus,frontalis,Pacific slopehead parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190762,LC,2015-2,NA
Fis-31420,5548,Scarus,ghobban,Blue-barred parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190705,LC,2015-2,NA
Fis-31422,5550,Scarus,niger,Dusky parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190740,LC,2015-2,NA
Fis-31423,5551,Scarus,oviceps,Dark capped parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,154960,LC,2015-2,NA
Fis-31424,5553,Scarus,psittacus,Common parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190736,LC,2015-2,7
Fis-31425,5554,Scarus,quoyi,Quoy's parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190708,LC,2015-2,NA
Fis-25696,5555,Scarus,rubroviolaceus,Ember parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190731,LC,2015-2,NA
Fis-63983,5556,Chlorurus,sordidus,Daisy parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190715,LC,2015-2,7
Fis-31427,5557,Chaetodon,auriga,Threadfin butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165631,LC,2015-2,NA
Fis-31428,5558,Chaetodon,baronessa,Eastern triangular butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165692,LC,2015-2,NA
Fis-31429,5559,Chaetodon,bennetti,Bluelashed butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165686,DD,2015-2,NA
Fis-31431,5561,Chaetodon,citrinellus,Speckled butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165668,LC,2015-2,7
Fis-31432,5562,Chaetodon,ephippium,Saddle butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165681,LC,2015-2,7
Fis-31434,5564,Chaetodon,lineolatus,Lined butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165669,LC,2015-2,NA
Fis-25697,5565,Chaetodon,lunula,Raccoon butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165651,LC,2015-2,NA
Fis-31435,5566,Chaetodon,melannotus,Blackback butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165689,LC,2015-2,7
Fis-31436,5567,Chaetodon,mertensii,Atoll butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165615,LC,2015-2,NA
Fis-31437,5568,Chaetodon,meyeri,Scrawled butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165638,LC,2015-2,NA
Fis-31438,5569,Chaetodon,ocellicaudus,Spot-tail butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165676,DD,2015-2,7
Fis-31439,5570,Chaetodon,octofasciatus,Eightband butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165623,LC,2015-2,7
Fis-31440,5571,Chaetodon,punctatofasciatus,Spotband butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165632,LC,2015-2,7
Fis-31441,5572,Chaetodon,quadrimaculatus,Fourspot butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165678,LC,2015-2,NA
Fis-31442,5573,Chaetodon,rafflesii,Latticed butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165680,LC,2015-2,7
Fis-31443,5574,Chaetodon,reticulatus,Mailed butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165713,DD,2015-2,7
Fis-31444,5575,Chaetodon,semeion,Dotted butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165725,LC,2015-2,NA
Fis-31445,5576,Chaetodon,speculum,Mirror butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165694,LC,2015-2,7
Fis-31447,5578,Chaetodon,trifascialis,Chevron butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165712,NT,2015-2,7
Fis-31449,5580,Chaetodon,ulietensis,Pacific double-saddle butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165665,LC,2015-2,NA
Fis-31450,5581,Chaetodon,unimaculatus,Teardrop butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165714,LC,2015-2,7
Fis-31451,5582,Chaetodon,vagabundus,Vagabond butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165630,LC,2015-2,7
Fis-25698,5583,Coradion,chrysozonus,Goldengirdled coralfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165702,LC,2015-2,7
Fis-31452,5584,Forcipiger,flavissimus,Longnose butterfly fish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165716,LC,2015-2,7
Fis-25699,5585,Forcipiger,longirostris,Longnose butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165667,LC,2015-2,24
