iucn_sid,sciname,main_common_name,cat,cat_score,published_year,iucn_version
194432,Plectorhinchus macrolepis,Biglip Grunt,LC,0,2015,2018-1
194433,Plectorhinchus mediterraneus,Rubberlip Grunt,DD,NA,2015,2018-1
194436,Haemulopsis corvinaeformis,Roughneck Grunt,LC,0,2015,2018-1
194437,Pomadasys jubelini,Sompat Grunt,LC,0,2015,2018-1
194440,Pomadasys perotaei,NA,LC,0,2015,2018-1
194441,Pomadasys rogerii,Pigsnout Grunt,LC,0,2015,2018-1
194812,Lepadogaster lepadogaster,Shore Clingfish,LC,0,2011,2018-1
194814,Panturichthys fowleri,Fowler's Shortfaced Eel,DD,NA,2014,2018-1
194815,Ophichthus rufus,Rufus Snake Eel,LC,0,2014,2018-1
194818,Paralepis speciosa,NA,LC,0,2014,2018-1
194819,Coelorinchus mediterraneus,NA,LC,0,2014,2018-1
194821,Eretmophorus kleinenbergi,NA,LC,0,2014,2018-1
194838,Lepidion lepidion,Mediterranean Codling,LC,0,2014,2018-1
194840,Rhynchogadus hepaticus,NA,DD,NA,2014,2018-1
194843,Opeatogenys gracilis,Porte-écuelle grêle,LC,0,2014,2018-1
194844,Notoscopelus elongatus,Pez Linterna Mediterráneo,LC,0,2014,2018-1
194845,Grammonus ater,Fanfre Noir,LC,0,2014,2018-1
194847,Ophidion rochei,NA,DD,NA,2011,2018-1
194848,Parophidion vassali,Donzelle à Nageoires Rouges,DD,NA,2011,2018-1
194850,Nansenia iberica,NA,DD,NA,2014,2018-1
194857,Callionymus fasciatus,Banded Dragonet,LC,0,2014,2018-1
194859,Microichthys coccoi,NA,LC,0,2014,2018-1
194860,Microichthys sanzoi,NA,DD,NA,2014,2018-1
194862,Buenia affinis,De Buen's Goby,LC,0,2014,2018-1
194863,Chromogobius zebratus,Kolombatovic's Goby,LC,0,2014,2018-1
194865,Corcyrogobius liechtensteini,Liechtenstein's Goby,LC,0,2014,2018-1
194867,Didogobius bentuvii,Ben-Tuvia's Goby,DD,NA,2014,2018-1
194868,Didogobius schlieweni,Gobie Nain à Taches Blanches,LC,0,2014,2018-1
194869,Didogobius splechtnai,Splechtna’s Goby,LC,0,2014,2018-1
194872,Gobius ater,Bellotti's Goby,LC,0,2014,2018-1
194873,Gobius bucchichi,Bucchich's Goby,LC,0,2011,2018-1
194874,Gobius geniporus,Slender Goby,LC,0,2014,2018-1
194875,Gobius kolombatovici,NA,LC,0,2014,2018-1
194876,Gobius strictus,Schmidt's Goby,DD,NA,2011,2018-1
194877,Gobius vittatus,Striped Goby,LC,0,2014,2018-1
194879,Millerigobius macrocephalus,Gobie Nain à Grosse Tête,LC,0,2014,2018-1
194881,Odondebuenia balearica,Coralline Goby,LC,0,2014,2018-1
194882,Pomatoschistus bathi,Gobi de Bath,LC,0,2014,2018-1
194883,Pomatoschistus knerii,Kner's Goby,LC,0,2014,2018-1
194884,Pomatoschistus quagga,Quagga Goby,LC,0,2014,2018-1
194885,Pomatoschistus tortonesei,Tortonese's Goby,EN,0.6,2014,2018-1
194887,Pseudaphya ferreri,Ferrer's Goby,LC,0,2014,2018-1
194889,Speleogobius trigloides,Grotto Goby,LC,0,2014,2018-1
194891,Thorogobius macrolepis,Large-scaled Goby,LC,0,2014,2018-1
194893,Zebrus zebrus,Zebra Goby,LC,0,2014,2018-1
194894,Kuhlia rubens,NA,DD,NA,2011,2018-1
194897,Arnoglossus kessleri,Scaldback,DD,NA,2014,2018-1
194898,Solea aegyptiaca,Egyptian Sole,LC,0,2014,2018-1
194900,Eutelichthys leptochirus,NA,DD,NA,2014,2018-1
194901,Paraliparis murieli,NA,DD,NA,2014,2018-1
194903,Syngnathus taenionotus,Darkflank Pipefish,DD,NA,2016,2018-1
194904,Syngnathus tenuirostris,Narrow-snouted Pipefish,DD,NA,2014,2018-1
194960,Gouania willdenowi,Blunt-snouted Clingfish,LC,0,2014,2018-1
194967,Chlopsis bicolor,Bicoloured False Moray,LC,0,2015,2018-1
194968,Ariosoma balearicum,Bandtooth Conger,LC,0,2015,2018-1
194969,Conger conger,Conger Eel,LC,0,2015,2018-1
194971,Cynoponticus ferox,Guinea Pike Conger,LC,0,2015,2018-1
194973,Gymnothorax unicolor,Brown Moray,LC,0,2015,2018-1
194974,Muraena helena,Black Moray,LC,0,2015,2018-1
194980,Apterichtus anguiformis,Slender Finless Eel,LC,0,2015,2018-1
194981,Apterichtus caecus,European Finless Eel,LC,0,2015,2018-1
194984,Echelus myrus,Painted Eel,LC,0,2015,2018-1
194986,Ophisurus serpens,Serpent Eel,LC,0,2015,2018-1
194989,Dysomma brevirostre,Pignosed Arrowtooth Eel,LC,0,2015,2018-1
194998,Lestidiops sphyrenoides,Barracudina,LC,0,2015,2018-1
195003,Halobatrachus didactylus,Lusitanian Toadfish,LC,0,2015,2018-1
195021,Sprattus fuegensis,Fuegian Sprat,LC,0,2017,2018-1
195038,Lampris guttatus,Opah,LC,0,2015,2018-1
195074,Macrodon ancylodon,King Weakfish,LC,0,2015,2018-1
195075,Menticirrhus americanus,Southern Kingfish,LC,0,2015,2018-1
195076,Micropogonias furnieri,Whitemouth Croaker,LC,0,2015,2018-1
195091,Brama brama,Atlantic Pomfret,LC,0,2015,2018-1
195093,Helicolenus dactylopterus,Blackbelly Rosefish,LC,0,2015,2018-1
195097,Seriola lalandi,Yellowtail Amberjack,LC,0,2015,2018-1
195098,Trachurus lathami,Horse Mackerel,LC,0,2015,2018-1
195100,Hippocampus patagonicus,Patagonian Seahorse,VU,0.4,2017,2018-1
195420,Galearctus avulsus,NA,LC,0,2011,2018-1
195489,Chlamydoselachus africana,Southern African Frilled Shark,DD,NA,2004,2018-1
195501,Ambassis macracanthus,Estuarine Glass Perchlet,DD,NA,2012,2018-1
195503,Anguilla celebesensis,Celebes Longfin Eel,NT,0.2,2014,2018-1
195512,Awaous flavus,Candy Cane Goby,LC,0,2015,2018-1
195513,Bathygobius geminatus,Twin-spotted Frillfin,DD,NA,2015,2018-1
195643,Chilorhinus suensonii,Seagrass Eel,LC,0,2015,2018-1
195645,Chlopsis dentatus,Mottled False Moray,DD,NA,2015,2018-1
195647,Chlopsis olokun,NA,LC,0,2015,2018-1
195651,Kaupichthys hyoproroides,Plain False Moray,LC,0,2015,2018-1
195656,Panturichthys isognathus,Mud Eel,LC,0,2015,2018-1
195657,Panturichthys longus,NA,LC,0,2015,2018-1
195658,Panturichthys mauritanicus,Mauritanian Shortface Eel,LC,0,2015,2018-1
195661,Pythonichthys sanguineus,Caribbean Mud Eel,LC,0,2015,2018-1
195672,Anarchias longicauda,NA,LC,0,2015,2018-1
195674,Anarchias similis,Pygmy Moray,LC,0,2015,2018-1
195680,Echidna catenata,Chain Moray,LC,0,2015,2018-1
195684,Echidna peli,Pebbletooth Moray,LC,0,2015,2018-1
195688,Enchelycore anatina,Fangtooth Moray,LC,0,2015,2018-1
195691,Enchelycore carychroa,Caribbean Chestnut Moray,LC,0,2015,2018-1
195694,Enchelycore nigricans,Viper Moray,LC,0,2015,2018-1
195701,Gymnothorax afer,Dark Moray,LC,0,2015,2018-1
195708,Gymnothorax bacalladoi,NA,DD,NA,2015,2018-1
195731,Gymnothorax funebris,Green Moray,LC,0,2015,2018-1
195738,Gymnothorax hubbsi,Lichen Moray,LC,0,2015,2018-1
195744,Gymnothorax kolpos,Blacktail Moray,LC,0,2015,2018-1
195748,Gymnothorax mareei,Spotjaw Moray,LC,0,2015,2018-1
195756,Gymnothorax miliaris,Bastard Eel,LC,0,2015,2018-1
195762,Gymnothorax moringa,Spotted Moray,LC,0,2015,2018-1
195771,Gymnothorax ocellatus,Caribbean Ocellated Moray,LC,0,2015,2018-1
195780,Gymnothorax polyuranodon,Freshwater Moray,LC,0,2012,2018-1
195796,Gymnothorax saxicola,Honeycomb Moray,LC,0,2015,2018-1
195805,Gymnothorax vicinus,Brown Conger,LC,0,2015,2018-1
195810,Muraena augusti,Morena,LC,0,2015,2018-1
195811,Muraena pavonina,Whitespot Moray,LC,0,2015,2018-1
195812,Muraena retifera,Reticulate Moray,LC,0,2015,2018-1
195813,Muraena robusta,Stout Moray,LC,0,2015,2018-1
195825,Uropterygius macularius,Marbled Moray,LC,0,2015,2018-1
195833,Myroconger compressus,Red Eel,DD,NA,2015,2018-1
195839,Aldrovandia rostrata,NA,LC,0,2015,2018-1
195840,Halosauropsis macrochir,Abyssal Halosaur,LC,0,2015,2018-1
195841,Halosaurus attenuatus,NA,LC,0,2015,2018-1
195843,Halosaurus johnsonianus,Halosaur,LC,0,2015,2018-1
195844,Halosaurus ovenii,Oven's Halosaur,LC,0,2015,2018-1
195852,Notacanthus chemnitzii,Cosmopolitan Spineback,LC,0,2015,2018-1
195871,Bathygobius antilliensis,Antilles Frillfin,LC,0,2015,2018-1
195872,Bathygobius lacertus,Checkerboard Frillfin Goby,LC,0,2015,2018-1
195873,Elacatinus colini,Belize Sponge Goby,LC,0,2015,2018-1
195874,Elacatinus lobeli,Caribbean Neon Goby,NT,0.2,2015,2018-1
195875,Elacatinus serranilla,Serranilla Goby,LC,0,2015,2018-1
195877,Ptereleotris randalli,Brazilian Dartfish,LC,0,2015,2018-1
195879,Derilissus nanus,Dwarf Clingfish,DD,NA,2015,2018-1
195880,Tomicodon briggsi,Broadhead Clingfish,LC,0,2015,2018-1
195881,Tomicodon reitzae,Reitz's Clingfish,LC,0,2015,2018-1
195883,Eucinostomus havana,Bigeye Mojarra,LC,0,2015,2018-1
195884,Gramma dejongi,Cuban Gramma,DD,NA,2015,2018-1
195885,Apogon axillaris,NA,LC,0,2015,2018-1
195886,Apogon imberbis,Cardinal Fish,LC,0,2015,2018-1
196012,Gerres simillimus,NA,LC,0,2010,2018-1
196042,Eptatretus rubicundus,NA,DD,NA,2011,2018-1
196301,Anguilla megastoma,Pacific Long-finned Eel,DD,NA,2014,2018-1
196302,Anguilla obscura,Pacific Shortfin Eel,DD,NA,2014,2018-1
196305,Apogon amboinensis,Ambon Cardinalfish,DD,NA,2012,2018-1
196312,Belobranchus belobranchus,Throatspine Gudgeon,DD,NA,2012,2018-1
196313,Butis amboinensis,Ambon Gudgeon,LC,0,2012,2018-1
196315,Eleotris acanthopoma,Spine-cheek Gudgeon,LC,0,2012,2018-1
196317,Giuris margaritacea,Snakehead Gudgeon,LC,0,2017,2018-1
196318,Stolephorus indicus,Indian Anchovy,LC,0,2017,2018-1
196319,Thryssa baelama,Baelama Anchovy,LC,0,2017,2018-1
196324,Awaous acritosus,Roman Nose Goby,LC,0,2012,2018-1
196325,Awaous melanocephalus,Largesnout Goby	,DD,NA,2016,2018-1
196327,Glossogobius bicirrhosus,Bearded Flathead Goby,LC,0,2012,2018-1
196334,Mangarinus waterousi,NA,DD,NA,2012,2018-1
196335,Mugilogobius cavifrons,Bandfin Mangrove Goby,LC,0,2012,2018-1
196336,Mugilogobius notospilus,Pacific Mangrove Goby,LC,0,2012,2018-1
196337,Mugilogobius fusculus,Obscure Mangrove Goby,DD,NA,2012,2018-1
196338,Oligolepis stomias,Plain Teardrop Goby,DD,NA,2012,2018-1
196339,Parioglossus formosus,NA,LC,0,2012,2018-1
196341,Parioglossus lineatus,NA,DD,NA,2012,2018-1
196342,Parioglossus marginalis,Dart Goby,DD,NA,2014,2018-1
196343,Parioglossus palustris,NA,LC,0,2012,2018-1
196344,Parioglossus rainfordi,NA,LC,0,2012,2018-1
196345,Parioglossus raoi,Yellow Dartfish,LC,0,2012,2018-1
196347,Parioglossus triquetrus,NA,DD,NA,2012,2018-1
196350,Pseudogobius poicilosoma,Northern Fatnose Goby,LC,0,2012,2018-1
196351,Redigobius balteatus,Girdled Goby,LC,0,2017,2018-1
196352,Redigobius chrysosoma,Spotfin Goby,LC,0,2012,2018-1
196367,Sicyopterus ouwensi,NA,DD,NA,2012,2018-1
196371,Sicyopterus lagocephalus,NA,LC,0,2012,2018-1
196382,Stenogobius genivittatus,NA,LC,0,2012,2018-1
196384,Stenogobius keletaona,NA,VU,0.4,2012,2018-1
196385,Stenogobius laterisquamatus,NA,LC,0,2012,2018-1
196407,Taenioides cirratus,Whiskered Eel Goby,DD,NA,2012,2018-1
196408,Plectorhinchus gibbosus,Brown Sweetlips,LC,0,2012,2018-1
196409,Zenarchopterus caudovittatus,NA,DD,NA,2012,2018-1
196410,Zenarchopterus gilli,NA,LC,0,2012,2018-1
196411,Kuhlia malo,NA,DD,NA,2012,2018-1
196412,Kuhlia mugil,NA,LC,0,2012,2018-1
196413,Kuhlia munda,Silver Flagtail,DD,NA,2012,2018-1
196417,Leiognathus equulus,Common Ponyfish,LC,0,2017,2018-1
196422,Crenimugil heterocheilos,Half Fringelip Mullet,LC,0,2012,2018-1
196426,Lamnostoma orientalis,Oriental Snake Eel,LC,0,2012,2018-1
196427,Lamnostoma polyophthalma,Ocellated Sand-eel,LC,0,2012,2018-1
196436,Siganus vermiculatus,Vermiculated Spinefoot,LC,0,2012,2018-1
196438,Pardachirus poropterus,Mottled Sole,DD,NA,2012,2018-1
196440,Hippichthys albomaculosus,NA,DD,NA,2017,2018-1
196441,Microphis argulus,Flat-nosed Pipefish,LC,0,2017,2018-1
196445,Microphis mento,Red Pipefish,LC,0,2016,2018-1
196447,Mesopristes argenteus,Silver Grunter,LC,0,2012,2018-1
196448,Mesopristes cancellatus,Tapiroid Grunter,LC,0,2012,2018-1
196450,Tetraroge niger,NA,LC,0,2012,2018-1
196451,Toxotes jaculatrix,Banded Archerfish,LC,0,2012,2018-1
196672,Opsanus pardus,Leopard Toadfish,LC,0,2015,2018-1
196674,Neoopisthopterus cubanus,Cuban Longfin Herring,VU,0.4,2015,2018-1
196681,Ogcocephalus declivirostris,Slantbrown Batfish,LC,0,2015,2018-1
196683,Gunterichthys longipenis,Gold Brotula,LC,0,2015,2018-1
196689,Microdesmus lanceolatus,Lancetail Wormfish,LC,0,2015,2018-1
196690,Cynoscion arenarius,Sand Seatrout,LC,0,2015,2018-1
196693,Gymnachirus texae,Gulf of Mexico Fringed Sole,LC,0,2015,2018-1
196694,Citharichthys abbotti,Veracruz Whiff,LC,0,2015,2018-1
196695,Prionotus longispinosus,Bigeye Searobin,LC,0,2015,2018-1
196696,Prionotus paralatus,Mexican Searobin,LC,0,2015,2018-1
196806,Bagre marinus,Gafftopsail Sea Catfish,LC,0,2015,2018-1
196813,Carlarius heudelotii,Smoothmouth Sea Catfish,LC,0,2015,2018-1
196814,Carlarius latiscutatus,Rough-head Sea Catfish,DD,NA,2015,2018-1
196815,Carlarius parkii,Guinean Sea Catfish,LC,0,2015,2018-1
196818,Cathorops arenatus,Yellow Sea Catfish,LC,0,2015,2018-1
196819,Cathorops belizensis,Belize Sea Catfish,DD,NA,2015,2018-1
196820,Cathorops higuchii,Higuchi's Sea Catfish,LC,0,2015,2018-1
197018,Notarius grandicassis,Thomas Sea Catfish,LC,0,2015,2018-1
197019,Notarius neogranatensis,Caribbean Sculptured Sea Catfish,VU,0.4,2015,2018-1
197031,Sciades passany,Passany Sea Catfish,DD,NA,2015,2018-1
197043,Liza falcipinnis,Sicklefin Mullet,DD,NA,2015,2018-1
197044,Liza grandisquamis,Largescaled Mullet,DD,NA,2015,2018-1
197047,Chelon melinopterus,Otomebora Mullet,LC,0,2017,2018-1
197048,Liza persicus,Persian Mullet,DD,NA,2015,2018-1
197056,Mugil bananensis,Banana Mullet,LC,0,2015,2018-1
197058,Mugil capurrii,Leaping African Mullet,LC,0,2015,2018-1
197060,Mugil rubrioculus,Redeye Mullet,LC,0,2015,2018-1
197076,Valamugil robustus,Robust Mullet,LC,0,2017,2018-1
197078,Amphiarius phrygiatus,Kukwari Sea Catfish,LC,0,2015,2018-1
197079,Notarius rugispinis,Softhead Sea Catfish,LC,0,2015,2018-1
197275,Geotria australis,Pouched Lamprey,DD,NA,2014,2018-1
197277,Galaxias brevipinnis,Broad-finned galaxias,LC,0,2014,2018-1
197278,Galaxias fasciatus,Banded Kokopu,LC,0,2014,2018-1
197279,Galaxias maculatus,Inanga,LC,0,2014,2018-1
197304,Rhombosolea retiaria,Black Flounder,DD,NA,2014,2018-1
197319,Gobiomorphus cotidianus,Common Bully,LC,0,2014,2018-1
197320,Gobiomorphus gobioides,Giant Bully,LC,0,2014,2018-1
197321,Gobiomorphus hubbsi,Bluegill Bully,VU,0.4,2014,2018-1
197322,Gobiomorphus huttoni,Redfin Bully,NT,0.2,2014,2018-1
197325,Retropinna retropinna,Common Smelt,LC,0,2014,2018-1
197327,Stokellia anisodon,Stokells Smelt,LC,0,2014,2018-1
197330,Cheimarrichthys fosteri,Torrentfish,VU,0.4,2014,2018-1
198547,Bathysolea profundicola,Deepwater Sole,LC,0,2015,2018-1
198550,Pomatoschistus pictus,Painted Goby,LC,0,2014,2018-1
198551,Serranus cabrilla,Comber,LC,0,2015,2018-1
198552,Pomatoschistus norvegicus,Norway Goby,LC,0,2014,2018-1
198553,Pegusa lascaris,Sand Sole,LC,0,2015,2018-1
198554,Callionymus reticulatus,Reticulated Dragonet,LC,0,2014,2018-1
198555,Epigonus constanciae,Constance Deepwater Cardinalfish,LC,0,2015,2018-1
198556,Arnoglossus thori,Thor's Scaldfish,DD,NA,2015,2018-1
198557,Capros aper,Boarfish,LC,0,2015,2018-1
198558,Priacanthus arenatus,Atlantic Bigeye,LC,0,2015,2018-1
198559,Physiculus dalwigki,Black Codling,LC,0,2015,2018-1
198560,Scorpaena elongata,Slender Rockfish,LC,0,2015,2018-1
198561,Kyphosus sectatrix,Bermuda Sea Chub,LC,0,2015,2018-1
198562,Merluccius merluccius,European Hake,LC,0,2016,2018-1
198563,Stomias boa,Boa Dragonfish,LC,0,2015,2018-1
198565,Sphyraena sphyraena,European Barracuda,LC,0,2015,2018-1
198570,Gobius niger,Black Goby,LC,0,2015,2018-1
198571,Centrolophus niger,Rudderfish,LC,0,2015,2018-1
198577,Hyporhamphus picarti,African Halfbeak,LC,0,2015,2018-1
198579,Hoplostethus mediterraneus,Silver Roughy,LC,0,2015,2018-1
198580,Sardina pilchardus,European Pilchard,LC,0,2015,2018-1
198581,Sardinella aurita,Round Sardinella,LC,0,2015,2018-1
198582,Sardinella maderensis,Madeiran Sardinella,VU,0.4,2015,2018-1
198585,Merlangius merlangus,Whiting,LC,0,2014,2018-1
198589,Gaidropsarus granti,Azores Rockling,DD,NA,2015,2018-1
198590,Gaidropsarus vulgaris,Three-bearded Rockling,LC,0,2014,2018-1
198592,Molva macrophthalma,Spanish Ling,LC,0,2014,2018-1
198596,Hymenocephalus italicus,Glasshead Grenadier,LC,0,2015,2018-1
198597,Nezumia aequalis,Common Atlantic Grenadier,LC,0,2015,2018-1
198598,Nezumia sclerorhynchus,Roughtip Grenadier,LC,0,2015,2018-1
198599,Trachyrincus scabrus,Roughsnout Grenadier,LC,0,2015,2018-1
198600,Gadella maraldi,Gadella,LC,0,2015,2018-1
198601,Lepidion guentheri,Morid Cod,LC,0,2014,2018-1
198602,Mora moro,Common Mora,LC,0,2015,2018-1
198604,Phycis phycis,Forkbeard,LC,0,2015,2018-1
198608,Trachipterus trachypterus,Mediterranean Dealfish,LC,0,2015,2018-1
198609,Lophius budegassa,Black-bellied Angler,DD,NA,2015,2018-1
198610,Lophius piscatorius,Angler fish,LC,0,2015,2018-1
198616,Gonichthys cocco,Cocco's Lanternfish,LC,0,2015,2018-1
198617,Hygophum hygomii,Bermuda Lantern Fish,LC,0,2015,2018-1
198618,Lampanyctus crocodilus,Jewel Lanternfish,LC,0,2015,2018-1
198619,Lampanyctus pusillus,Pygmy Lanternfish,LC,0,2015,2018-1
198620,Lobianchia dofleini,Dofleini's Lantern Fish,LC,0,2015,2018-1
198621,Notoscopelus bolini,Lanternfish,LC,0,2015,2018-1
198626,Alepocephalus rostratus,Risso's Smooth-head,LC,0,2015,2018-1
198627,Glossanodon leioglossus,Smalltoothed Argentine,LC,0,2015,2018-1
198628,Microstoma microstoma,Slender Smallmouth,LC,0,2015,2018-1
198630,Gymnammodytes cicerelus,Mediterranean Sand Eel,LC,0,2015,2018-1
198633,Callanthias ruber,Parrot Seaperch,LC,0,2015,2018-1
198634,Callionymus lyra,Dragonet,LC,0,2015,2018-1
198635,Callionymus maculatus,Spotted Dragonet,LC,0,2015,2018-1
198636,Callionymus pusillus,Sailfin Dragonet,LC,0,2014,2018-1
198637,Callionymus risso,Risso’s Dragonet,LC,0,2014,2018-1
198638,Synchiropus phaeton,Phaeton Dragonet,LC,0,2015,2018-1
198640,Campogramma glaycos,Vadigo,LC,0,2015,2018-1
198641,Caranx rhonchus,False Scad,LC,0,2015,2018-1
198642,Lichia amia,Leerfish,LC,0,2015,2018-1
198643,Seriola dumerili,Greater Amberjack,LC,0,2015,2018-1
198644,Trachinotus ovatus,Pompano,LC,0,2015,2018-1
198645,Trachurus mediterraneus,Mediterranean Horse Mackerel,LC,0,2015,2018-1
198646,Trachurus picturatus,Blue Jack Mackerel,LC,0,2015,2018-1
198647,Trachurus trachurus,Atlantic Horse Mackerel,VU,0.4,2015,2018-1
198649,Cepola macrophthalma,Red Bandfish,LC,0,2015,2018-1
198650,Remora australis,Whalesucker,LC,0,2015,2018-1
198651,Remora remora,Common Remora,LC,0,2015,2018-1
198652,Epigonus denticulatus,Pencil Cardinal,LC,0,2015,2018-1
198653,Epigonus telescopus,Cardinal Fish,LC,0,2015,2018-1
198654,Crystallogobius linearis,Crystal Goby,LC,0,2014,2018-1
198655,Deltentosteus collonianus,Toothed Goby,LC,0,2014,2018-1
198657,Gobius auratus,Golden Goby,LC,0,2014,2018-1
198659,Gobius couchi,Couch's Goby,LC,0,2014,2018-1
198660,Gobius cruentatus,Red-mouthed Goby,LC,0,2015,2018-1
198662,Gobius paganellus,Rock Goby,LC,0,2015,2018-1
198663,Gobius roulei,Roule's Goby,LC,0,2014,2018-1
198664,Lebetus guilleti,Guillet's Goby,LC,0,2014,2018-1
198665,Lesueurigobius friesii,Frie's Goby,LC,0,2015,2018-1
198667,Pomatoschistus marmoratus,Marbled Goby,LC,0,2014,2018-1
198668,Pomatoschistus minutus,Sand Goby,LC,0,2014,2018-1
198669,Thorogobius ephippiatus,Leopard-spotted Goby,LC,0,2014,2018-1
198670,Lobotes surinamensis,Atlantic Tripletail,LC,0,2015,2018-1
198671,Dicentrarchus punctatus,Spotted Seabass,LC,0,2015,2018-1
198673,Mullus barbatus,Red Mullet,LC,0,2015,2018-1
198674,Mullus surmuletus,Striped Red Mullet,LC,0,2015,2018-1
198675,Cubiceps capensis,Cape Fathead,LC,0,2015,2018-1
198676,Cubiceps gracilis,Longfin Cigarfish,LC,0,2015,2018-1
198706,Argyrosomus regius,Meagre,LC,0,2015,2018-1
198707,Sciaena umbra,Brown Meagre,NT,0.2,2015,2018-1
198708,Umbrina canariensis,Canary Drum,LC,0,2015,2018-1
198710,Umbrina ronchus,Fusca Drum,DD,NA,2015,2018-1
198711,Anthias anthias,Swallowtail Seaperch,LC,0,2015,2018-1
198712,Serranus hepatus,Brown Comber,LC,0,2015,2018-1
198713,Serranus scriba,Painted Comber,LC,0,2015,2018-1
198714,Sphyraena viridensis,Yellowmouth Barracuda,LC,0,2015,2018-1
198715,Stromateus fiatola,Blue Butterfish,LC,0,2015,2018-1
198716,Tetragonurus cuvieri,Smalleye Squaretail,LC,0,2015,2018-1
198718,Trachinus araneus,Spotted Weever,LC,0,2015,2018-1
198719,Trachinus draco,Greater Weever,LC,0,2015,2018-1
198720,Trachinus radiatus,Starry Weever,LC,0,2015,2018-1
198721,Lepidopus caudatus,Silver Scabbardfish,DD,NA,2015,2018-1
198722,Uranoscopus scaber,Atlantic Stargazer,LC,0,2015,2018-1
198723,Melanostigma atlanticum,Atlantic Soft Pout,LC,0,2015,2018-1
198724,Arnoglossus laterna,Mediterranean Scaldfish,LC,0,2015,2018-1
198725,Bothus podas,Wide-eyed Flounder,LC,0,2015,2018-1
198726,Citharus linguatula,Spotted Flounder,LC,0,2015,2018-1
198727,Symphurus ligulatus,Elongate Tonguesole,LC,0,2015,2018-1
198728,Symphurus nigrescens,Tonguesole,LC,0,2015,2018-1
198734,Microchirus azevia,Bastard Sole,DD,NA,2015,2018-1
198735,Microchirus ocellatus,Foureyed Sole,DD,NA,2015,2018-1
198736,Microchirus variegatus,Thickback Sole,LC,0,2015,2018-1
198737,Monochirus hispidus,Whiskered Sole,LC,0,2015,2018-1
198739,Solea solea,Dover Sole,DD,NA,2015,2018-1
198740,Synapturichthys kleinii,Klein's Sole,DD,NA,2015,2018-1
198741,Taurulus bubalis,Longspined Bullhead,LC,0,2014,2018-1
198742,Peristedion cataphractum,African Armoured Searobin,LC,0,2015,2018-1
198743,Pontinus kuhlii,Offshore Rockfish,DD,NA,2015,2018-1
198744,Scorpaena loppei,Cadenat's Rockfish,LC,0,2015,2018-1
198745,Scorpaena maderensis,Madeira Rockfish,LC,0,2015,2018-1
198746,Scorpaena notata,Red Scorpionfish,LC,0,2015,2018-1
198747,Scorpaena porcus,Black Scorpionfish,LC,0,2015,2018-1
198748,Scorpaena scrofa,Red Scorpionfish,LC,0,2015,2018-1
198750,Chelidonichthys cuculus,Red Gurnard,LC,0,2015,2018-1
198751,Chelidonichthys lastoviza,Streaked Gurnard,LC,0,2015,2018-1
198752,Chelidonichthys lucerna,Tub Gurnard,LC,0,2015,2018-1
198753,Chelidonichthys obscurus,Longfin Gurnard,LC,0,2015,2018-1
198755,Lepidotrigla dieuzeidei,Spiny Gurnard,LC,0,2015,2018-1
198756,Trigla lyra,Piper,LC,0,2015,2018-1
198758,Vinciguerria attenuata,Slender Lightfish,LC,0,2015,2018-1
198759,Vinciguerria poweriae,Power's Deep-water Bristle-mouth Fish,LC,0,2015,2018-1
198763,Nerophis maculatus,Spotted Pipefish,DD,NA,2015,2018-1
198764,Nerophis ophidion,Straightnose Pipefish,LC,0,2015,2018-1
198765,Syngnathus acus,Longsnout Pipefish,LC,0,2015,2018-1
198766,Syngnathus phlegon,Pelagic Spiny Pipefish,DD,NA,2014,2018-1
198767,Syngnathus typhle,Broadnosed Pipefish,LC,0,2014,2018-1
198769,Zeus faber,Atlantic John Dory,DD,NA,2015,2018-1
198772,Alectis alexandrina,Alexandria Pompano,LC,0,2015,2018-1
198775,Coelorinchus caelorhincus,Hollowsnout Grenadier,LC,0,2015,2018-1
198776,Lepadogaster purpurea,Cornish Sucker,LC,0,2015,2018-1
198794,Melampus luteus,NA,LC,0,2016,2018-1
198845,Halopyrgus pupoides,NA,LC,0,2013,2018-1
198892,Potamopyrgus estuarinus,NA,LC,0,2013,2018-1
198893,Potamopyrgus kaitunuparaoa,NA,VU,0.4,2013,2018-1
198972,Anguilla interioris,Highlands Long-finned Eel,DD,NA,2014,2018-1
198973,Anguilla borneensis,Indonesian Longfinned Eel,VU,0.4,2014,2018-1
198975,Coloconger cadenati,NA,LC,0,2015,2018-1
198983,Ophichthus leonensis,NA,DD,NA,2015,2018-1
198995,Promyllantor atlanticus,NA,DD,NA,2015,2018-1
198996,Aprognathodon platyventris,Stripe Eel,LC,0,2015,2018-1
198998,Myrichthys pardalis,Leopard Eel,LC,0,2015,2018-1
199007,Bascanichthys paulensis,NA,LC,0,2015,2018-1
199008,Ichthyapus insularis,NA,DD,NA,2015,2018-1
199019,Conger esculentus,Grey Conger,LC,0,2015,2018-1
199029,Myrichthys breviceps,Sharptail Eel,LC,0,2015,2018-1
199036,Brachysomophis atlanticus,NA,LC,0,2015,2018-1
199038,Hemerorhinus opici,NA,DD,NA,2015,2018-1
199040,Rhynchoconger gracilior,Whiptail Conger,LC,0,2015,2018-1
199055,Japonoconger africanus,NA,LC,0,2015,2018-1
199059,Nettenchelys pygmaea,Pygmy Duckbill Eel,LC,0,2015,2018-1
199068,Ilyophis brunneus,Muddy Arrowtooth Eel,LC,0,2015,2018-1
