iucn_sid,sciname,main_common_name,cat,cat_score,published_year,iucn_version
183153,Myrophis plumbeus,Leaden Worm Eel,LC,0,2015,2018-1
183155,Anguilla mossambica,African Longfin Eel,LC,0,2014,2018-1
183158,Kuhlia rupestris,Jungle Perch,LC,0,2017,2018-1
183160,Awaous aeneofuscus,Freshwater Goby,LC,0,2017,2018-1
183167,Hippichthys cyanospilos,Bluespeckled Pipefish,LC,0,2017,2018-1
183169,Eleotris vittata,NA,LC,0,2015,2018-1
183171,Liza dumerili,Grooved Mullet,DD,NA,2015,2018-1
183177,Bathygobius soporator,Frillfin Goby,LC,0,2015,2018-1
183206,Diplectrum pacificum,Pacific sand perch,LC,0,2010,2018-1
183208,Genyatremus pacifici,Carruco Grunt,LC,0,2010,2018-1
183210,Symphurus undecimplerus,Dark Cheek Tongue,LC,0,2010,2018-1
183211,Eucinostomus dowii,Pacific Spotfin Mojarra,LC,0,2010,2018-1
183213,Selene peruviana,Pacific Moonfish,LC,0,2010,2018-1
183214,Doryrhamphus excisus,Bluestripe Pipefish,LC,0,2016,2018-1
183215,Symphurus varius,Mottled Tonguefish,LC,0,2010,2018-1
183217,Neoopisthopterus tropicus,Tropical longfin herring,LC,0,2017,2018-1
183218,Microgobius brevispinis,Balboa Goby,LC,0,2010,2018-1
183220,Synodus lucioceps,California lizardfish,LC,0,2010,2018-1
183222,Myrichthys aspetocheiros,Longfin spotted snake eel,LC,0,2010,2018-1
183223,Gobionellus liolepis,Smooth-scaled Goby,DD,NA,2010,2018-1
183224,Gymnothorax dovii,Finespotted moray,LC,0,2010,2018-1
183225,Kyphosus analogus,Blue-bronze chub,LC,0,2010,2018-1
183226,Opistognathus punctatus,Finespotted jawfish,LC,0,2010,2018-1
183227,Symphurus atricaudus,California Tonguefish,LC,0,2010,2018-1
183229,Synchiropus atrilabiatus,Blacklip dragonet,LC,0,2010,2018-1
183230,Diplectrum labarum,Highfin Sand Perch,LC,0,2010,2018-1
183231,Eugerres lineatus,Streaked mojarra,LC,0,2010,2018-1
183232,Monolene maculipinna,Pacific Deepwater Flounder,LC,0,2010,2018-1
183233,Tomicodon zebra,Zebra clingfish,LC,0,2010,2018-1
183234,Aplatophis zorro,Snaggle-toothed snake-eel,DD,NA,2010,2018-1
183235,Opisthonema medirastre,Middling thread herring,LC,0,2010,2018-1
183237,Ariosoma prorigerum,Black-fin conger,LC,0,2010,2018-1
183239,Diplectrum maximum,Torpedo sand perch,LC,0,2010,2018-1
183242,Ilypnus luculentus,Bright goby,DD,NA,2010,2018-1
183243,Lythrypnus cobalus,Knave Goby,DD,NA,2010,2018-1
183246,Gymnothorax panamensis,Masked moray,LC,0,2010,2018-1
183247,Poeciliopsis fasciata,San Jeronimo Livebearer,NT,0.2,2010,2018-1
183248,Cynoscion nannus,Dwarf weakfish,LC,0,2010,2018-1
183249,Scorpaena sonorae,Sonora Scorpionfish,LC,0,2010,2018-1
183250,Gobiesox adustus,Panamic clingfish,LC,0,2010,2018-1
183251,Ogilbia ventralis,Gulf Cuskeel,LC,0,2010,2018-1
183252,Nebris occidentalis,Pacific smalleye croaker,LC,0,2010,2018-1
183254,Schedophilus haedrichi,Mocosa Ruff,LC,0,2010,2018-1
183255,Gobiosoma nudum,Knobchin goby,DD,NA,2010,2018-1
183256,Anisotremus scapularis,Roncador Peruano,LC,0,2010,2018-1
183257,Dormitator latifrons,Pacific Fat Sleeper,LC,0,2010,2018-1
183259,Apogon atradorsatus,Blacktip Cardinalfish,LC,0,2010,2018-1
183261,Hemanthias signifer,Hookthroat bass,LC,0,2010,2018-1
183262,Paralabrax callaensis,Southern rock bass,DD,NA,2010,2018-1
183263,Synodus lacertinus,Calico lizardfish,LC,0,2010,2018-1
183264,Heteroconger canabus,White-ring Garden Eel,DD,NA,2010,2018-1
183265,Tomicodon vermiculatus,Vermiculate Clingfish,VU,0.4,2010,2018-1
183267,Leuresthes sardina,Gulf Grunion,NT,0.2,2010,2018-1
183268,Syacium ovale,Oval Flounder,LC,0,2010,2018-1
183269,Ogilbia robertsoni,Brown Brotula,LC,0,2010,2018-1
183270,Ogilbia nudiceps,Naked Brotula,LC,0,2010,2018-1
183271,Stellifer minor,NA,LC,0,2010,2018-1
183272,Cathorops dasycephalus,Big-bellied sea catfish,LC,0,2010,2018-1
183274,Tylosurus crocodilus,Hound Needlefish,LC,0,2015,2018-1
183277,Lile gracilis,Graceful Piquitinga,LC,0,2010,2018-1
183278,Cynoscion stolzmanni,Stolzmann's weakfish,LC,0,2010,2018-1
183279,Tomicodon humeralis,Sonora clingfish,LC,0,2010,2018-1
183281,Pontinus furcirhinus,Red Scorpionfish,LC,0,2010,2018-1
183282,Lutjanus inermis,Golden snapper,LC,0,2010,2018-1
183283,Pronotogrammus multifasciatus,Threadfin bass,LC,0,2010,2018-1
183285,Microgobius emblematicus,Emblem goby,LC,0,2010,2018-1
183287,Hirundichthys marginatus,Banded Flyingfish,LC,0,2010,2018-1
183288,Gymnothorax angusticeps,Wrinkled Moray,LC,0,2010,2018-1
183289,Conodon macrops,Lemoneye grunt,LC,0,2010,2018-1
183291,Ogilbia sedorae,Sedora's Brotula,LC,0,2010,2018-1
183292,Trinectes fimbriatus,Fringed Sole,LC,0,2010,2018-1
183293,Caranx vinctus,Cocinero,LC,0,2010,2018-1
183294,Strongylura exilis,Californian Needlefish,LC,0,2010,2018-1
183295,Hoplopagrus guentherii,Mexican barred snapper,LC,0,2010,2018-1
183296,Seriolella violacea,Palm Ruff,LC,0,2010,2018-1
183297,Paraconger californiensis,Californian conger,LC,0,2010,2018-1
183298,Pseudobalistes naufragium,Stone Triggerfish,LC,0,2010,2018-1
183299,Gobiesox crassicorpus,Thick Clingfish,DD,NA,2010,2018-1
183300,Bellator farrago,NA,LC,0,2010,2018-1
183301,Porichthys myriaster,Sapito Canelo,LC,0,2010,2018-1
183302,Umbrina imberbis,NA,DD,NA,2010,2018-1
183304,Diplectrum euryplectrum,Bighead Sand Perch,LC,0,2010,2018-1
183306,Gordiichthys combibus,Pacific Horsehair Eel,DD,NA,2010,2018-1
183307,Elacatinus nesiotes,Broken-back Cleaner-goby,VU,0.4,2010,2018-1
183311,Lutjanus novemfasciatus,Pacific cubera snapper,LC,0,2010,2018-1
183312,Chlopsis apterus,Stripesnout false moray,LC,0,2010,2018-1
183313,Pomadasys macracanthus,Longspine grunt,LC,0,2010,2018-1
183314,Poeciliopsis latidens,Lowland Livebearer,NT,0.2,2010,2018-1
183315,Ogcocephalus porrectus,Cocos Batfish,LC,0,2010,2018-1
183316,Etropus ciadi,Cortez Flounder,LC,0,2010,2018-1
183317,Haemulon steindachneri,Latin Grunt,LC,0,2016,2018-1
183321,Kyphosus lutescens,Revillagigedo sea chub,LC,0,2010,2018-1
183322,Uropterygius versutus,Two-holes moray,LC,0,2010,2018-1
183323,Gobulus crescentalis,Crescent goby,LC,0,2010,2018-1
183324,Caranx caninus,Pacific Crevalle Jack,LC,0,2010,2018-1
183325,Chriolepis lepidota,Pretty Goby,VU,0.4,2010,2018-1
183326,Pseudogramma axelrodi,NA,NT,0.2,2015,2018-1
183328,Microlepidotus brevipinnis,Shortfin grunt,LC,0,2010,2018-1
183329,Apogon atricaudus,Plain Cardinalfish,LC,0,2010,2018-1
183330,Xenistius californiensis,Californian salema,LC,0,2010,2018-1
183331,Trinectes fluviatilis,Freshwater Sole,LC,0,2010,2018-1
183332,Paralonchurus rathbuni,Bearded banded croaker,LC,0,2010,2018-1
183333,Uropterygius polystictus,Many-spotted moray,DD,NA,2010,2018-1
183334,Lutjanus peru,Pacific red snapper,LC,0,2010,2018-1
183335,Lythrypnus pulchellus,Gorgeous goby,LC,0,2010,2018-1
183336,Lile stolifera,Pacific Piquitinga,LC,0,2010,2018-1
183337,Peprilus simillimus,Pacific Butterfish,LC,0,2010,2018-1
183338,Gobiesox marijeanae,Lonely clingfish,DD,NA,2010,2018-1
183339,Peprilus medius,Pacific Harvestfish,LC,0,2010,2018-1
183340,Eleotris picta,Spotted Sleeper,LC,0,2010,2018-1
183342,Isopisthus remifer,Silver weakfish,LC,0,2010,2018-1
183343,Paralabrax loro,Parrot sand bass,DD,NA,2010,2018-1
183344,Stellifer walkeri,Professor stardrum,DD,NA,2010,2018-1
183345,Aruma histrio,Slow goby,LC,0,2010,2018-1
183346,Pleuronichthys ritteri,Spotted turbot,LC,0,2010,2018-1
183348,Xenichthys rupestris,Peruvian Selema,DD,NA,2010,2018-1
183349,Selene orstedii,Mexican Moonfish,LC,0,2010,2018-1
183350,Ophioscion simulus,Snub-nosed croaker,LC,0,2010,2018-1
183352,Cathorops taylori,Taylor's sea catfish,DD,NA,2010,2018-1
183354,Umbrina wintersteeni,Wintersteen drum,DD,NA,2010,2018-1
183355,Ophidion scrippsae,Basketweave cusk-eel,LC,0,2010,2018-1
183356,Paranebris bauchotae,NA,DD,NA,2010,2018-1
183358,Cynoscion reticulatus,Striped weakfish,LC,0,2010,2018-1
183359,Tomicodon absitus,Distant clingfish,VU,0.4,2010,2018-1
183361,Diplectrum sciurus,Squirrel sand perch,LC,0,2010,2018-1
183362,Cyclopsetta querna,Toothed flounder,LC,0,2010,2018-1
183363,Lythrypnus dalli,Bluebanded goby,LC,0,2010,2018-1
183364,Oligoplites saurus,NA,LC,0,2015,2018-1
183365,Pontinus sierra,Speckled Scorpionfish,LC,0,2010,2018-1
183368,Bollmannia pawneea,NA,DD,NA,2010,2018-1
183369,Chriolepis minutillus,Rubble goby,DD,NA,2010,2018-1
183370,Astroscopus zephyreus,Pacific Stargazer,LC,0,2010,2018-1
183372,Quassiremus evionthas,Galápagos Snake Eel,VU,0.4,2010,2018-1
183374,Hippoglossina bollmani,Spotted flounder,LC,0,2010,2018-1
183375,Echidna nocturna,Palenose moray,LC,0,2010,2018-1
183376,Symphurus elongatus,Elongate Tonguefish,LC,0,2010,2018-1
183377,Lepophidium negropinna,Specklefin cusk eel,LC,0,2010,2018-1
183379,Lycengraulis poeyi,Pacific Sabretooth Anchovy,LC,0,2010,2018-1
183380,Larimus pacificus,Pacific drum,LC,0,2010,2018-1
183381,Opistognathus rhomaleus,Giant jawfish,LC,0,2010,2018-1
183383,Micropogonias fasciatus,NA,DD,NA,2010,2018-1
183384,Paraconger similis,Shorttail conger,LC,0,2010,2018-1
183385,Ophichthus longipenis,Slender snake eel,LC,0,2010,2018-1
183386,Larimus effulgens,Shining drum,LC,0,2010,2018-1
183387,Odontognathus panamensis,Panama longfin herring,LC,0,2010,2018-1
183388,Umbrina dorsalis,Longfin croaker,LC,0,2010,2018-1
183389,Achirus klunzingeri,Brown Sole,LC,0,2010,2018-1
183390,Ophioscion scierus,Point-Tuza croaker,LC,0,2010,2018-1
183391,Gymnothorax eurygnathos,Wide-mouth Moray,DD,NA,2010,2018-1
183392,Phaenomonas pinnata,Elastic eel,LC,0,2010,2018-1
183394,Ariopsis guatemalensis,Widehead Sea Catfish,LC,0,2010,2018-1
183395,Xenocys jessiae,Black-striped salema,VU,0.4,2010,2018-1
183398,Diplectrum eumelum,Orange-spotted Sand Perch,LC,0,2010,2018-1
183401,Gobiesox milleri,Millers Clingfish,DD,NA,2010,2018-1
183402,Ophidion imitator,Mimic cusk-eel,LC,0,2010,2018-1
183403,Apogon pacificus,Pink Cardinalfish,LC,0,2010,2018-1
183404,Galeichthys peruvianus,Peruvian sea catfish,LC,0,2010,2018-1
183405,Opistognathus walkeri,NA,DD,NA,2010,2018-1
183406,Batrachoides walkeri,Walker's toadfish,DD,NA,2010,2018-1
183407,Eleotrica cableae,Cable's goby,VU,0.4,2010,2018-1
183409,Cheilotrema saturnum,Black croaker,DD,NA,2010,2018-1
183410,Bellator loxias,Chevron searobin,LC,0,2010,2018-1
183411,Merluccius productus,North Pacific Hake,LC,0,2010,2018-1
183412,Haemulon maculicauda,Spottail grunt,LC,0,2010,2018-1
183413,Evorthodus minutus,Small Goby,LC,0,2010,2018-1
183414,Opisthopterus macrops,Bigeyed longfin herring,LC,0,2010,2018-1
183415,Enypnias aceras,White-margined Goby,DD,NA,2010,2018-1
183416,Pliosteostoma lutipinnis,Yellowfin Herring,LC,0,2010,2018-1
183417,Lythrypnus rhizophora,Spotcheek goby,DD,NA,2010,2018-1
183419,Apogon retrosella,Barspot Cardinalfish,LC,0,2010,2018-1
183421,Coryphopterus urospilus,Redlight goby,LC,0,2010,2018-1
183422,Prionotus teaguei,Long-ray searobin,VU,0.4,2010,2018-1
183423,Serranus psittacinus,Barred Serrano,LC,0,2010,2018-1
183424,Notarius armbrusteri,Nato Sea-catfish,DD,NA,2010,2018-1
183426,Zalieutes elater,Spotted batfish,LC,0,2010,2018-1
183428,Etropus peruvianus,Peruvian flounder,LC,0,2010,2018-1
183429,Oligoplites refulgens,Shortjaw Leatherjack,LC,0,2010,2018-1
183430,Neobythites stelliferoides,Thread brotula,LC,0,2010,2018-1
183432,Symphurus gorgonae,Gorgonian Tonguefish,LC,0,2010,2018-1
183434,Anisotremus caesius,Silvergray Grunt,LC,0,2010,2018-1
183435,Aboma etheostoma,Scaly boy,DD,NA,2010,2018-1
183436,Gnathophis cinctus,Hardtail conger,LC,0,2010,2018-1
183437,Lile nigrofasciata,Blackstripe Herring,LC,0,2010,2018-1
183438,Mugil setosus,Liseta mullet,LC,0,2010,2018-1
183439,Cynoscion parvipinnis,Shortfin weakfish,DD,NA,2010,2018-1
183440,Eugerres brevimanus,Short fin mojarra,LC,0,2010,2018-1
183441,Chriolepis tagus,Mystery goby,DD,NA,2010,2018-1
183442,Opistognathus brochus,NA,DD,NA,2010,2018-1
183443,Myripristis leiognathus,Panamic soldierfish,LC,0,2010,2018-1
183444,Pareques viola,Gungo highhat,LC,0,2010,2018-1
183445,Odontoscion eurymesops,Galapagos croaker,VU,0.4,2010,2018-1
183446,Tomicodon boehlkei,Cortez clingfish,LC,0,2010,2018-1
183447,Gymnothorax verrilli,White-edged moray,LC,0,2010,2018-1
183448,Gobiesox daedaleus,Dotted Clingfish,LC,0,2010,2018-1
183449,Prionotus ruscarius,Common searobin,LC,0,2010,2018-1
183450,Enchelycore octaviana,Slenderjaw moray,LC,0,2010,2018-1
183451,Bollmannia marginalis,Apostrophe goby,DD,NA,2010,2018-1
183453,Poeciliopsis turrubarensis,Barred Livebearer,LC,0,2010,2018-1
183454,Gobiosoma chiquita,Sonora goby,LC,0,2010,2018-1
183456,Opistognathus galapagensis,Galapagos jawfish,LC,0,2010,2018-1
183458,Elacatinus digueti,Banded cleaner goby,LC,0,2010,2018-1
183459,Microgobius cyclolepis,Roundscale Goby,LC,0,2010,2018-1
183461,Syngnathus carinatus,Cortez Pipefish,DD,NA,2017,2018-1
183463,Bollmannia gomezi,NA,DD,NA,2010,2018-1
183465,Hermosilla azurea,Zebra- perch sea chub,LC,0,2010,2018-1
183466,Gobiomorus maculatus,Pacific Sleeper,LC,0,2010,2018-1
183467,Engyophrys sanctilaurentii,Speckled-tail Flounder,LC,0,2010,2018-1
183471,Larimus argenteus,Silver drum,LC,0,2010,2018-1
183475,Ctenogobius sagittula,Longtail Goby,LC,0,2010,2018-1
183476,Serranus stilbostigma,Camotillo,LC,0,2010,2018-1
183477,Gymnothorax castaneus,Panamic green moray,LC,0,2010,2018-1
183478,Cilus gilberti,Corvina drum,DD,NA,2010,2018-1
183481,Opistognathus smithvanizi,NA,DD,NA,2010,2018-1
183484,Cathorops steindachneri,NA,DD,NA,2010,2018-1
183485,Ariosoma gilberti,Sharpnose Conger,LC,0,2010,2018-1
183487,Haemulon scudderii,Mojarra grunt,LC,0,2010,2018-1
183488,Opistognathus panamaensis,Panamanian jawfish,LC,0,2010,2018-1
183489,Anisotremus interruptus,Burrito Grunt,LC,0,2010,2018-1
183490,Gobiosoma paradoxum,Paradox goby,LC,0,2010,2018-1
183491,Scorpaena mystes,Pacific Spotted Scorpionfish,LC,0,2010,2018-1
183492,Chriolepis zebra,Gecko goby,LC,0,2010,2018-1
183493,Tomicodon bidens,Bifid clingfish,VU,0.4,2010,2018-1
183494,Porichthys ephippiatus,Saddle midshipman,LC,0,2010,2018-1
183495,Notarius planiceps,Thick-lip Sea-catfish,LC,0,2010,2018-1
183496,Cathorops hypophthalmus,Gloomy sea catfish,LC,0,2010,2018-1
183498,Ichthyapus selachops,Smiling sand eel,LC,0,2010,2018-1
183499,Occidentarius platypogon,Cominate Sea Catfish,LC,0,2010,2018-1
183501,Stellifer ericymba,Hollow stardrum,LC,0,2010,2018-1
183502,Ophichthus frontalis,Deathbanded snake eel,LC,0,2010,2018-1
183506,Porichthys analis,Gulf-Saddled Toadfish,LC,0,2010,2018-1
183507,Haemulopsis axillaris,Yellowstripe grunt,LC,0,2010,2018-1
183508,Synodus evermanni,Spotted lizardfish,LC,0,2010,2018-1
183509,Chiloconger dentatus,Shortsnout conger,LC,0,2010,2018-1
183510,Corvula macrops,Vacuocua croaker,DD,NA,2010,2018-1
183511,Letharchus rosenblatti,Black sailfin eel,LC,0,2010,2018-1
183512,Syngnathus macrobrachium,Large-fin Pipefish,DD,NA,2017,2018-1
183514,Pleuronichthys guttulatus,Diamond turbot,LC,0,2010,2018-1
183515,Pseudupeneus grandisquamis,Bigscale goatfish,LC,0,2010,2018-1
183517,Elacatinus puncticulatus,Redhead goby,LC,0,2010,2018-1
183518,Gobiesox stenocephalus,Narrow-headed Clingfish,DD,NA,2010,2018-1
183520,Stromateus stellatus,Palometa cagavino,LC,0,2010,2018-1
183523,Ophioscion typicus,Point-nosed croaker,LC,0,2010,2018-1
183524,Cathorops multiradiatus,Box sea catfish,LC,0,2010,2018-1
183526,Anarchias galapagensis,Hardtail moray,LC,0,2010,2018-1
183527,Merluccius gayi,NA,DD,NA,2010,2018-1
183528,Paralichthys adspersus,Fine flounder,LC,0,2010,2018-1
183531,Lutjanus colorado,Vivaneau amarante,LC,0,2010,2018-1
183532,Balistes polylepis,Finescale Triggerfish,LC,0,2010,2018-1
183534,Orthopristis forbesi,Roncador de Galapagos,DD,NA,2010,2018-1
183536,Macrodon mordax,Dogteeth Weakfish,DD,NA,2010,2018-1
183537,Etropus ectenes,Sole Flounder,LC,0,2010,2018-1
183538,Micropogonias megalops,Bigeye croaker,LC,0,2010,2018-1
183540,Enypnias seminudus,Silt goby,LC,0,2010,2018-1
183542,Eugerres periche,Periche mojarra,DD,NA,2010,2018-1
183543,Eucinostomus gracilis,Pacific Flagfin Mojarra,LC,0,2010,2018-1
183545,Bathygobius andrei,Chalaco,LC,0,2010,2018-1
183546,Callechelys cliffi,Sandy ridgefin eel,DD,NA,2010,2018-1
183547,Syacium latifrons,Beach Flounder,LC,0,2010,2018-1
183549,Peprilus snyderi,Salema Butterfish,LC,0,2010,2018-1
183550,Bascanichthys bascanoides,Sooty sand eel,LC,0,2010,2018-1
183553,Lonchopisthus sinuscalifornicus,Longtailed jawfish,LC,0,2010,2018-1
183554,Heteroconger digueti,Cortez garden eel,LC,0,2010,2018-1
183556,Melanorhinus cyanellus,Blackside Silverside,LC,0,2010,2018-1
183557,Rhynchoconger nitens,Needletail conger,LC,0,2010,2018-1
183558,Pherallodiscus funebris,Northern fraildisc clingfish,LC,0,2010,2018-1
183559,Ctenosciaena peruviana,Peruvian barbel drum,DD,NA,2010,2018-1
183560,Parrella fusca,Dark Goby,DD,NA,2010,2018-1
183561,Bairdiella icistia,Ronco croaker,LC,0,2010,2018-1
183562,Stellifer melanocheir,Black stardrum,LC,0,2010,2018-1
183565,Sciaena deliciosa,Cholo,LC,0,2010,2018-1
183569,Stellifer mancorensis,Smooth stardrum,LC,0,2010,2018-1
183570,Ilypnus gilberti,Cheekspot goby,LC,0,2010,2018-1
183571,Ophidion galeoides,Striped cusk eel,LC,0,2010,2018-1
183573,Elacatinus janssi,Spotback goby,LC,0,2010,2018-1
183574,Achirus scutum,Network Sole,LC,0,2010,2018-1
183576,Paralabrax maculatofasciatus,Spotted sand bass,LC,0,2010,2018-1
183577,Micropogonias ectenes,Slender croaker,LC,0,2010,2018-1
183578,Menticirrhus panamensis,Panama kingcroaker,LC,0,2010,2018-1
183579,Caranx caballus,Green Jack,LC,0,2010,2018-1
183580,Elattarchus archidium,Bluestreak drum,LC,0,2010,2018-1
183581,Paralonchurus peruanus,Peruvian banded croaker,LC,0,2010,2018-1
183584,Lepophidium prorates,Prowspine cusk eel,LC,0,2010,2018-1
183585,Tomicodon chilensis,Smallsucker clingfish,LC,0,2010,2018-1
183588,Stellifer wintersteenorum,Amigo stardrum,DD,NA,2010,2018-1
183589,Elacatinus limbaughi,Widebanded cleaning goby,DD,NA,2010,2018-1
183590,Diplectrum macropoma,Mexican sand perch,LC,0,2010,2018-1
183591,Cathorops fuerthii,Congo sea catfish,DD,NA,2010,2018-1
183592,Stellifer zestocarus,Softhead stardrum,LC,0,2010,2018-1
183593,Porichthys margaritatus,Pearlspot midshipman,LC,0,2010,2018-1
183594,Gobionellus daguae,Choco Goby,DD,NA,2010,2018-1
183595,Hyporhamphus gilli,Choelo halfbeak,LC,0,2010,2018-1
183596,Lutjanus viridis,Blue and gold snapper,LC,0,2010,2018-1
183597,Gymnothorax phalarus,Small-spotted Moray,LC,0,2010,2018-1
183599,Tomicodon petersii,Hourglass clingfish,LC,0,2010,2018-1
183600,Tomicodon eos,Rosy clingfish,LC,0,2010,2018-1
183601,Symphurus chabanaudi,Chabanaud's Tonguefish,LC,0,2010,2018-1
183602,Menticirrhus undulatus,California kingcroaker,DD,NA,2010,2018-1
183603,Gobiesox pinniger,Tadpole clingfish,LC,0,2010,2018-1
183606,Symphurus prolatinaris,Halfstriped Tonguefish,LC,0,2010,2018-1
183608,Serranus tico,Cocos Serrano,LC,0,2010,2018-1
183609,Notarius insculptus,Flathead Sea-catfish,DD,NA,2010,2018-1
183610,Microlepidotus inornatus,Wavyline grunt,LC,0,2010,2018-1
183613,Ogilbia nigromarginata,Black-edged Brotula,LC,0,2010,2018-1
183614,Scorpaena afuerae,Peruvian Scorpionfish,LC,0,2010,2018-1
183616,Serranus huascarii,Flag Serrano,LC,0,2010,2018-1
183617,Haemulon sexfasciatum,Graybar grunt,LC,0,2010,2018-1
183618,Medialuna californiensis,Halfmoon,LC,0,2010,2018-1
183620,Anisotremus taeniatus,Panama Porkfish,LC,0,2010,2018-1
183621,Rypticus courtenayi,Socorran Soapfish,VU,0.4,2010,2018-1
183622,Synodus sechurae,Sechura lizardfish,LC,0,2010,2018-1
183627,Evermannia zosterura,Bandedtail Goby,LC,0,2010,2018-1
183631,Paralichthys woolmani,Dappled Flounder,DD,NA,2010,2018-1
183632,Citharichthys gilberti,Bigmouth Sanddab,LC,0,2010,2018-1
183633,Gobionellus microdon,Estuary Goby,LC,0,2010,2018-1
183634,Otophidium indefatigabile,Panamic cusk-eel,LC,0,2010,2018-1
183636,Selene brevoortii,Mexican Lookdown,LC,0,2010,2018-1
183637,Tylosurus pacificus,Pacific agujon needlefish,LC,0,2010,2018-1
183639,Paralonchurus goodei,Goode croaker,LC,0,2010,2018-1
183640,Apogon dovii,Tailspot Cardinalfish,LC,0,2010,2018-1
183641,Pherallodiscus varius,Southern fraildisc clingfish,DD,NA,2010,2018-1
183642,Prionotus stephanophrys,Lumptail searobin,LC,0,2010,2018-1
183643,Muraena clepsydra,Hourglass moray,LC,0,2010,2018-1
183645,Cyclopsetta panamensis,Panamic flounder,LC,0,2010,2018-1
183647,Ogilbia cocoensis,Cocos Brotula,VU,0.4,2010,2018-1
183648,Menticirrhus elongatus,Pacific kingcroaker,LC,0,2010,2018-1
183649,Bathygobius ramosus,Panamic frillfin,LC,0,2010,2018-1
183650,Ptereleotris carinata,Panamic Dartfish,LC,0,2010,2018-1
183651,Haemulon flaviguttatum,Yellowspotted grunt,LC,0,2010,2018-1
183656,Ancylopsetta dendritica,Threespot Sand Flounder,LC,0,2010,2018-1
183658,Trinectes fonsecensis,Spottedfin Sole,LC,0,2010,2018-1
183659,Cratinus agassizii,Graery threadfin seabass,NT,0.2,2010,2018-1
183661,Notarius kessleri,Sculptured sea catfish,LC,0,2010,2018-1
183662,Opisthonema libertate,Deep-bodied Pacific thread herring,LC,0,2010,2018-1
183663,Trinectes opercularis,Spottedcheek Sole,DD,NA,2010,2018-1
183664,Muraena argus,White-spotted Moray,LC,0,2010,2018-1
183665,Pleuronichthys ocellatus,Ocellated turbot,LC,0,2010,2018-1
183666,Ophichthus remiger,Punctuated snake-eel,LC,0,2010,2018-1
183667,Polydactylus approximans,Pacific threadfin,LC,0,2010,2018-1
183668,Gymneleotris seminudus,Splitbanded goby,LC,0,2010,2018-1
183669,Menticirrhus nasus,Highfin king croaker,LC,0,2010,2018-1
183670,Opisthopterus effulgens,Vaqueira longfin herring,VU,0.4,2010,2018-1
183671,Prionotus horrens,Bristly searobin,LC,0,2010,2018-1
183672,Bollmannia ocellata,Pennant goby,DD,NA,2010,2018-1
183673,Elacatinus inornatus,Inornate goby,LC,0,2010,2018-1
183674,Sciaena wieneri,Corvina,DD,NA,2010,2018-1
183675,Eucinostomus currani,Pacific Flagfin Mojarra,LC,0,2010,2018-1
183677,Rypticus bicolor,Mottled Soapfish,LC,0,2010,2018-1
183678,Ophichthus zophochir,Yellow snake eel,LC,0,2010,2018-1
183680,Genyatremus dovii,Blackbarred Grunt,LC,0,2010,2018-1
183681,Pycnomma semisquamatum,Secret goby,DD,NA,2010,2018-1
183682,Cynoscion othonopterus,Gulf weakfish,VU,0.4,2010,2018-1
183683,Symphurus oligomerus,Spotfin Tonguefish,LC,0,2010,2018-1
183684,Trachinotus paitensis,Paloma Pompano,LC,0,2010,2018-1
183685,Seriola peruana,Darkfin amberjack,LC,0,2010,2018-1
183686,Cynoscion nortoni,hake weakfish,DD,NA,2010,2018-1
183687,Syacium longidorsale,Pompadour flounder,LC,0,2010,2018-1
183688,Hemicaranx zelotes,Blackfin Jack,LC,0,2010,2018-1
183689,Monolene dubiosa,Acapulco Flounder,LC,0,2010,2018-1
183690,Xenichthys agassizii,White salema,VU,0.4,2010,2018-1
183691,Xenichthys xanti,Longfin salema,LC,0,2010,2018-1
183692,Ophichthus triserialis,Spotted snake eel,LC,0,2010,2018-1
183693,Sufflamen verres,Orangeside Triggerfish,LC,0,2010,2018-1
183695,Notarius biffi,Chomba Sea-catfish,LC,0,2010,2018-1
183696,Pleuronichthys verticalis,Hornyhead turbot,LC,0,2010,2018-1
183697,Sargocentron suborbitalis,Tinsel squirrelfish,LC,0,2010,2018-1
