iucn_sid,sciname,category,dbf_file,map_id,api_pop
42723,Squalus albifrons,DD,CHONDRICHTHYES.dbf,NA,NA
42725,Squalus crassispinus,DD,CHONDRICHTHYES.dbf,NA,NA
42726,Squalus nasutus,DD,CHONDRICHTHYES.dbf,NA,NA
42727,Squalus grahami,NT,CHONDRICHTHYES.dbf,NA,NA
42728,Squatina pseudocellata,LC,CHONDRICHTHYES.dbf,NA,NA
42729,Squatina albipunctata,VU,CHONDRICHTHYES.dbf,NA,NA
42730,Urolophus kapalensis,NT,CHONDRICHTHYES.dbf,NA,NA
42838,Centrophorus moluccensis,DD,CHONDRICHTHYES.dbf,NA,NA
43974,Epinephelus akaara,EN,GROUPERS.dbf,NA,NA
44170,Bythaelurus dawsoni,DD,CHONDRICHTHYES.dbf,NA,NA
44171,Bythaelurus incanus,DD,CHONDRICHTHYES.dbf,NA,NA
44183,Beringraja binoculata,LC,CHONDRICHTHYES.dbf,NA,NA
44186,Aptychotrema vincentiana,LC,CHONDRICHTHYES.dbf,NA,NA
44205,Trigonognathus kabeyai,DD,CHONDRICHTHYES.dbf,NA,NA
44206,Oxynotus japonicus,DD,CHONDRICHTHYES.dbf,NA,NA
44207,Apristurus aphyodes,LC,CHONDRICHTHYES.dbf,NA,NA
44209,Apristurus brunneus,DD,CHONDRICHTHYES.dbf,NA,NA
44210,Apristurus fedorovi,DD,CHONDRICHTHYES.dbf,NA,NA
44211,Apristurus gibbosus,DD,CHONDRICHTHYES.dbf,NA,NA
44212,Apristurus herklotsi,DD,CHONDRICHTHYES.dbf,NA,NA
44213,Apristurus internatus,DD,CHONDRICHTHYES.dbf,NA,NA
44214,Apristurus investigatoris,DD,CHONDRICHTHYES.dbf,NA,NA
44215,Apristurus kampae,DD,CHONDRICHTHYES.dbf,NA,NA
44216,Apristurus laurussonii,DD,CHONDRICHTHYES.dbf,NA,NA
44217,Apristurus longicephalus,LC,CHONDRICHTHYES.dbf,NA,NA
44218,Apristurus macrorhynchus,DD,CHONDRICHTHYES.dbf,NA,NA
44219,Apristurus macrostomus,DD,CHONDRICHTHYES.dbf,NA,NA
44220,Apristurus micropterygeus,DD,CHONDRICHTHYES.dbf,NA,NA
44221,Apristurus parvipinnis,DD,CHONDRICHTHYES.dbf,NA,NA
44222,Apristurus pinguis,LC,CHONDRICHTHYES.dbf,NA,NA
44223,Apristurus platyrhynchus,LC,CHONDRICHTHYES.dbf,NA,NA
44224,Apristurus profundorum,DD,CHONDRICHTHYES.dbf,NA,NA
44225,Apristurus sinensis,DD,CHONDRICHTHYES.dbf,NA,NA
44226,Apristurus spongiceps,DD,CHONDRICHTHYES.dbf,NA,NA
44227,Bythaelurus alcockii,DD,CHONDRICHTHYES.dbf,NA,NA
44228,Bythaelurus hispidus,DD,CHONDRICHTHYES.dbf,NA,NA
44229,Bythaelurus immaculatus,DD,CHONDRICHTHYES.dbf,NA,NA
44496,Pliotrema warreni,NT,CHONDRICHTHYES.dbf,NA,NA
44514,Centroscyllium nigrum,DD,CHONDRICHTHYES.dbf,NA,NA
44515,Mollisquama parini,DD,CHONDRICHTHYES.dbf,NA,NA
44563,Centrophorus isodon,DD,CHONDRICHTHYES.dbf,NA,NA
44564,Miroscyllium sheikoi,DD,CHONDRICHTHYES.dbf,NA,NA
44565,Mitsukurina owstoni,LC,CHONDRICHTHYES.dbf,NA,NA
44566,Pseudotriakis microdon,LC,CHONDRICHTHYES.dbf,NA,NA
44567,Centroscyllium granulatum,DD,CHONDRICHTHYES.dbf,NA,NA
44568,Oxynotus caribbaeus,DD,CHONDRICHTHYES.dbf,NA,NA
44569,Proscymnodon macracanthus,DD,CHONDRICHTHYES.dbf,NA,NA
44570,Scymnodalatias oligodon,DD,CHONDRICHTHYES.dbf,NA,NA
44571,Squatina armata,DD,CHONDRICHTHYES.dbf,NA,NA
44572,Apristurus canutus,DD,CHONDRICHTHYES.dbf,NA,NA
44573,Apristurus nasutus,DD,CHONDRICHTHYES.dbf,NA,NA
44574,Apristurus stenseni,DD,CHONDRICHTHYES.dbf,NA,NA
44575,Atlantoraja castelnaui,EN,CHONDRICHTHYES.dbf,NA,NA
44576,Bathyraja longicauda,DD,CHONDRICHTHYES.dbf,NA,NA
44577,Benthobatis kreffti,VU,CHONDRICHTHYES.dbf,NA,NA
44578,Galeus mincaronei,VU,CHONDRICHTHYES.dbf,NA,NA
44579,Heterodontus quoyi,DD,CHONDRICHTHYES.dbf,NA,NA
44580,Mustelus dorsalis,DD,CHONDRICHTHYES.dbf,NA,NA
44581,Mustelus fasciatus,CR,CHONDRICHTHYES.dbf,NA,NA
44582,Psammobatis bergi,LC,CHONDRICHTHYES.dbf,NA,NA
44583,Psammobatis extenta,LC,CHONDRICHTHYES.dbf,NA,NA
44584,Pseudobatos planiceps,DD,CHONDRICHTHYES.dbf,NA,NA
44585,Schroederichthys chilensis,DD,CHONDRICHTHYES.dbf,NA,NA
44586,Schroederichthys saurisqualus,VU,CHONDRICHTHYES.dbf,NA,NA
44587,Schroederichthys tenuis,DD,CHONDRICHTHYES.dbf,NA,NA
44588,Scyliorhinus besnardi,DD,CHONDRICHTHYES.dbf,NA,NA
44589,Scyliorhinus haeckelii,DD,CHONDRICHTHYES.dbf,NA,NA
44590,Scyliorhinus hesperius,DD,CHONDRICHTHYES.dbf,NA,NA
44591,Sphyrna corona,NT,CHONDRICHTHYES.dbf,NA,NA
44592,Hypanus guttatus,DD,CHONDRICHTHYES.dbf,NA,NA
44595,Rhinoptera brasiliensis,EN,CHONDRICHTHYES.dbf,NA,NA
44596,Sympterygia brevicaudata,DD,CHONDRICHTHYES.dbf,NA,NA
44597,Sympterygia bonapartii,DD,CHONDRICHTHYES.dbf,NA,NA
44598,Urotrygon microphthalmum,LC,CHONDRICHTHYES.dbf,NA,NA
44599,Apristurus manis,LC,CHONDRICHTHYES.dbf,NA,NA
44600,Anacanthobatis marmoratus,DD,CHONDRICHTHYES.dbf,NA,NA
44601,Anacanthobatis ori,DD,CHONDRICHTHYES.dbf,NA,NA
44602,Apristurus saldanha,LC,CHONDRICHTHYES.dbf,NA,NA
44603,Euprotomicroides zantedeschia,DD,CHONDRICHTHYES.dbf,NA,NA
44604,Bythaelurus clevai,DD,CHONDRICHTHYES.dbf,NA,NA
44605,Bythaelurus lutarius,DD,CHONDRICHTHYES.dbf,NA,NA
44606,Cephaloscyllium sufflans,LC,CHONDRICHTHYES.dbf,NA,NA
44607,Dipturus campbelli,NT,CHONDRICHTHYES.dbf,NA,NA
44608,Dipturus lanceorostratus,DD,CHONDRICHTHYES.dbf,NA,NA
44609,Dipturus pullopunctatus,LC,CHONDRICHTHYES.dbf,NA,NA
44610,Dipturus stenorhynchus,DD,CHONDRICHTHYES.dbf,NA,NA
44611,Eridacnis sinuans,LC,CHONDRICHTHYES.dbf,NA,NA
44612,Halaelurus lineatus,DD,CHONDRICHTHYES.dbf,NA,NA
44613,Halaelurus natalensis,DD,CHONDRICHTHYES.dbf,NA,NA
44614,Heterodontus ramalheira,DD,CHONDRICHTHYES.dbf,NA,NA
44615,Neoraja stehmanni,DD,CHONDRICHTHYES.dbf,NA,NA
44618,Rajella caudaspinosa,NT,CHONDRICHTHYES.dbf,NA,NA
44619,Rajella leopardus,LC,CHONDRICHTHYES.dbf,NA,NA
44620,Rajella ravidula,LC,CHONDRICHTHYES.dbf,NA,NA
44621,Torpedo fuscomaculata,DD,CHONDRICHTHYES.dbf,NA,NA
44640,Psammobatis normani,DD,CHONDRICHTHYES.dbf,NA,NA
44641,Psammobatis rudis,DD,CHONDRICHTHYES.dbf,NA,NA
44642,Sympterygia acuta,VU,CHONDRICHTHYES.dbf,NA,NA
44643,Sympterygia lima,DD,CHONDRICHTHYES.dbf,NA,NA
44644,Dipturus leptocaudus,DD,CHONDRICHTHYES.dbf,NA,NA
44645,Rajella sadowskii,DD,CHONDRICHTHYES.dbf,NA,NA
44646,Urobatis marmoratus,DD,CHONDRICHTHYES.dbf,NA,NA
44647,Urotrygon chilensis,DD,CHONDRICHTHYES.dbf,NA,NA
44649,Galeus polli,LC,CHONDRICHTHYES.dbf,NA,NA
44650,Rajella barnardi,LC,CHONDRICHTHYES.dbf,NA,NA
44651,Rajella dissimilis,LC,CHONDRICHTHYES.dbf,NA,NA
44652,Amblyraja frerichsi,DD,CHONDRICHTHYES.dbf,NA,NA
44653,Aculeola nigra,DD,CHONDRICHTHYES.dbf,NA,NA
44654,Gurgesiella furvescens,LC,CHONDRICHTHYES.dbf,NA,NA
44655,Rajella nigerrima,LC,CHONDRICHTHYES.dbf,NA,NA
44656,Gurgesiella dorsalifera,VU,CHONDRICHTHYES.dbf,NA,NA
44657,Apristurus microps,LC,CHONDRICHTHYES.dbf,NA,NA
44666,Rhizoprionodon lalandii,DD,CHONDRICHTHYES.dbf,NA,NA
44671,Choerodon rubescens,LC,WRASSE.dbf,NA,NA
44672,Dermatolepis striolata,DD,GROUPERS.dbf,NA,NA
44673,Epinephelus fuscoguttatus,NT,GROUPERS.dbf,NA,NA
44674,Epinephelus coioides,NT,GROUPERS.dbf,NA,NA
44675,Hyporthodus quernus,NT,GROUPERS.dbf,NA,NA
44676,Epinephelus irroratus,LC,GROUPERS.dbf,NA,NA
44678,Epinephelus andersoni,NT,GROUPERS.dbf,NA,NA
44681,Epinephelus morio,NT,GROUPERS.dbf,NA,NA
44682,Mycteroperca tigris,LC,GROUPERS.dbf,NA,NA
44683,Mycteroperca venenosa,NT,GROUPERS.dbf,NA,NA
44684,Plectropomus leopardus,NT,GROUPERS.dbf,NA,NA
44686,Epinephelus cifuentesi,NT,GROUPERS.dbf,NA,NA
44993,Discopyge tschudii,NT,CHONDRICHTHYES.dbf,NA,NA
44996,Squatina africana,DD,CHONDRICHTHYES.dbf,NA,NA
46864,Centroselachus crepidater,LC,CHONDRICHTHYES.dbf,NA,NA
46865,Scymnodon plunketi,NT,CHONDRICHTHYES.dbf,NA,NA
60080,Trygonoptera galba,DD,CHONDRICHTHYES.dbf,NA,NA
60081,Trygonoptera imitata,NT,CHONDRICHTHYES.dbf,NA,NA
60082,Trygonoptera mucosa,LC,CHONDRICHTHYES.dbf,NA,NA
60083,Trygonoptera ovalis,LC,CHONDRICHTHYES.dbf,NA,NA
60084,Trygonoptera personata,LC,CHONDRICHTHYES.dbf,NA,NA
60085,Trygonoptera testacea,LC,CHONDRICHTHYES.dbf,NA,NA
60088,Urolophus bucculentus,VU,CHONDRICHTHYES.dbf,NA,NA
60089,Urolophus circularis,LC,CHONDRICHTHYES.dbf,NA,NA
60090,Urolophus cruciatus,LC,CHONDRICHTHYES.dbf,NA,NA
60091,Urolophus deforgesi,LC,CHONDRICHTHYES.dbf,NA,NA
60092,Urolophus expansus,LC,CHONDRICHTHYES.dbf,NA,NA
60093,Urolophus flavomosaicus,LC,CHONDRICHTHYES.dbf,NA,NA
60094,Urolophus gigas,LC,CHONDRICHTHYES.dbf,NA,NA
60097,Urolophus lobatus,LC,CHONDRICHTHYES.dbf,NA,NA
60098,Urolophus mitosis,LC,CHONDRICHTHYES.dbf,NA,NA
60099,Urolophus neocaledoniensis,LC,CHONDRICHTHYES.dbf,NA,NA
60100,Urolophus orarius,EN,CHONDRICHTHYES.dbf,NA,NA
60101,Urolophus papilio,LC,CHONDRICHTHYES.dbf,NA,NA
60102,Urolophus paucimaculatus,LC,CHONDRICHTHYES.dbf,NA,NA
60103,Urolophus piperatus,LC,CHONDRICHTHYES.dbf,NA,NA
60104,Urolophus sufflavus,VU,CHONDRICHTHYES.dbf,NA,NA
60105,Urolophus viridis,VU,CHONDRICHTHYES.dbf,NA,NA
60106,Urolophus westraliensis,LC,CHONDRICHTHYES.dbf,NA,NA
60107,Urobatis concentricus,DD,CHONDRICHTHYES.dbf,NA,NA
60108,Urobatis halleri,LC,CHONDRICHTHYES.dbf,NA,NA
60109,Urobatis jamaicensis,LC,CHONDRICHTHYES.dbf,NA,NA
60110,Urobatis maculatus,DD,CHONDRICHTHYES.dbf,NA,NA
60111,Plesiobatis daviesi,LC,CHONDRICHTHYES.dbf,NA,NA
60112,Platyrhinoidis triseriata,LC,CHONDRICHTHYES.dbf,NA,NA
60113,Gymnura zonura,VU,CHONDRICHTHYES.dbf,NA,NA
60115,Gymnura micrura,DD,CHONDRICHTHYES.dbf,NA,NA
60116,Gymnura natalensis,DD,CHONDRICHTHYES.dbf,NA,NA
60117,Gymnura poecilura,NT,CHONDRICHTHYES.dbf,NA,NA
60118,Dipturus crosnieri,VU,CHONDRICHTHYES.dbf,NA,NA
60119,Aetobatus flagellum,EN,CHONDRICHTHYES.dbf,NA,NA
60120,Aetomylaeus maculatus,EN,CHONDRICHTHYES.dbf,NA,NA
60121,Aetomylaeus vespertilio,EN,CHONDRICHTHYES.dbf,NA,NA
60123,Myliobatis chilensis,DD,CHONDRICHTHYES.dbf,NA,NA
60124,Myliobatis hamlyni,NT,CHONDRICHTHYES.dbf,NA,NA
60125,Myliobatis longirostris,NT,CHONDRICHTHYES.dbf,NA,NA
60127,Aetomylaeus bovinus,DD,CHONDRICHTHYES.dbf,NA,NA
60128,Rhinoptera bonasus,NT,CHONDRICHTHYES.dbf,NA,NA
60129,Rhinoptera javanica,VU,CHONDRICHTHYES.dbf,NA,NA
60130,Rhinoptera steindachneri,NT,CHONDRICHTHYES.dbf,NA,NA
60131,Torpedo adenensis,EN,CHONDRICHTHYES.dbf,NA,NA
60132,Torpedo andersoni,DD,CHONDRICHTHYES.dbf,NA,NA
60133,Torpedo microdiscus,DD,CHONDRICHTHYES.dbf,NA,NA
60134,Torpedo panthera,DD,CHONDRICHTHYES.dbf,NA,NA
60135,Tetronarce puelcha,DD,CHONDRICHTHYES.dbf,NA,NA
60136,Torpedo sinuspersici,DD,CHONDRICHTHYES.dbf,NA,NA
60137,Tetronarce tremens,DD,CHONDRICHTHYES.dbf,NA,NA
60138,Callorhinchus capensis,LC,CHONDRICHTHYES.dbf,NA,NA
60139,Harriotta haeckeli,LC,CHONDRICHTHYES.dbf,NA,NA
60140,Harriotta raleighana,LC,CHONDRICHTHYES.dbf,NA,NA
60141,Neoharriotta carri,DD,CHONDRICHTHYES.dbf,NA,NA
60142,Neoharriotta pinnata,DD,CHONDRICHTHYES.dbf,NA,NA
60143,Neoharriotta pumila,LC,CHONDRICHTHYES.dbf,NA,NA
60144,Rhinochimaera africana,DD,CHONDRICHTHYES.dbf,NA,NA
60145,Rhinochimaera atlantica,LC,CHONDRICHTHYES.dbf,NA,NA
60146,Rhinochimaera pacifica,LC,CHONDRICHTHYES.dbf,NA,NA
60147,Telatrygon acutirostra,NT,CHONDRICHTHYES.dbf,NA,NA
60148,Hemitrygon akajei,NT,CHONDRICHTHYES.dbf,NA,NA
60149,Hypanus americanus,DD,CHONDRICHTHYES.dbf,NA,NA
60150,Neotrygon annotata,NT,CHONDRICHTHYES.dbf,NA,NA
60151,Fontitrygon colarensis,VU,CHONDRICHTHYES.dbf,NA,NA
60152,Hypanus dipterurus,DD,CHONDRICHTHYES.dbf,NA,NA
60153,Fontitrygon geijskesi,NT,CHONDRICHTHYES.dbf,NA,NA
60154,Dasyatis hypostigma,DD,CHONDRICHTHYES.dbf,NA,NA
60155,Hemitrygon izuensis,NT,CHONDRICHTHYES.dbf,NA,NA
60156,Neotrygon leylandi,LC,CHONDRICHTHYES.dbf,NA,NA
60157,Hypanus longus,DD,CHONDRICHTHYES.dbf,NA,NA
60158,Hypanus sabinus,LC,CHONDRICHTHYES.dbf,NA,NA
60159,Hypanus say,LC,CHONDRICHTHYES.dbf,NA,NA
60160,Telatrygon zugei,NT,CHONDRICHTHYES.dbf,NA,NA
60161,Himantura schmardae,DD,CHONDRICHTHYES.dbf,NA,NA
60162,Taeniurops meyeni,VU,CHONDRICHTHYES.dbf,NA,NA
60163,Acroteriobatus annulatus,LC,CHONDRICHTHYES.dbf,NA,NA
60164,Acroteriobatus blochii,LC,CHONDRICHTHYES.dbf,NA,NA
60166,Glaucostegus granulatus,VU,CHONDRICHTHYES.dbf,NA,NA
60167,Rhinobatos hynnicephalus,NT,CHONDRICHTHYES.dbf,NA,NA
60168,Pseudobatos leucorhynchus,NT,CHONDRICHTHYES.dbf,NA,NA
60169,Rhinobatos nudidorsalis,NT,CHONDRICHTHYES.dbf,NA,NA
60170,Glaucostegus obtusus,VU,CHONDRICHTHYES.dbf,NA,NA
60171,Pseudobatos productus,NT,CHONDRICHTHYES.dbf,NA,NA
60172,Acroteriobatus salalah,NT,CHONDRICHTHYES.dbf,NA,NA
60175,Glaucostegus thouin,VU,CHONDRICHTHYES.dbf,NA,NA
60176,Acroteriobatus zanzibarensis,NT,CHONDRICHTHYES.dbf,NA,NA
60177,Zapteryx exasperata,DD,CHONDRICHTHYES.dbf,NA,NA
60179,Aptychotrema timorensis,VU,CHONDRICHTHYES.dbf,NA,NA
60180,Rhynchobatus luebberti,EN,CHONDRICHTHYES.dbf,NA,NA
60181,Rhynchobatus cooki,VU,CHONDRICHTHYES.dbf,NA,NA
60182,Rhynchobatus springeri,VU,CHONDRICHTHYES.dbf,NA,NA
60183,Chimaera cubana,DD,CHONDRICHTHYES.dbf,NA,NA
60184,Chimaera jordani,DD,CHONDRICHTHYES.dbf,NA,NA
60185,Chimaera lignaria,LC,CHONDRICHTHYES.dbf,NA,NA
60186,Chimaera owstoni,DD,CHONDRICHTHYES.dbf,NA,NA
60187,Chimaera phantasma,DD,CHONDRICHTHYES.dbf,NA,NA
60188,Hydrolagus africanus,DD,CHONDRICHTHYES.dbf,NA,NA
60189,Hydrolagus alberti,DD,CHONDRICHTHYES.dbf,NA,NA
60190,Hydrolagus barbouri,DD,CHONDRICHTHYES.dbf,NA,NA
60191,Hydrolagus colliei,LC,CHONDRICHTHYES.dbf,NA,NA
60192,Hydrolagus lemures,LC,CHONDRICHTHYES.dbf,NA,NA
60193,Hydrolagus macrophthalmus,DD,CHONDRICHTHYES.dbf,NA,NA
60194,Hydrolagus mitsukurii,DD,CHONDRICHTHYES.dbf,NA,NA
60195,Hydrolagus ogilbyi,VU,CHONDRICHTHYES.dbf,NA,NA
60196,Hydrolagus purpurescens,DD,CHONDRICHTHYES.dbf,NA,NA
60197,Hydrolagus trolli,LC,CHONDRICHTHYES.dbf,NA,NA
60198,Mobula munkiana,NT,CHONDRICHTHYES.dbf,NA,NA
60199,Mobula tarapacana,VU,CHONDRICHTHYES.dbf,NA,NA
60200,Mobula thurstoni,NT,CHONDRICHTHYES.dbf,NA,NA
60201,Sphyrna media,DD,CHONDRICHTHYES.dbf,NA,NA
60202,Sphyrna tudes,VU,CHONDRICHTHYES.dbf,NA,NA
60203,Mustelus schmitti,EN,CHONDRICHTHYES.dbf,NA,NA
60204,Mustelus higmani,LC,CHONDRICHTHYES.dbf,NA,NA
60205,Mustelus minicanis,DD,CHONDRICHTHYES.dbf,NA,NA
60206,Mustelus sinusmexicanus,DD,CHONDRICHTHYES.dbf,NA,NA
60208,Centrophorus tessellatus,DD,CHONDRICHTHYES.dbf,NA,NA
60209,Cirrhigaleus asper,DD,CHONDRICHTHYES.dbf,NA,NA
60210,Euprotomicrus bispinatus,LC,CHONDRICHTHYES.dbf,NA,NA
60211,Heteroscymnoides marleyi,LC,CHONDRICHTHYES.dbf,NA,NA
60212,Isistius plutodus,LC,CHONDRICHTHYES.dbf,NA,NA
60213,Somniosus microcephalus,NT,CHONDRICHTHYES.dbf,NA,NA
60214,Squaliolus laticaudus,LC,CHONDRICHTHYES.dbf,NA,NA
60215,Zameus squamulosus,DD,CHONDRICHTHYES.dbf,NA,NA
60217,Carcharhinus perezi,NT,CHONDRICHTHYES.dbf,NA,NA
60218,Isogomphodon oxyrhynchus,CR,CHONDRICHTHYES.dbf,NA,NA
60219,Carcharhinus signatus,VU,CHONDRICHTHYES.dbf,NA,NA
60220,Carcharhinus porosus,DD,CHONDRICHTHYES.dbf,NA,NA
60223,Ginglymostoma cirratum,DD,CHONDRICHTHYES.dbf,NA,NA
60225,Isurus paucus,VU,CHONDRICHTHYES.dbf,NA,NA
60226,Pristiophorus schroederi,DD,CHONDRICHTHYES.dbf,NA,NA
60227,Cephaloscyllium ventriosum,LC,CHONDRICHTHYES.dbf,NA,NA
60228,Galeus piperatus,LC,CHONDRICHTHYES.dbf,NA,NA
60229,Holohalaelurus melanostigma,DD,CHONDRICHTHYES.dbf,NA,NA
60230,Parmaturus campechiensis,DD,CHONDRICHTHYES.dbf,NA,NA
60231,Parmaturus xaniurus,LC,CHONDRICHTHYES.dbf,NA,NA
60232,Scyliorhinus meadi,DD,CHONDRICHTHYES.dbf,NA,NA
60233,Scyliorhinus retifer,LC,CHONDRICHTHYES.dbf,NA,NA
60234,Scyliorhinus cervigoni,DD,CHONDRICHTHYES.dbf,NA,NA
60235,Heterodontus mexicanus,DD,CHONDRICHTHYES.dbf,NA,NA
60236,Etmopterus bigelowi,LC,CHONDRICHTHYES.dbf,NA,NA
60237,Etmopterus bullisi,DD,CHONDRICHTHYES.dbf,NA,NA
60238,Etmopterus carteri,DD,CHONDRICHTHYES.dbf,NA,NA
60239,Etmopterus hillianus,LC,CHONDRICHTHYES.dbf,NA,NA
60240,Etmopterus perryi,DD,CHONDRICHTHYES.dbf,NA,NA
60241,Etmopterus polli,DD,CHONDRICHTHYES.dbf,NA,NA
60242,Etmopterus princeps,DD,CHONDRICHTHYES.dbf,NA,NA
60243,Etmopterus robinsi,LC,CHONDRICHTHYES.dbf,NA,NA
60244,Etmopterus sentosus,LC,CHONDRICHTHYES.dbf,NA,NA
60245,Etmopterus virens,LC,CHONDRICHTHYES.dbf,NA,NA
60246,Etmopterus schultzi,LC,CHONDRICHTHYES.dbf,NA,NA
60247,Mustelus palumbes,DD,CHONDRICHTHYES.dbf,NA,NA
60248,Squatina dumeril,DD,CHONDRICHTHYES.dbf,NA,NA
61336,Epinephelus awoara,DD,GROUPERS.dbf,NA,NA
61337,Epinephelus daemelii,NT,GROUPERS.dbf,NA,NA
61338,Epinephelus malabaricus,NT,GROUPERS.dbf,NA,NA
61339,Epinephelus polyphekadion,NT,GROUPERS.dbf,NA,NA
61398,Atlantoraja cyclophora,VU,CHONDRICHTHYES.dbf,NA,NA
61399,Bathyraja aguja,DD,CHONDRICHTHYES.dbf,NA,NA
61400,Bythaelurus canescens,DD,CHONDRICHTHYES.dbf,NA,NA
61401,Diplobatis colombiensis,VU,CHONDRICHTHYES.dbf,NA,NA
61402,Diplobatis guamachensis,VU,CHONDRICHTHYES.dbf,NA,NA
61403,Diplobatis ommata,VU,CHONDRICHTHYES.dbf,NA,NA
61404,Diplobatis pictus,VU,CHONDRICHTHYES.dbf,NA,NA
61405,Leucoraja melitensis,CR,CHONDRICHTHYES.dbf,NA,NA
61406,Narcine brevilabiata,VU,CHONDRICHTHYES.dbf,NA,NA
61407,Rhizoprionodon porosus,LC,CHONDRICHTHYES.dbf,NA,NA
61408,Rostroraja alba,EN,CHONDRICHTHYES.dbf,NA,NA
61416,Squalus cubensis,DD,CHONDRICHTHYES.dbf,NA,NA
61417,Squatina aculeata,CR,CHONDRICHTHYES.dbf,NA,NA
61418,Squatina oculata,CR,CHONDRICHTHYES.dbf,NA,NA
61419,Zapteryx brevirostris,VU,CHONDRICHTHYES.dbf,NA,NA
62256,Trionyx triunguis,VU,REPTILES.dbf,NA,NA
63100,Dipturus oxyrinchus,NT,CHONDRICHTHYES.dbf,NA,NA
63101,Psammobatis rutrum,DD,CHONDRICHTHYES.dbf,NA,NA
63102,Rhinoraja albomaculata,VU,CHONDRICHTHYES.dbf,NA,NA
63103,Hydrolagus pallidus,LC,CHONDRICHTHYES.dbf,NA,NA
63104,Hydrolagus mirabilis,NT,CHONDRICHTHYES.dbf,NA,NA
63106,Bathyraja cousseauae,NT,CHONDRICHTHYES.dbf,NA,NA
63107,Callorhinchus callorynchus,LC,CHONDRICHTHYES.dbf,NA,NA
63108,Etmopterus gracilispinis,LC,CHONDRICHTHYES.dbf,NA,NA
63109,Rioraja agassizii,VU,CHONDRICHTHYES.dbf,NA,NA
63110,Atlantoraja platana,VU,CHONDRICHTHYES.dbf,NA,NA
63111,Bathyraja brachyurops,LC,CHONDRICHTHYES.dbf,NA,NA
63112,Bathyraja papilonifera,DD,CHONDRICHTHYES.dbf,NA,NA
63113,Bathyraja griseocauda,EN,CHONDRICHTHYES.dbf,NA,NA
63114,Chimaera monstrosa,NT,CHONDRICHTHYES.dbf,NA,NA
63115,Bathyraja pallida,LC,CHONDRICHTHYES.dbf,NA,NA
63116,Dipturus trachydermus,VU,CHONDRICHTHYES.dbf,NA,NA
63117,Rhinoraja macloviana,NT,CHONDRICHTHYES.dbf,NA,NA
63118,Etmopterus granulosus,LC,CHONDRICHTHYES.dbf,NA,NA
63119,Amblyraja hyperborea,LC,CHONDRICHTHYES.dbf,NA,NA
63120,Raja asterias,NT,CHONDRICHTHYES.dbf,NA,NA
63121,Psammobatis lentiginosa,DD,CHONDRICHTHYES.dbf,NA,NA
63122,Amblyraja doellojuradoi,LC,CHONDRICHTHYES.dbf,NA,NA
63123,Hydrolagus affinis,LC,CHONDRICHTHYES.dbf,NA,NA
63124,Dipturus mennii,VU,CHONDRICHTHYES.dbf,NA,NA
63125,Malacoraja kreffti,LC,CHONDRICHTHYES.dbf,NA,NA
63126,Malacoraja spinacidermis,LC,CHONDRICHTHYES.dbf,NA,NA
63127,Bathyraja richardsoni,LC,CHONDRICHTHYES.dbf,NA,NA
63128,Mustelus mento,NT,CHONDRICHTHYES.dbf,NA,NA
63129,Mustelus whitneyi,VU,CHONDRICHTHYES.dbf,NA,NA
63130,Triakis maculata,VU,CHONDRICHTHYES.dbf,NA,NA
63131,Rhinobatos rhinobatos,EN,CHONDRICHTHYES.dbf,NA,NA
63132,Glaucostegus cemiculus,EN,CHONDRICHTHYES.dbf,NA,NA
63134,Psammobatis parvacauda,DD,CHONDRICHTHYES.dbf,NA,NA
63135,Urobatis tumbesensis,DD,CHONDRICHTHYES.dbf,NA,NA
63137,Bathyraja schroederi,DD,CHONDRICHTHYES.dbf,NA,NA
63140,Psammobatis scobina,DD,CHONDRICHTHYES.dbf,NA,NA
63141,Oxynotus centrina,VU,CHONDRICHTHYES.dbf,NA,NA
63142,Narcine bancroftii,CR,CHONDRICHTHYES.dbf,NA,NA
63143,Rhinoraja magellanica,DD,CHONDRICHTHYES.dbf,NA,NA
63144,Rhinoraja multispinis,NT,CHONDRICHTHYES.dbf,NA,NA
63145,Bathyraja scaphiops,NT,CHONDRICHTHYES.dbf,NA,NA
63146,Raja montagui,LC,CHONDRICHTHYES.dbf,NA,NA
63147,Zearaja chilensis,VU,CHONDRICHTHYES.dbf,NA,NA
63148,Bathyraja peruana,DD,CHONDRICHTHYES.dbf,NA,NA
63149,Galeus atlanticus,NT,CHONDRICHTHYES.dbf,NA,NA
63150,Squatina punctata,EN,CHONDRICHTHYES.dbf,NA,NA
63151,Hydrolagus matallanasi,DD,CHONDRICHTHYES.dbf,NA,NA
63152,Bathytoshia centroura,LC,CHONDRICHTHYES.dbf,NA,NA
63153,Gymnura altavela,VU,CHONDRICHTHYES.dbf,NA,NA
63154,Narcine leoparda,NT,CHONDRICHTHYES.dbf,NA,NA
63155,Raja cervigoni,NT,CHONDRICHTHYES.dbf,NA,NA
63157,Narcine brasiliensis,DD,CHONDRICHTHYES.dbf,NA,NA
63158,Pseudobatos prahli,DD,CHONDRICHTHYES.dbf,NA,NA
63159,Etmopterus litvinovi,DD,CHONDRICHTHYES.dbf,NA,NA
63160,Etmopterus pycnolepis,DD,CHONDRICHTHYES.dbf,NA,NA
63161,Gurgesiella atlantica,DD,CHONDRICHTHYES.dbf,NA,NA
63162,Rajella eisenhardti,DD,CHONDRICHTHYES.dbf,NA,NA
