iucn_sid,sciname,category,dbf_file,map_id,api_pop
183433,Halichoeres salmofasciatus,VU,WRASSE.dbf,NA,NA
183452,Chromis limbaughi,LC,DAMSELFISH.dbf,NA,NA
183460,Abudefduf declivifrons,LC,DAMSELFISH.dbf,NA,NA
183462,Stegastes beebei,VU,DAMSELFISH.dbf,NA,NA
183468,Scarus compressus,LC,WRASSE.dbf,NA,NA
183469,Starksia cremnobates,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183472,Microspathodon bairdii,LC,DAMSELFISH.dbf,NA,NA
183473,Thalassoma virens,VU,WRASSE.dbf,NA,NA
183474,Dactyloscopus minutus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183479,Protemblemaria bicirrus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183480,Dactyloscopus fimbriatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183482,Dactyloscopus lacteus,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183483,Abudefduf concolor,LC,DAMSELFISH.dbf,NA,NA
183486,Malacoctenus margaritae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183497,Dactylagnus parvus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183500,Chaenopsis deltarrhis,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183503,Paraclinus monophthalmus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183505,Acanthemblemaria crockeri,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183513,Paraclinus fehlmanni,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183519,Halichoeres malpelo,VU,WRASSE.dbf,NA,NA
183521,Dactyloscopus pectoralis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183525,Acanthemblemaria mangognatha,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183529,Halichoeres aestuaricola,DD,WRASSE.dbf,NA,NA
183530,Stegastes arcifrons,LC,DAMSELFISH.dbf,NA,NA
183535,Mccoskerichthys sandae,NT,COMBTOOTHBLENNIES.dbf,NA,NA
183539,Bodianus eclancheri,LC,WRASSE.dbf,NA,NA
183541,Dactyloscopus lunaticus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183544,Dactyloscopus amnis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183548,Cirriemblemaria lucasana,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183551,Hypsoblennius maculipinna,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183552,Malacoctenus zacae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183555,Malacoctenus tetranemus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183564,Brockius striatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183567,Stegastes redemptus,VU,DAMSELFISH.dbf,NA,NA
183572,Dialommus fuscus,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183582,Halichoeres discolor,VU,WRASSE.dbf,NA,NA
183583,Acanthemblemaria atrata,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183586,Stegastes rectifraenum,LC,DAMSELFISH.dbf,NA,NA
183587,Sphoeroides rosenblatti,LC,PUFFERFISH.dbf,NA,NA
183605,Ekemblemaria myersi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183607,Sphoeroides lispus,LC,PUFFERFISH.dbf,NA,NA
183611,Hypsoblennius gentilis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183612,Axoclinus rubinoffi,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183615,Myxodagnus opercularis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183623,Sphoeroides trichocephalus,LC,PUFFERFISH.dbf,NA,NA
183624,Bodianus diplotaenia,LC,WRASSE.dbf,NA,NA
183625,Halichoeres insularis,VU,WRASSE.dbf,NA,NA
183626,Stathmonotus lugubris,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183628,Emblemaria piratica,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183629,Acanthemblemaria exilispinus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183630,Paraclinus stephensi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183638,Dactylagnus mundus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183644,Cryptotrema seftoni,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183646,Prionurus punctatus,LC,SURGEONFISH_TANGS_UNICORNFISH.dbf,NA,NA
183652,Sphoeroides annulatus,LC,PUFFERFISH.dbf,NA,NA
183653,Chromis atrilobata,LC,DAMSELFISH.dbf,NA,NA
183654,Paraclinus tanygnathus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183655,Malacoctenus hubbsi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183676,Emblemaria nivipes,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183679,Enneanectes carminalis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183694,Platygillellus bussingi,NT,COMBTOOTHBLENNIES.dbf,NA,NA
183699,Emblemaria hypacanthus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183701,Paraclinus sini,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183703,Thalassoma robertsoni,VU,WRASSE.dbf,NA,NA
183705,Platygillellus altivelis,NT,COMBTOOTHBLENNIES.dbf,NA,NA
183717,Gillellus ornatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183725,Scartichthys variolatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183727,Xenomedea rhodopyga,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183728,Malacoctenus costaricanus,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183730,Starksia spinipenis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183731,Halichoeres melanotis,LC,WRASSE.dbf,NA,NA
183732,Protemblemaria perla,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183739,Xyrichtys wellingtoni,VU,WRASSE.dbf,NA,NA
183741,Dialommus macrocephalus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183747,Stegastes flavilatus,LC,DAMSELFISH.dbf,NA,NA
183754,Xyrichtys mundiceps,LC,WRASSE.dbf,NA,NA
183764,Exerpes asper,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183766,Hypsoblennius sordidus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183771,Halichoeres adustus,VU,WRASSE.dbf,NA,NA
183774,Azurina hirundo,NT,DAMSELFISH.dbf,NA,NA
183781,Hypsoblennius gilberti,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183788,Paraclinus mexicanus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183789,Nexilosus latifrons,LC,DAMSELFISH.dbf,NA,NA
183793,Chromis intercrusma,LC,DAMSELFISH.dbf,NA,NA
183794,Platygillellus rubellulus,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183804,Starksia fulva,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183813,Nicholsina denticulata,LC,WRASSE.dbf,NA,NA
183817,Halichoeres semicinctus,LC,WRASSE.dbf,NA,NA
183822,Halichoeres dispilus,LC,WRASSE.dbf,NA,NA
183825,Microspathodon dorsalis,LC,DAMSELFISH.dbf,NA,NA
183838,Gillellus searcheri,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183839,Scarus perrico,LC,WRASSE.dbf,NA,NA
183840,Labrisomus xanti,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183841,Acanthemblemaria hancocki,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183845,Gillellus arenicola,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183851,Coralliozetus rosenblatti,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183853,Starksia galapagensis,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183854,Labrisomus multiporosus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183855,Axoclinus cocoensis,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183865,Ekemblemaria lira,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183867,Dactyloscopus byersi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183870,Chromis alta,LC,DAMSELFISH.dbf,NA,NA
183873,Acanthemblemaria castroi,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183875,Hypsoblennius jenkinsi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183886,Entomacrodus chiostictus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183896,Paraclinus walkeri,CR,COMBTOOTHBLENNIES.dbf,NA,NA
183907,Parahypsos piersoni,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183909,Scartichthys crapulatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183923,Decodon melasma,LC,WRASSE.dbf,NA,NA
183924,Hypsoblennius robustus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183925,Sphoeroides angusticeps,LC,PUFFERFISH.dbf,NA,NA
183941,Chaenopsis alepidota,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183943,Gobioclinus dendriticus,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183949,Paraclinus ditrichus,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183952,Coralliozetus micropes,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183955,Starksia hoesei,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183959,Labrisomus pomaspilus,DD,COMBTOOTHBLENNIES.dbf,NA,NA
183961,Stegastes baldwini,NT,DAMSELFISH.dbf,NA,NA
183963,Stegastes leucorus,VU,DAMSELFISH.dbf,NA,NA
183968,Acanthemblemaria stephensi,VU,COMBTOOTHBLENNIES.dbf,NA,NA
183980,Plagiotremus azaleus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
183985,Thalassoma grammaticum,LC,WRASSE.dbf,NA,NA
184001,Labrisomus socorroensis,VU,COMBTOOTHBLENNIES.dbf,NA,NA
184004,Chaenopsis schmitti,VU,COMBTOOTHBLENNIES.dbf,NA,NA
184009,Axoclinus lucillae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
184012,Gillellus semicinctus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
184014,Coralliozetus boehlkei,LC,COMBTOOTHBLENNIES.dbf,NA,NA
184017,Azurina eupalama,CR,DAMSELFISH.dbf,NA,NA
184018,Sphoeroides kendalli,LC,PUFFERFISH.dbf,NA,NA
184020,Emblemaria walkeri,DD,COMBTOOTHBLENNIES.dbf,NA,NA
184022,Hypsoblennius caulopus,DD,COMBTOOTHBLENNIES.dbf,NA,NA
184031,Myxodagnus macrognathus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
184034,Sphoeroides sechurae,LC,PUFFERFISH.dbf,NA,NA
184035,Halichoeres nicholsi,LC,WRASSE.dbf,NA,NA
184047,Elops affinis,DD,BONEFISH_TARPONS.dbf,NA,NA
184048,Starksia lepidogaster,DD,COMBTOOTHBLENNIES.dbf,NA,NA
184985,Enoplometopus daumi,DD,LOBSTERS.dbf,NA,NA
184987,Bathyarctus steatopygus,DD,LOBSTERS.dbf,NA,NA
184988,Galearctus umbilicatus,DD,LOBSTERS.dbf,NA,NA
184992,Thaumastochelopsis brucei,DD,LOBSTERS.dbf,NA,NA
184993,Enoplometopus antillensis,LC,LOBSTERS.dbf,NA,NA
184997,Eduarctus modestus,LC,LOBSTERS.dbf,NA,NA
184998,Enoplometopus debelius,DD,LOBSTERS.dbf,NA,NA
185000,Stereomastis nana,LC,LOBSTERS.dbf,NA,NA
185002,Ibacus pubescens,DD,LOBSTERS.dbf,NA,NA
185004,Thymopides laurentae,DD,LOBSTERS.dbf,NA,NA
185005,Enoplometopus gracilipes,DD,LOBSTERS.dbf,NA,NA
185007,Nupalirus chani,DD,LOBSTERS.dbf,NA,NA
185009,Palinustus holthuisi,DD,LOBSTERS.dbf,NA,NA
185012,Stereomastis sculpta,LC,LOBSTERS.dbf,NA,NA
185014,Thenus indicus,DD,LOBSTERS.dbf,NA,NA
185016,Scyllarus planorbis,DD,LOBSTERS.dbf,NA,NA
185017,Petrarctus demani,LC,LOBSTERS.dbf,NA,NA
185020,Crenarctus crenatus,LC,LOBSTERS.dbf,NA,NA
185021,Ibacus chacei,LC,LOBSTERS.dbf,NA,NA
185024,Enoplometopus holthuisi,DD,LOBSTERS.dbf,NA,NA
185026,Polycheles typhlops,LC,LOBSTERS.dbf,NA,NA
185029,Thaumastocheles dochmiodon,LC,LOBSTERS.dbf,NA,NA
185030,Enoplometopus callistus,DD,LOBSTERS.dbf,NA,NA
185031,Acantharctus ornatus,LC,LOBSTERS.dbf,NA,NA
185032,Biarctus sordidus,LC,LOBSTERS.dbf,NA,NA
185035,Bathyarctus rubens,LC,LOBSTERS.dbf,NA,NA
185041,Chelarctus aureus,LC,LOBSTERS.dbf,NA,NA
185045,Bathyarctus formosanus,DD,LOBSTERS.dbf,NA,NA
185047,Enoplometopus macrodontus,DD,LOBSTERS.dbf,NA,NA
185050,Willemoesia forceps,LC,LOBSTERS.dbf,NA,NA
185051,Enoplometopus crosnieri,DD,LOBSTERS.dbf,NA,NA
185052,Enoplometopus voigtmanni,DD,LOBSTERS.dbf,NA,NA
185057,Scyllarides obtusus,DD,LOBSTERS.dbf,NA,NA
185060,Enoplometopus occidentalis,LC,LOBSTERS.dbf,NA,NA
185063,Metanephrops taiwanicus,DD,LOBSTERS.dbf,NA,NA
185072,Stereomastis phosphorus,LC,LOBSTERS.dbf,NA,NA
185075,Thenus australiensis,DD,LOBSTERS.dbf,NA,NA
185080,Chelarctus cultrifer,LC,LOBSTERS.dbf,NA,NA
185085,Jasus caveorum,DD,LOBSTERS.dbf,NA,NA
185088,Eduarctus reticulatus,LC,LOBSTERS.dbf,NA,NA
185090,Eduarctus pyrrhonotus,LC,LOBSTERS.dbf,NA,NA
185093,Crenarctus bicuspidatus,LC,LOBSTERS.dbf,NA,NA
185096,Eduarctus aesopius,LC,LOBSTERS.dbf,NA,NA
185126,Blennius ocellaris,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185127,Lipophrys trigloides,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185128,Parablennius gattorugine,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185129,Ophioblennius atlanticus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185130,Neoclinus chihiroe,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185132,Neoclinus nudus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185133,Neoclinus blanchardi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185134,Myxodagnus walkeri,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185135,Storrsia olsoni,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185136,Parablennius salensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185137,Platygillellus brasiliensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185138,Parablennius dialloi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185139,Scartella itajobi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185140,Parablennius sierraensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185141,Hypleurochilus aequipinnis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185142,Cryptotrema corallinum,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185144,Scartella springeri,VU,COMBTOOTHBLENNIES.dbf,NA,NA
185145,Parablennius verryckeni,DD,COMBTOOTHBLENNIES.dbf,NA,NA
185146,Tripterygion delaisi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185147,Scartella poiti,VU,COMBTOOTHBLENNIES.dbf,NA,NA
185148,Labrisomus cricota,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185149,Hypleurochilus fissicornis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185150,Neoclinus lacunicola,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185151,Microlipophrys caboverdensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185152,Lupinoblennius paivai,EN,COMBTOOTHBLENNIES.dbf,NA,NA
185153,Parablennius goreensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185154,Sindoscopus australis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185155,Clinitrachus argentatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185156,Microlipophrys canevae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185157,Neoclinus bryope,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185158,Auchenionchus crinitus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185159,Starksia multilepis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185160,Microlipophrys velifer,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185161,Labrisomus fernandezianus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185162,Parablennius ruber,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185163,Scartella nuchifilis,VU,COMBTOOTHBLENNIES.dbf,NA,NA
185164,Auchenionchus microcirrhis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185165,Coryphoblennius galerita,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185166,Scartella caboverdiana,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185167,Neoclinus toshimaensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185168,Aidablennius sphynx,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185169,Paraclinus arcanus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185171,Neoclinus stephensae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185172,Emblemaria australis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185173,Auchenionchus variolosus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185174,Alloclinus holderi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185175,Salaria pavo,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185176,Entomacrodus vomerinus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185178,Bathyblennius antholops,DD,COMBTOOTHBLENNIES.dbf,NA,NA
185180,Lipophrys pholis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185181,Parablennius incognitus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185183,Blennius normani,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185184,Labrisomus conditus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185185,Parablennius tentacularis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185186,Malacoctenus africanus,DD,COMBTOOTHBLENNIES.dbf,NA,NA
185188,Neoclinus okazakii,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185189,Emblemaria hudsoni,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185190,Paraclinus spectator,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185191,Ophioblennius trinitatis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185192,Calliclinus geniguttatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185193,Parablennius sanguinolentus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185194,Starksia brasiliensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185195,Labrisomus philippii,LC,COMBTOOTHBLENNIES.dbf,NA,NA
185196,Starksia guadalupae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
186106,Acantholabrus palloni,LC,WRASSE.dbf,NA,NA
187368,Bodianus dictynna,LC,WRASSE.dbf,NA,NA
187369,Choerodon gomoni,LC,WRASSE.dbf,NA,NA
187370,Halichoeres pardaleocephalus,LC,WRASSE.dbf,NA,NA
187371,Choerodon margaritiferus,LC,WRASSE.dbf,NA,NA
187372,Coris nigrotaenia,DD,WRASSE.dbf,NA,NA
187373,Hemigymnus fasciatus,LC,WRASSE.dbf,NA,NA
187375,Leptojulis lambdastigma,DD,WRASSE.dbf,NA,NA
187376,Xyrichtys rajagopalani,DD,WRASSE.dbf,NA,NA
187377,Thalassoma sanctaehelenae,DD,WRASSE.dbf,NA,NA
187379,Coris variegata,LC,WRASSE.dbf,NA,NA
187380,Iniistius cyanifrons,DD,WRASSE.dbf,NA,NA
187381,Thalassoma lunare,LC,WRASSE.dbf,NA,NA
187382,Halichoeres marginatus,LC,WRASSE.dbf,NA,NA
187383,Cheilio inermis,LC,WRASSE.dbf,NA,NA
187384,Cheilinus chlorourus,LC,WRASSE.dbf,NA,NA
187385,Pseudolabrus sieboldi,LC,WRASSE.dbf,NA,NA
187386,Coris marquesensis,LC,WRASSE.dbf,NA,NA
187387,Parajulis poecilepterus,LC,WRASSE.dbf,NA,NA
187388,Macropharyngodon choati,LC,WRASSE.dbf,NA,NA
187389,Cirrhilabrus tonozukai,DD,WRASSE.dbf,NA,NA
187390,Suezichthys caudavittatus,LC,WRASSE.dbf,NA,NA
187391,Bodianus thoracotaeniatus,DD,WRASSE.dbf,NA,NA
187392,Coris bulbifrons,VU,WRASSE.dbf,NA,NA
187393,Paracheilinus mccoskeri,LC,WRASSE.dbf,NA,NA
187394,Coris pictoides,LC,WRASSE.dbf,NA,NA
187395,Iniistius aneitensis,LC,WRASSE.dbf,NA,NA
187396,Labroides dimidiatus,LC,WRASSE.dbf,NA,NA
187397,Labrus mixtus,LC,WRASSE.dbf,NA,NA
187398,Labrus bergylta,LC,WRASSE.dbf,NA,NA
187399,Iniistius umbrilatus,LC,WRASSE.dbf,NA,NA
187400,Choerodon vitta,LC,WRASSE.dbf,NA,NA
187401,Halichoeres dimidiatus,LC,WRASSE.dbf,NA,NA
187402,Iniistius evides,LC,WRASSE.dbf,NA,NA
187403,Paracheilinus filamentosus,LC,WRASSE.dbf,NA,NA
187405,Halichoeres caudalis,LC,WRASSE.dbf,NA,NA
187406,Hologymnosus longipes,LC,WRASSE.dbf,NA,NA
187407,Wetmorella nigropinnata,LC,WRASSE.dbf,NA,NA
187408,Xyrichtys woodi,LC,WRASSE.dbf,NA,NA
187409,Ophthalmolepis lineolata,LC,WRASSE.dbf,NA,NA
187410,Cirrhilabrus marjorie,LC,WRASSE.dbf,NA,NA
187411,Iniistius pentadactylus,LC,WRASSE.dbf,NA,NA
187412,Iniistius trivittatus,DD,WRASSE.dbf,NA,NA
187413,Paracheilinus attenuatus,LC,WRASSE.dbf,NA,NA
187414,Macropharyngodon kuiteri,LC,WRASSE.dbf,NA,NA
187415,Cirrhilabrus earlei,LC,WRASSE.dbf,NA,NA
187416,Macropharyngodon bipartitus,LC,WRASSE.dbf,NA,NA
187417,Coris batuensis,LC,WRASSE.dbf,NA,NA
187418,Thalassoma pavo,LC,WRASSE.dbf,NA,NA
187419,Choerodon zamboangae,LC,WRASSE.dbf,NA,NA
187421,Paracheilinus walton,LC,WRASSE.dbf,NA,NA
187423,Oxycheilinus orientalis,LC,WRASSE.dbf,NA,NA
187424,Stethojulis bandanensis,LC,WRASSE.dbf,NA,NA
187425,Conniella apterygia,VU,WRASSE.dbf,NA,NA
187426,Notolabrus tetricus,LC,WRASSE.dbf,NA,NA
187427,Cirrhilabrus bathyphilus,LC,WRASSE.dbf,NA,NA
187428,Halichoeres leucoxanthus,LC,WRASSE.dbf,NA,NA
187429,Bodianus sanguineus,LC,WRASSE.dbf,NA,NA
187430,Choerodon cephalotes,LC,WRASSE.dbf,NA,NA
187431,Pteragogus cryptus,LC,WRASSE.dbf,NA,NA
187432,Halichoeres bleekeri,DD,WRASSE.dbf,NA,NA
187433,Pteragogus aurigarius,DD,WRASSE.dbf,NA,NA
187434,Stethojulis marquesensis,LC,WRASSE.dbf,NA,NA
187435,Halichoeres socialis,EN,WRASSE.dbf,NA,NA
187437,Minilabrus striatus,LC,WRASSE.dbf,NA,NA
187439,Cirrhilabrus laboutei,LC,WRASSE.dbf,NA,NA
187440,Cirrhilabrus condei,LC,WRASSE.dbf,NA,NA
187441,Novaculichthys taeniourus,LC,WRASSE.dbf,NA,NA
187442,Pseudolabrus eoethinus,LC,WRASSE.dbf,NA,NA
187443,Halichoeres margaritaceus,LC,WRASSE.dbf,NA,NA
187446,Thalassoma cupido,LC,WRASSE.dbf,NA,NA
187447,Cirrhilabrus jordani,LC,WRASSE.dbf,NA,NA
187448,Tautogolabrus adspersus,LC,WRASSE.dbf,NA,NA
187449,Wetmorella tanakai,DD,WRASSE.dbf,NA,NA
187450,Coris dorsomacula,LC,WRASSE.dbf,NA,NA
187451,Halichoeres argus,LC,WRASSE.dbf,NA,NA
187452,Cirrhilabrus katherinae,LC,WRASSE.dbf,NA,NA
187453,Anampses elegans,LC,WRASSE.dbf,NA,NA
187454,Halichoeres scapularis,LC,WRASSE.dbf,NA,NA
187455,Symphodus trutta,LC,WRASSE.dbf,NA,NA
187456,Doratonotus megalepis,LC,WRASSE.dbf,NA,NA
187457,Dotalabrus aurantiacus,LC,WRASSE.dbf,NA,NA
187459,Suezichthys cyanolaemus,LC,WRASSE.dbf,NA,NA
187460,Cirrhilabrus brunneus,DD,WRASSE.dbf,NA,NA
187461,Cirrhilabrus exquisitus,DD,WRASSE.dbf,NA,NA
187462,Pseudojuloides mesostigma,LC,WRASSE.dbf,NA,NA
187463,Leptojulis urostigma,LC,WRASSE.dbf,NA,NA
187464,Thalassoma newtoni,LC,WRASSE.dbf,NA,NA
187465,Halichoeres stigmaticus,LC,WRASSE.dbf,NA,NA
187466,Oxycheilinus digramma,LC,WRASSE.dbf,NA,NA
187467,Halichoeres cosmetus,LC,WRASSE.dbf,NA,NA
187468,Pseudolabrus semifasciatus,LC,WRASSE.dbf,NA,NA
187469,Xyrichtys koteamea,DD,WRASSE.dbf,NA,NA
187470,Halichoeres tenuispinis,LC,WRASSE.dbf,NA,NA
187471,Choerodon gymnogenys,DD,WRASSE.dbf,NA,NA
187472,Pseudocoris bleekeri,LC,WRASSE.dbf,NA,NA
187473,Halichoeres vrolikii,LC,WRASSE.dbf,NA,NA
187474,Halichoeres trimaculatus,LC,WRASSE.dbf,NA,NA
187475,Symphodus mediterraneus,LC,WRASSE.dbf,NA,NA
187476,Hemigymnus melapterus,LC,WRASSE.dbf,NA,NA
187477,Pseudocheilinus hexataenia,LC,WRASSE.dbf,NA,NA
187478,Halichoeres leucurus,LC,WRASSE.dbf,NA,NA
187479,Tautoga onitis,VU,WRASSE.dbf,NA,NA
187480,Pseudojuloides elongatus,DD,WRASSE.dbf,NA,NA
187481,Pseudolabrus miles,LC,WRASSE.dbf,NA,NA
187482,Halichoeres bivittatus,LC,WRASSE.dbf,NA,NA
187483,Cirrhilabrus melanomarginatus,LC,WRASSE.dbf,NA,NA
187484,Cirrhilabrus solorensis,DD,WRASSE.dbf,NA,NA
187485,Suezichthys notatus,LC,WRASSE.dbf,NA,NA
187486,Thalassoma septemfasciatum,DD,WRASSE.dbf,NA,NA
187487,Iniistius javanicus,DD,WRASSE.dbf,NA,NA
187488,Choerodon graphicus,LC,WRASSE.dbf,NA,NA
187489,Stethojulis strigiventer,LC,WRASSE.dbf,NA,NA
187490,Thalassoma amblycephalum,LC,WRASSE.dbf,NA,NA
187491,Austrolabrus maculatus,LC,WRASSE.dbf,NA,NA
187492,Symphodus ocellatus,LC,WRASSE.dbf,NA,NA
187493,Bodianus speciosus,DD,WRASSE.dbf,NA,NA
187494,Paracheilinus cyaneus,LC,WRASSE.dbf,NA,NA
187495,Bodianus scrofa,VU,WRASSE.dbf,NA,NA
187496,Cheilinus abudjubbe,LC,WRASSE.dbf,NA,NA
187498,Coris ballieui,LC,WRASSE.dbf,NA,NA
187499,Choerodon zosterophorus,LC,WRASSE.dbf,NA,NA
187500,Thalassoma heiseri,LC,WRASSE.dbf,NA,NA
187501,Cirrhilabrus aurantidorsalis,LC,WRASSE.dbf,NA,NA
187502,Cirrhilabrus randalli,LC,WRASSE.dbf,NA,NA
187503,Pseudojuloides argyreogaster,LC,WRASSE.dbf,NA,NA
