iucn_sid,pop_trend,year,old_cat,cat_txt,param_id,api_error,cat_ts,cat_score,cat_ts_score,trend_score
185936,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
185942,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185943,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185950,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185951,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185955,unknown,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
185959,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
18596,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
185962,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185963,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
185964,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185966,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185967,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185968,unknown,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
185971,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185972,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
185989,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
185990,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185991,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
185992,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185993,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185994,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
185995,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185996,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
185997,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
185998,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
185999,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186004,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186005,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186007,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186008,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186010,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186011,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186012,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186014,decreasing,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
186015,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186019,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186020,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186022,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186024,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
186033,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186035,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186036,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186037,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186039,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186040,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186042,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186043,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186044,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186053,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186056,decreasing,2015,LC,Least Concern,NA,NA,LC,0,0,-0.5
186057,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186059,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186062,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186069,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186078,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
186088,unknown,2016,LC,Least Concern,NA,NA,LC,0,0,NA
186089,unknown,2012,LC,Least Concern,NA,NA,LC,0,0,NA
186106,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
186512,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
18711,decreasing,1982,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
18711,decreasing,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
18711,decreasing,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
18711,decreasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
18711,decreasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
18711,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
18711,decreasing,2000,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
18711,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
18711,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
18711,decreasing,2015,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
187368,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187369,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187370,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187371,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187373,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187378,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187379,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187381,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187382,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187383,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187384,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187385,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187386,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187387,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187388,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187390,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187392,decreasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
187393,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187394,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187395,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187396,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187397,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187398,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187399,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187400,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187401,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187402,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187403,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187404,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187405,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187406,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187407,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187408,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187409,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187410,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187411,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187413,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187414,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187415,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187416,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187417,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187418,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187419,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187421,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187423,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187424,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187425,unknown,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
187426,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187427,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187428,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187429,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187430,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187431,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187434,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187435,unknown,2010,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
187435,unknown,2015,EN,Endangered,NA,NA,EN,0.6,0.6,NA
187436,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187437,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187438,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187439,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187440,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187441,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187442,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187443,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187444,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187446,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187447,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187448,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187450,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187451,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187452,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187453,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187454,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187455,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187455,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
187456,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187457,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187459,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187462,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187463,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187464,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187465,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187466,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187467,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187468,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187470,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187472,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187473,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187474,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187475,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187476,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187477,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187478,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187479,decreasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
187481,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187482,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187483,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187485,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187488,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187489,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187490,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187491,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187494,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187495,decreasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
187496,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187497,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187498,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187499,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187500,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187501,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187502,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187503,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187504,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187505,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187506,decreasing,2010,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
187507,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187508,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187510,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187511,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187512,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187513,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187515,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187516,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187517,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187518,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187519,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187520,decreasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
187521,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187522,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187523,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187524,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187525,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187527,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187529,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187530,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187532,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187533,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187534,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187535,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187536,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187537,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187538,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187539,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187540,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187541,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187542,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187543,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187545,decreasing,2010,LC,Least Concern,NA,NA,LC,0,0,-0.5
187546,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187547,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187548,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187549,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187552,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187553,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187554,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187555,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187556,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187558,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187559,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187560,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187561,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187562,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187563,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187564,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187565,decreasing,2010,LC,Least Concern,NA,NA,LC,0,0,-0.5
187566,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187567,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187568,decreasing,2010,LC,Least Concern,NA,NA,LC,0,0,-0.5
187569,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187570,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187571,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187572,stable,2010,NT,Near Threatened,NA,NA,NT,0.2,0.2,0
187574,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187575,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187578,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187580,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187582,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187583,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187584,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187587,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187588,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187589,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187590,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187591,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187592,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187594,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187595,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187595,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
187598,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187599,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187600,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187601,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187602,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187603,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187604,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187605,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187606,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187607,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187608,unknown,2015,EN,Endangered,NA,NA,EN,0.6,0.6,NA
187609,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187610,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187612,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187613,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
187614,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187617,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187618,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187619,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187620,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187621,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187622,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187623,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187624,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187625,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187627,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187628,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187629,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187630,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187631,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187632,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187633,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187634,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187635,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187638,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187640,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187641,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187642,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187643,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187644,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187645,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187646,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187647,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187648,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187649,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187651,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187652,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187653,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187654,decreasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
187655,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187656,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187657,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187658,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187659,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187661,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187662,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187663,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187664,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187665,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187667,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187668,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187669,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187670,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187671,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187672,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187673,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187674,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187675,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187677,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187678,stable,2014,LC,Least Concern,NA,NA,LC,0,0,0
187679,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187680,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187681,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187682,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187683,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187684,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187685,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187687,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187688,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187689,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187690,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187691,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187692,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187693,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187694,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187696,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187697,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187698,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187699,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187701,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187702,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187703,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187704,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187705,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187706,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187707,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187708,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187709,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187710,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187711,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187712,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187713,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187714,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
187715,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187716,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187718,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187719,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187720,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187722,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187723,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187724,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187726,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187727,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187728,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187729,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187730,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187731,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187733,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187734,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187735,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187736,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187737,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187738,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187739,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187740,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187741,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187742,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187744,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187745,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187746,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187747,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187748,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187749,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187750,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
187751,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187752,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
187753,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
