iucn_sid,pop_trend,iucn_version
192878,NA,2017-3
192879,unknown,2017-3
192929,stable,2017-3
192942,unknown,2017-3
192943,stable,2017-3
192948,unknown,2017-3
193092,stable,2017-3
193318,unknown,2017-3
194299,decreasing,2017-3
194812,unknown,2017-3
194815,stable,2017-3
194816,unknown,2017-3
194818,unknown,2017-3
194821,unknown,2017-3
194838,unknown,2017-3
194844,stable,2017-3
194846,unknown,2017-3
194853,unknown,2017-3
194854,unknown,2017-3
194855,stable,2017-3
194856,unknown,2017-3
194857,unknown,2017-3
194862,unknown,2017-3
194871,unknown,2017-3
194872,unknown,2017-3
194873,stable,2017-3
194874,unknown,2017-3
194875,unknown,2017-3
194877,stable,2017-3
194879,stable,2017-3
194881,stable,2017-3
194882,stable,2017-3
194884,stable,2017-3
194887,stable,2017-3
194893,stable,2017-3
194896,stable,2017-3
194902,unknown,2017-3
194960,stable,2017-3
195409,unknown,2017-3
195422,unknown,2017-3
195425,unknown,2017-3
195427,unknown,2017-3
195429,stable,2017-3
195431,unknown,2017-3
195433,unknown,2017-3
195434,unknown,2017-3
195435,unknown,2017-3
195444,unknown,2017-3
195445,unknown,2017-3
195448,stable,2017-3
195449,unknown,2017-3
195451,unknown,2017-3
195453,unknown,2017-3
195455,unknown,2017-3
195456,decreasing,2017-3
195458,unknown,2017-3
195459,decreasing,2017-3
195460,unknown,2017-3
195462,unknown,2017-3
195464,unknown,2017-3
195465,unknown,2017-3
195468,unknown,2017-3
195470,unknown,2017-3
195472,unknown,2017-3
195473,unknown,2017-3
195477,unknown,2017-3
195487,stable,2017-3
195503,unknown,2017-3
195780,unknown,2017-3
196012,unknown,2017-3
196013,unknown,2017-3
196016,decreasing,2017-3
196017,unknown,2017-3
196018,unknown,2017-3
196022,unknown,2017-3
196025,unknown,2017-3
196026,unknown,2017-3
196030,unknown,2017-3
196033,unknown,2017-3
196034,unknown,2017-3
196036,unknown,2017-3
196039,unknown,2017-3
196041,unknown,2017-3
196043,unknown,2017-3
196049,unknown,2017-3
196050,unknown,2017-3
196051,unknown,2017-3
196052,unknown,2017-3
196054,unknown,2017-3
196056,decreasing,2017-3
196057,unknown,2017-3
196058,unknown,2017-3
196060,unknown,2017-3
196061,unknown,2017-3
196064,unknown,2017-3
196065,unknown,2017-3
196069,unknown,2017-3
196072,unknown,2017-3
196080,unknown,2017-3
196085,unknown,2017-3
196086,unknown,2017-3
196091,unknown,2017-3
196313,stable,2017-3
196315,stable,2017-3
196317,stable,2017-3
196327,unknown,2017-3
196339,unknown,2017-3
196343,unknown,2017-3
196344,unknown,2017-3
196345,unknown,2017-3
196351,stable,2017-3
196371,stable,2017-3
196382,unknown,2017-3
196396,stable,2017-3
196408,stable,2017-3
196410,unknown,2017-3
196412,unknown,2017-3
196417,unknown,2017-3
196421,unknown,2017-3
196422,unknown,2017-3
196426,unknown,2017-3
196436,unknown,2017-3
196447,unknown,2017-3
196448,unknown,2017-3
196450,unknown,2017-3
197047,unknown,2017-3
197054,unknown,2017-3
198775,unknown,2017-3
198920,decreasing,2017-3
198921,decreasing,2017-3
199622,stable,2017-3
199624,stable,2017-3
199932,unknown,2017-3
200715,decreasing,2017-3
201946,decreasing,2017-3
201947,increasing,2017-3
201948,unknown,2017-3
202053,unknown,2017-3
202405,stable,2017-3
202406,stable,2017-3
202413,unknown,2017-3
202415,unknown,2017-3
202625,unknown,2017-3
202632,decreasing,2017-3
202833,stable,2017-3
14134429,unknown,2017-3
18584848,decreasing,2017-3
19014407,stable,2017-3
22680033,stable,2017-3
22680038,decreasing,2017-3
22680047,stable,2017-3
22680052,decreasing,2017-3
22680405,unknown,2017-3
22680409,decreasing,2017-3
22680412,decreasing,2017-3
22680415,decreasing,2017-3
22680423,increasing,2017-3
22680427,decreasing,2017-3
22680441,decreasing,2017-3
22680455,stable,2017-3
22680459,increasing,2017-3
22680462,increasing,2017-3
22680485,stable,2017-3
22693363,decreasing,2017-3
22693369,unknown,2017-3
22693427,decreasing,2017-3
22693490,decreasing,2017-3
22693735,decreasing,2017-3
22693749,decreasing,2017-3
22694160,stable,2017-3
22694210,stable,2017-3
22694218,stable,2017-3
22694240,stable,2017-3
22694245,stable,2017-3
22694251,stable,2017-3
22694271,stable,2017-3
22694279,stable,2017-3
22694282,increasing,2017-3
22694286,stable,2017-3
22694289,stable,2017-3
22694296,unknown,2017-3
22694308,unknown,2017-3
22694317,increasing,2017-3
22694321,decreasing,2017-3
22694324,unknown,2017-3
22694329,increasing,2017-3
22694334,increasing,2017-3
22694337,increasing,2017-3
22694340,stable,2017-3
22694343,stable,2017-3
22694346,stable,2017-3
22694362,unknown,2017-3
22694373,increasing,2017-3
22694469,increasing,2017-3
22694473,decreasing,2017-3
22694476,unknown,2017-3
22694479,stable,2017-3
22694497,decreasing,2017-3
22694502,decreasing,2017-3
22694524,increasing,2017-3
22694542,stable,2017-3
22694552,stable,2017-3
22694561,stable,2017-3
22694571,stable,2017-3
22694591,stable,2017-3
22694607,decreasing,2017-3
22694612,unknown,2017-3
22694618,decreasing,2017-3
22694623,unknown,2017-3
22694629,decreasing,2017-3
22694635,unknown,2017-3
22694641,stable,2017-3
22694646,increasing,2017-3
22694651,stable,2017-3
22694656,decreasing,2017-3
22694666,decreasing,2017-3
22694673,decreasing,2017-3
22694699,decreasing,2017-3
22694705,decreasing,2017-3
22694716,decreasing,2017-3
22694722,unknown,2017-3
22694730,unknown,2017-3
22694740,unknown,2017-3
22694750,decreasing,2017-3
22694764,stable,2017-3
22694782,stable,2017-3
22694799,stable,2017-3
22694821,stable,2017-3
22694834,decreasing,2017-3
22694837,decreasing,2017-3
22694841,increasing,2017-3
22694847,increasing,2017-3
22694852,decreasing,2017-3
22694861,unknown,2017-3
22694864,stable,2017-3
22694867,decreasing,2017-3
22694870,decreasing,2017-3
22694875,decreasing,2017-3
22694896,decreasing,2017-3
22694899,decreasing,2017-3
22694903,decreasing,2017-3
22694918,decreasing,2017-3
22694924,decreasing,2017-3
22694927,decreasing,2017-3
22694931,decreasing,2017-3
22694934,decreasing,2017-3
22696637,decreasing,2017-3
22696657,increasing,2017-3
22696668,decreasing,2017-3
22696675,increasing,2017-3
22696683,stable,2017-3
22696686,stable,2017-3
22696734,increasing,2017-3
22696753,decreasing,2017-3
22696756,stable,2017-3
22696766,decreasing,2017-3
22696770,unknown,2017-3
22696773,increasing,2017-3
22696776,increasing,2017-3
22696779,unknown,2017-3
22696788,unknown,2017-3
22696792,increasing,2017-3
22696799,unknown,2017-3
22696802,decreasing,2017-3
22696806,decreasing,2017-3
22696883,unknown,2017-3
22696887,decreasing,2017-3
22696894,decreasing,2017-3
22696898,decreasing,2017-3
22696901,unknown,2017-3
22696907,decreasing,2017-3
22697590,unknown,2017-3
22697599,decreasing,2017-3
22697604,decreasing,2017-3
22697608,stable,2017-3
22697611,increasing,2017-3
22697619,increasing,2017-3
22697724,increasing,2017-3
22697733,decreasing,2017-3
22697742,decreasing,2017-3
22697852,increasing,2017-3
22697866,increasing,2017-3
22697970,decreasing,2017-3
22698080,stable,2017-3
22698172,decreasing,2017-3
22698175,decreasing,2017-3
22698226,unknown,2017-3
22698240,decreasing,2017-3
22698305,decreasing,2017-3
22698320,decreasing,2017-3
22698375,increasing,2017-3
22698388,unknown,2017-3
22698398,decreasing,2017-3
22698425,decreasing,2017-3
22698448,decreasing,2017-3
22698511,decreasing,2017-3
22698562,decreasing,2017-3
22724836,decreasing,2017-3
22724879,unknown,2017-3
22728328,stable,2017-3
22728372,decreasing,2017-3
22728950,decreasing,2017-3
22728990,decreasing,2017-3
22729000,decreasing,2017-3
22729421,decreasing,2017-3
22729604,unknown,2017-3
22733989,increasing,2017-3
22735929,increasing,2017-3
22736173,decreasing,2017-3
