iucn_sid,years,cat_ts,scores,pop_trend_desc,calc_trend
22694927,"2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, VU, VU, VU","0, 0, 0, 0, 0.4, 0.4, 0.4",decreasing,0.03859
22694931,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22694934,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22696637,"2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22696657,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22696668,"2004, 2007, 2008, 2012, 2016, 2017, 2017","VU, VU, VU, VU, VU, EN, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.6, 0.4",decreasing,0.0064
22696675,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22696683,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22696686,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22696734,"2004, 2005, 2008, 2009, 2012, 2016","NT, LC, LC, LC, LC, LC","0.2, 0, 0, 0, 0, 0",increasing,-0.01
22696753,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22696756,"2004, 2005, 2008, 2010, 2011, 2012, 2013, 2016, 2017","EN, EN, EN, EN, VU, VU, VU, VU, VU","0.6, 0.6, 0.6, 0.6, 0.4, 0.4, 0.4, 0.4, 0.4",stable,-0.01958
22696766,"2004, 2006, 2008, 2010, 2012, 2013, 2015, 2016, 2017","EN, EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22696770,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22696773,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22696776,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22696779,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22696788,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22696792,"2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22696799,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22696802,"2004, 2005, 2006, 2008, 2010, 2012, 2016, 2017","VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22696806,"2004, 2006, 2008, 2010, 2012, 2013, 2015, 2016, 2017","NT, NT, NT, NT, NT, EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2, 0.2, 0.6, 0.6, 0.6, 0.6",decreasing,0.03893
22696883,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22696887,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22696894,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22696898,"2004, 2006, 2007, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22696901,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22696907,"2004, 2005, 2006, 2008, 2010, 2012, 2016, 2017","VU, EN, EN, EN, EN, EN, EN, EN","0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.00678
22697590,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22697599,"2004, 2006, 2008, 2012, 2016, 2017","VU, VU, VU, VU, VU, NT","0.4, 0.4, 0.4, 0.4, 0.4, 0.2",decreasing,-0.00906
22697604,"2004, 2006, 2007, 2008, 2012, 2016, 2017","VU, VU, NT, NT, NT, NT, NT","0.4, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01299
22697608,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22697611,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22697619,"2004, 2008, 2010, 2012, 2016","LC, NT, NT, NT, NT","0, 0.2, 0.2, 0.2, 0.2",increasing,0.015
22697724,"2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22697733,"2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22697742,"2004, 2005, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016, 2017","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,0
22697852,"2004, 2005, 2007, 2008, 2009, 2012, 2016, 2017","VU, VU, NT, NT, LC, LC, LC, LC","0.4, 0.4, 0.2, 0.2, 0, 0, 0, 0",increasing,-0.03119
22697866,"2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22697970,"2004, 2005, 2007, 2008, 2012, 2016","VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22698080,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22698172,"2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, NT, NT, NT","0, 0, 0, 0, 0.2, 0.2, 0.2",decreasing,0.01929
22698175,"2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22698226,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22698240,"2004, 2006, 2007, 2008, 2010, 2012, 2013, 2015, 2016, 2017","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22698305,"2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016, 2017","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22698320,"2003, 2004, 2005, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017","VU, VU, VU, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.4, 0.4, 0.4, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,0.0285
22698375,"2002, 2003, 2004, 2005, 2008, 2010, 2012, 2013, 2014, 2016, 2017","VU, EN, EN, EN, EN, EN, EN, NT, NT, NT, LC","0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.2, 0.2, 0.2, 0",increasing,-0.03079
22698388,"2003, 2004, 2005, 2008, 2010, 2012, 2016, 2017","VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",unknown,0
22698398,"2003, 2004, 2005, 2007, 2008, 2010, 2012, 2013, 2016, 2017","VU, VU, VU, VU, VU, VU, VU, EN, EN, EN","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.6, 0.6, 0.6",decreasing,0.01602
22698425,"2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016, 2017","EN, EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22698448,"2003, 2004, 2005, 2008, 2010, 2012, 2016, 2017","NT, NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22698511,"2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, VU, VU","0, 0, 0, 0, 0.4, 0.4",decreasing,0.03548
22698562,"2004, 2005, 2007, 2008, 2010, 2012, 2013, 2016","EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22724836,"2012, 2013, 2015, 2016","EN, EN, VU, VU","0.6, 0.6, 0.4, 0.4",decreasing,-0.06
22724879,"2012, 2013, 2016","LC, LC, LC","0, 0, 0",unknown,0
22728328,"2003, 2004, 2005, 2008, 2010, 2012, 2016, 2017","VU, VU, VU, NT, NT, NT, NT, NT","0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2",stable,-0.01614
22728372,"2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016, 2017","EN, EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22728950,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22728990,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22729000,"2004, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22729421,"2004, 2008, 2010, 2012, 2016, 2017","NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22729604,"2007, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2",unknown,0
22733989,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22735929,"2010, 2012, 2013, 2014, 2016, 2017","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22736173,"2010, 2012, 2016","LC, LC, LC","0, 0, 0",decreasing,0
