iucn_sid,code,habitat,suitability,season,majorimportance,cat,subcat1,subcat2,include
60469670,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60469697,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60469697,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60469712,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60469712,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60469804,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60469816,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60469866,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60469980,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60469980,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470089,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470092,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470096,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470322,11.1.1,Hard Substrate,Suitable,resident,Yes,11,1,1,TRUE
60470322,11.1.2,Soft Substrate,Suitable,resident,Yes,11,1,2,TRUE
60470339,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
60470344,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,Yes,9,2,NA,TRUE
60470358,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,NA,10,2,NA,TRUE
60470358,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60470361,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470361,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60470373,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60470376,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60470379,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470382,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470388,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470392,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470395,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60470395,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470399,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470414,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60470414,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470414,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60470418,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60470418,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470422,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470425,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60470425,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470425,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60470440,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470461,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470461,11.1.1,Hard Substrate,Suitable,resident,Yes,11,1,1,TRUE
60470461,11.1.2,Soft Substrate,Suitable,resident,Yes,11,1,2,TRUE
60470467,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60470467,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60470481,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470481,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470485,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470485,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470489,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470489,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470665,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470674,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470674,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470680,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470683,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470687,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470704,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470704,11.1.2,Soft Substrate,Suitable,resident,Yes,11,1,2,TRUE
60470745,13.2,Marine Coastal/supratidal - Coastal Caves/Karst,Suitable,resident,Yes,13,2,NA,TRUE
60470750,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
60470750,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,NA,9,5,NA,TRUE
60470750,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,NA,9,6,NA,TRUE
60470770,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60470792,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
60470792,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470792,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470817,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470817,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470856,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470856,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470876,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470908,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470918,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60470918,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60470977,11.2,"Marine Deep Benthic - Abyssal Plain (4,000-6,000m)",Suitable,resident,NA,11,2,NA,TRUE
60470977,11.3,"Marine Deep Benthic - Abyssal Mountain/Hills (4,000-6,000m)",Suitable,resident,NA,11,3,NA,TRUE
60470977,11.4,"Marine Deep Benthic - Hadal/Deep Sea Trench (>6,000m)",Suitable,resident,NA,11,4,NA,TRUE
60470977,11.5,Marine Deep Benthic - Seamount,Suitable,resident,NA,11,5,NA,TRUE
60470977,11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,resident,NA,11,6,NA,TRUE
60471195,11.5,Marine Deep Benthic - Seamount,Suitable,NA,NA,11,5,NA,TRUE
60471691,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60471792,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60471825,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60471850,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60471850,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60471850,11.5,Marine Deep Benthic - Seamount,Suitable,resident,Yes,11,5,NA,TRUE
60471855,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60471860,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60471865,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60471877,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60471883,11.1.1,Hard Substrate,Suitable,resident,Yes,11,1,1,TRUE
60471883,11.1.2,Soft Substrate,Suitable,resident,Yes,11,1,2,TRUE
60471901,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60471901,11.1.1,Hard Substrate,Suitable,NA,NA,11,1,1,TRUE
60471901,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
60471916,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,NA,10,2,NA,TRUE
60471916,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60471925,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60471934,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60471973,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60471973,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60472006,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
60472006,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60472203,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60472409,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60472409,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60472779,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60473762,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60474290,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60475013,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,NA,10,2,NA,TRUE
60475627,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60476220,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60476941,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60476941,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60477122,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60477122,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60477337,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60477337,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60477619,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
60477619,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60477619,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60477991,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60477991,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60478393,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
60478393,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60478393,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60478881,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60478881,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60479167,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60479167,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60479354,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60479354,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60479354,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60479648,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60479648,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60480024,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60480024,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60480620,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60480946,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60481184,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60481655,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60481655,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60481655,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60481663,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60481663,10.4,Marine Oceanic - Abyssopelagic (4000-6000m),Suitable,resident,Yes,10,4,NA,TRUE
60481692,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60481712,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,NA,10,2,NA,TRUE
60481729,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60481876,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,NA,10,2,NA,TRUE
60481885,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60481914,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60481914,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60482037,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60482063,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,NA,10,1,NA,TRUE
60482063,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,NA,10,2,NA,TRUE
60482063,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60482102,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,NA,10,2,NA,TRUE
60482102,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60482105,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60482105,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60482178,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60482248,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60482259,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60482312,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60482312,11.1.1,Hard Substrate,Suitable,NA,NA,11,1,1,TRUE
60482312,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
60482374,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60482467,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60482467,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60482467,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60482532,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60482553,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60482562,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60482607,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
60482607,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60482607,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60482611,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60482611,11.5,Marine Deep Benthic - Seamount,Suitable,resident,Yes,11,5,NA,TRUE
60482676,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60482676,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60482710,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60482710,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60482715,11.2,"Marine Deep Benthic - Abyssal Plain (4,000-6,000m)",Suitable,resident,NA,11,2,NA,TRUE
60482715,11.3,"Marine Deep Benthic - Abyssal Mountain/Hills (4,000-6,000m)",Suitable,resident,NA,11,3,NA,TRUE
60482748,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60482748,10.4,Marine Oceanic - Abyssopelagic (4000-6000m),Suitable,NA,NA,10,4,NA,TRUE
60482748,11.1.1,Hard Substrate,Suitable,unknown,NA,11,1,1,TRUE
60482748,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
60482748,11.2,"Marine Deep Benthic - Abyssal Plain (4,000-6,000m)",Suitable,NA,NA,11,2,NA,TRUE
60482776,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60482776,10.4,Marine Oceanic - Abyssopelagic (4000-6000m),Suitable,resident,NA,10,4,NA,TRUE
60482786,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60482810,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60482810,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60482859,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60482859,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60482909,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
60483083,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60483092,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60483137,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60483177,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60483177,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
60483211,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60483257,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60483257,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
60483273,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60483273,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60483363,11.2,"Marine Deep Benthic - Abyssal Plain (4,000-6,000m)",Suitable,resident,Yes,11,2,NA,TRUE
60483363,11.3,"Marine Deep Benthic - Abyssal Mountain/Hills (4,000-6,000m)",Suitable,resident,Yes,11,3,NA,TRUE
60484333,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60484333,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
60484350,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
60484369,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,NA,NA,9,3,NA,TRUE
60484396,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
60484408,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,NA,10,2,NA,TRUE
60484435,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60484435,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,NA,NA,9,3,NA,TRUE
60484826,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60485122,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60485173,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
60485561,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
60485561,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60485860,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
60485860,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
60485886,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
60847684,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,resident,No,13,1,NA,TRUE
61382004,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
61382004,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
61382004,12.1,Marine Intertidal - Rocky Shoreline,Suitable,resident,Yes,12,1,NA,TRUE
61382004,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,resident,Yes,12,2,NA,TRUE
61382004,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Suitable,resident,Yes,12,3,NA,TRUE
61382004,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,resident,Yes,13,1,NA,TRUE
61382004,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,resident,Yes,13,3,NA,TRUE
61382004,9.1,Marine Neritic - Pelagic,Suitable,resident,Yes,9,1,NA,TRUE
61382025,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
61382025,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,No,10,2,NA,TRUE
61382025,12.1,Marine Intertidal - Rocky Shoreline,Suitable,resident,Yes,12,1,NA,TRUE
61382025,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,resident,Yes,12,2,NA,TRUE
61382025,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Suitable,resident,Yes,12,3,NA,TRUE
61382025,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,resident,Yes,13,1,NA,TRUE
61382025,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,resident,Yes,13,3,NA,TRUE
61382025,9.1,Marine Neritic - Pelagic,Suitable,resident,Yes,9,1,NA,TRUE
61382318,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
61382318,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
61382318,9.1,Marine Neritic - Pelagic,Suitable,resident,Yes,9,1,NA,TRUE
61502946,12.1,Marine Intertidal - Rocky Shoreline,Suitable,resident,Yes,12,1,NA,TRUE
61502946,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,resident,Yes,13,1,NA,TRUE
61634591,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,resident,NA,12,2,NA,TRUE
61634940,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,resident,NA,12,2,NA,TRUE
61650582,12.1,Marine Intertidal - Rocky Shoreline,Marginal,resident,NA,12,1,NA,TRUE
61650582,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,resident,NA,12,2,NA,TRUE
61650582,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Marginal,resident,NA,12,3,NA,TRUE
61650582,12.6,Marine Intertidal - Tidepools,Marginal,resident,NA,12,6,NA,TRUE
61650582,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Marginal,resident,NA,13,4,NA,TRUE
