iucn_sid,sciname_api,category
154967,Amblygobius buanensis,LC
154968,Etrumeus whiteheadi,LC
154970,Trachinotus goodei,LC
154974,Xanthichthys mento,LC
154975,Anchoa delicatissima,LC
154976,Drombus halei,LC
154977,Eopsetta jordani,LC
154978,Apogon indicus,LC
154979,Bahaba chaptis,DD
154980,Chirodactylus jessicalenorum,LC
154982,Daector dowi,LC
154983,Paralichthys dentatus,LC
154987,Acanthistius brasilianus,DD
154988,Scopelosaurus herwigi,LC
154989,Sardinella longiceps,LC
154990,Calamopteryx jeb,LC
154991,Pholis nebulosa,LC
154992,Lophiodes caulinaris,LC
154993,Pteraclis aesticola,LC
154994,Plectranthias pallidus,DD
154995,Diaphus holti,LC
154996,Calumia godeffroyi,LC
154997,Bregmaceros atlanticus,LC
154998,Argyropelecus hemigymnus,LC
154999,Etelis carbunculus,LC
155000,Minous dempsterae,LC
155001,Chalixodytes tauensis,LC
155002,Bovichtus chilensis,LC
155003,Astronesthes nigroides,LC
155004,Congrogadus amplimaculatus,DD
155005,Coloconger japonicus,DD
155007,Allomycterus pilatus,DD
155008,Myripristis seychellensis,LC
155009,Pseudobathylagus milleri,LC
155010,Scorpaenopsis ramaraoi,LC
155011,Careproctus minimus,DD
155012,Sternoptyx obscura,LC
155014,Alectis ciliaris,LC
155015,Artediellichthys nigripinnis,LC
155016,Orthopristis reddingi,LC
155018,Sciades parkeri,VU
155020,Anchoa walkeri,LC
155021,Coryphopterus hyalinus,VU
155022,Uranoscopus polli,LC
155023,Callionymus sagitta,LC
155024,Amphichthys cryptocentrus,LC
155025,Siganus rivulatus,LC
155026,Pelates sexlineatus,LC
155028,Artedidraco glareobarbatus,LC
155030,Macroramphosus scolopax,LC
155031,Callionymus whiteheadi,DD
155035,Parapercis signata,LC
155036,Caulolatilus hubbsi,LC
155037,Physiculus parini,DD
155038,Percis matsuii,LC
155040,Etropus rimosus,LC
155041,Caulolatilus dooleyi,DD
155042,Plesiops nigricans,LC
155043,Decapterus russelli,LC
155044,Buglossidium luteum,LC
155045,Merluccius hernandezi,DD
155046,Apogon margaritophorus,LC
155047,Cocotropus roseus,LC
155048,Zoarchias neglectus,DD
155049,Lepidotrigla kishinouyi,LC
155050,Callogobius clitellus,LC
155051,Microgobius tabogensis,LC
155052,Dactyloptena gilberti,LC
155053,Phucocoetes latitans,LC
155054,Plagiogeneion macrolepis,DD
155055,Himantolophus cornifer,LC
155056,Cyttus novaezealandiae,LC
155057,Uranoscopus japonicus,LC
155058,Hippoglossina stomata,LC
155064,Apogon notatus,LC
155065,Stelgistrum beringianum,DD
155066,Samariscus huysmani,DD
155067,Pseudanthias caudalis,LC
155068,Remora brachyptera,LC
155070,Samariscus filipectoralis,DD
155071,Gorgasia maculata,LC
155072,Conger verreauxi,LC
155073,Doryrhamphus janssi,LC
155074,Patagonotothen cornucola,LC
155075,Remora albescens,LC
155077,Lycenchelys monstrosa,LC
155078,Pterygotrigla hemisticta,LC
155080,Hyporhamphus roberti,LC
155081,Hyperoglyphe perciformis,LC
155082,Eumicrotremus barbatus,DD
155084,Champsodon capensis,LC
155085,Pseudocyttus maculatus,DD
155087,Pseudopercis numida,LC
155088,Enophrys taurina,LC
155089,Lutjanus decussatus,LC
155090,Cociella punctata,LC
155091,Enchelycore schismatorhynchus,LC
155092,Laeops kitaharae,DD
155093,Derichthys serpentinus,LC
155094,Clinocottus globiceps,LC
155095,Cantheschenia longipinnis,LC
155097,Caesio caerulaurea,LC
155102,Cheilodipterus singapurensis,LC
155104,Cheilopogon pinnatibarbatus,LC
155105,Platycephalus indicus,DD
155106,Kali macrodon,LC
155107,Monopenchelys acuta,LC
155110,Opistognathus scops,LC
155111,Congiopodus torvus,LC
155112,Stemonosudis gracilis,LC
155113,Saurida pseudotumbil,DD
155114,Diancistrus novaeguineae,LC
155115,Lethrinus reticulatus,LC
155116,Sardinella albella,LC
155117,Melamphaes spinifer,LC
155119,Odontesthes incisa,LC
155122,Lycodes sadoensis,DD
155123,Clupea harengus,LC
155124,Amblyeleotris triguttata,LC
155125,Scorpaena azorica,DD
155126,Apsilus dentatus,LC
155127,Pseudochromis omanensis,DD
155128,Caulolatilus cyanops,LC
155129,Pterois lunulata,LC
155130,Caranx sexfasciatus,LC
155131,Moringua edwardsi,LC
155132,Eustomias monodactylus,LC
155133,Bathycongrus vicinalis,LC
155134,Alepes vari,LC
155135,Sillago japonica,LC
155136,Callionymus macclesfieldensis,DD
155138,Antipodocottus galatheae,LC
155141,Kaupichthys brachychirus,LC
155142,Laemonema rhodochir,LC
155144,Myripristis trachyacron,LC
155145,Brachirus sorsogonensis,DD
155147,Hoplostethus metallicus,DD
155148,Stygnobrotula latebricola,LC
155149,Arnoglossus brunneus,DD
155151,Apogon rubrimacula,LC
155152,Lutjanus apodus,LC
155153,Atherion elymus,LC
155155,Chirolophis snyderi,DD
155157,Atrobucca kyushini,DD
155158,Psettina hainanensis,DD
155159,Trachinotus rhodopus,LC
155160,Hygophum proximum,LC
155162,Zebrias crossolepis,DD
155164,Polydactylus microstomus,LC
155165,Corythoichthys amplexus,LC
155166,Chilomycterus schoepfii,LC
155170,Asarcenchelys longimanus,DD
155173,Cynoscion xanthulus,DD
155175,Gerres infasciatus,DD
155176,Parupeneus crassilabris,LC
155177,Psenopsis anomala,LC
155178,Heteroconger klausewitzi,LC
155179,Rhacochilus vacca,LC
155181,Chirocentrodon bleekerianus,LC
155182,Pomadasys incisus,LC
155183,Paralichthodes algoensis,LC
155187,Callechelys bitaeniata,LC
155188,Sicydium plumieri,DD
155189,Scopeloberyx opisthopterus,LC
155191,Nessorhamphus danae,LC
155192,Johnius novaeguineae,LC
155195,Ichthyococcus irregularis,LC
155196,Centropogon latifrons,DD
155197,Cotylopus acutipinnis,DD
155199,Ethadophis akkistikos,LC
155200,Parapercis xanthozona,LC
155201,Ambassis urotaenia,LC
155202,Plicofollis platystomus,LC
155203,Talismania bifurcata,LC
155205,Caulolatilus affinis,LC
155206,Brachysomophis longipinnis,DD
155207,Menidia peninsulae,LC
155208,Scorpaenodes quadrispinosus,LC
155210,Gobiesox multitentaculus,DD
155212,Cosmocampus elucens,LC
155213,Synodus saurus,LC
155214,Gobius fallax,LC
155215,Dicologlossa cuneata,LC
155216,Icelinus filamentosus,LC
155218,Lipogramma robinsi,DD
155222,Pentaceros japonicus,LC
155223,Gobiopterus mindanensis,LC
155224,Scorpaenodes hirsutus,LC
155225,Arnoglossus rueppelii,LC
155226,Chromogobius quadrivittatus,LC
155228,Parapercis atlantica,DD
155229,Nemateleotris magnifica,LC
155231,Meuschenia hippocrepis,LC
155232,Rhamphocetichthys savagei,LC
155233,Saurenchelys meteori,LC
155235,Lile piquitinga,LC
155236,Austroglossus microlepis,DD
155239,Branchiostegus semifasciatus,LC
155240,Thryssa mystax,LC
155242,Johnius trewavasae,DD
155243,Branchiostegus japonicus,LC
155244,Nemipterus nemurus,LC
155245,Mulloidichthys dentatus,LC
155249,Myripristis formosa,DD
155251,Araiophos eastropas,DD
155253,Jenkinsia majua,LC
155254,Sebastes cortezi,LC
155256,Coelorinchus shcherbachevi,DD
155257,Cheilopogon rapanouiensis,LC
155258,Scopelosaurus gibbsi,LC
155259,Strongylura marina,LC
155260,Benthosema pterotum,LC
155261,Brachypleura novaezeelandiae,LC
155262,Eustomias dinema,DD
155264,Lepidoperca filamenta,LC
155266,Ariosoma selenops,LC
155267,Hoplostethus marisrubri,DD
155268,Scatophagus argus,LC
155269,Opistognathus rosenblatti,LC
155271,Pseudochromis dixurus,LC
155272,Nesogobius hinsbyi,LC
155273,Ostorhinchus lateralis,LC
155277,Antennarius analis,LC
155278,Microgobius erectus,LC
155280,Thryssa gautamiensis,DD
155281,Seriolella caerulea,LC
155282,Gobius xanthocephalus,LC
155284,Pterogobius zonoleucus,LC
155285,Vanacampus vercoi,LC
155286,Peristedion amblygenys,DD
155288,Lestidiops gracilis,DD
155289,Schedophilus pemarco,LC
155291,Mugil incilis,LC
155293,Pomadasys panamensis,LC
155294,Anchoviella brevirostris,LC
155295,Pseudanthias ignitus,LC
155296,Glossanodon pygmaeus,LC
155297,Apocryptodon punctatus,LC
155298,Careproctus pallidus,DD
155299,Eubalichthys caeruleoguttatus,DD
155300,Pentapodus emeryii,LC
155301,Rhinomuraena quaesita,LC
155303,Bathylaco macrophthalmus,DD
155305,Oneirodes luetkeni,DD
155306,Ricuzenius nudithorax,LC
155307,Scorpaena hatizyoensis,LC
155309,Isacia conceptionis,LC
155311,Raconda russeliana,LC
155312,Tomicodon australis,LC
155316,Paralichthys aestuarius,DD
155317,Rainfordia opercularis,LC
155318,Serranus atricauda,DD
155320,Nannobrachium gibbsi,LC
155323,Plectranthias bauchotae,LC
155324,Paraliparis orcadensis,DD
155325,Ogcocephalus pumilus,LC
155326,Acanthistius ocellatus,LC
155328,Paratriacanthodes herrei,LC
155329,Ophichthus altipennis,LC
155330,Pomadasys maculatus,LC
155342,Mercuria similis,LC
155474,Caspia gmelinii,DD
155535,Paludinella sicana,LC
155552,Heleobia maltzani,DD
155568,Radix auricularia,LC
155597,Hydrobia vitrea,LC
155608,Turricaspia variabilis,LC
155610,Heleobia macei,DD
155623,Mytilopsis leucophaeata,LC
155680,Caspia makarovi,LC
155778,Hydrobia pontieuxini,DD
155784,Onchidella celtica,LC
155835,Hydrobia acuta,LC
155843,Heleobia dalmatica,DD
155854,Mercuria zopissa,NT
155980,Potamopyrgus antipodarum,LC
156018,Heleobia rausiana,DD
156116,Caspia knipowitchi,LC
157256,Natrix tessellata,LC
157261,Hemidactylus turcicus,LC
157273,Chamaeleo africanus,LC
158624,Porocephalichthys dasyrhynchus,LC
158625,Odontanthias tapui,LC
158626,Nectamia fusca,LC
158627,Pseudanthias pleurotaenia,LC
158630,Cochlefelis insidiator,DD
161749,Isurus oxyrinchus,VU
161750,Isurus oxyrinchus,VU
161751,Isurus oxyrinchus,NT
161816,Azorina vidalii,EN
161885,Colchicum corsicum,VU
161910,Silene holzmannii,EN
161916,Kosteletzkya pentacarpos,LC
161992,Oenanthe conioides,DD
162020,Atractylis preauxiana,EN
162144,Anthyllis hystrix,LC
162193,Rumex rupestris,VU
162404,Artemisia campestris ssp. bottnica,NT
162497,Sepia lycidas,DD
162499,Sepioloidea lineolata,DD
162505,Sepia latimanus,DD
162508,Sepiola parva,LC
162512,Sepia longipes,DD
162516,Euprymna penares,DD
162518,Austrorossia bipapillata,DD
162522,Sepia elongata,DD
162523,Rossia macrosoma,DD
162526,Idiosepius thailandicus,DD
162527,Sepiadarium kochi,LC
162530,Sepiadarium nipponianum,DD
162536,Heteroteuthis dagamensis,DD
162537,Euprymna phenax,DD
162538,Metasepia tullbergi,DD
162539,Sepiola affinis,DD
162543,Nectoteuthis pourtalesi,DD
162547,Idiosepius notoides,DD
162549,Sepia orbignyana,DD
162550,Sepiadarium austrinum,DD
162554,Sepia papuensis,LC
162555,Rondeletiola capensis,DD
162557,Sepietta oweniana,DD
162559,Euprymna tasmanica,DD
162563,Sepia plangon,LC
162569,Euprymna albatrossae,DD
162572,Inioteuthis japonica,DD
162573,Semirossia equalis,DD
162579,Sepia elegans,DD
162580,Sepiola rondeleti,DD
162582,Sepia chirotrema,LC
162583,Sepia pardex,DD
162585,Idiosepius minimus,DD
162586,Sepietta petersi,DD
162587,Spirula spirula,LC
162592,Sepiadarium auritum,DD
162598,Euprymna scolopes,DD
162599,Euprymna berryi,DD
162602,Euprymna hyllebergi,DD
162604,Idiosepius pygmaeus,DD
162605,Sepia bandensis,DD
162608,Sepia dollfusi,DD
162609,Sepiola birostrata,DD
162610,Sepietta neglecta,DD
162613,Sepia erostrata,LC
162616,Semirossia tenera,LC
162618,Sepia cultrata,LC
162619,Sepia vermiculata,DD
162624,Sepia reesi,DD
162627,Sepia apama,NT
162630,Euprymna morsei,DD
162637,Sepia bathyalis,DD
162642,Sepia mestus,LC
162643,Sepiola ligulata,DD
162644,Heteroteuthis dispar,DD
162657,Idiosepius paradoxus,DD
162659,Sepiola intermedia,DD
162660,Sepia andreana,DD
162662,Sepia aculeata,DD
162663,Neorossia caroli,LC
162664,Sepia officinalis,LC
162666,Sepia esculenta,DD
162667,Sepia arabica,DD
162669,Euprymna stenodactyla,DD
162672,Inioteuthis maculosa,LC
162674,Euprymna hoylei,DD
162679,Sepia australis,LC
162681,Metasepia pfefferi,DD
162682,Rondeletiola minor,DD
162683,Austrorossia australis,LC
162686,Idiosepius picteti,DD
162894,Bathyteuthis berryi,DD
162899,Amphitretus pelagicus,LC
162900,Todarodes filippovae,LC
162902,Mastigoteuthis cordiformis,DD
162904,Enoploteuthis higginsi,LC
162905,Enoploteuthis obliqua,LC
162906,Helicocranchia pfefferi,DD
162908,Histioteuthis miranda,LC
162909,Egea inermis,LC
162910,Chtenopteryx sicula,DD
162916,Leachia atlantica,DD
162917,Opisthoteuthis mero,EN
162918,Grimpoteuthis innominata,DD
162919,Octopoteuthis danae,DD
162922,Abralia spaercki,DD
162925,Histioteuthis heteropsis,LC
162926,Eucleoteuthis luminosa,LC
162928,Octopoteuthis nielseni,DD
162930,Gonatopsis borealis,LC
162931,Gonatus madokai,LC
162933,Abraliopsis pacificus,LC
162934,Histioteuthis eltaninae,LC
162938,Stigmatoteuthis hoylei,LC
162939,Cirrothauma magna,DD
162941,Cranchia scabra,LC
162942,Taonius pavo,LC
162943,Mastigoteuthis famelica,DD
162944,Brachioteuthis behnii,DD
162945,Histioteuthis meleagroteuthis,LC
162946,Opisthoteuthis medusoides,DD
162948,Liguriella podophthalma,DD
162950,Gonatus onyx,LC
162951,Abraliopsis chuni,DD
162952,Grimalditeuthis bonplandi,LC
162953,Galiteuthis pacifica,LC
162956,Brachioteuthis picta,LC
162959,Dosidicus gigas,DD
162961,Joubiniteuthis portieri,LC
162962,Planctoteuthis oligobessa,DD
162964,Enoploteuthis semilineata,DD
162967,Opisthoteuthis robsoni,DD
162968,Enoploteuthis anapsis,LC
162972,Megalocranchia oceanica,DD
162977,Cirroctopus glacialis,LC
162979,Teuthowenia maculata,DD
162980,Mastigoteuthis psychrophila,DD
162982,Abraliopsis tui,DD
162984,Abralia heminuchalis,DD
162986,Japetella diaphana,LC
162988,Vitreledonella richardi,LC
162994,Gonatus californiensis,LC
162996,Onykia carriboea,DD
162999,Notonykia africanae,DD
163002,Illex illecebrosus,LC
163003,Opisthoteuthis japonica,DD
163007,Bathyteuthis bacidifera,DD
163008,Lycoteuthis lorigera,LC
163011,Cirrothauma murrayi,DD
163012,Grimpoteuthis tuftsi,DD
163019,Enoploteuthis galaxias,DD
163022,Grimpoteuthis meangensis,DD
163024,Abralia robsoni,DD
163025,Selenoteuthis scintillans,LC
163026,Psychroteuthis glacialis,LC
163028,Abralia redfieldi,LC
163029,Argonauta nodosa,LC
163030,Abralia grimpei,DD
163033,Chiroteuthis mega,LC
163035,Abraliopsis lineata,LC
163037,Abralia astrolineata,DD
163038,Abralia armata,DD
163042,Cirroteuthis muelleri,LC
163050,Ancistrocheirus lesueuri,LC
163051,Nematolampas regalis,DD
163052,Abraliopsis morisi,LC
163054,Opisthoteuthis depressa,DD
163056,Histioteuthis oceani,LC
163059,Nototodarus sloanii,LC
163063,Abraliopsis hoylei,DD
163064,Onychoteuthis meridiopacifica,DD
163065,Opisthoteuthis californiana,DD
163066,Tremoctopus robsoni,LC
163067,Sandalops melancholicus,DD
163068,Gonatopsis octopedatus,LC
163070,Lycoteuthis springeri,DD
163071,Ornithoteuthis volatilis,LC
163073,Histioteuthis bonnellii,LC
163074,Opisthoteuthis bruuni,DD
163075,Ocythoe tuberculata,LC
163077,Amphitretus thielei,LC
163079,Mastigoteuthis atlantica,DD
163080,Argonauta argo,LC
163082,Tremoctopus gelatus,LC
163083,Argonauta nouryi,LC
163085,Nototodarus hawaiiensis,LC
163086,Octopoteuthis megaptera,DD
163088,Leachia pacifica,DD
163089,Pyroteuthis addolux,LC
163090,Grimpoteuthis plena,DD
163094,Abraliopsis felis,LC
163095,Brachioteuthis riisei,DD
163096,Enoploteuthis jonesi,LC
163101,Brachioteuthis beanii,LC
163102,Ancistroteuthis lichtensteini,LC
163106,Grimpoteuthis megaptera,DD
163108,Batoteuthis skolops,LC
163110,Enoploteuthis octolineata,DD
163112,Asperoteuthis acanthoderma,LC
163114,Abralia veranyi,LC
163117,Cirroctopus antarctica,LC
163118,Liocranchia valdiviae,LC
163121,Grimpoteuthis pacifica,DD
163125,Argonauta cornuta,DD
163129,Nototodarus gouldi,LC
163131,Onykia ingens,LC
163132,Mastigoteuthis pyrodes,DD
163134,Abralia renschi,DD
163141,Opisthoteuthis massyae,VU
163142,Abralia multihamata,DD
163143,Leachia danae,LC
163144,Opisthoteuthis chathamensis,CR
163146,Watasenia scintillans,LC
163152,Sthenoteuthis oualaniensis,LC
163155,Stigmatoteuthis arcturi,LC
163156,Galiteuthis armata,LC
163157,Abralia siedleckyi,DD
163160,Mastigoteuthis dentata,DD
163161,Todarodes angolensis,LC
163162,Eogonatus tinro,DD
163163,Ommastrephes bartramii,LC
163170,Mesonychoteuthis hamiltoni,LC
163172,Stauroteuthis syrtensis,DD
163177,Histioteuthis reversa,LC
163178,Opisthoteuthis pluto,DD
163179,Discoteuthis laciniosa,LC
163180,Octopoteuthis rugosa,DD
163181,Helicocranchia papillata,DD
163184,Abralia andamanica,LC
163186,Gonatus fabricii,LC
163187,Enoploteuthis chunii,DD
163189,Todarodes sagittatus,LC
163190,Gonatus ursabrunae,DD
163192,Pyroteuthis serrata,DD
163194,Callimachus rancureli,DD
163198,Sthenoteuthis pteropus,LC
163202,Gonatus steenstrupi,LC
163203,Onychoteuthis borealijaponica,DD
163204,Chiroteuthis calyx,LC
163207,Haliphron atlanticus,LC
163211,Argonauta hians,LC
163218,Liocranchia reinhardti,LC
163219,Lampadioteuthis megaleia,LC
163221,Opisthoteuthis philipii,DD
163222,Cycloteuthis serventyi,LC
163225,Grimpoteuthis umbellata,DD
163226,Chiroteuthis joubini,LC
163227,Leachia cyclura,DD
163228,Thysanoteuthis rhombus,LC
163229,Galiteuthis phyllura,LC
163231,Abralia marisarabica,DD
163232,Ornithoteuthis antillarum,LC
163234,Histioteuthis machrohista,LC
163235,Abraliopsis gilchristi,LC
163238,Planctoteuthis levimana,DD
163240,Chtenopteryx sepioloides,DD
163242,Illex oxygonius,LC
163243,Pholidoteuthis adami,LC
163245,Taonius borealis,LC
163246,Illex argentinus,LC
163247,Berryteuthis anonychus,LC
163252,Onykia robusta,DD
163253,Gonatopsis makko,LC
163255,Enoploteuthis reticulata,LC
163256,Discoteuthis discus,LC
163257,Planctoteuthis danae,LC
163258,Teuthowenia megalops,LC
163260,Alluroteuthis antarctica,LC
163262,Abralia trigonura,LC
163263,Megalocranchia maxima,DD
163265,Architeuthis dux,LC
163266,Onykia loennbergii,LC
163267,Taningia danae,LC
163268,Nototeuthis dimegacotyle,DD
163269,Illex coindetii,LC
163270,Mastigoteuthis agassizii,DD
163274,Abralia similis,LC
163275,Filippovia knipovitchi,LC
163276,Teuthowenia pellucida,LC
163278,Lepidoteuthis grimaldii,LC
163282,Opisthoteuthis persephone,DD
163284,Grimpoteuthis wuelkeri,DD
163288,Bathyteuthis abyssicola,LC
163294,Hyaloteuthis pelagica,LC
163298,Abralia steindachneri,LC
163299,Grimpoteuthis bathynectes,LC
163300,Abraliopsis affinis,LC
163302,Abralia astrosticta,LC
163304,Opisthoteuthis grimaldii,DD
163305,Gonatopsis japonicus,DD
163306,Mastigoteuthis magna,DD
163309,Promachoteuthis megaptera,DD
163310,Histioteuthis atlantica,LC
163311,Martialia hyadesi,LC
163312,Bolitaena pygmaea,LC
163316,Abraliopsis atlantica,DD
163325,Abralia fasciolata,DD
163330,Grimpoteuthis abyssicola,DD
163332,Taonius belone,LC
163334,Octopoteuthis deletron,DD
163337,Cirroctopus hochbergi,EN
163338,Bathothauma lyromma,LC
163341,Grimpoteuthis hippocrepium,DD
163342,Gonatus berryi,LC
163343,Onykia robsoni,LC
163345,Mastigoteuthis hjorti,DD
163347,Octopoteuthis sicula,DD
163348,Onychoteuthis compacta,DD
163350,Gonatus pyros,LC
163352,Abralia dubia,DD
163353,Pyroteuthis margaritifera,LC
163357,Pterygioteuthis gemmata,LC
163361,Luteuthis dentatus,DD
163362,Gonatus antarcticus,LC
163365,Magnapinna pacifica,DD
163366,Octopoteuthis indica,DD
163368,Pterygioteuthis microlampas,LC
163369,Todaropsis eblanae,LC
163372,Chiroteuthis spoeli,LC
163374,Galiteuthis glacialis,LC
163375,Onychoteuthis banksii,DD
163377,Opisthoteuthis agassizii,DD
163389,Neoteuthis thielei,LC
163391,Argonauta boettgeri,LC
163394,Mastigoteuthis danae,DD
163396,Gonatus kamtschaticus,LC
163399,Opisthoteuthis extensa,DD
163400,Gonatus oregonensis,DD
163402,Mastigoteuthis glaukopsis,DD
163403,Kondakovia longimana,LC
163404,Opisthoteuthis albatrossi,DD
163405,Abraliopsis falco,LC
163435,Kinosternon subrubrum,LC
163444,Pseudemys concinna,LC
164004,Cressa cretica,LC
164011,Limonium duriaei,VU
164037,Fimbristylis bisumbellata,LC
164080,Limonium battandieri,DD
164095,Limonium cymuliferum,NT
164141,Carex punctata,LC
164203,Apium graveolens,LC
164274,Fimbristylis sieberiana,LC
164320,Salicornia veneta,VU
164334,Spergularia marina,LC
164350,Cyclosorus interruptus,LC
164392,Spergularia doumerguei,VU
164409,Spergularia embergeri,VU
164497,Spergularia tangerina,LC
164520,Limonium palmyrense,VU
164523,Carex extensa,LC
164528,Ranunculus hederaceus,LC
164538,Najas marina ssp. arsenariensis,CR
164543,Spergularia media ssp. intermedia,DD
164893,Brachirus harmandi,LC
165291,Sphyrna lewini,EN
165293,Sphyrna lewini,EN
165294,Sphyrna lewini,EN
165296,Sphyrna lewini,VU
165297,Sphyrna lewini,VU
165352,Theodoxus fluviatilis,LC
165773,Neritina pulligera,LC
165778,Neritina afra,LC
165780,Neritina glabrata,LC
165788,Neritina adansoniana,LC
165795,Thiara amarula,LC
165800,Assiminea bifasciata,LC
165803,Tympanotonus fuscatus,LC
165808,Neritina gagates,LC
165811,Septaria borbonica,LC
165912,Conocara nigrum,DD
165913,Paraliparis atramentatus,DD
165917,Procambarus maya,DD
166009,Takifugu orbimaculatus,LC
166031,Sineleotris chalmersi,LC
166077,Eleotris fusca,LC
166092,Coreoperca whiteheadi,LC
166138,Bostrychus sinensis,LC
166144,Glossogobius olivaceus,LC
166171,Eleotris oxycephala,LC
166184,Anguilla japonica,EN
166189,Anguilla marmorata,LC
166196,Clupanodon thrissa,LC
166197,Salanx chinensis,DD
166200,Salanx cuvieri,DD
166216,Coilia grayii,LC
166263,Sermyla riqueti,LC
166267,Stenothyra glabra,LC
166268,Assiminea latericea,LC
166410,Ophisternon bengalense,LC
166428,Corica soborna,LC
166439,Dermogenys brachynotopterus,DD
166442,Tenualosa ilisha,LC
166446,Arius arius,LC
166470,Liza tade,DD
166483,Arius gagora,NT
166533,Glossogobius giuris,LC
166552,Pisodonophis boro,LC
166562,Gambusia affinis,LC
166575,Gazza minuta,LC
166598,Drombus globiceps,LC
166628,Silonia silondia,LC
166633,Mystus gulio,LC
166639,Microphis cuncalus,LC
166680,Theodoxus reticularis,LC
166693,Neritina violacea,LC
166699,Assiminea beddomeana,LC
166700,Iravadia ornata,LC
166704,Gangetia miliacea,LC
166708,Neritina sulculosa,LC
166709,Tanysiphon rivalis,LC
166715,Stenothyra deltae,LC
166717,Septaria lineata,LC
166719,Scaphula deltae,LC
166721,Stenothyra echinata,DD
166725,Stenothyra ornata,LC
