iucn_sid,sciname_api,category
198669,Thorogobius ephippiatus,LC
198670,Lobotes surinamensis,LC
198671,Dicentrarchus punctatus,LC
198673,Mullus barbatus,LC
198674,Mullus surmuletus,LC
198675,Cubiceps capensis,LC
198676,Cubiceps gracilis,LC
198706,Argyrosomus regius,LC
198707,Sciaena umbra,NT
198708,Umbrina canariensis,LC
198710,Umbrina ronchus,DD
198711,Anthias anthias,LC
198712,Serranus hepatus,LC
198713,Serranus scriba,LC
198714,Sphyraena viridensis,LC
198715,Stromateus fiatola,LC
198716,Tetragonurus cuvieri,LC
198718,Trachinus araneus,LC
198719,Trachinus draco,LC
198720,Trachinus radiatus,LC
198721,Lepidopus caudatus,DD
198722,Uranoscopus scaber,LC
198723,Melanostigma atlanticum,LC
198724,Arnoglossus laterna,LC
198725,Bothus podas,LC
198726,Citharus linguatula,LC
198727,Symphurus ligulatus,LC
198728,Symphurus nigrescens,LC
198734,Microchirus azevia,DD
198735,Microchirus ocellatus,DD
198736,Microchirus variegatus,LC
198737,Monochirus hispidus,LC
198739,Solea solea,DD
198740,Synapturichthys kleinii,DD
198741,Taurulus bubalis,LC
198742,Peristedion cataphractum,LC
198743,Pontinus kuhlii,DD
198744,Scorpaena loppei,LC
198745,Scorpaena maderensis,LC
198746,Scorpaena notata,LC
198747,Scorpaena porcus,LC
198748,Scorpaena scrofa,LC
198750,Chelidonichthys cuculus,LC
198751,Chelidonichthys lastoviza,LC
198752,Chelidonichthys lucerna,LC
198753,Chelidonichthys obscurus,LC
198755,Lepidotrigla dieuzeidei,LC
198756,Trigla lyra,LC
198757,Cyclothone braueri,LC
198758,Vinciguerria attenuata,LC
198759,Vinciguerria poweriae,LC
198761,Bathophilus nigerrimus,LC
198762,Borostomias antarcticus,LC
198763,Nerophis maculatus,DD
198764,Nerophis ophidion,LC
198765,Syngnathus acus,LC
198766,Syngnathus phlegon,DD
198767,Syngnathus typhle,LC
198769,Zeus faber,DD
198772,Alectis alexandrina,LC
198776,Lepadogaster purpurea,LC
198794,Melampus luteus,LC
198845,Halopyrgus pupoides,LC
198892,Potamopyrgus estuarinus,LC
198893,Potamopyrgus kaitunuparaoa,VU
198925,Masticophis mentovarius,LC
198972,Anguilla interioris,DD
198973,Anguilla borneensis,VU
198975,Coloconger cadenati,LC
198983,Ophichthus leonensis,DD
198995,Promyllantor atlanticus,DD
198998,Myrichthys pardalis,LC
199007,Bascanichthys paulensis,LC
199008,Ichthyapus insularis,DD
199019,Conger esculentus,LC
199036,Brachysomophis atlanticus,LC
199040,Rhynchoconger gracilior,LC
199055,Japonoconger africanus,LC
199068,Ilyophis brunneus,LC
199070,Xyrias guineensis,DD
199071,Yirrkala tenuis,LC
199078,Heteroconger longissimus,LC
199088,Haptenchelys texis,LC
199106,Myrophis punctatus,LC
199114,Echiophis intertinctus,LC
199115,Callechelys guineensis,LC
199125,Dalophis obtusirostris,DD
199139,Pseudomyrophis atlanticus,LC
199146,Pisodonophis semicinctus,LC
199156,Phaenomonas longissima,LC
199157,Gordiichthys leibyi,LC
199161,Pseudophichthys splendens,LC
199169,Hoplunnis punctata,LC
199180,Paraconger notialis,LC
199187,Stemonidium hypomelas,LC
199189,Dalophis multidentatus,DD
199198,Heteroconger luteolus,LC
199205,Paraconger caudilimbatus,LC
199217,Ophichthus cylindroideus,LC
199221,Aplatophis chauliodus,LC
199223,Rhynchoconger flavus,LC
199232,Ophichthus puncticeps,LC
199240,Apterichtus monodi,LC
199241,Apterichtus gracilis,DD
199249,Histiobranchus bathybius,DD
199256,Gordiichthys randalli,LC
199259,Gordiichthys ergodes,DD
199267,Gordiichthys irretitus,LC
199270,Gnathophis bracheatopos,LC
199272,Echiophis punctifer,LC
199278,Dysomma anguillare,LC
199279,Ariosoma mellissii,DD
199287,Apterichtus ansp,LC
199302,Bascanichthys scuticaris,LC
199311,Ahlia egmontis,LC
199314,Echelus pachyrhynchus,LC
199323,Nemichthys curvirostris,LC
199324,Callechelys leucoptera,LC
199328,Pseudomyrophis nimius,LC
199337,Bascanichthys ceciliae,LC
199342,Ophichthus rex,LC
199347,Caralophia loxochila,LC
199355,Myrophis platyrhynchus,LC
199360,Paraconger macrops,DD
199361,Bascanichthys bascanium,LC
199363,Dalophis cephalopeltis,LC
199364,Hoplunnis diomediana,LC
199373,Venefica proboscidea,LC
199390,Callechelys muraena,LC
199391,Conger oceanicus,LC
199396,Ophichthus maculatus,DD
199398,Quassiremus ascensionis,LC
199401,Nessorhamphus ingolfianus,LC
199413,Gnathophis codoniphorus,DD
199622,Aurigequula fasciata,LC
199624,Eubleekeria splendens,LC
199661,Trimma maiandros,LC
199723,Hemidactylus forbesii,LC
199855,Halieutichthys intermedius,LC
199965,Bilacunaria caspia,EN
200787,Striostrea margaritacea,LC
200866,Alectryonella plicatula,DD
200950,Saccostrea kegaki,LC
200957,Ostrea atherstonei,DD
200966,Ostrea futamiensis,DD
200988,Ostrea libella,DD
201031,Ostrea conchaphila,DD
201041,Saccostrea spathulata,DD
201106,Ostrea algoensis,DD
201121,Saccostrea scyphophilla,LC
201159,Anomiostrea coralliophila,DD
201194,Talonostrea talonata,DD
201244,Saccostrea malabonensis,LC
201249,Planostrea pestigris,LC
201429,Oncorhynchus nerka,VU
201430,Oncorhynchus nerka,LC
201431,Oncorhynchus nerka,LC
201432,Oncorhynchus nerka,EN
201433,Oncorhynchus nerka,CR
201434,Oncorhynchus nerka,LC
201435,Oncorhynchus nerka,LC
201436,Oncorhynchus nerka,LC
201437,Oncorhynchus nerka,LC
201438,Oncorhynchus nerka,LC
201439,Oncorhynchus nerka,DD
201440,Oncorhynchus nerka,EN
201441,Oncorhynchus nerka,LC
201442,Oncorhynchus nerka,LC
201444,Oncorhynchus nerka,LC
201445,Oncorhynchus nerka,LC
201446,Oncorhynchus nerka,LC
201447,Oncorhynchus nerka,EN
201448,Oncorhynchus nerka,DD
201449,Oncorhynchus nerka,DD
201450,Oncorhynchus nerka,EN
201451,Oncorhynchus nerka,LC
201452,Oncorhynchus nerka,LC
201453,Oncorhynchus nerka,EN
201454,Oncorhynchus nerka,EN
201499,Oncorhynchus nerka,DD
201500,Oncorhynchus nerka,LC
201946,Alosa aestivalis,VU
201947,Alosa mediocris,LC
201948,Alosa pseudoharengus,LC
201996,Ilisha obfuscata,DD
201997,Pellona dayi,DD
202001,Thryssa stenosoma,DD
202381,Fundulus diaphanus,LC
202394,Gambusia holbrooki,LC
202395,Heterandria formosa,LC
202398,Lucania goodei,LC
202405,Microgadus tomcod,LC
202406,Syngnathus scovelli,LC
202413,Osmerus mordax,LC
202415,Thaleichthys pacificus,LC
202560,Lepomis punctatus,LC
202566,Morone mississippiensis,LC
202625,Lampetra ayresii,LC
202632,Paralichthys lethostigma,NT
202649,Cottus aleuticus,LC
202670,Leptocottus armatus,LC
202833,Awaous ocellaris,LC
203423,Sillago sihama,LC
13145780,Allium telmatum,NT
13148003,Drimia undata,LC
13152076,Tarentola maioensis,LC
13306686,Colletes halophilus,NT
13458323,Synagrops bellus,LC
13458375,Synagrops microlepis,LC
13462250,Guentherus altivela,LC
13462325,Ijimaia loppei,LC
13462411,Atherina lopeziana,DD
13462434,Aulopus cadenati,LC
13462491,Bathysaurus ferox,LC
13462628,Parasudis fraserbrunneri,LC
13462713,Evermannella melanoderma,LC
13462731,Odontostomops normalops,LC
13462737,Gigantura chuni,LC
13462745,Bathymicrops regis,LC
13462748,Bathypterois atricolor,LC
13462751,Bathypterois dubius,LC
13462757,Bathypterois phenax,LC
13462760,Bathypterois quadrifilis,LC
13462763,Bathypterois viridensis,LC
13462771,Bathytyphlops marionae,LC
13462777,Ipnops agassizii,LC
13485141,Ahliesaurus berryi,LC
13485161,Luciosudis normani,LC
13485167,Scopelosaurus argenteus,LC
13485284,Scopelosaurus meadi,LC
13485312,Omosudis lowii,LC
13485395,Dolichosudis fuliginosa,LC
13485398,Lestidiops affinis,LC
13485411,Lestidiops cadenati,LC
13485622,Lestrolepis intermedia,LC
13485631,Macroparalepis affinis,LC
13485635,Magnisudis atlantica,LC
13485675,Benthalbella infans,LC
13485856,Scopelarchus guentheri,LC
13486028,Saurida brasiliensis,LC
13486169,Synodus synodus,LC
13486199,Trachinocephalus myops,LC
13486222,Batrachoides liberiensis,LC
13486345,Perulibatrachus elminensis,LC
13486360,Perulibatrachus rossignoli,LC
13486514,Ablennes hians,LC
13487141,Strongylura senegalensis,LC
13487154,Tylosurus acus ssp. acus,LC
13487180,Tylosurus acus ssp. imperialis,LC
13487288,Tylosurus acus ssp. rafale,LC
13487345,Tylosurus crocodilus ssp. crocodilus,LC
13487690,Cheilopogon milleri,LC
13487700,Cheilopogon nigricans,LC
13487733,Fodiator acutus,LC
13487740,Hirundichthys affinis,LC
13487874,Prognichthys gibbifrons,LC
13491788,Spartina alterniflora,LC
15147715,Alepocephalus agassizii,LC
15147725,Alepocephalus australis,LC
15147740,Alepocephalus bairdii,DD
15147791,Asquamiceps hjorti,LC
15147816,Bajacalifornia megalops,LC
15147860,Bathylaco nigricans,LC
15147965,Bathyprion danae,LC
15147977,Bathytroctes michaelsarsi,LC
15148522,Conocara macropterum,LC
15148566,Conocara salmoneum,LC
15148742,Einara macrolepis,LC
15148858,Herwigia kreffti,LC
15148964,Leptoderma macrops,LC
15149028,Rinoctes nasutus,LC
15149121,Rouleina attrita,LC
15149175,Talismania homoptera,LC
15149262,Talismania longifilis,LC
15149335,Xenodermichthys copei,LC
15521789,Gymnammodytes capensis,LC
15521852,Euleptorhamphus velox,LC
15521934,Oxyporhamphus similis,LC
15521985,Scomberesox simulans,LC
15522003,Sardinella rouxi,DD
15522042,Ilisha africana,LC
15522050,Bregmaceros nectabanus,LC
15522054,Enchelyopus cimbrius,LC
15522061,Bathygadus favosus,LC
15522064,Bathygadus macrops,LC
15522069,Bathygadus melanobranchus,LC
15522073,Cetonurus globiceps,LC
15522095,Coelorinchus labiatus,LC
15522109,Coelorinchus polli,LC
15522140,Coryphaenoides leptolepis,LC
15522143,Coryphaenoides marshalli,LC
15522146,Coryphaenoides paramarshalli,LC
15522149,Coryphaenoides rupestris,CR
15522152,Coryphaenoides zaniophorus,LC
15522159,Gadomus longifilis,LC
15522187,Nezumia africana,LC
15522201,Nezumia duodecim,LC
15522204,Nezumia micronychodon,LC
15522207,Nezumia milleri,LC
15522210,Sphagemacrurus hirundo,LC
15522213,Melanonus zugmayeri,LC
15522216,Merluccius capensis,LC
15522226,Merluccius polli,LC
15522229,Merluccius senegalensis,EN
15522233,Laemonema laureysi,LC
15522236,Laemonema yarrellii,LC
15522264,Physiculus cyanostrophus,LC
15522267,Physiculus huloti,LC
15522270,Physiculus microbarbata,DD
15598524,Benthosema suborbitale,LC
15598540,Bolinichthys distofax,LC
15598550,Centrobranchus nigroocellatus,LC
15598596,Ceratoscopelus warmingii,LC
15598621,Diaphus bertelseni,LC
15598630,Diaphus brachycephalus,LC
15598639,Diaphus effulgens,LC
15598666,Diaphus fragilis,LC
15598669,Diaphus hudsoni,LC
15598672,Diaphus lucidus,LC
15598700,Diaphus meadi,LC
15598704,Diaphus ostenfeldi,LC
15598778,Diaphus perspicillatus,LC
15598791,Diaphus splendidus,LC
15598799,Diaphus subtilis,DD
15598809,Diaphus taaningi,DD
15598812,Diaphus termophilus,LC
15598815,Hygophum macrochir,LC
15598887,Hygophum reinhardtii,LC
15598938,Hygophum taaningi,LC
15598948,Lampadena anomala,DD
15598951,Lampadena chavesi,LC
15598954,Lampadena dea,DD
15598957,Lampadena luminosa,LC
15598976,Lampanyctodes hectoris,LC
15599060,Lampanyctus alatus,LC
15599064,Lampanyctus australis,LC
15599067,Lampanyctus festivus,LC
15599070,Lampanyctus intricarius,LC
15599078,Lampanyctus tenuiformis,LC
15599092,Lampichthys procerus,LC
15599123,Lepidophanes gaussi,LC
15599136,Lepidophanes guentheri,LC
15599150,Myctophum affine,LC
15600450,Myctophum asperum,LC
15600453,Myctophum nitidulum,LC
15600713,Myctophum obtusirostre,LC
15600720,Myctophum phengodes,LC
15600727,Myctophum selenops,LC
15600731,Nannobrachium atrum,LC
15600738,Nannobrachium cuprarium,LC
15601157,Nannobrachium isaacsi,LC
15601865,Notoscopelus caudispinosus,LC
15601872,Notoscopelus resplendens,LC
15601881,Scopelopsis multipunctatus,LC
15601887,Symbolophorus barnardi,LC
15601894,Symbolophorus boops,LC
15601902,Taaningichthys minimus,LC
15601905,Taaningichthys paurolychnus,LC
15601909,Neoscopelus macrolepidotus,LC
15601913,Scopelengys tristis,LC
15601916,Glossanodon polli,LC
15601920,Bathylagichthys problematicus,LC
15601934,Leptochilichthys agassizii,LC
15601937,Nansenia atlantica,LC
15601940,Nansenia tenera,LC
15601959,Cepola pauciradiata,DD
15601962,Epigonus pandionis,LC
15601976,Sphyraena afra,LC
15601979,Arnoglossus capensis,LC
15601982,Bothus guibei,DD
15601985,Chascanopsetta lugubris,LC
15601988,Monolene mertensi,LC
15602417,Monolene microstoma,LC
15602420,Cynoglossus browni,DD
15602435,Cynoglossus cadenati,DD
15602438,Cynoglossus canariensis,NT
15602466,Cynoglossus monodi,NT
15602947,Cynoglossus senegalensis,NT
15622233,Symphurus insularis,LC
15622583,Symphurus normani,LC
15622587,Symphurus vanmelleae,LC
15622590,Citharichthys stampflii,LC
15622597,Syacium guineensis,LC
15622604,Syacium micrurum,LC
15622608,Psettodes belcheri,DD
15622611,Psettodes bennettii,DD
15622627,Bathysolea lactea,DD
15622630,Bathysolea polli,LC
15622649,Microchirus boscanion,DD
15622656,Microchirus frechkopi,DD
15622659,Microchirus theophila,DD
15622672,Microchirus wittei,LC
15622675,Pegusa cadenati,DD
15622678,Solea senegalensis,DD
15622684,Dagetichthys lusitanica,DD
15622693,Vanstraelenia chirophthalma,DD
15622706,Polymixia nobilis,LC
15622722,Careproctus albescens,LC
15622732,Solitas gruveli,LC
15622740,Ebinania costaecanariae,LC
15622750,Psychrolutes inermis,LC
15622764,Neomerinthe folgori,DD
15622773,Pontinus accraensis,LC
15622777,Pontinus leda,LC
15622781,Scorpaena angolensis,LC
15622786,Scorpaena annobonae,DD
15622789,Scorpaena laevis,LC
15622793,Scorpaena normani,LC
15622796,Scorpaena stephanica,LC
15622799,Scorpaenodes africanus,DD
15622804,Scorpaenodes elongatus,DD
15622813,Trachyscorpia cristulata ssp. echinata,DD
15622831,Ectreposebastes imus,LC
15622835,Setarches guentheri,LC
15623251,Chelidonichthys gabonensis,LC
15623265,Lepidotrigla cadmani,LC
15623268,Lepidotrigla carolae,LC
15623273,Trigloporus lastoviza,LC
16208224,Balaenoptera physalus,VU
16369383,Tursiops truncatus,VU
16370739,Physeter macrocephalus,EN
16376479,Globicephala melas,DD
16378423,Grampus griseus,DD
16381144,Ziphius cavirostris,DD
16404574,Achirus achirus,LC
16404805,Achirus declivis,LC
16404974,Aluterus schoepfii,LC
16405644,Anchoa cayorum,LC
16405685,Anchoa cubana,LC
16406269,Anchoa filifera,LC
16406327,Anchoa hepsetus,LC
16406486,Anchoa januaria,LC
16406525,Anchoa lamprotaenia,LC
16406554,Anchoa spinifer,LC
16406635,Anchoa trinitatis,DD
16406679,Anchovia clupeoides,LC
16406919,Anchoviella blackburni,DD
16406934,Anchoviella perfasciata,LC
16406968,Antennarius pauciradiatus,LC
16406979,Antennarius striatus,LC
16407002,Anthias nicholsi,LC
16407017,Choranthias tenuis,LC
16407132,Antigonia capros,LC
16407184,Apionichthys dumerili,LC
16407217,Argentina striata,LC
16407630,Ariomma bondi,LC
16407645,Ariomma regulus,LC
16410245,Atherinella blackburni,LC
16411567,Atherinella brasiliensis,LC
16417341,Atherinella milleri,LC
16421352,Aulostomus maculatus,LC
16424139,Bellator egretta,LC
16425141,Bellator militaris,LC
16425187,Bembrops anatirostris,LC
16425314,Bembrops gobioides,LC
16425354,Beryx splendens,LC
16425422,Bothus maculiferus,LC
16425468,Bothus ocellatus,LC
16425533,Bothus robinsi,LC
16425572,Bregmaceros cantori,LC
16425603,Bregmaceros houdei,LC
16427324,Brotula barbata,LC
16427369,Bullisichthys caribbaeus,LC
16431606,Cantherhines pullus,LC
16431725,Caranx bartholomaei,LC
16431737,Caranx ruber,LC
16431757,Caranx lugubris,LC
16431946,Carapus bermudensis,LC
16431990,Caulolatilus chrysops,LC
16432073,Caulolatilus guppyi,LC
16432098,Caulolatilus intermedius,LC
16433850,Centropristis ocyurus,LC
16433946,Centropristis philadelphica,LC
16435325,Centropristis striata,LC
16435530,Chaetodipterus faber,LC
16435778,Diplogrammus pauciradiatus,LC
16437187,Chloroscombrus chrysurus,LC
16437988,Citharichthys arctifrons,LC
16438001,Citharichthys arenaceus,LC
16438022,Citharichthys cornutus,LC
16438701,Citharichthys macrops,LC
16439236,Citharichthys spilopterus,LC
16439367,Cubiceps pauciradiatus,LC
16439534,Cyclopsetta chittendeni,LC
16439642,Cyclopsetta fimbriata,LC
16439757,Cyttopsis rosea,LC
16439848,Decapterus punctatus,LC
16439926,Diplectrum formosum,LC
16440016,Engraulis eurystole,LC
16440027,Elagatis bipinnulata,LC
16440083,Echeneis neucratoides,DD
16440965,Erythrocles monodi,LC
16441120,Hypoatherina harringtonensis,LC
16441303,Membras analis,DD
16441433,Membras argentea,DD
16441575,Menidia menidia,LC
16441651,Saurida normani,LC
16441677,Saurida suspicio,LC
16441698,Synodus foetens,LC
16441738,Opsanus tau,LC
16441862,Porichthys plectrodon,LC
16442003,Thalassophryne maculosa,LC
16442081,Hemiramphus bermudensis,LC
16442472,Holocentrus adscensionis,LC
16442487,Holocentrus rufus,LC
16447855,Sargocentron hastatum,LC
16449034,Sargocentron vexillarium,LC
16449531,Gephyroberyx darwinii,LC
16449654,Harengula clupeola,LC
16449708,Harengula humeralis,LC
16465921,Jenkinsia stolifera,LC
16465952,Odontognathus compressus,LC
16465969,Odontognathus mucronatus,LC
16466100,Opisthonema oglinum,LC
16466326,Lycengraulis limnichthys,DD
16466332,Pellona harroweri,LC
16466377,Merluccius albidus,LC
16466393,Merluccius bilinearis,NT
16467178,Fowlerichthys radiosus,LC
16501736,Ogilbichthys puertoricoensis,DD
16501751,Ogilbichthys tobagoensis,DD
16501868,Lepophidium brevibarbe,LC
16502064,Lepophidium pheromystax,LC
16502093,Lepophidium profundorum,LC
16503587,Lepophidium staurophor,LC
16505486,Ophidion antipholus,LC
16505522,Ophidion dromio,LC
16505619,Ophidion holbrookii,LC
16505650,Ophidion josephi,LC
16505782,Ophidion lagochila,LC
16505842,Ophidion selenops,LC
16505916,Otophidium chickcharney,LC
16505933,Otophidium dormitator,LC
16505959,Otophidium omostigma,LC
16506077,Synagrops spinosus,LC
16506080,Taractes rubescens,LC
16506657,Callionymus bairdi,LC
16506725,Foetorepus agassizii,LC
16506757,Synchiropus dagmarae,LC
16506766,Oligoplites palometa,LC
16506781,Oligoplites saurus ssp. saurus,LC
16506839,Selene brownii,LC
16506931,Selene setapinnis,LC
16507307,Selene vomer,LC
16507347,Seriola rivoliana,LC
16507442,Seriola zonata,LC
16507646,Trachinotus carolinus,LC
16507729,Uraspis secunda,LC
16509008,Peristedion miniatum,LC
16509126,Gempylus serpens,LC
16509242,Nealotus tripes,LC
16509297,Promethichthys prometheus,LC
16509426,Haemulon vittatum,LC
16545046,Lopholatilus chamaeleonticeps,EN
16545072,Mullus auratus,LC
16545086,Pseudupeneus maculatus,LC
16545164,Upeneus parvus,LC
16545250,Psenes arafurensis,LC
16545253,Psenes cyanophrys,LC
16545256,Psenes pellucidus,LC
16545326,Lonchopisthus higmani,LC
16545346,Lonchopisthus lemur,LC
16545360,Lonchopisthus micrognathus,LC
16546023,Opistognathus lonchurus,LC
16546072,Opistognathus nothus,LC
16546127,Opistognathus robinsi,LC
16546144,Opistognathus whitehursti,LC
16674437,Stenella coeruleoalba,VU
16719296,Gnathodentex aureolineatus,LC
16719359,Gymnocranius audleyi,LC
16719387,Gymnocranius euanus,LC
16719605,Gymnocranius grandoculis,LC
16719651,Gymnocranius griseus,LC
16719685,Gymnocranius microdon,LC
16719726,Gymnocranius oblongus,DD
16719839,Lethrinus amboinensis,LC
16719843,Lethrinus atkinsoni,LC
16719890,Lethrinus atlanticus,LC
16719994,Lethrinus erythracanthus,LC
16720002,Lethrinus erythropterus,LC
16720022,Lethrinus harak,LC
16720029,Lethrinus laticaudis,LC
16720036,Lethrinus lentjan,LC
16720083,Lethrinus microdon,LC
16720118,Lethrinus miniatus,LC
16720181,Lethrinus nebulosus,LC
16720267,Lethrinus obsoletus,LC
16720328,Lethrinus olivaceus,LC
16720345,Lethrinus ornatus,LC
16720528,Lethrinus rubrioperculatus,LC
16720537,Lethrinus semicinctus,LC
16720568,Lethrinus variegatus,LC
16720577,Lethrinus xanthochilus,LC
16720607,Monotaxis grandoculis,LC
16721842,Wattsia mossambica,LC
16749571,Pempheris poeyi,LC
16749725,Pempheris schomburgkii,LC
16749737,Heteropriacanthus cruentatus,LC
16749758,Pareques iwamotoi,LC
16749978,Protosciaena bathytatos,LC
16750054,Baldwinella aureorubens,LC
16759101,Hypoplectrus maya,VU
16759126,Hypoplectrus puella,LC
16759144,Hypoplectrus unicolor,LC
16759167,Liopropoma carmabi,LC
16759184,Liopropoma mowbrayi,LC
16759321,Pseudogramma gregoryi,LC
16759340,Rypticus bistrispinus,LC
16759353,Rypticus maculatus,LC
16759357,Rypticus randalli,LC
16759367,Rypticus subbifrenatus,LC
16759463,Serraniculus pumilio,LC
16759509,Serranus annularis,LC
16759518,Serranus chionaraia,LC
16759535,Serranus flaviventris,LC
16759549,Serranus luciopercanus,LC
16759556,Serranus phoebe,LC
16759567,Serranus tortugarum,LC
16759571,Peprilus burti,LC
16759591,Symphysanodon berryi,LC
16765067,Gymnachirus melas,LC
16765076,Gymnachirus nudus,LC
16765093,Trinectes inscriptus,LC
16765190,Engyophrys senta,LC
16765727,Monolene megalepis,LC
16765806,Monolene sessilicauda,LC
16766162,Trichopsetta caribbaea,LC
16766235,Symphurus arawak,LC
16766319,Symphurus caribbeanus,LC
16777231,Symphurus civitatium,LC
16777242,Symphurus diomedeanus,LC
16777283,Symphurus minor,LC
16777340,Symphurus ommaspilus,LC
16777344,Symphurus parvus,LC
16777347,Symphurus pelicanus,LC
16777353,Symphurus plagusia,LC
16777363,Symphurus pusillus,LC
16777371,Symphurus rhytisma,LC
16777734,Etropus delsmani ssp. delsmani,DD
16777804,Etropus crossotus,LC
16777813,Gastropsetta frontalis,LC
16778030,Paralichthys oblongus,LC
16778116,Paralichthys tropicus,DD
16778128,Syacium papillosum,LC
16778406,Polydactylus octonemus,LC
16778475,Polydactylus oligodon,LC
16778632,Peristedion gracile,LC
16778750,Neomerinthe beanorum,LC
16778824,Pontinus castor,LC
16778856,Pontinus helena,DD
16779096,Pontinus nematophthalmus,LC
16779138,Pontinus rathbuni,LC
16779209,Scorpaena albifimbria,LC
16779221,Scorpaena bergii,LC
16779231,Scorpaena brachyptera,LC
16779236,Scorpaena brasiliensis,LC
16779248,Scorpaena dispar,LC
16779254,Scorpaena elachys,LC
16779258,Scorpaena grandicornis,LC
16779264,Scorpaena inermis,LC
16779308,Scorpaena plumieri,LC
16779383,Scorpaenodes caribbaeus,LC
16779424,Scorpaenodes tredecimspinosus,LC
16779436,Prionotus alatus,LC
16779444,Prionotus beanii,LC
16779491,Prionotus carolinus,LC
16780973,Prionotus evolans,LC
16781047,Prionotus ophryas,LC
16781050,Prionotus punctatus,LC
16781072,Prionotus roseus,LC
16781081,Prionotus scitulus,LC
16781085,Prionotus stearnsi,LC
16781101,Prionotus tribulus,LC
16781113,Fistularia petimba,LC
16781124,Fistularia tabacaria,LC
16781145,Monacanthus ciliatus,LC
16781154,Monacanthus tuckeri,LC
16781168,Stephanolepis hispidus,LC
16781181,Stephanolepis setifer,LC
16781189,Xenolepidichthys dalgleishi,LC
16811574,Rypticus carpenteri,LC
17345844,Eumetopias jubatus ssp. monteriensis,LC
17367725,Eumetopias jubatus ssp. jubatus,EN
18123632,Anotopterus pharao,LC
18123647,Saurida undosquamis,LC
18123960,Anoplogaster cornuta,LC
18124015,Diretmus argenteus,LC
18124179,Sargocentron rubrum,LC
18124721,Dussumieria acuta,LC
18124738,Dussumieria elopsoides,LC
18124757,Herklotsichthys punctatus,LC
18124888,Engraulis albidus,DD
18125103,Pollachius pollachius,LC
18125145,Raniceps raninus,LC
18125208,Trisopterus esmarkii,LC
18125362,Ciliata mustela,LC
18125379,Ciliata septentrionalis,LC
18125776,Coryphaenoides armatus,LC
18125838,Coryphaenoides profundicolus,LC
18126034,Kumba dentoni,DD
18127741,Ceratias holboelli,LC
18127783,Chaunax suttkusi,LC
18127809,Bufoceratias wedli,LC
18127828,Himantolophus compressus,DD
18127836,Himantolophus groenlandicus,LC
18127840,Melanocetus johnsonii,LC
18128090,Oneirodes carlsbergi,LC
18128749,Oneirodes eschrichtii,LC
18128938,Lampanyctus macdonaldi,LC
18138780,Barathronus parfaiti,DD
18138798,Sciadonus cryptophthalmus,DD
18138812,Melodichthys hadrocephalus,DD
18138825,Bassozetus taenia,LC
18138869,Monomitopus metriostoma,LC
18139045,Spectrunculus grandis,LC
18139074,Alepocephalus productus,LC
18139615,Conocara murrayi,LC
18140291,Narcetes stomias,LC
18140358,Bathylagichthys greyae,LC
18140736,Dolicholagus longirostris,LC
18140829,Opisthoproctus grimaldii,LC
18155920,Opisthoproctus soleatus,LC
18155933,Barbantus curvifrons,LC
18155939,Holtbyrnia anomala,LC
18155943,Holtbyrnia macrops,LC
18155946,Maulisia mauli,LC
18155949,Normichthys operosus,LC
18155952,Sagamichthys schnakenbecki,LC
18155960,Ammodytes tobianus,DD
18155963,Gymnammodytes semisquamatus,LC
18155982,Hyperoplus lanceolatus,LC
18158219,Alepes djedaba,LC
18158262,Selar boops,LC
18158331,Selene dorsalis,LC
18158359,Seriola carpenteri,LC
18158445,Platyberyx opalescens,LC
18158583,Nesiarchus nasutus,LC
18159126,Buenia jeffreysii,LC
18159556,Gobius gasteveni,LC
18159817,Gobiusculus flavescens,LC
18159823,Lebetus scorpioides,LC
18160428,Lesueurigobius sanzi,LC
18160456,Ponticola cephalargoides,LC
18160468,Ponticola platyrostris,LC
18160573,Pomatoschistus lozanoi,LC
18161514,Vanneaugobius pruvoti,LC
18177478,Pseudupeneus prayensis,VU
18177499,Upeneus moluccensis,LC
18180983,Pachycara bulbiceps,LC
18180998,Pachycara crassiceps,LC
18214503,Arnoglossus grohmanni,DD
18214519,Bothus pantherinus,LC
18214863,Limanda limanda,LC
18227064,Phrynorhombus norvegicus,LC
18227109,Cyema atrum,LC
18227119,Eurypharynx pelecanoides,LC
18227123,Saccopharynx ampullaceus,LC
18227168,Agonus cataphractus,LC
18237151,Micrenophrys lilljeborgii,LC
18237502,Careproctus aciculipunctatus,DD
18237516,Careproctus merretti,DD
18237707,Liparis montagui,LC
18237712,Paraliparis abyssorum,DD
18237739,Paraliparis bipolaris,DD
18237772,Paraliparis hystrix,DD
18237775,Psednos spirohira,DD
18237796,Cottunculus konstantinovi,DD
18238049,Scopelogadus beanii,DD
18252612,Cyclothone acclinidens,LC
18252616,Cyclothone livida,LC
18252619,Cyclothone pallida,LC
18252629,Cyclothone pseudopallida,LC
18252702,Diplophos taenia,LC
18252718,Gonostoma elongatum,LC
18252849,Margrethia obtusirostra,DD
18252853,Sigmops bathyphilus,LC
18252952,Vinciguerria nimbaria,LC
18253276,Argyropelecus aculeatus,LC
18253282,Argyropelecus gigas,LC
18253296,Sternoptyx diaphana,LC
18253303,Valenciennellus tripunctulatus,LC
18256447,Astronesthes gemmifer,DD
18256458,Bathophilus digitatus,LC
18256490,Bathophilus vaillanti,LC
18256504,Borostomias abyssorum,DD
18256560,Echiostoma barbatum,LC
18256726,Eustomias braueri,DD
